"Time","response_time"
2023-06-12 11:40:55,407 ms
2023-06-12 11:41:00,570 ms
2023-06-12 11:41:05,384 ms
2023-06-12 11:41:10,517 ms
2023-06-12 11:41:15,86.1 ms
2023-06-12 11:41:20,93.2 ms
2023-06-12 11:41:25,269 ms
2023-06-12 11:41:30,92.3 ms
2023-06-12 11:41:35,781 ms
2023-06-12 11:41:40,794 ms
2023-06-12 11:41:45,1.27 s
2023-06-12 11:41:50,908 ms
2023-06-12 11:41:55,202 ms
2023-06-12 11:42:00,275 ms
2023-06-12 11:42:05,963 ms
2023-06-12 11:42:10,428 ms
2023-06-12 11:42:15,560 ms
2023-06-12 11:42:20,1.04 s
2023-06-12 11:42:25,69.1 ms
2023-06-12 11:42:30,208 ms
2023-06-12 11:42:35,122 ms
2023-06-12 11:42:40,268 ms
2023-06-12 11:42:45,89.9 ms
2023-06-12 11:42:50,688 ms
2023-06-12 11:42:55,430 ms
2023-06-12 11:43:00,237 ms
2023-06-12 11:43:05,982 ms
2023-06-12 11:43:10,125 ms
2023-06-12 11:43:15,820 ms
2023-06-12 11:43:20,211 ms
2023-06-12 11:43:25,332 ms
2023-06-12 11:43:30,216 ms
2023-06-12 11:43:35,277 ms
2023-06-12 11:43:40,452 ms
2023-06-12 11:43:45,355 ms
2023-06-12 11:43:50,196 ms
2023-06-12 11:43:55,205 ms
2023-06-12 11:44:00,1.28 s
2023-06-12 11:44:05,219 ms
2023-06-12 11:44:10,1.01 s
2023-06-12 11:44:15,98.8 ms
2023-06-12 11:44:20,571 ms
2023-06-12 11:44:25,101 ms
2023-06-12 11:44:30,18.0 ms
2023-06-12 11:44:35,88.3 ms
2023-06-12 11:44:40,91.5 ms
2023-06-12 11:44:45,191 ms
2023-06-12 11:44:50,450 ms
2023-06-12 11:44:55,13.4 ms
2023-06-12 11:45:00,760 ms
2023-06-12 11:45:05,118 ms
2023-06-12 11:45:10,216 ms
2023-06-12 11:45:15,106 ms
2023-06-12 11:45:20,52.7 ms
2023-06-12 11:45:25,15.3 ms
2023-06-12 11:45:30,196 ms
2023-06-12 11:45:35,38.9 ms
2023-06-12 11:45:40,15.6 ms
2023-06-12 11:45:45,846 ms
2023-06-12 11:45:50,16.5 ms
2023-06-12 11:45:55,241 ms
2023-06-12 11:46:00,95.7 ms
2023-06-12 11:46:05,276 ms
2023-06-12 11:46:10,15.1 ms
2023-06-12 11:46:15,678 ms
2023-06-12 11:46:20,109 ms
2023-06-12 11:46:25,573 ms
2023-06-12 11:46:30,84.4 ms
2023-06-12 11:46:35,230 ms
2023-06-12 11:46:40,15.0 ms
2023-06-12 11:46:45,168 ms
2023-06-12 11:46:50,75.2 ms
2023-06-12 11:46:55,198 ms
2023-06-12 11:47:00,110 ms
2023-06-12 11:47:05,17.3 ms
2023-06-12 11:47:10,385 ms
2023-06-12 11:47:15,94.1 ms
2023-06-12 11:47:20,263 ms
2023-06-12 11:47:25,366 ms
2023-06-12 11:47:30,193 ms
2023-06-12 11:47:35,216 ms
2023-06-12 11:47:40,658 ms
2023-06-12 11:47:45,264 ms
2023-06-12 11:47:50,559 ms
2023-06-12 11:47:55,1.12 s
2023-06-12 11:48:00,451 ms
2023-06-12 11:48:05,349 ms
2023-06-12 11:48:10,359 ms
2023-06-12 11:48:15,487 ms
2023-06-12 11:48:20,714 ms
2023-06-12 11:48:25,489 ms
2023-06-12 11:48:30,302 ms
2023-06-12 11:48:35,883 ms
2023-06-12 11:48:40,425 ms
2023-06-12 11:48:45,627 ms
2023-06-12 11:48:50,267 ms
2023-06-12 11:48:55,995 ms
2023-06-12 11:49:00,502 ms
2023-06-12 11:49:05,539 ms
2023-06-12 11:49:10,1.31 s
2023-06-12 11:49:15,633 ms
2023-06-12 11:49:20,650 ms
2023-06-12 11:49:25,573 ms
2023-06-12 11:49:30,528 ms
2023-06-12 11:49:35,340 ms
2023-06-12 11:49:40,432 ms
2023-06-12 11:49:45,325 ms
2023-06-12 11:49:50,880 ms
2023-06-12 11:49:55,311 ms
2023-06-12 11:50:00,316 ms
2023-06-12 11:50:05,1.27 s
2023-06-12 11:50:10,786 ms
2023-06-12 11:50:15,736 ms
2023-06-12 11:50:20,296 ms
2023-06-12 11:50:25,780 ms
2023-06-12 11:50:30,464 ms
2023-06-12 11:50:35,263 ms
2023-06-12 11:50:40,683 ms
2023-06-12 11:50:45,496 ms
2023-06-12 11:50:50,878 ms
2023-06-12 11:50:55,979 ms
2023-06-12 11:51:00,399 ms
2023-06-12 11:51:05,211 ms
2023-06-12 11:51:10,1.16 s
2023-06-12 11:51:15,946 ms
2023-06-12 11:51:20,334 ms
2023-06-12 11:51:25,726 ms
2023-06-12 11:51:30,1.03 s
2023-06-12 11:51:35,935 ms
2023-06-12 11:51:40,1.87 s
2023-06-12 11:51:45,2.13 s
2023-06-12 11:51:50,2.87 s
2023-06-12 11:51:55,2.45 s
2023-06-12 11:52:00,3.44 s
2023-06-12 11:52:05,3.30 s
2023-06-12 11:52:10,3.18 s
2023-06-12 11:52:15,1.46 s
2023-06-12 11:52:20,1.95 s
2023-06-12 11:52:25,1.69 s
2023-06-12 11:52:30,1.81 s
2023-06-12 11:52:35,2.14 s
2023-06-12 11:52:40,2.04 s
2023-06-12 11:52:45,1.86 s
2023-06-12 11:52:50,1.27 s
2023-06-12 11:52:55,2.30 s
2023-06-12 11:53:00,1.97 s
2023-06-12 11:53:05,1.66 s
2023-06-12 11:53:10,1.69 s
2023-06-12 11:53:15,1.33 s
2023-06-12 11:53:20,495 ms
2023-06-12 11:53:25,520 ms
2023-06-12 11:53:30,704 ms
2023-06-12 11:53:35,602 ms
2023-06-12 11:53:40,863 ms
2023-06-12 11:53:45,1.24 s
2023-06-12 11:53:50,1.89 s
2023-06-12 11:53:55,1.16 s
2023-06-12 11:54:00,778 ms
2023-06-12 11:54:05,1.46 s
2023-06-12 11:54:10,935 ms
2023-06-12 11:54:15,1.31 s
2023-06-12 11:54:20,1.30 s
2023-06-12 11:54:25,570 ms
2023-06-12 11:54:30,625 ms
2023-06-12 11:54:35,572 ms
2023-06-12 11:54:40,802 ms
2023-06-12 11:54:45,1.08 s
2023-06-12 11:54:50,631 ms
2023-06-12 11:54:55,751 ms
2023-06-12 11:55:00,707 ms
2023-06-12 11:55:05,819 ms
2023-06-12 11:55:10,990 ms
2023-06-12 11:55:15,673 ms
2023-06-12 11:55:20,785 ms
2023-06-12 11:55:25,706 ms
2023-06-12 11:55:30,590 ms
2023-06-12 11:55:35,720 ms
2023-06-12 11:55:40,797 ms
2023-06-12 11:55:45,935 ms
2023-06-12 11:55:50,874 ms
2023-06-12 11:55:55,992 ms
2023-06-12 11:56:00,804 ms
2023-06-12 11:56:05,876 ms
2023-06-12 11:56:10,1.27 s
2023-06-12 11:56:15,862 ms
2023-06-12 11:56:20,793 ms
2023-06-12 11:56:25,644 ms
2023-06-12 11:56:30,503 ms
2023-06-12 11:56:35,459 ms
2023-06-12 11:56:40,442 ms
2023-06-12 11:56:45,1.04 s
2023-06-12 11:56:50,1.51 s
2023-06-12 11:56:55,985 ms
2023-06-12 11:57:00,1.01 s
2023-06-12 11:57:05,295 ms
2023-06-12 11:57:10,1.23 s
2023-06-12 11:57:15,893 ms
2023-06-12 11:57:20,1.69 s
2023-06-12 11:57:25,2.46 s
2023-06-12 11:57:30,1.23 s
2023-06-12 11:57:35,1.15 s
2023-06-12 11:57:40,885 ms
2023-06-12 11:57:45,859 ms
2023-06-12 11:57:50,334 ms
2023-06-12 11:57:55,320 ms
2023-06-12 11:58:00,701 ms
2023-06-12 11:58:05,633 ms
2023-06-12 11:58:10,533 ms
2023-06-12 11:58:15,1.56 s
2023-06-12 11:58:20,1.05 s
2023-06-12 11:58:25,294 ms
2023-06-12 11:58:30,585 ms
2023-06-12 11:58:35,564 ms
2023-06-12 11:58:40,1.17 s
2023-06-12 11:58:45,2.28 s
2023-06-12 11:58:50,1.95 s
2023-06-12 11:58:55,605 ms
2023-06-12 11:59:00,860 ms
2023-06-12 11:59:05,959 ms
2023-06-12 11:59:10,689 ms
2023-06-12 11:59:15,725 ms
2023-06-12 11:59:20,471 ms
2023-06-12 11:59:25,665 ms
2023-06-12 11:59:30,362 ms
2023-06-12 11:59:35,924 ms
2023-06-12 11:59:40,1.27 s
2023-06-12 11:59:45,724 ms
2023-06-12 11:59:50,1.08 s
2023-06-12 11:59:55,1.12 s
2023-06-12 12:00:00,1.89 s
2023-06-12 12:00:05,2.35 s
2023-06-12 12:00:10,2.82 s
2023-06-12 12:00:15,4.10 s
2023-06-12 12:00:20,2.87 s
2023-06-12 12:00:25,3.62 s
2023-06-12 12:00:30,4.03 s
2023-06-12 12:00:35,3.38 s
2023-06-12 12:00:40,2.99 s
2023-06-12 12:00:45,3.28 s
2023-06-12 12:00:50,4.32 s
2023-06-12 12:00:55,3.08 s
2023-06-12 12:01:00,4.75 s
2023-06-12 12:01:05,3.57 s
2023-06-12 12:01:10,3.91 s
2023-06-12 12:01:15,3.00 s
2023-06-12 12:01:20,4.09 s
2023-06-12 12:01:25,5.18 s
2023-06-12 12:01:30,3.11 s
2023-06-12 12:01:35,2.88 s
2023-06-12 12:01:40,4.22 s
2023-06-12 12:01:45,746 ms
2023-06-12 12:01:50,685 ms
2023-06-12 12:01:55,344 ms
2023-06-12 12:02:00,701 ms
2023-06-12 12:02:05,181 ms
2023-06-12 12:02:10,962 ms
2023-06-12 12:02:15,492 ms
2023-06-12 12:02:20,237 ms
2023-06-12 12:02:25,632 ms
2023-06-12 12:02:30,286 ms
2023-06-12 12:02:35,609 ms
2023-06-12 12:02:40,297 ms
2023-06-12 12:02:45,746 ms
2023-06-12 12:02:50,1.06 s
2023-06-12 12:02:55,306 ms
2023-06-12 12:03:00,566 ms
2023-06-12 12:03:05,617 ms
2023-06-12 12:03:10,596 ms
2023-06-12 12:03:15,764 ms
2023-06-12 12:03:20,721 ms
2023-06-12 12:03:25,806 ms
2023-06-12 12:03:30,401 ms
2023-06-12 12:03:35,539 ms
2023-06-12 12:03:40,533 ms
2023-06-12 12:03:45,261 ms
2023-06-12 12:03:50,716 ms
2023-06-12 12:03:55,508 ms
2023-06-12 12:04:00,441 ms
2023-06-12 12:04:05,535 ms
2023-06-12 12:04:10,1.17 s
2023-06-12 12:04:15,373 ms
2023-06-12 12:04:20,251 ms
2023-06-12 12:04:25,1.08 s
2023-06-12 12:04:30,1.27 s
2023-06-12 12:04:35,936 ms
2023-06-12 12:04:40,835 ms
2023-06-12 12:04:45,387 ms
2023-06-12 12:04:50,866 ms
2023-06-12 12:04:55,523 ms
2023-06-12 12:05:00,285 ms
2023-06-12 12:05:05,635 ms
2023-06-12 12:05:10,1.95 s
2023-06-12 12:05:15,1.18 s
2023-06-12 12:05:20,2.57 s
2023-06-12 12:05:25,3.55 s
2023-06-12 12:05:30,4.00 s
2023-06-12 12:05:35,3.54 s
2023-06-12 12:05:40,3.98 s
2023-06-12 12:05:45,3.79 s
2023-06-12 12:05:50,3.47 s
2023-06-12 12:05:55,3.43 s
2023-06-12 12:06:00,3.46 s
2023-06-12 12:06:05,4.33 s
2023-06-12 12:06:10,2.97 s
2023-06-12 12:06:15,3.66 s
2023-06-12 12:06:20,3.34 s
2023-06-12 12:06:25,4.26 s
2023-06-12 12:06:30,3.82 s
2023-06-12 12:06:35,3.93 s
2023-06-12 12:06:40,4.02 s
2023-06-12 12:06:45,4.07 s
2023-06-12 12:06:50,3.32 s
2023-06-12 12:06:55,4.26 s
2023-06-12 12:07:00,2.58 s
2023-06-12 12:07:05,3.81 s
2023-06-12 12:07:10,3.85 s
2023-06-12 12:07:15,3.15 s
2023-06-12 12:07:20,3.60 s
2023-06-12 12:07:25,3.79 s
2023-06-12 12:07:30,3.04 s
2023-06-12 12:07:35,4.47 s
2023-06-12 12:07:40,3.59 s
2023-06-12 12:07:45,3.28 s
2023-06-12 12:07:50,868 ms
2023-06-12 12:07:55,769 ms
2023-06-12 12:08:00,812 ms
2023-06-12 12:08:05,1.40 s
2023-06-12 12:08:10,960 ms
2023-06-12 12:08:15,1.01 s
2023-06-12 12:08:20,984 ms
2023-06-12 12:08:25,816 ms
2023-06-12 12:08:30,773 ms
2023-06-12 12:08:35,1.14 s
2023-06-12 12:08:40,806 ms
2023-06-12 12:08:45,982 ms
2023-06-12 12:08:50,925 ms
2023-06-12 12:08:55,683 ms
2023-06-12 12:09:00,534 ms
2023-06-12 12:09:05,770 ms
2023-06-12 12:09:10,430 ms
2023-06-12 12:09:15,879 ms
2023-06-12 12:09:20,307 ms
2023-06-12 12:09:25,750 ms
2023-06-12 12:09:30,901 ms
2023-06-12 12:09:35,887 ms
2023-06-12 12:09:40,920 ms
2023-06-12 12:09:45,516 ms
2023-06-12 12:09:50,112 ms
2023-06-12 12:09:55,249 ms
2023-06-12 12:10:00,185 ms
2023-06-12 12:10:05,402 ms
2023-06-12 12:10:10,700 ms
2023-06-12 12:10:15,209 ms
2023-06-12 12:10:20,239 ms
2023-06-12 12:10:25,888 ms
2023-06-12 12:10:30,289 ms
2023-06-12 12:10:35,18.3 ms
2023-06-12 12:10:40,978 ms
2023-06-12 12:10:45,779 ms
2023-06-12 12:10:50,198 ms
2023-06-12 12:10:55,92.7 ms
2023-06-12 12:11:00,193 ms
2023-06-12 12:11:05,209 ms
2023-06-12 12:11:10,1.20 s
2023-06-12 12:11:15,1.32 s
2023-06-12 12:11:20,932 ms
2023-06-12 12:11:25,498 ms
2023-06-12 12:11:30,257 ms
2023-06-12 12:11:35,88.0 ms
2023-06-12 12:11:40,219 ms
2023-06-12 12:11:45,274 ms
2023-06-12 12:11:50,826 ms
2023-06-12 12:11:55,67.0 ms
2023-06-12 12:12:00,14.7 ms
2023-06-12 12:12:05,1.08 s
2023-06-12 12:12:10,92.2 ms
2023-06-12 12:12:15,112 ms
2023-06-12 12:12:20,209 ms
2023-06-12 12:12:25,223 ms
2023-06-12 12:12:30,205 ms
2023-06-12 12:12:35,93.4 ms
2023-06-12 12:12:40,14.1 ms
2023-06-12 12:12:45,183 ms
2023-06-12 12:12:50,17.5 ms
2023-06-12 12:12:55,98.1 ms
2023-06-12 12:13:00,207 ms
2023-06-12 12:13:05,58.4 ms
2023-06-12 12:13:10,283 ms
2023-06-12 12:13:15,886 ms
2023-06-12 12:13:20,138 ms
2023-06-12 12:13:25,94.0 ms
2023-06-12 12:13:30,140 ms
2023-06-12 12:13:35,224 ms
2023-06-12 12:13:40,896 ms
2023-06-12 12:13:45,208 ms
2023-06-12 12:13:50,728 ms
2023-06-12 12:13:55,201 ms
2023-06-12 12:14:00,196 ms
2023-06-12 12:14:05,232 ms
2023-06-12 12:14:10,1.07 s
2023-06-12 12:14:15,19.5 ms
2023-06-12 12:14:20,1.01 s
2023-06-12 12:14:25,130 ms
2023-06-12 12:14:30,294 ms
2023-06-12 12:14:35,1.07 s
2023-06-12 12:14:40,399 ms
2023-06-12 12:14:45,106 ms
2023-06-12 12:14:50,967 ms
2023-06-12 12:14:55,613 ms
2023-06-12 12:15:00,554 ms
2023-06-12 12:15:05,762 ms
2023-06-12 12:15:10,1.21 s
2023-06-12 12:15:15,204 ms
2023-06-12 12:15:20,1.16 s
2023-06-12 12:15:25,80.4 ms
2023-06-12 12:15:30,306 ms
2023-06-12 12:15:35,179 ms
2023-06-12 12:15:40,385 ms
2023-06-12 12:15:45,87.4 ms
2023-06-12 12:15:50,805 ms
2023-06-12 12:15:55,316 ms
2023-06-12 12:16:00,107 ms
2023-06-12 12:16:05,323 ms
2023-06-12 12:16:10,494 ms
2023-06-12 12:16:15,251 ms
2023-06-12 12:16:20,486 ms
2023-06-12 12:16:25,205 ms
2023-06-12 12:16:30,584 ms
2023-06-12 12:16:35,1.15 s
2023-06-12 12:16:40,754 ms
2023-06-12 12:16:45,152 ms
2023-06-12 12:16:50,420 ms
2023-06-12 12:16:55,93.5 ms
2023-06-12 12:17:00,618 ms
2023-06-12 12:17:05,1.05 s
2023-06-12 12:17:10,193 ms
2023-06-12 12:17:15,248 ms
2023-06-12 12:17:20,687 ms
2023-06-12 12:17:25,915 ms
2023-06-12 12:17:30,296 ms
2023-06-12 12:17:35,265 ms
2023-06-12 12:17:40,441 ms
2023-06-12 12:17:45,303 ms
2023-06-12 12:17:50,500 ms
2023-06-12 12:17:55,813 ms
2023-06-12 12:18:00,874 ms
2023-06-12 12:18:05,296 ms
2023-06-12 12:18:10,444 ms
2023-06-12 12:18:15,313 ms
2023-06-12 12:18:20,360 ms
2023-06-12 12:18:25,153 ms
2023-06-12 12:18:30,504 ms
2023-06-12 12:18:35,277 ms
2023-06-12 12:18:40,264 ms
2023-06-12 12:18:45,752 ms
2023-06-12 12:18:50,266 ms
2023-06-12 12:18:55,661 ms
2023-06-12 12:19:00,1.35 s
2023-06-12 12:19:05,1.71 s
2023-06-12 12:19:10,2.90 s
2023-06-12 12:19:15,3.60 s
2023-06-12 12:19:20,3.36 s
2023-06-12 12:19:25,1.38 s
2023-06-12 12:19:30,1.76 s
2023-06-12 12:19:35,1.85 s
2023-06-12 12:19:40,3.72 s
2023-06-12 12:19:45,4.56 s
2023-06-12 12:19:50,3.80 s
2023-06-12 12:19:55,3.55 s
2023-06-12 12:20:00,3.68 s
2023-06-12 12:20:05,3.59 s
2023-06-12 12:20:10,4.44 s
2023-06-12 12:20:15,3.16 s
2023-06-12 12:20:20,3.71 s
2023-06-12 12:20:25,4.77 s
2023-06-12 12:20:30,317 ms
2023-06-12 12:20:35,167 ms
2023-06-12 12:20:40,198 ms
2023-06-12 12:20:45,493 ms
2023-06-12 12:20:50,218 ms
2023-06-12 12:20:55,959 ms
2023-06-12 12:21:00,237 ms
2023-06-12 12:21:05,210 ms
2023-06-12 12:21:10,360 ms
2023-06-12 12:21:15,487 ms
2023-06-12 12:21:20,416 ms
2023-06-12 12:21:25,490 ms
2023-06-12 12:21:30,586 ms
2023-06-12 12:21:35,618 ms
2023-06-12 12:21:40,418 ms
2023-06-12 12:21:45,108 ms
2023-06-12 12:21:50,770 ms
2023-06-12 12:21:55,604 ms
2023-06-12 12:22:00,280 ms
2023-06-12 12:22:05,307 ms
2023-06-12 12:22:10,912 ms
2023-06-12 12:22:15,503 ms
2023-06-12 12:22:20,259 ms
2023-06-12 12:22:25,287 ms
2023-06-12 12:22:30,179 ms
2023-06-12 12:22:35,486 ms
2023-06-12 12:22:40,209 ms
2023-06-12 12:22:45,329 ms
2023-06-12 12:22:50,206 ms
2023-06-12 12:22:55,307 ms
2023-06-12 12:23:00,449 ms
2023-06-12 12:23:05,196 ms
2023-06-12 12:23:10,1.38 s
2023-06-12 12:23:15,568 ms
2023-06-12 12:23:20,245 ms
2023-06-12 12:23:25,927 ms
2023-06-12 12:23:30,735 ms
2023-06-12 12:23:35,328 ms
2023-06-12 12:23:40,276 ms
2023-06-12 12:23:45,859 ms
2023-06-12 12:23:50,203 ms
2023-06-12 12:23:55,376 ms
2023-06-12 12:24:00,257 ms
2023-06-12 12:24:05,659 ms
2023-06-12 12:24:10,253 ms
2023-06-12 12:24:15,650 ms
2023-06-12 12:24:20,845 ms
2023-06-12 12:24:25,2.12 s
2023-06-12 12:24:30,2.39 s
2023-06-12 12:24:35,2.50 s
2023-06-12 12:24:40,3.25 s
2023-06-12 12:24:45,3.46 s
2023-06-12 12:24:50,4.32 s
2023-06-12 12:24:55,3.38 s
2023-06-12 12:25:00,2.83 s
2023-06-12 12:25:05,2.77 s
2023-06-12 12:25:10,3.74 s
2023-06-12 12:25:15,4.23 s
2023-06-12 12:25:20,3.73 s
2023-06-12 12:25:25,4.60 s
2023-06-12 12:25:30,2.85 s
2023-06-12 12:25:35,4.47 s
2023-06-12 12:25:40,3.68 s
2023-06-12 12:25:45,3.64 s
2023-06-12 12:25:50,3.92 s
2023-06-12 12:25:55,4.72 s
2023-06-12 12:26:00,3.38 s
2023-06-12 12:26:05,2.80 s
2023-06-12 12:26:10,3.29 s
2023-06-12 12:26:15,4.14 s
2023-06-12 12:26:20,3.72 s
2023-06-12 12:26:25,3.46 s
2023-06-12 12:26:30,3.45 s
2023-06-12 12:26:35,4.51 s
2023-06-12 12:26:40,3.45 s
2023-06-12 12:26:45,873 ms
2023-06-12 12:26:50,1.01 s
2023-06-12 12:26:55,844 ms
2023-06-12 12:27:00,579 ms
2023-06-12 12:27:05,750 ms
2023-06-12 12:27:10,692 ms
2023-06-12 12:27:15,939 ms
2023-06-12 12:27:20,868 ms
2023-06-12 12:27:25,709 ms
2023-06-12 12:27:30,942 ms
2023-06-12 12:27:35,588 ms
2023-06-12 12:27:40,1.34 s
2023-06-12 12:27:45,1.29 s
2023-06-12 12:27:50,886 ms
2023-06-12 12:27:55,476 ms
2023-06-12 12:28:00,962 ms
2023-06-12 12:28:05,942 ms
2023-06-12 12:28:10,922 ms
2023-06-12 12:28:15,674 ms
2023-06-12 12:28:20,689 ms
2023-06-12 12:28:25,902 ms
2023-06-12 12:28:30,743 ms
2023-06-12 12:28:35,991 ms
2023-06-12 12:28:40,490 ms
2023-06-12 12:28:45,429 ms
2023-06-12 12:28:50,375 ms
2023-06-12 12:28:55,1.72 s
2023-06-12 12:29:00,1.08 s
2023-06-12 12:29:05,485 ms
2023-06-12 12:29:10,1.22 s
2023-06-12 12:29:15,958 ms
2023-06-12 12:29:20,533 ms
2023-06-12 12:29:25,431 ms
2023-06-12 12:29:30,823 ms
2023-06-12 12:29:35,820 ms
2023-06-12 12:29:40,847 ms
2023-06-12 12:29:45,405 ms
2023-06-12 12:29:50,819 ms
2023-06-12 12:29:55,668 ms
2023-06-12 12:30:00,272 ms
2023-06-12 12:30:05,687 ms
2023-06-12 12:30:10,2.57 s
2023-06-12 12:30:15,3.41 s
2023-06-12 12:30:20,2.33 s
2023-06-12 12:30:25,1.41 s
2023-06-12 12:30:30,944 ms
2023-06-12 12:30:35,1.18 s
2023-06-12 12:30:40,606 ms
2023-06-12 12:30:45,781 ms
2023-06-12 12:30:50,734 ms
2023-06-12 12:30:55,375 ms
2023-06-12 12:31:00,1.33 s
2023-06-12 12:31:05,721 ms
2023-06-12 12:31:10,2.01 s
2023-06-12 12:31:15,1.32 s
2023-06-12 12:31:20,658 ms
2023-06-12 12:31:25,1.61 s
2023-06-12 12:31:30,2.68 s
2023-06-12 12:31:35,3.62 s
2023-06-12 12:31:40,3.06 s
2023-06-12 12:31:45,1.70 s
2023-06-12 12:31:50,956 ms
2023-06-12 12:31:55,1.34 s
2023-06-12 12:32:00,1.34 s
2023-06-12 12:32:05,1.55 s
2023-06-12 12:32:10,1.29 s
2023-06-12 12:32:15,655 ms
2023-06-12 12:32:20,416 ms
2023-06-12 12:32:25,1.01 s
2023-06-12 12:32:30,1.02 s
2023-06-12 12:32:35,1.11 s
2023-06-12 12:32:40,533 ms
2023-06-12 12:32:45,703 ms
2023-06-12 12:32:50,515 ms
2023-06-12 12:32:55,993 ms
2023-06-12 12:33:00,881 ms
2023-06-12 12:33:05,941 ms
2023-06-12 12:33:10,722 ms
2023-06-12 12:33:15,504 ms
2023-06-12 12:33:20,681 ms
2023-06-12 12:33:25,1.15 s
2023-06-12 12:33:30,729 ms
2023-06-12 12:33:35,594 ms
2023-06-12 12:33:40,1.42 s
2023-06-12 12:33:45,680 ms
2023-06-12 12:33:50,962 ms
2023-06-12 12:33:55,624 ms
2023-06-12 12:34:00,787 ms
2023-06-12 12:34:05,939 ms
2023-06-12 12:34:10,1.55 s
2023-06-12 12:34:15,1.46 s
2023-06-12 12:34:20,192 ms
2023-06-12 12:34:25,91.9 ms
2023-06-12 12:34:30,780 ms
2023-06-12 12:34:35,841 ms
2023-06-12 12:34:40,266 ms
2023-06-12 12:34:45,592 ms
2023-06-12 12:34:50,837 ms
2023-06-12 12:34:55,519 ms
2023-06-12 12:35:00,325 ms
2023-06-12 12:35:05,220 ms
2023-06-12 12:35:10,992 ms
2023-06-12 12:35:15,115 ms
2023-06-12 12:35:20,343 ms
2023-06-12 12:35:25,886 ms
2023-06-12 12:35:30,181 ms
2023-06-12 12:35:35,382 ms
2023-06-12 12:35:40,214 ms
2023-06-12 12:35:45,248 ms
2023-06-12 12:35:50,233 ms
2023-06-12 12:35:55,510 ms
2023-06-12 12:36:00,926 ms
2023-06-12 12:36:05,282 ms
2023-06-12 12:36:10,362 ms
2023-06-12 12:36:15,274 ms
2023-06-12 12:36:20,312 ms
