"time","timestamp [ms]","cpu_usage [ratios]","memory_usage [ratios]","bandwidth_inbound [MB/s]","bandwidth_outbound [MB/s]","tps [req/s]","tps_error [req/s]","response_time [ms]","status"
"2023-06-12 11:36:05","1686544565000","0.292","0.374","10200","9560","2","0","983","0"
"2023-06-12 11:36:10","1686544570000","0.226","0.374","11000","8770","2","0","665","0"
"2023-06-12 11:36:15","1686544575000","0.258","0.368","6350","5500","2","0","982","0"
"2023-06-12 11:36:20","1686544580000","0.316","0.368","9580","8280","2.6","0","1120","0"
"2023-06-12 11:36:25","1686544585000","0.17800000000000002","0.368","8430","7300","1.6","0","817","0"
"2023-06-12 11:36:30","1686544590000","0.172","0.368","7960","6790","1.2","0","271","0"
"2023-06-12 11:36:35","1686544595000","0.198","0.368","3160","2790","1.4","0","840","0"
"2023-06-12 11:36:40","1686544600000","0.14400000000000002","0.368","773","810","1.6","0","796","0"
"2023-06-12 11:36:45","1686544605000","0.08199999999999999","0.368","5500","4650","1.4","0","287","0"
"2023-06-12 11:36:50","1686544610000","0.212","0.368","10300","8920","1.6","0","700","0"
"2023-06-12 11:36:55","1686544615000","0.10800000000000001","0.368","8520","7200","1.4","0","213","0"
"2023-06-12 11:37:00","1686544620000","0.094","0.368","5480","4700","1.2","0","577","0"
"2023-06-12 11:37:05","1686544625000","0.18","0.368","3430","3000","1.6","0","572","0"
"2023-06-12 11:37:10","1686544630000","0.17","0.368","10700","9160","1.6","0","756","0"
"2023-06-12 11:37:15","1686544635000","0.1","0.368","3220","2760","1.2","0","278","0"
"2023-06-12 11:37:20","1686544640000","0.16","0.368","5790","5000","1.4","0","759","0"
"2023-06-12 11:37:25","1686544645000","0.23199999999999998","0.368","3880","4070.0000000000005","1.4","0","1000","0"
"2023-06-12 11:37:30","1686544650000","0.182","0.368","2770","1900","1.4","0","877","0"
"2023-06-12 11:37:35","1686544655000","0.172","0.368","6140","5270","1.6","0","788","0"
"2023-06-12 11:37:40","1686544660000","0.22399999999999998","0.366","5800","5010","1.6","0","685","0"
"2023-06-12 11:37:45","1686544665000","0.11199999999999999","0.366","3100","2720","1.4","0","540","0"
"2023-06-12 11:37:50","1686544670000","0.162","0.366","3300","2850","1.4","0","532","0"
"2023-06-12 11:37:55","1686544675000","0.128","0.366","682","691","1.6","0","663","0"
"2023-06-12 11:38:00","1686544680000","0.086","0.366","5160","4390","1","0","283","0"
"2023-06-12 11:38:05","1686544685000","0.174","0.366","3570","3140","1.8","0","763","0"
"2023-06-12 11:38:10","1686544690000","0.128","0.366","5330","4580","1.6","0","454","0"
"2023-06-12 11:38:15","1686544695000","0.188","0.366","6040","5250","1.2","0","1220","0"
"2023-06-12 11:38:20","1686544700000","0.262","0.366","3790","3430","1.4","0","1250","0"
"2023-06-12 11:38:25","1686544705000","0.142","0.366","3510","2970","1.4","0","468","0"
"2023-06-12 11:38:30","1686544710000","0.142","0.366","2940","2590","1.6","0","665","0"
"2023-06-12 11:38:35","1686544715000","0.18","0.366","3270","2870","1.6","0","752","0"
"2023-06-12 11:38:40","1686544720000","0.102","0.37","5460","4670","1.4","0","435","0"
"2023-06-12 11:38:45","1686544725000","0.062","0.37","4930","4190","1.4","0","292","0"
"2023-06-12 11:38:50","1686544730000","0.12","0.37","5570","4760","1.6","0","303","0"
"2023-06-12 11:38:55","1686544735000","0.19","0.368","7140","6800","1.2","0","788","0"
"2023-06-12 11:39:00","1686544740000","0.256","0.368","10400","8300","1.4","0","813","0"
"2023-06-12 11:39:05","1686544745000","0.138","0.368","2800","2430","1.2","0","667","0"
"2023-06-12 11:39:10","1686544750000","0.27399999999999997","0.38","8370","7220","1.6","0","1060","0"
"2023-06-12 11:39:15","1686544755000","0.252","0.37799999999999995","6870","6650","1.6","0","1240","0"
"2023-06-12 11:39:20","1686544760000","0.132","0.37799999999999995","7440","5720","1.4","0","557","0"
"2023-06-12 11:39:25","1686544765000","0.16399999999999998","0.376","9800","8340","1.6","0","262","0"
"2023-06-12 11:39:30","1686544770000","0.16","0.376","5910","5110","1.4","0","794","0"
"2023-06-12 11:39:35","1686544775000","0.166","0.376","10700","9180","1.2","0","622","0"
"2023-06-12 11:39:40","1686544780000","0.152","0.37200000000000005","3180","2750","1.8","0","653","0"
"2023-06-12 11:39:45","1686544785000","0.11199999999999999","0.37200000000000005","3360","2920","1.4","0","610","0"
"2023-06-12 11:39:50","1686544790000","0.076","0.37200000000000005","2650","2290","1.4","0","559","0"
"2023-06-12 11:39:55","1686544795000","0.16399999999999998","0.37200000000000005","8740","8119.999999999999","1.4","0","322","0"
"2023-06-12 11:40:00","1686544800000","0.12","0.37200000000000005","5410","4059.9999999999995","1.2","0","610","0"
"2023-06-12 11:40:05","1686544805000","0.228","0.37200000000000005","3330","2930","1.4","0","682","0"
"2023-06-12 11:40:10","1686544810000","0.22","0.37200000000000005","8600","7320","1.6","0","1080","0"
"2023-06-12 11:40:15","1686544815000","0.094","0.37200000000000005","5650","5310","1.4","0","329","0"
"2023-06-12 11:40:20","1686544820000","0.14","0.37200000000000005","3050","2210","1.6","0","772","0"
"2023-06-12 11:40:25","1686544825000","0.184","0.37200000000000005","6090","5260","1.6","0","762","0"
"2023-06-12 11:40:30","1686544830000","0.106","0.37200000000000005","3040","2610","1.4","0","451","0"
"2023-06-12 11:40:35","1686544835000","0.16399999999999998","0.37200000000000005","11200","9540","1.4","0","318","0"
"2023-06-12 11:40:40","1686544840000","0.11800000000000001","0.37200000000000005","8400","7200","1.4","0","468","0"
"2023-06-12 11:40:45","1686544845000","0.08199999999999999","0.37200000000000005","3160","2730","1.2","0","262","0"
"2023-06-12 11:40:50","1686544850000","0.252","0.37200000000000005","8750","7540","1.8","0","1040","0"
"2023-06-12 11:40:55","1686544855000","0.134","0.37200000000000005","7970","6820","1.4","0","407","0"
"2023-06-12 11:41:00","1686544860000","0.128","0.37200000000000005","3380","2940","1.6","0","570","0"
"2023-06-12 11:41:05","1686544865000","0.158","0.37200000000000005","8039.999999999999","6840","1.2","0","384","0"
"2023-06-12 11:41:10","1686544870000","0.10800000000000001","0.37200000000000005","5010","4290","1","0","517","0"
"2023-06-12 11:41:15","1686544875000","0.01","0.37200000000000005","27.6","22.8","0.6","0","86.1","0"
"2023-06-12 11:41:20","1686544880000","0.012","0.37200000000000005","22.9","18.8","0.4","0","93.2","0"
"2023-06-12 11:41:25","1686544885000","0.055999999999999994","0.37200000000000005","3920","3640","0.6","0","269","0"
"2023-06-12 11:41:30","1686544890000","0.012","0.37200000000000005","894","452","0.4","0","92.3","0"
"2023-06-12 11:41:35","1686544895000","0.12","0.37200000000000005","3100","2690","0.8","0","781","0"
"2023-06-12 11:41:40","1686544900000","0.1","0.37200000000000005","2690","2350","0.6","0","794","0"
"2023-06-12 11:41:45","1686544905000","0.054000000000000006","0.37200000000000005","339","325","0.4","0","1270","0"
"2023-06-12 11:41:50","1686544910000","0.14800000000000002","0.37200000000000005","3420","2950","0.6","0","908","0"
"2023-06-12 11:41:55","1686544915000","0.013999999999999999","0.37200000000000005","24.2","20","0.6","0","202","0"
"2023-06-12 11:42:00","1686544920000","0.03","0.37200000000000005","2400","2040","0.6","0","275","0"
"2023-06-12 11:42:05","1686544925000","0.092","0.37200000000000005","290","315","0.6","0","963","0"
"2023-06-12 11:42:10","1686544930000","0.07200000000000001","0.37200000000000005","347","298","0.4","0","428","0"
"2023-06-12 11:42:15","1686544935000","0.07","0.37200000000000005","320","306","0.6","0","560","0"
"2023-06-12 11:42:20","1686544940000","0.094","0.37200000000000005","526","510","0.6","0","1040","0"
"2023-06-12 11:42:25","1686544945000","0.036000000000000004","0.371","21.1","17.1","0.6","0","69.1","0"
"2023-06-12 11:42:30","1686544950000","0.044000000000000004","0.371","2860","2440","0.6","0","208","0"
"2023-06-12 11:42:35","1686544955000","0.01","0.371","19.4","15.8","0.4","0","122","0"
"2023-06-12 11:42:40","1686544960000","0.06","0.371","4970","4230","0.6","0","268","0"
"2023-06-12 11:42:45","1686544965000","0.027999999999999997","0.371","104","129","0.4","0","89.9","0"
"2023-06-12 11:42:50","1686544970000","0.04","0.371","315","273","0.8","0","688","0"
"2023-06-12 11:42:55","1686544975000","0.07","0.371","5070","4320","0.6","0","430","0"
"2023-06-12 11:43:00","1686544980000","0.08199999999999999","0.371","3010","2580","0.4","0","237","0"
"2023-06-12 11:43:05","1686544985000","0.126","0.371","3280","2840","0.6","0","982","0"
"2023-06-12 11:43:10","1686544990000","0.027999999999999997","0.371","129","156","0.4","0","125","0"
"2023-06-12 11:43:15","1686544995000","0.1","0.371","2590","2200","0.8","0","820","0"
"2023-06-12 11:43:20","1686545000000","0.016","0.371","14.1","11.1","0.6","0","211","0"
"2023-06-12 11:43:25","1686545005000","0.066","0.371","2980","2550","0.6","0","332","0"
"2023-06-12 11:43:30","1686545010000","0.036000000000000004","0.371","2890","2460","0.4","0","216","0"
"2023-06-12 11:43:35","1686545015000","0.055999999999999994","0.371","4880","4150","0.6","0","277","0"
"2023-06-12 11:43:40","1686545020000","0.057999999999999996","0.371","2830","2430","0.6","0","452","0"
"2023-06-12 11:43:45","1686545025000","0.038","0.371","188","169","0.6","0","355","0"
"2023-06-12 11:43:50","1686545030000","0.068","0.371","5720","4870","0.6","0","196","0"
"2023-06-12 11:43:55","1686545035000","0.038","0.371","2640","2250","0.6","0","205","0"
"2023-06-12 11:44:00","1686545040000","0.054000000000000006","0.371","193","222","0.4","0","1280","0"
"2023-06-12 11:44:05","1686545045000","0.07400000000000001","0.371","2830","2400","0.6","0","219","0"
"2023-06-12 11:44:10","1686545050000","0.11","0.371","764","1100","0.6","0","1010","0"
"2023-06-12 11:44:15","1686545055000","0.022000000000000002","0.371","2040","1330","0.4","0","98.8","0"
"2023-06-12 11:44:20","1686545060000","0.096","0.371","2560","2220","0.8","0","571","0"
"2023-06-12 11:44:25","1686545065000","0.004","0.371","8.78","6.46","0.4","0","101","0"
"2023-06-12 11:44:30","1686545070000","0.008","0.371","15.6","12.4","0.2","0","18","0"
"2023-06-12 11:44:35","1686545075000","0.012","0.371","20.3","16.4","0.4","0","88.3","0"
"2023-06-12 11:44:40","1686545080000","0.008","0.371","14.8","11.7","0.4","0","91.5","0"
"2023-06-12 11:44:45","1686545085000","0.03","0.371","2240","1910","0.4","0","191","0"
"2023-06-12 11:44:50","1686545090000","0.008","0.371","8.75","6.45","0.4","0","450","0"
"2023-06-12 11:44:55","1686545095000","0.026000000000000002","0.371","146","140","0.2","0","13.4","0"
"2023-06-12 11:45:00","1686545100000","0.057999999999999996","0.371","278","269","0.4","0","760","0"
"2023-06-12 11:45:05","1686545105000","0.008","0.371","19.4","15.7","0.4","0","118","0"
"2023-06-12 11:45:10","1686545110000","0.027999999999999997","0.371","2210","1880","0.4","0","216","0"
"2023-06-12 11:45:15","1686545115000","0.01","0.371","9.11","6.88","0.4","0","106","0"
"2023-06-12 11:45:20","1686545120000","0.01","0.371","23.7","19.4","0.4","0","52.7","0"
"2023-06-12 11:45:25","1686545125000","0.006","0.371","18.2","14.6","0.2","0","15.3","0"
"2023-06-12 11:45:30","1686545130000","0.027999999999999997","0.371","2480","2110","0.4","0","196","0"
"2023-06-12 11:45:35","1686545135000","0.01","0.371","22.9","18.7","0.4","0","38.9","0"
"2023-06-12 11:45:40","1686545140000","0.016","0.371","57.6","79.5","0.2","0","15.6","0"
"2023-06-12 11:45:45","1686545145000","0.06","0.371","322","284","0.6","0","846","0"
"2023-06-12 11:45:50","1686545150000","0.04","0.371","2820","2400","0.2","0","16.5","0"
"2023-06-12 11:45:55","1686545155000","0.018000000000000002","0.371","81.7","77.3","0.4","0","241","0"
"2023-06-12 11:46:00","1686545160000","0.008","0.371","14.3","11.3","0.4","0","95.7","0"
"2023-06-12 11:46:05","1686545165000","0.044000000000000004","0.371","1300","1620","0.4","0","276","0"
"2023-06-12 11:46:10","1686545170000","0.008","0.371","1480","741","0.2","0","15.1","0"
"2023-06-12 11:46:15","1686545175000","0.048","0.371","231","223","0.4","0","678","0"
"2023-06-12 11:46:20","1686545180000","0.008","0.371","19.3","15.5","0.4","0","109","0"
"2023-06-12 11:46:25","1686545185000","0.052000000000000005","0.371","181","174","0.4","0","573","0"
"2023-06-12 11:46:30","1686545190000","0.008","0.371","23","18.6","0.4","0","84.4","0"
"2023-06-12 11:46:35","1686545195000","0.006","0.371","8.79","6.49","0.4","0","230","0"
"2023-06-12 11:46:40","1686545200000","0.048","0.371","2700","2300","0.2","0","15","0"
"2023-06-12 11:46:45","1686545205000","0.008","0.371","20.4","16.5","0.4","0","168","0"
"2023-06-12 11:46:50","1686545210000","0.012","0.371","12","9.33","0.4","0","75.2","0"
"2023-06-12 11:46:55","1686545215000","0.034","0.371","2640","2240","0.4","0","198","0"
"2023-06-12 11:47:00","1686545220000","0.012","0.371","8.93","7.07","0.4","0","110","0"
"2023-06-12 11:47:05","1686545225000","0.01","0.371","17.3","13.9","0.2","0","17.3","0"
"2023-06-12 11:47:10","1686545230000","0.026000000000000002","0.371","110","105","0.4","0","385","0"
"2023-06-12 11:47:15","1686545235000","0.008","0.371","17.7","14.2","0.4","0","94.1","0"
"2023-06-12 11:47:20","1686545240000","0.04","0.371","2370","2020","0.6","0","263","0"
"2023-06-12 11:47:25","1686545245000","0.136","0.371","9800","8360","1.4","0","366","0"
"2023-06-12 11:47:30","1686545250000","0.068","0.371","5550","4720","1.4","0","193","0"
"2023-06-12 11:47:35","1686545255000","0.102","0.371","7480","6360","1","0","216","0"
"2023-06-12 11:47:40","1686545260000","0.15","0.379","7900","6790","1.6","0","658","0"
"2023-06-12 11:47:45","1686545265000","0.09","0.379","4900","4170","1.2","0","264","0"
"2023-06-12 11:47:50","1686545270000","0.132","0.379","5700","4920","1.4","0","559","0"
"2023-06-12 11:47:55","1686545275000","0.18","0.37","4010","4270","1.2","0","1120","0"
"2023-06-12 11:48:00","1686545280000","0.11800000000000001","0.371","7540","5700","1.4","0","451","0"
"2023-06-12 11:48:05","1686545285000","0.146","0.371","10000","8530","1.2","0","349","0"
"2023-06-12 11:48:10","1686545290000","0.06","0.371","2750","2350","1.2","0","359","0"
"2023-06-12 11:48:15","1686545295000","0.11800000000000001","0.371","2820","2440","1.2","0","487","0"
"2023-06-12 11:48:20","1686545300000","0.204","0.371","8500","7290","1.4","0","714","0"
"2023-06-12 11:48:25","1686545305000","0.134","0.371","6570","6120","1.4","0","489","0"
"2023-06-12 11:48:30","1686545310000","0.062","0.371","3800","2780","1","0","302","0"
"2023-06-12 11:48:35","1686545315000","0.182","0.371","6070","5280","1.6","0","883","0"
"2023-06-12 11:48:40","1686545320000","0.136","0.371","8150","6960","1.2","0","425","0"
"2023-06-12 11:48:45","1686545325000","0.11800000000000001","0.371","2840","2500","1.4","0","627","0"
"2023-06-12 11:48:50","1686545330000","0.10800000000000001","0.371","7070","6050","0.8","0","267","0"
"2023-06-12 11:48:55","1686545335000","0.192","0.371","3760","4050","1.8","0","995","0"
"2023-06-12 11:49:00","1686545340000","0.11","0.371","5070","3610","1.4","0","502","0"
"2023-06-12 11:49:05","1686545345000","0.14400000000000002","0.371","5320","4600","0.8","0","539","0"
"2023-06-12 11:49:10","1686545350000","0.248","0.371","4340","3840","1.8","0","1310","0"
"2023-06-12 11:49:15","1686545355000","0.16899999999999998","0.371","6280","5790","1.2","0","633","0"
"2023-06-12 11:49:20","1686545360000","0.18899999999999997","0.371","9400","7640","1.2","0","650","0"
"2023-06-12 11:49:25","1686545365000","0.162","0.371","5830","5020","1.2","0","573","0"
"2023-06-12 11:49:30","1686545370000","0.133","0.371","3070","2670","1.6","0","528","0"
"2023-06-12 11:49:35","1686545375000","0.106","0.371","7480","6370","1","0","340","0"
"2023-06-12 11:49:40","1686545380000","0.14400000000000002","0.371","7930","6790","1.6","0","432","0"
"2023-06-12 11:49:45","1686545385000","0.048","0.371","2860","2450","1.2","0","325","0"
"2023-06-12 11:49:50","1686545390000","0.136","0.371","3020","2700","1.4","0","880","0"
"2023-06-12 11:49:55","1686545395000","0.142","0.371","6340","5870","1.2","0","311","0"
"2023-06-12 11:50:00","1686545400000","0.08800000000000001","0.371","6410","4980","1.4","0","316","0"
"2023-06-12 11:50:05","1686545405000","0.188","0.371","926","1260","1","0","1270","0"
"2023-06-12 11:50:10","1686545410000","0.275","0.371","5190","4130","1.4","0","786","0"
"2023-06-12 11:50:15","1686545415000","0.198","0.371","9440","8540","1.4","0","736","0"
"2023-06-12 11:50:20","1686545420000","0.0818","0.371","6850","5350","1.2","0","296","0"
"2023-06-12 11:50:25","1686545425000","0.161","0.371","5930","5120","1.4","0","780","0"
"2023-06-12 11:50:30","1686545430000","0.11","0.371","2840","2490","1.4","0","464","0"
"2023-06-12 11:50:35","1686545435000","0.08","0.371","4380","4010","1.2","0","263","0"
"2023-06-12 11:50:40","1686545440000","0.21","0.371","11600","9680","1.4","0","683","0"
"2023-06-12 11:50:45","1686545445000","0.07980000000000001","0.371","5460","4650","1.2","0","496","0"
"2023-06-12 11:50:50","1686545450000","0.214","0.371","5960","5180","1","0","878","0"
"2023-06-12 11:50:55","1686545455000","0.18600000000000003","0.371","1220","1180","1.6","0","979","0"
"2023-06-12 11:51:00","1686545460000","0.09210000000000002","0.371","571","508","1.4","0","399","0"
"2023-06-12 11:51:05","1686545465000","0.07400000000000001","0.371","5650","4850","0.8","0","211","0"
"2023-06-12 11:51:10","1686545470000","0.261","0.371","1010","1030","1.2","0","1160","0"
"2023-06-12 11:51:15","1686545475000","0.158","0.371","3410","2920","1.8","0","946","0"
"2023-06-12 11:51:20","1686545480000","0.1","0.371","5050","4320","1.4","0","334","0"
"2023-06-12 11:51:25","1686545485000","0.278","0.371","13900","11900","2.2","0","726","0"
"2023-06-12 11:51:30","1686545490000","0.41","0.377","19100","16500","3.4","0","1030","0"
"2023-06-12 11:51:35","1686545495000","0.374","0.37","15300","13600","3","0","935","0"
"2023-06-12 11:51:40","1686545500000","0.318","0.37","8220","6780","2.4","0","1870","0"
"2023-06-12 11:51:45","1686545505000","0.462","0.36700000000000005","17600","15800","2.4","0","2130","0"
"2023-06-12 11:51:50","1686545510000","0.31","0.36700000000000005","10900","8770","3","0","2870","0"
"2023-06-12 11:51:55","1686545515000","0.35200000000000004","0.373","17600","15600","3.4","0","2450","0"
"2023-06-12 11:52:00","1686545520000","0.248","0.376","4600","4170","2.8","0","3440","0"
"2023-06-12 11:52:05","1686545525000","0.39799999999999996","0.374","16200","13400","2","0","3300","0"
"2023-06-12 11:52:10","1686545530000","0.36","0.38799999999999996","15700","13500","4.4","0","3180","0"
"2023-06-12 11:52:15","1686545535000","0.344","0.38299999999999995","15900","13700","3.2","0","1460","0"
"2023-06-12 11:52:20","1686545540000","0.33399999999999996","0.36700000000000005","8660","7540","2.8","0","1950","0"
"2023-06-12 11:52:25","1686545545000","0.43200000000000005","0.371","18700","16400","3.4","0","1690","0"
"2023-06-12 11:52:30","1686545550000","0.43799999999999994","0.379","15500","13100","2.4","0","1810","0"
"2023-06-12 11:52:35","1686545555000","0.368","0.379","6630","5790","3.2","0","2140","0"
"2023-06-12 11:52:40","1686545560000","0.38","0.379","4410","3950","3.4","0","2040","0"
"2023-06-12 11:52:45","1686545565000","0.4","0.37","6810","6060","3.4","0","1860","0"
"2023-06-12 11:52:50","1686545570000","0.358","0.374","6260","5470","2.2","0","1270","0"
"2023-06-12 11:52:55","1686545575000","0.29600000000000004","0.374","7210","6340","3","0","2300","0"
"2023-06-12 11:53:00","1686545580000","0.444","0.37200000000000005","12400","10800","2.8","0","1970","0"
"2023-06-12 11:53:05","1686545585000","0.512","0.379","13500","12200","3.6","0","1660","0"
"2023-06-12 11:53:10","1686545590000","0.37799999999999995","0.379","10900","9580","2.6","0","1690","0"
"2023-06-12 11:53:15","1686545595000","0.494","0.374","15700","12800","3.6","0","1330","0"
"2023-06-12 11:53:20","1686545600000","0.292","0.37799999999999995","12600","11100","3.4","0","495","0"
"2023-06-12 11:53:25","1686545605000","0.23600000000000002","0.376","11700","9630","2.2","0","520","0"
"2023-06-12 11:53:30","1686545610000","0.33799999999999997","0.38","13800","11800","3.6","0","704","0"
"2023-06-12 11:53:35","1686545615000","0.35200000000000004","0.38","14400","12300","3","0","602","0"
"2023-06-12 11:53:40","1686545620000","0.244","0.38","5880","5780","2.8","0","863","0"
"2023-06-12 11:53:45","1686545625000","0.366","0.373","11700","9540","2.4","0","1240","0"
"2023-06-12 11:53:50","1686545630000","0.516","0.38","19000","16400","3.4","0","1890","0"
"2023-06-12 11:53:55","1686545635000","0.39399999999999996","0.38","19800","17000","3.2","0","1160","0"
"2023-06-12 11:54:00","1686545640000","0.374","0.375","11600","10100","2.6","0","778","0"
"2023-06-12 11:54:05","1686545645000","0.35200000000000004","0.375","9340","8119.999999999999","2","0","1460","0"
"2023-06-12 11:54:10","1686545650000","0.284","0.375","7860","6840","2","0","935","0"
"2023-06-12 11:54:15","1686545655000","0.4","0.379","9170","7950","2","0","1310","0"
"2023-06-12 11:54:20","1686545660000","0.39399999999999996","0.377","4260","3860","2.4","0","1300","0"
"2023-06-12 11:54:25","1686545665000","0.27399999999999997","0.37799999999999995","8520","7360","1.8","0","570","0"
"2023-06-12 11:54:30","1686545670000","0.20199999999999999","0.37799999999999995","5910","5070","2","0","625","0"
"2023-06-12 11:54:35","1686545675000","0.258","0.37799999999999995","6070","5240","2","0","572","0"
"2023-06-12 11:54:40","1686545680000","0.28600000000000003","0.37799999999999995","3840","3440","1.8","0","802","0"
"2023-06-12 11:54:45","1686545685000","0.326","0.37200000000000005","6620","5810","2.4","0","1080","0"
"2023-06-12 11:54:50","1686545690000","0.254","0.37200000000000005","11400","9780","2","0","631","0"
"2023-06-12 11:54:55","1686545695000","0.22399999999999998","0.37200000000000005","1180","1160","2.4","0","751","0"
"2023-06-12 11:55:00","1686545700000","0.242","0.37200000000000005","8750","7530","1.8","0","707","0"
"2023-06-12 11:55:05","1686545705000","0.31","0.37200000000000005","8940","8370","1.6","0","819","0"
"2023-06-12 11:55:10","1686545710000","0.326","0.38","10600","8430","2.6","0","990","0"
"2023-06-12 11:55:15","1686545715000","0.20800000000000002","0.38","5710","4970","1.8","0","673","0"
"2023-06-12 11:55:20","1686545720000","0.318","0.38","9320","8590","2","0","785","0"
"2023-06-12 11:55:25","1686545725000","0.218","0.38","9830","7970","2","0","706","0"
"2023-06-12 11:55:30","1686545730000","0.22399999999999998","0.38","7940","6910","2","0","590","0"
"2023-06-12 11:55:35","1686545735000","0.278","0.38","8740","7420","2.4","0","720","0"
"2023-06-12 11:55:40","1686545740000","0.23800000000000002","0.38","5870","5170","1.6","0","797","0"
"2023-06-12 11:55:45","1686545745000","0.326","0.375","8920","7700","2.2","0","935","0"
"2023-06-12 11:55:50","1686545750000","0.278","0.375","6380","6030","1.6","0","874","0"
"2023-06-12 11:55:55","1686545755000","0.366","0.371","11100","9090","2.4","0","992","0"
"2023-06-12 11:56:00","1686545760000","0.252","0.371","7680","6710","2","0","804","0"
"2023-06-12 11:56:05","1686545765000","0.332","0.375","13800","11800","2.2","0","876","0"
"2023-06-12 11:56:10","1686545770000","0.39","0.375","12600","11400","2","0","1270","0"
"2023-06-12 11:56:15","1686545775000","0.308","0.375","6690","6050","2.2","0","862","0"
"2023-06-12 11:56:20","1686545780000","0.326","0.375","15800","12800","1.6","0","793","0"
"2023-06-12 11:56:25","1686545785000","0.23199999999999998","0.375","3600","3120","2.6","0","644","0"
"2023-06-12 11:56:30","1686545790000","0.23600000000000002","0.375","11100","9490","2","0","503","0"
"2023-06-12 11:56:35","1686545795000","0.212","0.375","10800","9230","2","0","459","0"
"2023-06-12 11:56:40","1686545800000","0.17600000000000002","0.375","8240","7080","1.6","0","442","0"
"2023-06-12 11:56:45","1686545805000","0.314","0.37","6510","5740","2.4","0","1040","0"
"2023-06-12 11:56:50","1686545810000","0.276","0.37","1640","1580","1.4","0","1510","0"
"2023-06-12 11:56:55","1686545815000","0.264","0.37","14300","12200","2.2","0","985","0"
"2023-06-12 11:57:00","1686545820000","0.294","0.37","11600","10000","2.6","0","1010","0"
"2023-06-12 11:57:05","1686545825000","0.192","0.37","13300","12000","1.8","0","295","0"
"2023-06-12 11:57:10","1686545830000","0.27","0.37","8850","7060","2.2","0","1230","0"
