"Time","Timestamp","cpu_usage","memory_usage","bandwidth_inbound","bandwidth_outbound","tps","tps_error","response_time","Status"
"2023-06-12 12:14:10","1686546850000","3.80%","37.3%","150 MB/s","173 MB/s","0.400 req/s","0 req/s","1.07 s","0"
"2023-06-12 12:14:15","1686546855000","7.40%","37.3%","375 MB/s","373 MB/s","0.200 req/s","0 req/s","19.5 ms","0"
"2023-06-12 12:14:20","1686546860000","10.6%","37.3%","2.81 GB/s","2.39 GB/s","0.800 req/s","0 req/s","1.01 s","0"
"2023-06-12 12:14:25","1686546865000","5.00%","37.3%","233 MB/s","221 MB/s","0.600 req/s","0 req/s","130 ms","0"
"2023-06-12 12:14:30","1686546870000","5.60%","37.3%","222 MB/s","248 MB/s","0.400 req/s","0 req/s","294 ms","0"
"2023-06-12 12:14:35","1686546875000","17.8%","37.3%","3.30 GB/s","2.86 GB/s","1 req/s","0 req/s","1.07 s","0"
"2023-06-12 12:14:40","1686546880000","3.80%","37.3%","156 MB/s","149 MB/s","0.600 req/s","0 req/s","399 ms","0"
"2023-06-12 12:14:45","1686546885000","3.80%","37.3%","2.54 GB/s","2.16 GB/s","0.600 req/s","0 req/s","106 ms","0"
"2023-06-12 12:14:50","1686546890000","8.40%","37.3%","442 MB/s","451 MB/s","0.600 req/s","0 req/s","967 ms","0"
"2023-06-12 12:14:55","1686546895000","9.40%","37.3%","3.14 GB/s","2.69 GB/s","0.800 req/s","0 req/s","613 ms","0"
"2023-06-12 12:15:00","1686546900000","10.0%","37.3%","2.56 GB/s","2.24 GB/s","0.400 req/s","0 req/s","554 ms","0"
"2023-06-12 12:15:05","1686546905000","12.4%","37.3%","2.79 GB/s","2.39 GB/s","0.800 req/s","0 req/s","762 ms","0"
"2023-06-12 12:15:10","1686546910000","16.0%","37.4%","3.37 GB/s","2.93 GB/s","0.800 req/s","0 req/s","1.21 s","0"
"2023-06-12 12:15:15","1686546915000","7.00%","37.4%","5.60 GB/s","4.76 GB/s","0.600 req/s","0 req/s","204 ms","0"
"2023-06-12 12:15:20","1686546920000","9.80%","37.4%","622 MB/s","631 MB/s","0.800 req/s","0 req/s","1.16 s","0"
"2023-06-12 12:15:25","1686546925000","5.20%","37.4%","274 MB/s","233 MB/s","0.600 req/s","0 req/s","80.4 ms","0"
"2023-06-12 12:15:30","1686546930000","4.20%","37.4%","2.53 GB/s","2.15 GB/s","0.600 req/s","0 req/s","306 ms","0"
"2023-06-12 12:15:35","1686546935000","7.20%","37.9%","5.58 GB/s","4.74 GB/s","0.600 req/s","0 req/s","179 ms","0"
"2023-06-12 12:15:40","1686546940000","5.80%","37.9%","2.82 GB/s","2.42 GB/s","0.800 req/s","0 req/s","385 ms","0"
"2023-06-12 12:15:45","1686546945000","1.000%","37.9%","14.1 MB/s","11.2 MB/s","0.400 req/s","0 req/s","87.4 ms","0"
"2023-06-12 12:15:50","1686546950000","13.0%","37.9%","2.78 GB/s","2.42 GB/s","0.800 req/s","0 req/s","805 ms","0"
"2023-06-12 12:15:55","1686546955000","7.60%","37.0%","4.85 GB/s","4.13 GB/s","0.800 req/s","0 req/s","316 ms","0"
"2023-06-12 12:16:00","1686546960000","1.00%","37.0%","35.6 MB/s","29.5 MB/s","0.600 req/s","0 req/s","107 ms","0"
"2023-06-12 12:16:05","1686546965000","3.40%","37.4%","2.45 GB/s","2.09 GB/s","0.600 req/s","0 req/s","323 ms","0"
"2023-06-12 12:16:10","1686546970000","9.40%","37.4%","5.47 GB/s","4.67 GB/s","0.600 req/s","0 req/s","494 ms","0"
"2023-06-12 12:16:15","1686546975000","7.00%","37.4%","5.21 GB/s","4.43 GB/s","0.800 req/s","0 req/s","251 ms","0"
"2023-06-12 12:16:20","1686546980000","1.40%","37.4%","19.3 MB/s","15.6 MB/s","0.600 req/s","0 req/s","486 ms","0"
"2023-06-12 12:16:25","1686546985000","8.00%","37.4%","2.46 GB/s","2.11 GB/s","0.600 req/s","0 req/s","205 ms","0"
"2023-06-12 12:16:30","1686546990000","7.40%","37.4%","322 MB/s","311 MB/s","0.800 req/s","0 req/s","584 ms","0"
"2023-06-12 12:16:35","1686546995000","6.60%","37.4%","272 MB/s","300 MB/s","0.400 req/s","0 req/s","1.15 s","0"
"2023-06-12 12:16:40","1686547000000","9.80%","37.4%","2.73 GB/s","2.35 GB/s","0.800 req/s","0 req/s","754 ms","0"
"2023-06-12 12:16:45","1686547005000","3.80%","37.4%","165 MB/s","143 MB/s","0.600 req/s","0 req/s","152 ms","0"
"2023-06-12 12:16:50","1686547010000","6.20%","37.4%","2.88 GB/s","2.47 GB/s","0.800 req/s","0 req/s","420 ms","0"
"2023-06-12 12:16:55","1686547015000","3.60%","37.2%","2.39 GB/s","2.03 GB/s","0.400 req/s","0 req/s","93.5 ms","0"
"2023-06-12 12:17:00","1686547020000","8.40%","37.2%","416 MB/s","399 MB/s","0.800 req/s","0 req/s","618 ms","0"
"2023-06-12 12:17:05","1686547025000","14.4%","37.2%","519 MB/s","523 MB/s","0.800 req/s","0 req/s","1.05 s","0"
"2023-06-12 12:17:10","1686547030000","5.00%","37.2%","2.43 GB/s","2.06 GB/s","0.600 req/s","0 req/s","193 ms","0"
"2023-06-12 12:17:15","1686547035000","3.20%","37.2%","137 MB/s","131 MB/s","0.600 req/s","0 req/s","248 ms","0"
"2023-06-12 12:17:20","1686547040000","9.60%","37.2%","3.12 GB/s","2.69 GB/s","0.600 req/s","0 req/s","687 ms","0"
"2023-06-12 12:17:25","1686547045000","13.8%","36.9%","3.21 GB/s","2.79 GB/s","0.800 req/s","0 req/s","915 ms","0"
"2023-06-12 12:17:30","1686547050000","5.20%","36.9%","3.03 GB/s","3.01 GB/s","0.600 req/s","0 req/s","296 ms","0"
"2023-06-12 12:17:35","1686547055000","9.60%","36.9%","7.19 GB/s","5.68 GB/s","0.600 req/s","0 req/s","265 ms","0"
"2023-06-12 12:17:40","1686547060000","7.20%","36.9%","2.83 GB/s","2.43 GB/s","0.800 req/s","0 req/s","441 ms","0"
"2023-06-12 12:17:45","1686547065000","2.00%","36.9%","81.1 MB/s","76.3 MB/s","0.600 req/s","0 req/s","303 ms","0"
"2023-06-12 12:17:50","1686547070000","8.20%","36.9%","5.11 GB/s","4.37 GB/s","0.600 req/s","0 req/s","500 ms","0"
"2023-06-12 12:17:55","1686547075000","10.2%","36.9%","758 MB/s","717 MB/s","0.800 req/s","0 req/s","813 ms","0"
"2023-06-12 12:18:00","1686547080000","5.80%","36.9%","317 MB/s","349 MB/s","0.600 req/s","0 req/s","874 ms","0"
"2023-06-12 12:18:05","1686547085000","11.2%","36.9%","6.50 GB/s","6.19 GB/s","0.600 req/s","0 req/s","296 ms","0"
"2023-06-12 12:18:10","1686547090000","7.00%","36.9%","4.70 GB/s","3.34 GB/s","0.800 req/s","0 req/s","444 ms","0"
"2023-06-12 12:18:15","1686547095000","1.40%","36.9%","82.4 MB/s","58.5 MB/s","0.600 req/s","0 req/s","313 ms","0"
"2023-06-12 12:18:20","1686547100000","3.60%","36.9%","226 MB/s","217 MB/s","0.600 req/s","0 req/s","360 ms","0"
"2023-06-12 12:18:25","1686547105000","4.60%","36.9%","2.65 GB/s","2.26 GB/s","0.600 req/s","0 req/s","153 ms","0"
"2023-06-12 12:18:30","1686547110000","9.00%","36.9%","2.99 GB/s","2.57 GB/s","0.800 req/s","0 req/s","504 ms","0"
"2023-06-12 12:18:35","1686547115000","6.60%","36.9%","5.07 GB/s","4.32 GB/s","0.600 req/s","0 req/s","277 ms","0"
"2023-06-12 12:18:40","1686547120000","6.00%","36.9%","2.98 GB/s","2.55 GB/s","0.600 req/s","0 req/s","264 ms","0"
"2023-06-12 12:18:45","1686547125000","3.80%","36.9%","198 MB/s","229 MB/s","0.800 req/s","0 req/s","752 ms","0"
"2023-06-12 12:18:50","1686547130000","12.4%","36.9%","5.39 GB/s","4.58 GB/s","0.600 req/s","0 req/s","266 ms","0"
"2023-06-12 12:18:55","1686547135000","20.6%","36.9%","11.8 GB/s","10.5 GB/s","2.80 req/s","0 req/s","661 ms","0"
"2023-06-12 12:19:00","1686547140000","36.0%","37.5%","8.35 GB/s","6.96 GB/s","3.40 req/s","0 req/s","1.35 s","0"
"2023-06-12 12:19:05","1686547145000","29.8%","37.5%","6.67 GB/s","5.87 GB/s","2.40 req/s","0 req/s","1.71 s","0"
"2023-06-12 12:19:10","1686547150000","36.2%","37.7%","12.6 GB/s","11.4 GB/s","2.60 req/s","0 req/s","2.90 s","1"
"2023-06-12 12:19:15","1686547155000","31.8%","37.2%","8.71 GB/s","8.29 GB/s","2.80 req/s","1 req/s","3.60 s","1"
"2023-06-12 12:19:20","1686547160000","27.8%","37.2%","7.83 GB/s","8.36 GB/s","5.80 req/s","0.600 req/s","3.36 s","1"
"2023-06-12 12:19:25","1686547165000","38.2%","37.2%","14.1 GB/s","11.7 GB/s","2.60 req/s","0 req/s","1.38 s","0"
"2023-06-12 12:19:30","1686547170000","42.0%","37.6%","17.0 GB/s","14.6 GB/s","3.60 req/s","0 req/s","1.76 s","0"
"2023-06-12 12:19:35","1686547175000","47.8%","37.6%","18.3 GB/s","16.4 GB/s","2.20 req/s","0 req/s","1.85 s","0"
"2023-06-12 12:19:40","1686547180000","29.0%","37.6%","8.30 GB/s","6.74 GB/s","2 req/s","0 req/s","3.72 s","1"
"2023-06-12 12:19:45","1686547185000","26.8%","37.6%","2.22 GB/s","2.67 GB/s","4.80 req/s","2.60 req/s","4.56 s","1"
"2023-06-12 12:19:50","1686547190000","22.0%","37.6%","2.72 GB/s","3.76 GB/s","3.80 req/s","1.20 req/s","3.80 s","1"
"2023-06-12 12:19:55","1686547195000","32.4%","37.2%","8.90 GB/s","8.38 GB/s","2.60 req/s","0 req/s","3.55 s","1"
"2023-06-12 12:20:00","1686547200000","35.2%","37.2%","10.3 GB/s","10.7 GB/s","3.80 req/s","1.20 req/s","3.68 s","1"
"2023-06-12 12:20:05","1686547205000","38.8%","37.1%","8.84 GB/s","9.53 GB/s","3 req/s","1.20 req/s","3.59 s","1"
"2023-06-12 12:20:10","1686547210000","26.0%","37.1%","4.64 GB/s","5.04 GB/s","3.60 req/s","2.20 req/s","4.44 s","1"
"2023-06-12 12:20:15","1686547215000","34.0%","37.1%","6.45 GB/s","9.16 GB/s","3.40 req/s","1.20 req/s","3.16 s","1"
"2023-06-12 12:20:20","1686547220000","39.6%","37.6%","10.6 GB/s","10.8 GB/s","3.40 req/s","0.200 req/s","3.71 s","1"
"2023-06-12 12:20:25","1686547225000","46.2%","38.9%","16.9 GB/s","13.8 GB/s","3 req/s","0 req/s","4.77 s","0"
"2023-06-12 12:20:30","1686547230000","11.4%","40.1%","2.82 GB/s","2.35 GB/s","0.800 req/s","0 req/s","317 ms","0"
"2023-06-12 12:20:35","1686547235000","1.20%","40.1%","42.4 MB/s","35.5 MB/s","0.800 req/s","0 req/s","167 ms","0"
"2023-06-12 12:20:40","1686547240000","5.80%","40.1%","4.52 GB/s","3.85 GB/s","0.800 req/s","0 req/s","198 ms","0"
"2023-06-12 12:20:45","1686547245000","8.00%","38.8%","2.74 GB/s","2.36 GB/s","0.800 req/s","0 req/s","493 ms","0"
"2023-06-12 12:20:50","1686547250000","5.20%","38.1%","2.77 GB/s","2.36 GB/s","0.600 req/s","0 req/s","218 ms","0"
"2023-06-12 12:20:55","1686547255000","12.8%","38.1%","609 MB/s","618 MB/s","1 req/s","0 req/s","959 ms","0"
"2023-06-12 12:21:00","1686547260000","10.8%","38.1%","5.30 GB/s","4.50 GB/s","0.800 req/s","0 req/s","237 ms","0"
"2023-06-12 12:21:05","1686547265000","3.40%","38.1%","2.54 GB/s","2.17 GB/s","0.800 req/s","0 req/s","210 ms","0"
"2023-06-12 12:21:10","1686547270000","7.80%","38.1%","5.57 GB/s","4.75 GB/s","0.800 req/s","0 req/s","360 ms","0"
"2023-06-12 12:21:15","1686547275000","6.80%","38.1%","5.42 GB/s","4.62 GB/s","0.800 req/s","0 req/s","487 ms","0"
"2023-06-12 12:21:20","1686547280000","9.80%","38.5%","2.70 GB/s","2.35 GB/s","0.800 req/s","0 req/s","416 ms","0"
"2023-06-12 12:21:25","1686547285000","5.20%","38.5%","2.63 GB/s","2.26 GB/s","0.800 req/s","0 req/s","490 ms","0"
"2023-06-12 12:21:30","1686547290000","12.0%","38.3%","2.86 GB/s","2.48 GB/s","0.800 req/s","0 req/s","586 ms","0"
"2023-06-12 12:21:35","1686547295000","11.8%","38.5%","4.14 GB/s","4.08 GB/s","0.800 req/s","0 req/s","618 ms","0"
"2023-06-12 12:21:40","1686547300000","8.00%","38.4%","4.59 GB/s","3.40 GB/s","1 req/s","0 req/s","418 ms","0"
"2023-06-12 12:21:45","1686547305000","1.20%","38.4%","38.5 MB/s","32.2 MB/s","0.600 req/s","0 req/s","108 ms","0"
"2023-06-12 12:21:50","1686547310000","12.4%","38.4%","2.84 GB/s","2.49 GB/s","1 req/s","0 req/s","770 ms","0"
"2023-06-12 12:21:55","1686547315000","8.80%","38.4%","514 MB/s","480 MB/s","0.800 req/s","0 req/s","604 ms","0"
"2023-06-12 12:22:00","1686547320000","4.00%","38.4%","2.35 GB/s","2.00 GB/s","0.800 req/s","0 req/s","280 ms","0"
"2023-06-12 12:22:05","1686547325000","10.6%","38.4%","7.55 GB/s","6.44 GB/s","0.600 req/s","0 req/s","307 ms","0"
"2023-06-12 12:22:10","1686547330000","14.0%","38.4%","707 MB/s","684 MB/s","1 req/s","0 req/s","912 ms","0"
"2023-06-12 12:22:15","1686547335000","10.0%","38.0%","5.40 GB/s","4.63 GB/s","0.800 req/s","0 req/s","503 ms","0"
"2023-06-12 12:22:20","1686547340000","6.00%","38.0%","4.52 GB/s","3.85 GB/s","0.800 req/s","0 req/s","259 ms","0"
"2023-06-12 12:22:25","1686547345000","7.40%","38.0%","5.58 GB/s","4.76 GB/s","0.800 req/s","0 req/s","287 ms","0"
"2023-06-12 12:22:30","1686547350000","6.00%","38.0%","5.11 GB/s","4.35 GB/s","0.600 req/s","0 req/s","179 ms","0"
"2023-06-12 12:22:35","1686547355000","12.6%","38.0%","5.36 GB/s","4.60 GB/s","1 req/s","0 req/s","486 ms","0"
"2023-06-12 12:22:40","1686547360000","5.60%","38.0%","4.68 GB/s","3.99 GB/s","0.800 req/s","0 req/s","209 ms","0"
"2023-06-12 12:22:45","1686547365000","8.20%","38.0%","5.88 GB/s","5.63 GB/s","0.800 req/s","0 req/s","329 ms","0"
"2023-06-12 12:22:50","1686547370000","9.20%","37.7%","6.76 GB/s","5.13 GB/s","1 req/s","0 req/s","206 ms","0"
"2023-06-12 12:22:55","1686547375000","6.20%","37.7%","5.34 GB/s","4.55 GB/s","0.600 req/s","0 req/s","307 ms","0"
"2023-06-12 12:23:00","1686547380000","7.20%","37.7%","2.78 GB/s","2.39 GB/s","1 req/s","0 req/s","449 ms","0"
"2023-06-12 12:23:05","1686547385000","7.20%","37.7%","4.77 GB/s","4.10 GB/s","0.400 req/s","0 req/s","196 ms","0"
"2023-06-12 12:23:10","1686547390000","14.0%","37.7%","785 MB/s","768 MB/s","1 req/s","0 req/s","1.38 s","0"
"2023-06-12 12:23:15","1686547395000","13.8%","38.1%","5.79 GB/s","4.97 GB/s","1 req/s","0 req/s","568 ms","0"
"2023-06-12 12:23:20","1686547400000","7.80%","38.1%","5.00 GB/s","4.26 GB/s","0.800 req/s","0 req/s","245 ms","0"
"2023-06-12 12:23:25","1686547405000","12.0%","38.1%","2.81 GB/s","2.47 GB/s","0.800 req/s","0 req/s","927 ms","0"
"2023-06-12 12:23:30","1686547410000","13.0%","38.1%","2.85 GB/s","2.47 GB/s","0.800 req/s","0 req/s","735 ms","0"
"2023-06-12 12:23:35","1686547415000","5.80%","38.1%","2.84 GB/s","2.43 GB/s","0.800 req/s","0 req/s","328 ms","0"
"2023-06-12 12:23:40","1686547420000","9.40%","38.1%","7.43 GB/s","6.33 GB/s","0.600 req/s","0 req/s","276 ms","0"
"2023-06-12 12:23:45","1686547425000","12.0%","38.5%","738 MB/s","715 MB/s","1 req/s","0 req/s","859 ms","0"
"2023-06-12 12:23:50","1686547430000","1.00%","38.3%","21.1 MB/s","17.3 MB/s","0.800 req/s","0 req/s","203 ms","0"
"2023-06-12 12:23:55","1686547435000","9.00%","38.3%","5.38 GB/s","4.60 GB/s","0.800 req/s","0 req/s","376 ms","0"
"2023-06-12 12:24:00","1686547440000","5.80%","38.3%","3.53 GB/s","3.71 GB/s","0.800 req/s","0 req/s","257 ms","0"
"2023-06-12 12:24:05","1686547445000","8.80%","38.3%","2.44 GB/s","1.43 GB/s","0.800 req/s","0 req/s","659 ms","0"
"2023-06-12 12:24:10","1686547450000","6.20%","38.3%","4.25 GB/s","3.74 GB/s","0.800 req/s","0 req/s","253 ms","0"
"2023-06-12 12:24:15","1686547455000","12.2%","38.3%","5.70 GB/s","4.78 GB/s","0.800 req/s","0 req/s","650 ms","0"
"2023-06-12 12:24:20","1686547460000","32.2%","40.5%","15.6 GB/s","14.4 GB/s","2.60 req/s","0 req/s","845 ms","0"
"2023-06-12 12:24:25","1686547465000","32.2%","38.9%","12.0 GB/s","9.42 GB/s","2.80 req/s","0 req/s","2.12 s","0"
"2023-06-12 12:24:30","1686547470000","39.0%","38.7%","14.9 GB/s","13.4 GB/s","3.80 req/s","0 req/s","2.39 s","0"
"2023-06-12 12:24:35","1686547475000","42.4%","38.7%","20.4 GB/s","17.0 GB/s","3.60 req/s","0 req/s","2.50 s","1"
"2023-06-12 12:24:40","1686547480000","29.0%","38.5%","7.17 GB/s","7.47 GB/s","3.40 req/s","0.400 req/s","3.25 s","1"
"2023-06-12 12:24:45","1686547485000","30.0%","38.3%","7.17 GB/s","6.82 GB/s","2.40 req/s","0.600 req/s","3.46 s","1"
"2023-06-12 12:24:50","1686547490000","24.4%","38.3%","1.68 GB/s","1.94 GB/s","5.20 req/s","3.40 req/s","4.32 s","1"
"2023-06-12 12:24:55","1686547495000","25.0%","38.3%","5.64 GB/s","6.98 GB/s","4.20 req/s","0.800 req/s","3.38 s","1"
"2023-06-12 12:25:00","1686547500000","39.6%","39.5%","14.6 GB/s","12.9 GB/s","3.20 req/s","0 req/s","2.83 s","0"
"2023-06-12 12:25:05","1686547505000","35.6%","39.5%","10.4 GB/s","8.59 GB/s","3.40 req/s","0.400 req/s","2.77 s","1"
"2023-06-12 12:25:10","1686547510000","22.0%","37.9%","3.51 GB/s","4.37 GB/s","3.40 req/s","2 req/s","3.74 s","1"
"2023-06-12 12:25:15","1686547515000","23.8%","37.9%","1.76 GB/s","2.24 GB/s","3.60 req/s","1.20 req/s","4.23 s","1"
"2023-06-12 12:25:20","1686547520000","34.0%","37.7%","4.41 GB/s","4.72 GB/s","3.20 req/s","2 req/s","3.73 s","1"
"2023-06-12 12:25:25","1686547525000","19.6%","37.7%","1.40 GB/s","1.19 GB/s","4.40 req/s","2.40 req/s","4.60 s","1"
"2023-06-12 12:25:30","1686547530000","33.2%","37.2%","5.46 GB/s","7.02 GB/s","3.60 req/s","1.20 req/s","2.85 s","1"
"2023-06-12 12:25:35","1686547535000","29.2%","36.7%","3.20 GB/s","4.77 GB/s","3.80 req/s","1.20 req/s","4.47 s","1"
"2023-06-12 12:25:40","1686547540000","31.0%","37.4%","6.99 GB/s","6.51 GB/s","3.40 req/s","0.200 req/s","3.68 s","1"
"2023-06-12 12:25:45","1686547545000","23.6%","36.7%","2.99 GB/s","4.80 GB/s","3.20 req/s","1.80 req/s","3.64 s","1"
"2023-06-12 12:25:50","1686547550000","25.6%","36.7%","1.64 GB/s","1.78 GB/s","4.80 req/s","2.80 req/s","3.92 s","1"
"2023-06-12 12:25:55","1686547555000","23.6%","37.8%","4.51 GB/s","4.57 GB/s","3.60 req/s","1.40 req/s","4.72 s","1"
"2023-06-12 12:26:00","1686547560000","19.6%","37.8%","1.60 GB/s","2.04 GB/s","4.20 req/s","1.20 req/s","3.38 s","1"
"2023-06-12 12:26:05","1686547565000","37.6%","39.9%","16.6 GB/s","14.0 GB/s","3 req/s","0.200 req/s","2.80 s","1"
"2023-06-12 12:26:10","1686547570000","18.0%","38.3%","1.57 GB/s","2.13 GB/s","3.60 req/s","2.20 req/s","3.29 s","1"
"2023-06-12 12:26:15","1686547575000","28.8%","38.1%","3.77 GB/s","6.40 GB/s","4 req/s","1.80 req/s","4.14 s","1"
"2023-06-12 12:26:20","1686547580000","18.4%","37.8%","1.42 GB/s","1.88 GB/s","3.60 req/s","2 req/s","3.72 s","1"
"2023-06-12 12:26:25","1686547585000","20.4%","37.8%","2.50 GB/s","3.82 GB/s","4.20 req/s","2.40 req/s","3.46 s","1"
"2023-06-12 12:26:30","1686547590000","39.0%","39.6%","17.4 GB/s","15.8 GB/s","3 req/s","0.800 req/s","3.45 s","1"
"2023-06-12 12:26:35","1686547595000","24.4%","39.6%","1.62 GB/s","1.87 GB/s","4.60 req/s","2.60 req/s","4.51 s","1"
"2023-06-12 12:26:40","1686547600000","33.4%","39.5%","11.6 GB/s","10.2 GB/s","2.80 req/s","0 req/s","3.45 s","1"
"2023-06-12 12:26:45","1686547605000","16.8%","39.5%","3.43 GB/s","3.00 GB/s","1.60 req/s","0 req/s","873 ms","0"
"2023-06-12 12:26:50","1686547610000","31.2%","39.0%","9.07 GB/s","7.87 GB/s","2.60 req/s","0 req/s","1.01 s","0"
"2023-06-12 12:26:55","1686547615000","30.0%","38.6%","13.0 GB/s","11.1 GB/s","2.20 req/s","0 req/s","844 ms","0"
"2023-06-12 12:27:00","1686547620000","25.0%","38.6%","11.7 GB/s","10.6 GB/s","2 req/s","0 req/s","579 ms","0"
"2023-06-12 12:27:05","1686547625000","28.4%","37.9%","13.5 GB/s","11.7 GB/s","2.40 req/s","0 req/s","750 ms","0"
"2023-06-12 12:27:10","1686547630000","16.0%","37.4%","4.80 GB/s","3.50 GB/s","2 req/s","0 req/s","692 ms","0"
"2023-06-12 12:27:15","1686547635000","27.2%","37.4%","3.56 GB/s","3.17 GB/s","2.20 req/s","0 req/s","939 ms","0"
"2023-06-12 12:27:20","1686547640000","24.8%","37.8%","6.06 GB/s","5.31 GB/s","2.20 req/s","0 req/s","868 ms","0"
"2023-06-12 12:27:25","1686547645000","21.8%","37.6%","11.7 GB/s","10.0 GB/s","1.80 req/s","0 req/s","709 ms","0"
"2023-06-12 12:27:30","1686547650000","29.8%","37.6%","6.42 GB/s","5.59 GB/s","2.40 req/s","0 req/s","942 ms","0"
"2023-06-12 12:27:35","1686547655000","21.4%","37.6%","13.3 GB/s","11.4 GB/s","1.80 req/s","0 req/s","588 ms","0"
"2023-06-12 12:27:40","1686547660000","29.6%","37.6%","4.25 GB/s","3.82 GB/s","2.20 req/s","0 req/s","1.34 s","0"
"2023-06-12 12:27:45","1686547665000","23.8%","37.6%","1.85 GB/s","1.82 GB/s","2 req/s","0 req/s","1.29 s","0"
"2023-06-12 12:27:50","1686547670000","24.8%","37.6%","8.40 GB/s","7.24 GB/s","2.80 req/s","0 req/s","886 ms","0"
"2023-06-12 12:27:55","1686547675000","26.8%","37.7%","13.3 GB/s","11.4 GB/s","2 req/s","0 req/s","476 ms","0"
"2023-06-12 12:28:00","1686547680000","24.6%","37.5%","10.6 GB/s","9.20 GB/s","1.60 req/s","0 req/s","962 ms","0"
"2023-06-12 12:28:05","1686547685000","32.6%","37.5%","12.6 GB/s","10.8 GB/s","2.40 req/s","0 req/s","942 ms","0"
"2023-06-12 12:28:10","1686547690000","30.2%","37.5%","11.2 GB/s","9.60 GB/s","2.40 req/s","0 req/s","922 ms","0"
"2023-06-12 12:28:15","1686547695000","28.2%","37.8%","16.9 GB/s","14.4 GB/s","2.20 req/s","0 req/s","674 ms","0"
"2023-06-12 12:28:20","1686547700000","18.8%","37.5%","6.05 GB/s","5.29 GB/s","2.20 req/s","0 req/s","689 ms","0"
"2023-06-12 12:28:25","1686547705000","21.0%","37.7%","6.59 GB/s","5.85 GB/s","2 req/s","0 req/s","902 ms","0"
"2023-06-12 12:28:30","1686547710000","26.8%","37.7%","11.7 GB/s","9.92 GB/s","2.20 req/s","0 req/s","743 ms","0"
"2023-06-12 12:28:35","1686547715000","31.0%","37.5%","11.3 GB/s","9.78 GB/s","2.20 req/s","0 req/s","991 ms","0"
"2023-06-12 12:28:40","1686547720000","24.2%","37.5%","10.9 GB/s","9.30 GB/s","2.20 req/s","0 req/s","490 ms","0"
"2023-06-12 12:28:45","1686547725000","20.0%","37.5%","15.3 GB/s","13.0 GB/s","2.20 req/s","0 req/s","429 ms","0"
"2023-06-12 12:28:50","1686547730000","16.0%","37.5%","5.68 GB/s","4.87 GB/s","2 req/s","0 req/s","375 ms","0"
"2023-06-12 12:28:55","1686547735000","22.8%","37.5%","6.16 GB/s","5.46 GB/s","1.60 req/s","0 req/s","1.72 s","0"
"2023-06-12 12:29:00","1686547740000","34.2%","38.0%","11.9 GB/s","10.3 GB/s","2.80 req/s","0 req/s","1.08 s","0"
"2023-06-12 12:29:05","1686547745000","18.0%","38.0%","13.1 GB/s","11.7 GB/s","2.20 req/s","0 req/s","485 ms","0"
"2023-06-12 12:29:10","1686547750000","27.0%","37.5%","8.23 GB/s","7.22 GB/s","1.80 req/s","0 req/s","1.22 s","0"
"2023-06-12 12:29:15","1686547755000","24.2%","37.5%","6.00 GB/s","4.61 GB/s","2.60 req/s","0 req/s","958 ms","0"
"2023-06-12 12:29:20","1686547760000","22.0%","37.7%","13.0 GB/s","11.2 GB/s","2.20 req/s","0 req/s","533 ms","0"
"2023-06-12 12:29:25","1686547765000","12.0%","37.7%","5.02 GB/s","4.34 GB/s","1.80 req/s","0 req/s","431 ms","0"
"2023-06-12 12:29:30","1686547770000","26.4%","37.5%","11.8 GB/s","10.1 GB/s","2.20 req/s","0 req/s","823 ms","0"
"2023-06-12 12:29:35","1686547775000","21.2%","37.5%","3.74 GB/s","3.34 GB/s","2 req/s","0 req/s","820 ms","0"
"2023-06-12 12:29:40","1686547780000","26.2%","37.5%","11.4 GB/s","9.88 GB/s","2.60 req/s","0 req/s","847 ms","0"
"2023-06-12 12:29:45","1686547785000","14.4%","37.5%","3.44 GB/s","3.01 GB/s","1.80 req/s","0 req/s","405 ms","0"
"2023-06-12 12:29:50","1686547790000","20.0%","37.5%","3.52 GB/s","3.12 GB/s","1.80 req/s","0 req/s","819 ms","0"
"2023-06-12 12:29:55","1686547795000","18.6%","37.7%","8.19 GB/s","7.03 GB/s","2.80 req/s","0 req/s","668 ms","0"
"2023-06-12 12:30:00","1686547800000","19.6%","37.7%","11.0 GB/s","9.74 GB/s","1.80 req/s","0 req/s","272 ms","0"
"2023-06-12 12:30:05","1686547805000","28.4%","37.5%","12.6 GB/s","10.5 GB/s","1.60 req/s","0 req/s","687 ms","0"
"2023-06-12 12:30:10","1686547810000","33.4%","37.5%","4.31 GB/s","3.88 GB/s","2.20 req/s","0 req/s","2.57 s","0"
"2023-06-12 12:30:15","1686547815000","32.6%","37.5%","4.17 GB/s","3.80 GB/s","1.40 req/s","0 req/s","3.41 s","0"
"2023-06-12 12:30:20","1686547820000","50.0%","39.4%","25.4 GB/s","21.7 GB/s","3.20 req/s","0 req/s","2.33 s","0"
"2023-06-12 12:30:25","1686547825000","37.2%","39.0%","9.38 GB/s","8.17 GB/s","2.40 req/s","0 req/s","1.41 s","0"
"2023-06-12 12:30:30","1686547830000","29.0%","37.6%","6.62 GB/s","6.41 GB/s","2.40 req/s","0 req/s","944 ms","0"
"2023-06-12 12:30:35","1686547835000","31.4%","37.8%","10.3 GB/s","8.25 GB/s","2 req/s","0 req/s","1.18 s","0"
"2023-06-12 12:30:40","1686547840000","29.8%","37.8%","11.1 GB/s","9.77 GB/s","2.20 req/s","0 req/s","606 ms","0"
