"Time","bandwidth_inbound","bandwidth_outbound"
2023-06-12 11:38:00,5.16 GB/s,4.39 GB/s
2023-06-12 11:38:05,3.57 GB/s,3.14 GB/s
2023-06-12 11:38:10,5.33 GB/s,4.58 GB/s
2023-06-12 11:38:15,6.04 GB/s,5.25 GB/s
2023-06-12 11:38:20,3.79 GB/s,3.43 GB/s
2023-06-12 11:38:25,3.51 GB/s,2.97 GB/s
2023-06-12 11:38:30,2.94 GB/s,2.59 GB/s
2023-06-12 11:38:35,3.27 GB/s,2.87 GB/s
2023-06-12 11:38:40,5.46 GB/s,4.67 GB/s
2023-06-12 11:38:45,4.93 GB/s,4.19 GB/s
2023-06-12 11:38:50,5.57 GB/s,4.76 GB/s
2023-06-12 11:38:55,7.14 GB/s,6.80 GB/s
2023-06-12 11:39:00,10.4 GB/s,8.30 GB/s
2023-06-12 11:39:05,2.80 GB/s,2.43 GB/s
2023-06-12 11:39:10,8.37 GB/s,7.22 GB/s
2023-06-12 11:39:15,6.87 GB/s,6.65 GB/s
2023-06-12 11:39:20,7.44 GB/s,5.72 GB/s
2023-06-12 11:39:25,9.80 GB/s,8.34 GB/s
2023-06-12 11:39:30,5.91 GB/s,5.11 GB/s
2023-06-12 11:39:35,10.7 GB/s,9.18 GB/s
2023-06-12 11:39:40,3.18 GB/s,2.75 GB/s
2023-06-12 11:39:45,3.36 GB/s,2.92 GB/s
2023-06-12 11:39:50,2.65 GB/s,2.29 GB/s
2023-06-12 11:39:55,8.74 GB/s,8.12 GB/s
2023-06-12 11:40:00,5.41 GB/s,4.06 GB/s
2023-06-12 11:40:05,3.33 GB/s,2.93 GB/s
2023-06-12 11:40:10,8.60 GB/s,7.32 GB/s
2023-06-12 11:40:15,5.65 GB/s,5.31 GB/s
2023-06-12 11:40:20,3.05 GB/s,2.21 GB/s
2023-06-12 11:40:25,6.09 GB/s,5.26 GB/s
2023-06-12 11:40:30,3.04 GB/s,2.61 GB/s
2023-06-12 11:40:35,11.2 GB/s,9.54 GB/s
2023-06-12 11:40:40,8.40 GB/s,7.20 GB/s
2023-06-12 11:40:45,3.16 GB/s,2.73 GB/s
2023-06-12 11:40:50,8.75 GB/s,7.54 GB/s
2023-06-12 11:40:55,7.97 GB/s,6.82 GB/s
2023-06-12 11:41:00,3.38 GB/s,2.94 GB/s
2023-06-12 11:41:05,8.04 GB/s,6.84 GB/s
2023-06-12 11:41:10,5.01 GB/s,4.29 GB/s
2023-06-12 11:41:15,27.6 MB/s,22.8 MB/s
2023-06-12 11:41:20,22.9 MB/s,18.8 MB/s
2023-06-12 11:41:25,3.92 GB/s,3.64 GB/s
2023-06-12 11:41:30,894 MB/s,452 MB/s
2023-06-12 11:41:35,3.10 GB/s,2.69 GB/s
2023-06-12 11:41:40,2.69 GB/s,2.35 GB/s
2023-06-12 11:41:45,339 MB/s,325 MB/s
2023-06-12 11:41:50,3.42 GB/s,2.95 GB/s
2023-06-12 11:41:55,24.2 MB/s,20.0 MB/s
2023-06-12 11:42:00,2.40 GB/s,2.04 GB/s
2023-06-12 11:42:05,290 MB/s,315 MB/s
2023-06-12 11:42:10,347 MB/s,298 MB/s
2023-06-12 11:42:15,320 MB/s,306 MB/s
2023-06-12 11:42:20,526 MB/s,510 MB/s
2023-06-12 11:42:25,21.1 MB/s,17.1 MB/s
2023-06-12 11:42:30,2.86 GB/s,2.44 GB/s
2023-06-12 11:42:35,19.4 MB/s,15.8 MB/s
2023-06-12 11:42:40,4.97 GB/s,4.23 GB/s
2023-06-12 11:42:45,104 MB/s,129 MB/s
2023-06-12 11:42:50,315 MB/s,273 MB/s
2023-06-12 11:42:55,5.07 GB/s,4.32 GB/s
2023-06-12 11:43:00,3.01 GB/s,2.58 GB/s
2023-06-12 11:43:05,3.28 GB/s,2.84 GB/s
2023-06-12 11:43:10,129 MB/s,156 MB/s
2023-06-12 11:43:15,2.59 GB/s,2.20 GB/s
2023-06-12 11:43:20,14.1 MB/s,11.1 MB/s
2023-06-12 11:43:25,2.98 GB/s,2.55 GB/s
2023-06-12 11:43:30,2.89 GB/s,2.46 GB/s
2023-06-12 11:43:35,4.88 GB/s,4.15 GB/s
2023-06-12 11:43:40,2.83 GB/s,2.43 GB/s
2023-06-12 11:43:45,188 MB/s,169 MB/s
2023-06-12 11:43:50,5.72 GB/s,4.87 GB/s
2023-06-12 11:43:55,2.64 GB/s,2.25 GB/s
2023-06-12 11:44:00,193 MB/s,222 MB/s
2023-06-12 11:44:05,2.83 GB/s,2.40 GB/s
2023-06-12 11:44:10,764 MB/s,1.10 GB/s
2023-06-12 11:44:15,2.04 GB/s,1.33 GB/s
2023-06-12 11:44:20,2.56 GB/s,2.22 GB/s
2023-06-12 11:44:25,8.78 MB/s,6.46 MB/s
2023-06-12 11:44:30,15.6 MB/s,12.4 MB/s
2023-06-12 11:44:35,20.3 MB/s,16.4 MB/s
2023-06-12 11:44:40,14.8 MB/s,11.7 MB/s
2023-06-12 11:44:45,2.24 GB/s,1.91 GB/s
2023-06-12 11:44:50,8.75 MB/s,6.45 MB/s
2023-06-12 11:44:55,146 MB/s,140 MB/s
2023-06-12 11:45:00,278 MB/s,269 MB/s
2023-06-12 11:45:05,19.4 MB/s,15.7 MB/s
2023-06-12 11:45:10,2.21 GB/s,1.88 GB/s
2023-06-12 11:45:15,9.11 MB/s,6.88 MB/s
2023-06-12 11:45:20,23.7 MB/s,19.4 MB/s
2023-06-12 11:45:25,18.2 MB/s,14.6 MB/s
2023-06-12 11:45:30,2.48 GB/s,2.11 GB/s
2023-06-12 11:45:35,22.9 MB/s,18.7 MB/s
2023-06-12 11:45:40,57.6 MB/s,79.5 MB/s
2023-06-12 11:45:45,322 MB/s,284 MB/s
2023-06-12 11:45:50,2.82 GB/s,2.40 GB/s
2023-06-12 11:45:55,81.7 MB/s,77.3 MB/s
2023-06-12 11:46:00,14.3 MB/s,11.3 MB/s
2023-06-12 11:46:05,1.30 GB/s,1.62 GB/s
2023-06-12 11:46:10,1.48 GB/s,741 MB/s
2023-06-12 11:46:15,231 MB/s,223 MB/s
2023-06-12 11:46:20,19.3 MB/s,15.5 MB/s
2023-06-12 11:46:25,181 MB/s,174 MB/s
2023-06-12 11:46:30,23.0 MB/s,18.6 MB/s
2023-06-12 11:46:35,8.79 MB/s,6.49 MB/s
2023-06-12 11:46:40,2.70 GB/s,2.30 GB/s
2023-06-12 11:46:45,20.4 MB/s,16.5 MB/s
2023-06-12 11:46:50,12.0 MB/s,9.33 MB/s
2023-06-12 11:46:55,2.64 GB/s,2.24 GB/s
2023-06-12 11:47:00,8.93 MB/s,7.07 MB/s
2023-06-12 11:47:05,17.3 MB/s,13.9 MB/s
2023-06-12 11:47:10,110 MB/s,105 MB/s
2023-06-12 11:47:15,17.7 MB/s,14.2 MB/s
2023-06-12 11:47:20,2.37 GB/s,2.02 GB/s
2023-06-12 11:47:25,9.80 GB/s,8.36 GB/s
2023-06-12 11:47:30,5.55 GB/s,4.72 GB/s
2023-06-12 11:47:35,7.48 GB/s,6.36 GB/s
2023-06-12 11:47:40,7.90 GB/s,6.79 GB/s
2023-06-12 11:47:45,4.90 GB/s,4.17 GB/s
2023-06-12 11:47:50,5.70 GB/s,4.92 GB/s
2023-06-12 11:47:55,4.01 GB/s,4.27 GB/s
2023-06-12 11:48:00,7.54 GB/s,5.70 GB/s
2023-06-12 11:48:05,10.00 GB/s,8.53 GB/s
2023-06-12 11:48:10,2.75 GB/s,2.35 GB/s
2023-06-12 11:48:15,2.82 GB/s,2.44 GB/s
2023-06-12 11:48:20,8.50 GB/s,7.29 GB/s
2023-06-12 11:48:25,6.57 GB/s,6.12 GB/s
2023-06-12 11:48:30,3.80 GB/s,2.78 GB/s
2023-06-12 11:48:35,6.07 GB/s,5.28 GB/s
2023-06-12 11:48:40,8.15 GB/s,6.96 GB/s
2023-06-12 11:48:45,2.84 GB/s,2.50 GB/s
2023-06-12 11:48:50,7.07 GB/s,6.05 GB/s
2023-06-12 11:48:55,3.76 GB/s,4.05 GB/s
2023-06-12 11:49:00,5.07 GB/s,3.61 GB/s
2023-06-12 11:49:05,5.32 GB/s,4.60 GB/s
2023-06-12 11:49:10,4.34 GB/s,3.84 GB/s
2023-06-12 11:49:15,6.28 GB/s,5.79 GB/s
2023-06-12 11:49:20,9.40 GB/s,7.64 GB/s
2023-06-12 11:49:25,5.83 GB/s,5.02 GB/s
2023-06-12 11:49:30,3.07 GB/s,2.67 GB/s
2023-06-12 11:49:35,7.48 GB/s,6.37 GB/s
2023-06-12 11:49:40,7.93 GB/s,6.79 GB/s
2023-06-12 11:49:45,2.86 GB/s,2.45 GB/s
2023-06-12 11:49:50,3.02 GB/s,2.70 GB/s
2023-06-12 11:49:55,6.34 GB/s,5.87 GB/s
2023-06-12 11:50:00,6.41 GB/s,4.98 GB/s
2023-06-12 11:50:05,926 MB/s,1.26 GB/s
2023-06-12 11:50:10,5.19 GB/s,4.13 GB/s
2023-06-12 11:50:15,9.44 GB/s,8.54 GB/s
2023-06-12 11:50:20,6.85 GB/s,5.35 GB/s
2023-06-12 11:50:25,5.93 GB/s,5.12 GB/s
2023-06-12 11:50:30,2.84 GB/s,2.49 GB/s
2023-06-12 11:50:35,4.38 GB/s,4.01 GB/s
2023-06-12 11:50:40,11.6 GB/s,9.68 GB/s
2023-06-12 11:50:45,5.46 GB/s,4.65 GB/s
2023-06-12 11:50:50,5.96 GB/s,5.18 GB/s
2023-06-12 11:50:55,1.22 GB/s,1.18 GB/s
2023-06-12 11:51:00,571 MB/s,508 MB/s
2023-06-12 11:51:05,5.65 GB/s,4.85 GB/s
2023-06-12 11:51:10,1.01 GB/s,1.03 GB/s
2023-06-12 11:51:15,3.41 GB/s,2.92 GB/s
2023-06-12 11:51:20,5.05 GB/s,4.32 GB/s
2023-06-12 11:51:25,13.9 GB/s,11.9 GB/s
2023-06-12 11:51:30,19.1 GB/s,16.5 GB/s
2023-06-12 11:51:35,15.3 GB/s,13.6 GB/s
2023-06-12 11:51:40,8.22 GB/s,6.78 GB/s
2023-06-12 11:51:45,17.6 GB/s,15.8 GB/s
2023-06-12 11:51:50,10.9 GB/s,8.77 GB/s
2023-06-12 11:51:55,17.6 GB/s,15.6 GB/s
2023-06-12 11:52:00,4.60 GB/s,4.17 GB/s
2023-06-12 11:52:05,16.2 GB/s,13.4 GB/s
2023-06-12 11:52:10,15.7 GB/s,13.5 GB/s
2023-06-12 11:52:15,15.9 GB/s,13.7 GB/s
2023-06-12 11:52:20,8.66 GB/s,7.54 GB/s
2023-06-12 11:52:25,18.7 GB/s,16.4 GB/s
2023-06-12 11:52:30,15.5 GB/s,13.1 GB/s
2023-06-12 11:52:35,6.63 GB/s,5.79 GB/s
2023-06-12 11:52:40,4.41 GB/s,3.95 GB/s
2023-06-12 11:52:45,6.81 GB/s,6.06 GB/s
2023-06-12 11:52:50,6.26 GB/s,5.47 GB/s
2023-06-12 11:52:55,7.21 GB/s,6.34 GB/s
2023-06-12 11:53:00,12.4 GB/s,10.8 GB/s
2023-06-12 11:53:05,13.5 GB/s,12.2 GB/s
2023-06-12 11:53:10,10.9 GB/s,9.58 GB/s
2023-06-12 11:53:15,15.7 GB/s,12.8 GB/s
2023-06-12 11:53:20,12.6 GB/s,11.1 GB/s
2023-06-12 11:53:25,11.7 GB/s,9.63 GB/s
2023-06-12 11:53:30,13.8 GB/s,11.8 GB/s
2023-06-12 11:53:35,14.4 GB/s,12.3 GB/s
2023-06-12 11:53:40,5.88 GB/s,5.78 GB/s
2023-06-12 11:53:45,11.7 GB/s,9.54 GB/s
2023-06-12 11:53:50,19.0 GB/s,16.4 GB/s
2023-06-12 11:53:55,19.8 GB/s,17.0 GB/s
2023-06-12 11:54:00,11.6 GB/s,10.1 GB/s
2023-06-12 11:54:05,9.34 GB/s,8.12 GB/s
2023-06-12 11:54:10,7.86 GB/s,6.84 GB/s
2023-06-12 11:54:15,9.17 GB/s,7.95 GB/s
2023-06-12 11:54:20,4.26 GB/s,3.86 GB/s
2023-06-12 11:54:25,8.52 GB/s,7.36 GB/s
2023-06-12 11:54:30,5.91 GB/s,5.07 GB/s
2023-06-12 11:54:35,6.07 GB/s,5.24 GB/s
2023-06-12 11:54:40,3.84 GB/s,3.44 GB/s
2023-06-12 11:54:45,6.62 GB/s,5.81 GB/s
2023-06-12 11:54:50,11.4 GB/s,9.78 GB/s
2023-06-12 11:54:55,1.18 GB/s,1.16 GB/s
2023-06-12 11:55:00,8.75 GB/s,7.53 GB/s
2023-06-12 11:55:05,8.94 GB/s,8.37 GB/s
2023-06-12 11:55:10,10.6 GB/s,8.43 GB/s
2023-06-12 11:55:15,5.71 GB/s,4.97 GB/s
2023-06-12 11:55:20,9.32 GB/s,8.59 GB/s
2023-06-12 11:55:25,9.83 GB/s,7.97 GB/s
2023-06-12 11:55:30,7.94 GB/s,6.91 GB/s
2023-06-12 11:55:35,8.74 GB/s,7.42 GB/s
2023-06-12 11:55:40,5.87 GB/s,5.17 GB/s
2023-06-12 11:55:45,8.92 GB/s,7.70 GB/s
2023-06-12 11:55:50,6.38 GB/s,6.03 GB/s
2023-06-12 11:55:55,11.1 GB/s,9.09 GB/s
2023-06-12 11:56:00,7.68 GB/s,6.71 GB/s
2023-06-12 11:56:05,13.8 GB/s,11.8 GB/s
2023-06-12 11:56:10,12.6 GB/s,11.4 GB/s
2023-06-12 11:56:15,6.69 GB/s,6.05 GB/s
2023-06-12 11:56:20,15.8 GB/s,12.8 GB/s
2023-06-12 11:56:25,3.60 GB/s,3.12 GB/s
2023-06-12 11:56:30,11.1 GB/s,9.49 GB/s
2023-06-12 11:56:35,10.8 GB/s,9.23 GB/s
2023-06-12 11:56:40,8.24 GB/s,7.08 GB/s
2023-06-12 11:56:45,6.51 GB/s,5.74 GB/s
2023-06-12 11:56:50,1.64 GB/s,1.58 GB/s
2023-06-12 11:56:55,14.3 GB/s,12.2 GB/s
2023-06-12 11:57:00,11.6 GB/s,10.0 GB/s
2023-06-12 11:57:05,13.3 GB/s,12.0 GB/s
2023-06-12 11:57:10,8.85 GB/s,7.06 GB/s
2023-06-12 11:57:15,9.06 GB/s,7.79 GB/s
2023-06-12 11:57:20,4.34 GB/s,3.99 GB/s
2023-06-12 11:57:25,9.55 GB/s,8.37 GB/s
2023-06-12 11:57:30,9.34 GB/s,8.07 GB/s
2023-06-12 11:57:35,11.1 GB/s,9.60 GB/s
2023-06-12 11:57:40,6.42 GB/s,5.61 GB/s
2023-06-12 11:57:45,13.8 GB/s,11.9 GB/s
2023-06-12 11:57:50,8.22 GB/s,7.01 GB/s
2023-06-12 11:57:55,14.6 GB/s,13.0 GB/s
2023-06-12 11:58:00,17.6 GB/s,14.6 GB/s
2023-06-12 11:58:05,11.8 GB/s,10.1 GB/s
2023-06-12 11:58:10,8.06 GB/s,6.91 GB/s
2023-06-12 11:58:15,6.84 GB/s,6.07 GB/s
2023-06-12 11:58:20,11.6 GB/s,9.99 GB/s
2023-06-12 11:58:25,15.8 GB/s,13.5 GB/s
2023-06-12 11:58:30,9.92 GB/s,8.52 GB/s
2023-06-12 11:58:35,11.0 GB/s,9.44 GB/s
2023-06-12 11:58:40,3.98 GB/s,3.59 GB/s
2023-06-12 11:58:45,7.13 GB/s,6.44 GB/s
2023-06-12 11:58:50,10.2 GB/s,8.82 GB/s
2023-06-12 11:58:55,11.9 GB/s,10.9 GB/s
2023-06-12 11:59:00,13.4 GB/s,10.8 GB/s
2023-06-12 11:59:05,13.1 GB/s,11.3 GB/s
2023-06-12 11:59:10,10.2 GB/s,8.75 GB/s
2023-06-12 11:59:15,9.58 GB/s,8.67 GB/s
2023-06-12 11:59:20,12.0 GB/s,9.87 GB/s
2023-06-12 11:59:25,11.2 GB/s,9.63 GB/s
2023-06-12 11:59:30,5.53 GB/s,4.75 GB/s
2023-06-12 11:59:35,6.45 GB/s,5.67 GB/s
2023-06-12 11:59:40,19.3 GB/s,17.2 GB/s
2023-06-12 11:59:45,19.9 GB/s,16.4 GB/s
2023-06-12 11:59:50,9.06 GB/s,8.19 GB/s
2023-06-12 11:59:55,21.6 GB/s,18.1 GB/s
2023-06-12 12:00:00,8.95 GB/s,7.76 GB/s
2023-06-12 12:00:05,11.0 GB/s,9.51 GB/s
2023-06-12 12:00:10,722 MB/s,682 MB/s
2023-06-12 12:00:15,760 MB/s,653 MB/s
2023-06-12 12:00:20,4.95 GB/s,5.71 GB/s
2023-06-12 12:00:25,1.22 GB/s,1.22 GB/s
2023-06-12 12:00:30,1.96 GB/s,2.60 GB/s
2023-06-12 12:00:35,9.62 GB/s,10.2 GB/s
2023-06-12 12:00:40,2.81 GB/s,5.00 GB/s
2023-06-12 12:00:45,1.32 GB/s,1.85 GB/s
2023-06-12 12:00:50,4.21 GB/s,4.42 GB/s
2023-06-12 12:00:55,9.61 GB/s,9.07 GB/s
2023-06-12 12:01:00,1.31 GB/s,1.39 GB/s
2023-06-12 12:01:05,2.26 GB/s,3.29 GB/s
2023-06-12 12:01:10,1.63 GB/s,2.38 GB/s
2023-06-12 12:01:15,6.51 GB/s,6.38 GB/s
2023-06-12 12:01:20,1.39 GB/s,1.35 GB/s
2023-06-12 12:01:25,1.44 GB/s,1.24 GB/s
2023-06-12 12:01:30,7.87 GB/s,8.90 GB/s
2023-06-12 12:01:35,8.63 GB/s,10.2 GB/s
2023-06-12 12:01:40,8.82 GB/s,9.34 GB/s
2023-06-12 12:01:45,1.04 GB/s,895 MB/s
2023-06-12 12:01:50,3.11 GB/s,2.69 GB/s
2023-06-12 12:01:55,399 MB/s,416 MB/s
2023-06-12 12:02:00,6.04 GB/s,5.17 GB/s
2023-06-12 12:02:05,2.91 GB/s,2.47 GB/s
2023-06-12 12:02:10,3.33 GB/s,2.90 GB/s
2023-06-12 12:02:15,4.99 GB/s,4.57 GB/s
2023-06-12 12:02:20,847 MB/s,470 MB/s
2023-06-12 12:02:25,5.01 GB/s,4.31 GB/s
2023-06-12 12:02:30,11.9 GB/s,10.4 GB/s
2023-06-12 12:02:35,1.31 GB/s,884 MB/s
2023-06-12 12:02:40,7.54 GB/s,6.42 GB/s
2023-06-12 12:02:45,3.10 GB/s,2.73 GB/s
2023-06-12 12:02:50,876 MB/s,844 MB/s
2023-06-12 12:02:55,5.24 GB/s,4.47 GB/s
2023-06-12 12:03:00,5.70 GB/s,5.59 GB/s
2023-06-12 12:03:05,9.86 GB/s,7.72 GB/s
2023-06-12 12:03:10,5.10 GB/s,4.38 GB/s
2023-06-12 12:03:15,3.20 GB/s,2.78 GB/s
2023-06-12 12:03:20,5.93 GB/s,5.09 GB/s
2023-06-12 12:03:25,5.76 GB/s,4.95 GB/s
2023-06-12 12:03:30,5.09 GB/s,4.34 GB/s
2023-06-12 12:03:35,3.30 GB/s,2.85 GB/s
2023-06-12 12:03:40,348 MB/s,333 MB/s
2023-06-12 12:03:45,5.04 GB/s,4.35 GB/s
2023-06-12 12:03:50,6.47 GB/s,6.04 GB/s
2023-06-12 12:03:55,9.44 GB/s,7.54 GB/s
2023-06-12 12:04:00,3.16 GB/s,2.72 GB/s
2023-06-12 12:04:05,5.66 GB/s,4.87 GB/s
2023-06-12 12:04:10,1.02 GB/s,982 MB/s
2023-06-12 12:04:15,5.68 GB/s,4.83 GB/s
2023-06-12 12:04:20,3.13 GB/s,3.32 GB/s
2023-06-12 12:04:25,2.64 GB/s,1.74 GB/s
2023-06-12 12:04:30,5.76 GB/s,4.97 GB/s
2023-06-12 12:04:35,3.75 GB/s,3.28 GB/s
2023-06-12 12:04:40,3.56 GB/s,3.12 GB/s
2023-06-12 12:04:45,5.32 GB/s,4.54 GB/s
2023-06-12 12:04:50,729 MB/s,706 MB/s
2023-06-12 12:04:55,5.78 GB/s,4.98 GB/s
2023-06-12 12:05:00,5.49 GB/s,4.67 GB/s
2023-06-12 12:05:05,3.14 GB/s,2.78 GB/s
2023-06-12 12:05:10,1.36 GB/s,1.31 GB/s
2023-06-12 12:05:15,3.80 GB/s,3.96 GB/s
2023-06-12 12:05:20,5.59 GB/s,4.39 GB/s
2023-06-12 12:05:25,2.17 GB/s,2.99 GB/s
2023-06-12 12:05:30,1.46 GB/s,1.73 GB/s
2023-06-12 12:05:35,4.54 GB/s,4.81 GB/s
2023-06-12 12:05:40,1.16 GB/s,1.14 GB/s
2023-06-12 12:05:45,1.64 GB/s,2.24 GB/s
2023-06-12 12:05:50,2.16 GB/s,3.42 GB/s
2023-06-12 12:05:55,1.51 GB/s,2.30 GB/s
2023-06-12 12:06:00,1.37 GB/s,1.78 GB/s
2023-06-12 12:06:05,4.59 GB/s,5.18 GB/s
2023-06-12 12:06:10,1.70 GB/s,2.51 GB/s
2023-06-12 12:06:15,2.15 GB/s,3.74 GB/s
2023-06-12 12:06:20,8.65 GB/s,10.7 GB/s
2023-06-12 12:06:25,1.25 GB/s,1.24 GB/s
2023-06-12 12:06:30,2.58 GB/s,3.92 GB/s
2023-06-12 12:06:35,5.69 GB/s,4.42 GB/s
2023-06-12 12:06:40,1.27 GB/s,1.59 GB/s
2023-06-12 12:06:45,4.88 GB/s,5.23 GB/s
2023-06-12 12:06:50,5.00 GB/s,5.56 GB/s
2023-06-12 12:06:55,874 MB/s,768 MB/s
2023-06-12 12:07:00,2.93 GB/s,4.98 GB/s
2023-06-12 12:07:05,1.90 GB/s,2.85 GB/s
2023-06-12 12:07:10,1.11 GB/s,1.22 GB/s
2023-06-12 12:07:15,9.03 GB/s,8.50 GB/s
2023-06-12 12:07:20,2.03 GB/s,2.75 GB/s
2023-06-12 12:07:25,6.42 GB/s,8.47 GB/s
2023-06-12 12:07:30,13.5 GB/s,11.9 GB/s
2023-06-12 12:07:35,1.36 GB/s,1.21 GB/s
2023-06-12 12:07:40,1.21 GB/s,1.42 GB/s
2023-06-12 12:07:45,6.18 GB/s,5.49 GB/s
2023-06-12 12:07:50,6.33 GB/s,6.00 GB/s
2023-06-12 12:07:55,8.44 GB/s,6.81 GB/s
2023-06-12 12:08:00,10.9 GB/s,9.34 GB/s
2023-06-12 12:08:05,9.32 GB/s,8.12 GB/s
2023-06-12 12:08:10,11.6 GB/s,9.96 GB/s
2023-06-12 12:08:15,6.31 GB/s,5.53 GB/s
2023-06-12 12:08:20,15.9 GB/s,13.6 GB/s
2023-06-12 12:08:25,11.2 GB/s,9.63 GB/s
2023-06-12 12:08:30,11.9 GB/s,10.8 GB/s
2023-06-12 12:08:35,10.9 GB/s,8.89 GB/s
2023-06-12 12:08:40,8.73 GB/s,7.51 GB/s
2023-06-12 12:08:45,12.5 GB/s,10.9 GB/s
2023-06-12 12:08:50,5.80 GB/s,5.00 GB/s
2023-06-12 12:08:55,11.8 GB/s,10.5 GB/s
2023-06-12 12:09:00,6.28 GB/s,5.41 GB/s
2023-06-12 12:09:05,12.6 GB/s,11.2 GB/s
2023-06-12 12:09:10,16.9 GB/s,14.2 GB/s
2023-06-12 12:09:15,5.36 GB/s,4.28 GB/s
2023-06-12 12:09:20,9.87 GB/s,8.39 GB/s
2023-06-12 12:09:25,8.97 GB/s,7.78 GB/s
2023-06-12 12:09:30,3.44 GB/s,3.15 GB/s
2023-06-12 12:09:35,4.08 GB/s,3.55 GB/s
2023-06-12 12:09:40,798 MB/s,718 MB/s
2023-06-12 12:09:45,273 MB/s,262 MB/s
2023-06-12 12:09:50,10.9 MB/s,8.36 MB/s
2023-06-12 12:09:55,2.93 GB/s,2.50 GB/s
2023-06-12 12:10:00,2.39 GB/s,2.03 GB/s
2023-06-12 12:10:05,167 MB/s,160 MB/s
2023-06-12 12:10:10,230 MB/s,222 MB/s
2023-06-12 12:10:15,2.43 GB/s,2.07 GB/s
2023-06-12 12:10:20,2.75 GB/s,2.34 GB/s
2023-06-12 12:10:25,2.78 GB/s,2.41 GB/s
2023-06-12 12:10:30,2.90 GB/s,2.46 GB/s
2023-06-12 12:10:35,2.34 GB/s,2.05 GB/s
2023-06-12 12:10:40,372 MB/s,317 MB/s
2023-06-12 12:10:45,417 MB/s,402 MB/s
2023-06-12 12:10:50,2.92 GB/s,2.48 GB/s
2023-06-12 12:10:55,29.4 MB/s,24.3 MB/s
