"Time","bandwidth_inbound","bandwidth_outbound"
2023-06-12 12:11:00,2.27 GB/s,1.93 GB/s
2023-06-12 12:11:05,2.46 GB/s,2.09 GB/s
2023-06-12 12:11:10,399 MB/s,387 MB/s
2023-06-12 12:11:15,642 MB/s,660 MB/s
2023-06-12 12:11:20,341 MB/s,288 MB/s
2023-06-12 12:11:25,2.99 GB/s,2.57 GB/s
2023-06-12 12:11:30,2.24 GB/s,1.91 GB/s
2023-06-12 12:11:35,2.27 GB/s,1.93 GB/s
2023-06-12 12:11:40,2.82 GB/s,2.40 GB/s
2023-06-12 12:11:45,2.74 GB/s,2.33 GB/s
2023-06-12 12:11:50,80.4 MB/s,99.3 MB/s
2023-06-12 12:11:55,255 MB/s,221 MB/s
2023-06-12 12:12:00,47.8 MB/s,78.4 MB/s
2023-06-12 12:12:05,445 MB/s,397 MB/s
2023-06-12 12:12:10,2.71 GB/s,2.30 GB/s
2023-06-12 12:12:15,14.0 MB/s,11.1 MB/s
2023-06-12 12:12:20,24.4 MB/s,20.0 MB/s
2023-06-12 12:12:25,2.59 GB/s,2.21 GB/s
2023-06-12 12:12:30,2.59 GB/s,2.20 GB/s
2023-06-12 12:12:35,2.72 GB/s,2.32 GB/s
2023-06-12 12:12:40,12.3 MB/s,9.58 MB/s
2023-06-12 12:12:45,2.58 GB/s,2.19 GB/s
2023-06-12 12:12:50,19.4 MB/s,15.6 MB/s
2023-06-12 12:12:55,15.2 MB/s,12.0 MB/s
2023-06-12 12:13:00,2.45 GB/s,2.08 GB/s
2023-06-12 12:13:05,20.5 MB/s,16.6 MB/s
2023-06-12 12:13:10,2.34 GB/s,1.99 GB/s
2023-06-12 12:13:15,323 MB/s,311 MB/s
2023-06-12 12:13:20,14.9 MB/s,11.8 MB/s
2023-06-12 12:13:25,14.1 MB/s,11.1 MB/s
2023-06-12 12:13:30,23.1 MB/s,18.8 MB/s
2023-06-12 12:13:35,2.61 GB/s,2.22 GB/s
2023-06-12 12:13:40,320 MB/s,308 MB/s
2023-06-12 12:13:45,2.22 GB/s,1.89 GB/s
2023-06-12 12:13:50,271 MB/s,261 MB/s
2023-06-12 12:13:55,2.21 GB/s,1.88 GB/s
2023-06-12 12:14:00,2.75 GB/s,2.34 GB/s
2023-06-12 12:14:05,2.68 GB/s,2.28 GB/s
2023-06-12 12:14:10,150 MB/s,173 MB/s
2023-06-12 12:14:15,375 MB/s,373 MB/s
2023-06-12 12:14:20,2.81 GB/s,2.39 GB/s
2023-06-12 12:14:25,233 MB/s,221 MB/s
2023-06-12 12:14:30,222 MB/s,248 MB/s
2023-06-12 12:14:35,3.30 GB/s,2.86 GB/s
2023-06-12 12:14:40,156 MB/s,149 MB/s
2023-06-12 12:14:45,2.54 GB/s,2.16 GB/s
2023-06-12 12:14:50,442 MB/s,451 MB/s
2023-06-12 12:14:55,3.14 GB/s,2.69 GB/s
2023-06-12 12:15:00,2.56 GB/s,2.24 GB/s
2023-06-12 12:15:05,2.79 GB/s,2.39 GB/s
2023-06-12 12:15:10,3.37 GB/s,2.93 GB/s
2023-06-12 12:15:15,5.60 GB/s,4.76 GB/s
2023-06-12 12:15:20,622 MB/s,631 MB/s
2023-06-12 12:15:25,274 MB/s,233 MB/s
2023-06-12 12:15:30,2.53 GB/s,2.15 GB/s
2023-06-12 12:15:35,5.58 GB/s,4.74 GB/s
2023-06-12 12:15:40,2.82 GB/s,2.42 GB/s
2023-06-12 12:15:45,14.1 MB/s,11.2 MB/s
2023-06-12 12:15:50,2.78 GB/s,2.42 GB/s
2023-06-12 12:15:55,4.85 GB/s,4.13 GB/s
2023-06-12 12:16:00,35.6 MB/s,29.5 MB/s
2023-06-12 12:16:05,2.45 GB/s,2.09 GB/s
2023-06-12 12:16:10,5.47 GB/s,4.67 GB/s
2023-06-12 12:16:15,5.21 GB/s,4.43 GB/s
2023-06-12 12:16:20,19.3 MB/s,15.6 MB/s
2023-06-12 12:16:25,2.46 GB/s,2.11 GB/s
2023-06-12 12:16:30,322 MB/s,311 MB/s
2023-06-12 12:16:35,272 MB/s,300 MB/s
2023-06-12 12:16:40,2.73 GB/s,2.35 GB/s
2023-06-12 12:16:45,165 MB/s,143 MB/s
2023-06-12 12:16:50,2.88 GB/s,2.47 GB/s
2023-06-12 12:16:55,2.39 GB/s,2.03 GB/s
2023-06-12 12:17:00,416 MB/s,399 MB/s
2023-06-12 12:17:05,519 MB/s,523 MB/s
2023-06-12 12:17:10,2.43 GB/s,2.06 GB/s
2023-06-12 12:17:15,137 MB/s,131 MB/s
2023-06-12 12:17:20,3.12 GB/s,2.69 GB/s
2023-06-12 12:17:25,3.21 GB/s,2.79 GB/s
2023-06-12 12:17:30,3.03 GB/s,3.01 GB/s
2023-06-12 12:17:35,7.19 GB/s,5.68 GB/s
2023-06-12 12:17:40,2.83 GB/s,2.43 GB/s
2023-06-12 12:17:45,81.1 MB/s,76.3 MB/s
2023-06-12 12:17:50,5.11 GB/s,4.37 GB/s
2023-06-12 12:17:55,758 MB/s,717 MB/s
2023-06-12 12:18:00,317 MB/s,349 MB/s
2023-06-12 12:18:05,6.50 GB/s,6.19 GB/s
2023-06-12 12:18:10,4.70 GB/s,3.34 GB/s
2023-06-12 12:18:15,82.4 MB/s,58.5 MB/s
2023-06-12 12:18:20,226 MB/s,217 MB/s
2023-06-12 12:18:25,2.65 GB/s,2.26 GB/s
2023-06-12 12:18:30,2.99 GB/s,2.57 GB/s
2023-06-12 12:18:35,5.07 GB/s,4.32 GB/s
2023-06-12 12:18:40,2.98 GB/s,2.55 GB/s
2023-06-12 12:18:45,198 MB/s,229 MB/s
2023-06-12 12:18:50,5.39 GB/s,4.58 GB/s
2023-06-12 12:18:55,11.8 GB/s,10.5 GB/s
2023-06-12 12:19:00,8.35 GB/s,6.96 GB/s
2023-06-12 12:19:05,6.67 GB/s,5.87 GB/s
2023-06-12 12:19:10,12.6 GB/s,11.4 GB/s
2023-06-12 12:19:15,8.71 GB/s,8.29 GB/s
2023-06-12 12:19:20,7.83 GB/s,8.36 GB/s
2023-06-12 12:19:25,14.1 GB/s,11.7 GB/s
2023-06-12 12:19:30,17.0 GB/s,14.6 GB/s
2023-06-12 12:19:35,18.3 GB/s,16.4 GB/s
2023-06-12 12:19:40,8.30 GB/s,6.74 GB/s
2023-06-12 12:19:45,2.22 GB/s,2.67 GB/s
2023-06-12 12:19:50,2.72 GB/s,3.76 GB/s
2023-06-12 12:19:55,8.90 GB/s,8.38 GB/s
2023-06-12 12:20:00,10.3 GB/s,10.7 GB/s
2023-06-12 12:20:05,8.84 GB/s,9.53 GB/s
2023-06-12 12:20:10,4.64 GB/s,5.04 GB/s
2023-06-12 12:20:15,6.45 GB/s,9.16 GB/s
2023-06-12 12:20:20,10.6 GB/s,10.8 GB/s
2023-06-12 12:20:25,16.9 GB/s,13.8 GB/s
2023-06-12 12:20:30,2.82 GB/s,2.35 GB/s
2023-06-12 12:20:35,42.4 MB/s,35.5 MB/s
2023-06-12 12:20:40,4.52 GB/s,3.85 GB/s
2023-06-12 12:20:45,2.74 GB/s,2.36 GB/s
2023-06-12 12:20:50,2.77 GB/s,2.36 GB/s
2023-06-12 12:20:55,609 MB/s,618 MB/s
2023-06-12 12:21:00,5.30 GB/s,4.50 GB/s
2023-06-12 12:21:05,2.54 GB/s,2.17 GB/s
2023-06-12 12:21:10,5.57 GB/s,4.75 GB/s
2023-06-12 12:21:15,5.42 GB/s,4.62 GB/s
2023-06-12 12:21:20,2.70 GB/s,2.35 GB/s
2023-06-12 12:21:25,2.63 GB/s,2.26 GB/s
2023-06-12 12:21:30,2.86 GB/s,2.48 GB/s
2023-06-12 12:21:35,4.14 GB/s,4.08 GB/s
2023-06-12 12:21:40,4.59 GB/s,3.40 GB/s
2023-06-12 12:21:45,38.5 MB/s,32.2 MB/s
2023-06-12 12:21:50,2.84 GB/s,2.49 GB/s
2023-06-12 12:21:55,514 MB/s,480 MB/s
2023-06-12 12:22:00,2.35 GB/s,2.00 GB/s
2023-06-12 12:22:05,7.55 GB/s,6.44 GB/s
2023-06-12 12:22:10,707 MB/s,684 MB/s
2023-06-12 12:22:15,5.40 GB/s,4.63 GB/s
2023-06-12 12:22:20,4.52 GB/s,3.85 GB/s
2023-06-12 12:22:25,5.58 GB/s,4.76 GB/s
2023-06-12 12:22:30,5.11 GB/s,4.35 GB/s
2023-06-12 12:22:35,5.36 GB/s,4.60 GB/s
2023-06-12 12:22:40,4.68 GB/s,3.99 GB/s
2023-06-12 12:22:45,5.88 GB/s,5.63 GB/s
2023-06-12 12:22:50,6.76 GB/s,5.13 GB/s
2023-06-12 12:22:55,5.34 GB/s,4.55 GB/s
2023-06-12 12:23:00,2.78 GB/s,2.39 GB/s
2023-06-12 12:23:05,4.77 GB/s,4.10 GB/s
2023-06-12 12:23:10,785 MB/s,768 MB/s
2023-06-12 12:23:15,5.79 GB/s,4.97 GB/s
2023-06-12 12:23:20,5.00 GB/s,4.26 GB/s
2023-06-12 12:23:25,2.81 GB/s,2.47 GB/s
2023-06-12 12:23:30,2.85 GB/s,2.47 GB/s
2023-06-12 12:23:35,2.84 GB/s,2.43 GB/s
2023-06-12 12:23:40,7.43 GB/s,6.33 GB/s
2023-06-12 12:23:45,738 MB/s,715 MB/s
2023-06-12 12:23:50,21.1 MB/s,17.3 MB/s
2023-06-12 12:23:55,5.38 GB/s,4.60 GB/s
2023-06-12 12:24:00,3.53 GB/s,3.71 GB/s
2023-06-12 12:24:05,2.44 GB/s,1.43 GB/s
2023-06-12 12:24:10,4.25 GB/s,3.74 GB/s
2023-06-12 12:24:15,5.70 GB/s,4.78 GB/s
2023-06-12 12:24:20,15.6 GB/s,14.4 GB/s
2023-06-12 12:24:25,12.0 GB/s,9.42 GB/s
2023-06-12 12:24:30,14.9 GB/s,13.4 GB/s
2023-06-12 12:24:35,20.4 GB/s,17.0 GB/s
2023-06-12 12:24:40,7.17 GB/s,7.47 GB/s
2023-06-12 12:24:45,7.17 GB/s,6.82 GB/s
2023-06-12 12:24:50,1.68 GB/s,1.94 GB/s
2023-06-12 12:24:55,5.64 GB/s,6.98 GB/s
2023-06-12 12:25:00,14.6 GB/s,12.9 GB/s
2023-06-12 12:25:05,10.4 GB/s,8.59 GB/s
2023-06-12 12:25:10,3.51 GB/s,4.37 GB/s
2023-06-12 12:25:15,1.76 GB/s,2.24 GB/s
2023-06-12 12:25:20,4.41 GB/s,4.72 GB/s
2023-06-12 12:25:25,1.40 GB/s,1.19 GB/s
2023-06-12 12:25:30,5.46 GB/s,7.02 GB/s
2023-06-12 12:25:35,3.20 GB/s,4.77 GB/s
2023-06-12 12:25:40,6.99 GB/s,6.51 GB/s
2023-06-12 12:25:45,2.99 GB/s,4.80 GB/s
2023-06-12 12:25:50,1.64 GB/s,1.78 GB/s
2023-06-12 12:25:55,4.51 GB/s,4.57 GB/s
2023-06-12 12:26:00,1.60 GB/s,2.04 GB/s
2023-06-12 12:26:05,16.6 GB/s,14.0 GB/s
2023-06-12 12:26:10,1.57 GB/s,2.13 GB/s
2023-06-12 12:26:15,3.77 GB/s,6.40 GB/s
2023-06-12 12:26:20,1.42 GB/s,1.88 GB/s
2023-06-12 12:26:25,2.50 GB/s,3.82 GB/s
2023-06-12 12:26:30,17.4 GB/s,15.8 GB/s
2023-06-12 12:26:35,1.62 GB/s,1.87 GB/s
2023-06-12 12:26:40,11.6 GB/s,10.2 GB/s
2023-06-12 12:26:45,3.43 GB/s,3.00 GB/s
2023-06-12 12:26:50,9.07 GB/s,7.87 GB/s
2023-06-12 12:26:55,13.0 GB/s,11.1 GB/s
2023-06-12 12:27:00,11.7 GB/s,10.6 GB/s
2023-06-12 12:27:05,13.5 GB/s,11.7 GB/s
2023-06-12 12:27:10,4.80 GB/s,3.50 GB/s
2023-06-12 12:27:15,3.56 GB/s,3.17 GB/s
2023-06-12 12:27:20,6.06 GB/s,5.31 GB/s
2023-06-12 12:27:25,11.7 GB/s,10.0 GB/s
2023-06-12 12:27:30,6.42 GB/s,5.59 GB/s
2023-06-12 12:27:35,13.3 GB/s,11.4 GB/s
2023-06-12 12:27:40,4.25 GB/s,3.82 GB/s
2023-06-12 12:27:45,1.85 GB/s,1.82 GB/s
2023-06-12 12:27:50,8.40 GB/s,7.24 GB/s
2023-06-12 12:27:55,13.3 GB/s,11.4 GB/s
2023-06-12 12:28:00,10.6 GB/s,9.20 GB/s
2023-06-12 12:28:05,12.6 GB/s,10.8 GB/s
2023-06-12 12:28:10,11.2 GB/s,9.60 GB/s
2023-06-12 12:28:15,16.9 GB/s,14.4 GB/s
2023-06-12 12:28:20,6.05 GB/s,5.29 GB/s
2023-06-12 12:28:25,6.59 GB/s,5.85 GB/s
2023-06-12 12:28:30,11.7 GB/s,9.92 GB/s
2023-06-12 12:28:35,11.3 GB/s,9.78 GB/s
2023-06-12 12:28:40,10.9 GB/s,9.30 GB/s
2023-06-12 12:28:45,15.3 GB/s,13.0 GB/s
2023-06-12 12:28:50,5.68 GB/s,4.87 GB/s
2023-06-12 12:28:55,6.16 GB/s,5.46 GB/s
2023-06-12 12:29:00,11.9 GB/s,10.3 GB/s
2023-06-12 12:29:05,13.1 GB/s,11.7 GB/s
2023-06-12 12:29:10,8.23 GB/s,7.22 GB/s
2023-06-12 12:29:15,6.00 GB/s,4.61 GB/s
2023-06-12 12:29:20,13.0 GB/s,11.2 GB/s
2023-06-12 12:29:25,5.02 GB/s,4.34 GB/s
2023-06-12 12:29:30,11.8 GB/s,10.1 GB/s
2023-06-12 12:29:35,3.74 GB/s,3.34 GB/s
2023-06-12 12:29:40,11.4 GB/s,9.88 GB/s
2023-06-12 12:29:45,3.44 GB/s,3.01 GB/s
2023-06-12 12:29:50,3.52 GB/s,3.12 GB/s
2023-06-12 12:29:55,8.19 GB/s,7.03 GB/s
2023-06-12 12:30:00,11.0 GB/s,9.74 GB/s
2023-06-12 12:30:05,12.6 GB/s,10.5 GB/s
2023-06-12 12:30:10,4.31 GB/s,3.88 GB/s
2023-06-12 12:30:15,4.17 GB/s,3.80 GB/s
2023-06-12 12:30:20,25.4 GB/s,21.7 GB/s
2023-06-12 12:30:25,9.38 GB/s,8.17 GB/s
2023-06-12 12:30:30,6.62 GB/s,6.41 GB/s
2023-06-12 12:30:35,10.3 GB/s,8.25 GB/s
2023-06-12 12:30:40,11.1 GB/s,9.77 GB/s
2023-06-12 12:30:45,11.3 GB/s,9.55 GB/s
2023-06-12 12:30:50,20.9 GB/s,17.8 GB/s
2023-06-12 12:30:55,7.66 GB/s,6.57 GB/s
2023-06-12 12:31:00,8.89 GB/s,7.82 GB/s
2023-06-12 12:31:05,14.6 GB/s,12.5 GB/s
2023-06-12 12:31:10,6.73 GB/s,5.92 GB/s
2023-06-12 12:31:15,19.3 GB/s,16.5 GB/s
2023-06-12 12:31:20,8.56 GB/s,7.40 GB/s
2023-06-12 12:31:25,6.55 GB/s,5.82 GB/s
2023-06-12 12:31:30,11.9 GB/s,10.8 GB/s
2023-06-12 12:31:35,9.16 GB/s,7.60 GB/s
2023-06-12 12:31:40,16.3 GB/s,14.1 GB/s
2023-06-12 12:31:45,14.4 GB/s,12.4 GB/s
2023-06-12 12:31:50,14.2 GB/s,12.2 GB/s
2023-06-12 12:31:55,6.09 GB/s,5.35 GB/s
2023-06-12 12:32:00,7.37 GB/s,6.41 GB/s
2023-06-12 12:32:05,8.88 GB/s,7.80 GB/s
2023-06-12 12:32:10,15.7 GB/s,13.4 GB/s
2023-06-12 12:32:15,13.9 GB/s,12.0 GB/s
2023-06-12 12:32:20,14.9 GB/s,12.8 GB/s
2023-06-12 12:32:25,11.5 GB/s,9.97 GB/s
2023-06-12 12:32:30,9.90 GB/s,8.52 GB/s
2023-06-12 12:32:35,14.3 GB/s,12.4 GB/s
2023-06-12 12:32:40,18.3 GB/s,15.7 GB/s
2023-06-12 12:32:45,11.6 GB/s,9.97 GB/s
2023-06-12 12:32:50,5.85 GB/s,5.08 GB/s
2023-06-12 12:32:55,9.77 GB/s,9.13 GB/s
2023-06-12 12:33:00,6.39 GB/s,5.15 GB/s
2023-06-12 12:33:05,3.25 GB/s,2.63 GB/s
2023-06-12 12:33:10,13.6 GB/s,12.4 GB/s
2023-06-12 12:33:15,17.8 GB/s,15.3 GB/s
2023-06-12 12:33:20,8.61 GB/s,6.64 GB/s
2023-06-12 12:33:25,17.9 GB/s,15.4 GB/s
2023-06-12 12:33:30,11.1 GB/s,9.48 GB/s
2023-06-12 12:33:35,10.4 GB/s,8.92 GB/s
2023-06-12 12:33:40,9.70 GB/s,9.29 GB/s
2023-06-12 12:33:45,13.5 GB/s,10.7 GB/s
2023-06-12 12:33:50,17.4 GB/s,15.6 GB/s
2023-06-12 12:33:55,16.2 GB/s,13.3 GB/s
2023-06-12 12:34:00,18.6 GB/s,15.9 GB/s
2023-06-12 12:34:05,16.5 GB/s,14.2 GB/s
2023-06-12 12:34:10,6.68 GB/s,5.87 GB/s
2023-06-12 12:34:15,13.8 GB/s,11.9 GB/s
2023-06-12 12:34:20,2.89 GB/s,2.44 GB/s
2023-06-12 12:34:25,28.9 MB/s,23.9 MB/s
2023-06-12 12:34:30,424 MB/s,408 MB/s
2023-06-12 12:34:35,5.51 GB/s,4.74 GB/s
2023-06-12 12:34:40,5.21 GB/s,4.43 GB/s
2023-06-12 12:34:45,3.01 GB/s,2.61 GB/s
2023-06-12 12:34:50,3.14 GB/s,2.71 GB/s
2023-06-12 12:34:55,356 MB/s,342 MB/s
2023-06-12 12:35:00,2.96 GB/s,2.53 GB/s
2023-06-12 12:35:05,2.70 GB/s,2.30 GB/s
2023-06-12 12:35:10,2.73 GB/s,2.38 GB/s
2023-06-12 12:35:15,2.69 GB/s,2.29 GB/s
2023-06-12 12:35:20,206 MB/s,197 MB/s
2023-06-12 12:35:25,286 MB/s,315 MB/s
2023-06-12 12:35:30,5.52 GB/s,4.67 GB/s
2023-06-12 12:35:35,2.77 GB/s,2.37 GB/s
2023-06-12 12:35:40,5.57 GB/s,4.74 GB/s
2023-06-12 12:35:45,30.6 MB/s,25.3 MB/s
2023-06-12 12:35:50,4.84 GB/s,4.13 GB/s
2023-06-12 12:35:55,256 MB/s,243 MB/s
2023-06-12 12:36:00,866 MB/s,1.26 GB/s
2023-06-12 12:36:05,4.88 GB/s,3.68 GB/s
2023-06-12 12:36:10,7.72 GB/s,6.57 GB/s
2023-06-12 12:36:15,5.19 GB/s,4.43 GB/s
2023-06-12 12:36:20,5.46 GB/s,4.65 GB/s
2023-06-12 12:36:25,2.63 GB/s,2.26 GB/s
2023-06-12 12:36:30,95.0 MB/s,89.3 MB/s
2023-06-12 12:36:35,2.22 GB/s,1.89 GB/s
2023-06-12 12:36:40,281 MB/s,271 MB/s
2023-06-12 12:36:45,485 MB/s,467 MB/s
2023-06-12 12:36:50,5.29 GB/s,4.55 GB/s
2023-06-12 12:36:55,1.07 GB/s,1.57 GB/s
2023-06-12 12:37:00,4.55 GB/s,3.27 GB/s
2023-06-12 12:37:05,317 MB/s,303 MB/s
2023-06-12 12:37:10,4.94 GB/s,4.21 GB/s
2023-06-12 12:37:15,298 MB/s,287 MB/s
2023-06-12 12:37:20,5.48 GB/s,4.72 GB/s
2023-06-12 12:37:25,4.72 GB/s,4.00 GB/s
2023-06-12 12:37:30,44.9 MB/s,37.6 MB/s
2023-06-12 12:37:35,2.46 GB/s,2.09 GB/s
2023-06-12 12:37:40,347 MB/s,374 MB/s
2023-06-12 12:37:45,2.52 GB/s,2.14 GB/s
2023-06-12 12:37:50,86.8 MB/s,109 MB/s
2023-06-12 12:37:55,3.39 GB/s,2.96 GB/s
2023-06-12 12:38:00,5.76 GB/s,4.88 GB/s
2023-06-12 12:38:05,2.93 GB/s,2.49 GB/s
2023-06-12 12:38:10,2.36 GB/s,2.01 GB/s
2023-06-12 12:38:15,2.74 GB/s,2.34 GB/s
2023-06-12 12:38:20,2.75 GB/s,2.43 GB/s
2023-06-12 12:38:25,7.85 GB/s,6.66 GB/s
2023-06-12 12:38:30,5.32 GB/s,4.53 GB/s
2023-06-12 12:38:35,316 MB/s,344 MB/s
2023-06-12 12:38:40,337 MB/s,279 MB/s
2023-06-12 12:38:45,545 MB/s,1.06 GB/s
2023-06-12 12:38:50,2.27 GB/s,1.43 GB/s
2023-06-12 12:38:55,3.80 GB/s,3.91 GB/s
2023-06-12 12:39:00,3.30 GB/s,2.76 GB/s
2023-06-12 12:39:05,3.96 GB/s,2.81 GB/s
2023-06-12 12:39:10,395 MB/s,443 MB/s
2023-06-12 12:39:15,5.61 GB/s,4.79 GB/s
2023-06-12 12:39:20,802 MB/s,753 MB/s
2023-06-12 12:39:25,5.65 GB/s,4.82 GB/s
2023-06-12 12:39:30,6.05 GB/s,5.19 GB/s
2023-06-12 12:39:35,2.80 GB/s,2.43 GB/s
2023-06-12 12:39:40,2.48 GB/s,2.12 GB/s
2023-06-12 12:39:45,7.74 GB/s,6.59 GB/s
2023-06-12 12:39:50,2.98 GB/s,2.59 GB/s
2023-06-12 12:39:55,256 MB/s,272 MB/s
2023-06-12 12:40:00,586 MB/s,573 MB/s
2023-06-12 12:40:05,5.66 GB/s,4.81 GB/s
2023-06-12 12:40:10,32.1 MB/s,26.7 MB/s
2023-06-12 12:40:15,3.12 GB/s,2.68 GB/s
2023-06-12 12:40:20,823 MB/s,838 MB/s
2023-06-12 12:40:25,3.01 GB/s,2.62 GB/s
2023-06-12 12:40:30,2.59 GB/s,2.21 GB/s
2023-06-12 12:40:35,3.33 GB/s,2.89 GB/s
2023-06-12 12:40:40,5.28 GB/s,4.49 GB/s
2023-06-12 12:40:45,32.6 MB/s,27.1 MB/s
2023-06-12 12:40:50,280 MB/s,306 MB/s
2023-06-12 12:40:55,2.56 GB/s,2.17 GB/s
2023-06-12 12:41:00,4.84 GB/s,4.12 GB/s
2023-06-12 12:41:05,308 MB/s,317 MB/s
2023-06-12 12:41:10,2.41 GB/s,2.04 GB/s
2023-06-12 12:41:15,594 MB/s,575 MB/s
2023-06-12 12:41:20,8.11 GB/s,7.54 GB/s
2023-06-12 12:41:25,12.8 GB/s,10.5 GB/s
2023-06-12 12:41:30,11.7 GB/s,10.0 GB/s
2023-06-12 12:41:35,6.72 GB/s,6.50 GB/s
2023-06-12 12:41:40,10.6 GB/s,8.53 GB/s
2023-06-12 12:41:45,10.3 GB/s,9.13 GB/s
2023-06-12 12:41:50,13.9 GB/s,11.8 GB/s
2023-06-12 12:41:55,11.2 GB/s,9.65 GB/s
2023-06-12 12:42:00,11.9 GB/s,11.0 GB/s
2023-06-12 12:42:05,13.4 GB/s,10.9 GB/s
2023-06-12 12:42:10,13.5 GB/s,11.7 GB/s
2023-06-12 12:42:15,9.23 GB/s,7.99 GB/s
2023-06-12 12:42:20,9.33 GB/s,8.05 GB/s
2023-06-12 12:42:25,13.0 GB/s,11.3 GB/s
2023-06-12 12:42:30,4.16 GB/s,3.63 GB/s
2023-06-12 12:42:35,12.4 GB/s,10.8 GB/s
2023-06-12 12:42:40,16.3 GB/s,13.9 GB/s
2023-06-12 12:42:45,13.9 GB/s,12.0 GB/s
2023-06-12 12:42:50,4.25 GB/s,4.27 GB/s
2023-06-12 12:42:55,12.3 GB/s,10.3 GB/s
2023-06-12 12:43:00,19.5 GB/s,16.8 GB/s
2023-06-12 12:43:05,5.12 GB/s,5.27 GB/s
2023-06-12 12:43:10,13.2 GB/s,10.5 GB/s
2023-06-12 12:43:15,12.2 GB/s,10.6 GB/s
2023-06-12 12:43:20,8.30 GB/s,7.14 GB/s
2023-06-12 12:43:25,6.63 GB/s,5.93 GB/s
2023-06-12 12:43:30,4.51 GB/s,4.57 GB/s
2023-06-12 12:43:35,12.4 GB/s,10.3 GB/s
2023-06-12 12:43:40,14.5 GB/s,12.5 GB/s
2023-06-12 12:43:45,9.36 GB/s,8.81 GB/s
2023-06-12 12:43:50,16.3 GB/s,13.6 GB/s
2023-06-12 12:43:55,7.37 GB/s,5.96 GB/s
2023-06-12 12:44:00,10.1 GB/s,8.61 GB/s
2023-06-12 12:44:05,10.6 GB/s,9.07 GB/s
2023-06-12 12:44:10,10.2 GB/s,8.74 GB/s
2023-06-12 12:44:15,3.32 GB/s,2.89 GB/s
2023-06-12 12:44:20,3.03 GB/s,2.65 GB/s
2023-06-12 12:44:25,8.75 GB/s,7.49 GB/s
2023-06-12 12:44:30,5.84 GB/s,5.36 GB/s
2023-06-12 12:44:35,6.61 GB/s,6.19 GB/s
2023-06-12 12:44:40,7.42 GB/s,5.71 GB/s
2023-06-12 12:44:45,7.25 GB/s,6.29 GB/s
2023-06-12 12:44:50,5.69 GB/s,5.27 GB/s
2023-06-12 12:44:55,6.99 GB/s,5.64 GB/s
2023-06-12 12:45:00,8.37 GB/s,7.18 GB/s
2023-06-12 12:45:05,11.4 GB/s,9.77 GB/s
2023-06-12 12:45:10,3.82 GB/s,3.48 GB/s
2023-06-12 12:45:15,8.57 GB/s,7.32 GB/s
2023-06-12 12:45:20,5.89 GB/s,5.10 GB/s
2023-06-12 12:45:25,6.09 GB/s,5.30 GB/s
2023-06-12 12:45:30,12.8 GB/s,10.9 GB/s
2023-06-12 12:45:35,5.92 GB/s,5.25 GB/s
2023-06-12 12:45:40,7.04 GB/s,6.16 GB/s
2023-06-12 12:45:45,8.46 GB/s,7.31 GB/s
2023-06-12 12:45:50,3.83 GB/s,3.32 GB/s
2023-06-12 12:45:55,8.18 GB/s,6.99 GB/s
2023-06-12 12:46:00,5.58 GB/s,4.77 GB/s
2023-06-12 12:46:05,8.42 GB/s,7.27 GB/s
2023-06-12 12:46:10,3.01 GB/s,2.68 GB/s
2023-06-12 12:46:15,8.77 GB/s,7.49 GB/s
2023-06-12 12:46:20,5.42 GB/s,4.65 GB/s
2023-06-12 12:46:25,6.41 GB/s,5.67 GB/s
2023-06-12 12:46:30,8.35 GB/s,7.14 GB/s
2023-06-12 12:46:35,8.04 GB/s,6.86 GB/s
2023-06-12 12:46:40,130 MB/s,118 MB/s
2023-06-12 12:46:45,6.16 GB/s,5.98 GB/s
2023-06-12 12:46:50,2.72 GB/s,1.76 GB/s
2023-06-12 12:46:55,6.62 GB/s,5.71 GB/s
2023-06-12 12:47:00,6.02 GB/s,5.25 GB/s
2023-06-12 12:47:05,6.35 GB/s,5.51 GB/s
2023-06-12 12:47:10,5.14 GB/s,4.76 GB/s
2023-06-12 12:47:15,9.07 GB/s,7.50 GB/s
2023-06-12 12:47:20,9.01 GB/s,8.49 GB/s
2023-06-12 12:47:25,5.17 GB/s,3.65 GB/s
2023-06-12 12:47:30,2.82 GB/s,2.40 GB/s
2023-06-12 12:47:35,2.80 GB/s,2.42 GB/s
2023-06-12 12:47:40,4.67 GB/s,3.97 GB/s
2023-06-12 12:47:45,151 MB/s,143 MB/s
2023-06-12 12:47:50,2.49 GB/s,2.14 GB/s
2023-06-12 12:47:55,3.03 GB/s,2.64 GB/s
2023-06-12 12:48:00,634 MB/s,612 MB/s
2023-06-12 12:48:05,2.74 GB/s,2.35 GB/s
2023-06-12 12:48:10,2.98 GB/s,2.58 GB/s
2023-06-12 12:48:15,2.71 GB/s,2.33 GB/s
2023-06-12 12:48:20,3.10 GB/s,2.69 GB/s
2023-06-12 12:48:25,2.88 GB/s,2.49 GB/s
2023-06-12 12:48:30,180 MB/s,196 MB/s
2023-06-12 12:48:35,623 MB/s,576 MB/s
2023-06-12 12:48:40,2.41 GB/s,2.05 GB/s
2023-06-12 12:48:45,544 MB/s,527 MB/s
2023-06-12 12:48:50,21.7 MB/s,17.7 MB/s
2023-06-12 12:48:55,3.27 GB/s,2.87 GB/s
2023-06-12 12:49:00,2.61 GB/s,2.23 GB/s
2023-06-12 12:49:05,5.11 GB/s,4.35 GB/s
