"Time","memory_usage"
2023-06-12 12:37:40,37.6%
2023-06-12 12:37:45,37.6%
2023-06-12 12:37:50,37.6%
2023-06-12 12:37:55,37.6%
2023-06-12 12:38:00,37.8%
2023-06-12 12:38:05,37.8%
2023-06-12 12:38:10,37.8%
2023-06-12 12:38:15,37.8%
2023-06-12 12:38:20,37.8%
2023-06-12 12:38:25,37.8%
2023-06-12 12:38:30,37.8%
2023-06-12 12:38:35,37.8%
2023-06-12 12:38:40,37.8%
2023-06-12 12:38:45,37.8%
2023-06-12 12:38:50,37.8%
2023-06-12 12:38:55,37.6%
2023-06-12 12:39:00,37.8%
2023-06-12 12:39:05,37.8%
2023-06-12 12:39:10,37.8%
2023-06-12 12:39:15,37.8%
2023-06-12 12:39:20,37.6%
2023-06-12 12:39:25,37.8%
2023-06-12 12:39:30,37.8%
2023-06-12 12:39:35,37.8%
2023-06-12 12:39:40,37.8%
2023-06-12 12:39:45,38.0%
2023-06-12 12:39:50,38.0%
2023-06-12 12:39:55,38.0%
2023-06-12 12:40:00,37.6%
2023-06-12 12:40:05,37.4%
2023-06-12 12:40:10,37.4%
2023-06-12 12:40:15,37.8%
2023-06-12 12:40:20,37.8%
2023-06-12 12:40:25,37.6%
2023-06-12 12:40:30,37.6%
2023-06-12 12:40:35,37.6%
2023-06-12 12:40:40,37.6%
2023-06-12 12:40:45,37.6%
2023-06-12 12:40:50,37.6%
2023-06-12 12:40:55,37.6%
2023-06-12 12:41:00,37.6%
2023-06-12 12:41:05,37.6%
2023-06-12 12:41:10,37.6%
2023-06-12 12:41:15,37.6%
2023-06-12 12:41:20,37.6%
2023-06-12 12:41:25,37.6%
2023-06-12 12:41:30,38.7%
2023-06-12 12:41:35,37.4%
2023-06-12 12:41:40,37.4%
2023-06-12 12:41:45,38.5%
2023-06-12 12:41:50,37.3%
2023-06-12 12:41:55,37.5%
2023-06-12 12:42:00,38.1%
2023-06-12 12:42:05,37.8%
2023-06-12 12:42:10,37.3%
2023-06-12 12:42:15,37.4%
2023-06-12 12:42:20,38.1%
2023-06-12 12:42:25,37.8%
2023-06-12 12:42:30,37.8%
2023-06-12 12:42:35,38.3%
2023-06-12 12:42:40,38.6%
2023-06-12 12:42:45,37.8%
2023-06-12 12:42:50,37.8%
2023-06-12 12:42:55,37.3%
2023-06-12 12:43:00,37.1%
2023-06-12 12:43:05,37.1%
2023-06-12 12:43:10,37.5%
2023-06-12 12:43:15,37.5%
2023-06-12 12:43:20,37.9%
2023-06-12 12:43:25,37.7%
2023-06-12 12:43:30,37.7%
2023-06-12 12:43:35,37.7%
2023-06-12 12:43:40,37.7%
2023-06-12 12:43:45,37.7%
2023-06-12 12:43:50,37.7%
2023-06-12 12:43:55,37.7%
2023-06-12 12:44:00,37.8%
2023-06-12 12:44:05,37.7%
2023-06-12 12:44:10,37.7%
2023-06-12 12:44:15,37.7%
2023-06-12 12:44:20,37.7%
2023-06-12 12:44:25,37.9%
2023-06-12 12:44:30,37.9%
2023-06-12 12:44:35,37.9%
2023-06-12 12:44:40,37.9%
2023-06-12 12:44:45,37.9%
2023-06-12 12:44:50,37.6%
2023-06-12 12:44:55,37.6%
2023-06-12 12:45:00,37.6%
2023-06-12 12:45:05,37.6%
2023-06-12 12:45:10,37.6%
2023-06-12 12:45:15,37.6%
2023-06-12 12:45:20,37.6%
2023-06-12 12:45:25,37.6%
2023-06-12 12:45:30,37.6%
2023-06-12 12:45:35,37.8%
2023-06-12 12:45:40,37.8%
2023-06-12 12:45:45,37.8%
2023-06-12 12:45:50,37.8%
2023-06-12 12:45:55,37.8%
2023-06-12 12:46:00,37.8%
2023-06-12 12:46:05,37.8%
2023-06-12 12:46:10,37.8%
2023-06-12 12:46:15,37.8%
2023-06-12 12:46:20,37.5%
2023-06-12 12:46:25,37.6%
2023-06-12 12:46:30,37.6%
2023-06-12 12:46:35,37.6%
2023-06-12 12:46:40,37.6%
2023-06-12 12:46:45,37.6%
2023-06-12 12:46:50,37.6%
2023-06-12 12:46:55,37.6%
2023-06-12 12:47:00,37.6%
2023-06-12 12:47:05,37.6%
2023-06-12 12:47:10,37.6%
2023-06-12 12:47:15,37.6%
2023-06-12 12:47:20,37.6%
2023-06-12 12:47:25,37.6%
2023-06-12 12:47:30,37.6%
2023-06-12 12:47:35,37.6%
2023-06-12 12:47:40,37.6%
2023-06-12 12:47:45,38.0%
2023-06-12 12:47:50,38.0%
2023-06-12 12:47:55,37.8%
2023-06-12 12:48:00,37.8%
2023-06-12 12:48:05,37.8%
2023-06-12 12:48:10,37.8%
2023-06-12 12:48:15,37.8%
2023-06-12 12:48:20,37.8%
2023-06-12 12:48:25,37.8%
2023-06-12 12:48:30,37.8%
2023-06-12 12:48:35,37.8%
2023-06-12 12:48:40,37.8%
2023-06-12 12:48:45,37.5%
2023-06-12 12:48:50,37.5%
2023-06-12 12:48:55,38.0%
2023-06-12 12:49:00,38.0%
2023-06-12 12:49:05,38.0%
2023-06-12 12:49:10,38.0%
2023-06-12 12:49:15,38.0%
2023-06-12 12:49:20,37.7%
2023-06-12 12:49:25,37.8%
2023-06-12 12:49:30,37.8%
2023-06-12 12:49:35,37.8%
2023-06-12 12:49:40,37.5%
2023-06-12 12:49:45,37.5%
2023-06-12 12:49:50,37.5%
2023-06-12 12:49:55,37.5%
2023-06-12 12:50:00,37.5%
2023-06-12 12:50:05,37.6%
2023-06-12 12:50:10,37.6%
2023-06-12 12:50:15,37.6%
2023-06-12 12:50:20,37.6%
2023-06-12 12:50:25,37.6%
2023-06-12 12:50:30,37.6%
2023-06-12 12:50:35,37.6%
2023-06-12 12:50:40,37.6%
2023-06-12 12:50:45,37.6%
2023-06-12 12:50:50,37.6%
2023-06-12 12:50:55,37.6%
2023-06-12 12:51:00,37.6%
2023-06-12 12:51:05,37.6%
2023-06-12 12:51:10,37.6%
2023-06-12 12:51:15,37.6%
2023-06-12 12:51:20,37.6%
2023-06-12 12:51:25,37.6%
2023-06-12 12:51:30,37.6%
2023-06-12 12:51:35,37.6%
2023-06-12 12:51:40,37.6%
2023-06-12 12:51:45,37.6%
2023-06-12 12:51:50,37.6%
2023-06-12 12:51:55,37.6%
2023-06-12 12:52:00,37.6%
2023-06-12 12:52:05,37.6%
2023-06-12 12:52:10,37.6%
2023-06-12 12:52:15,37.6%
2023-06-12 12:52:20,37.6%
2023-06-12 12:52:25,37.6%
2023-06-12 12:52:30,37.6%
2023-06-12 12:52:35,37.6%
2023-06-12 12:52:40,37.6%
2023-06-12 12:52:45,37.6%
2023-06-12 12:52:50,37.6%
2023-06-12 12:52:55,37.6%
2023-06-12 12:53:00,37.6%
2023-06-12 12:53:05,37.6%
2023-06-12 12:53:10,37.6%
2023-06-12 12:53:15,37.6%
2023-06-12 12:53:20,37.6%
2023-06-12 12:53:25,37.6%
2023-06-12 12:53:30,37.6%
2023-06-12 12:53:35,37.6%
2023-06-12 12:53:40,37.6%
2023-06-12 12:53:45,37.6%
2023-06-12 12:53:50,37.6%
2023-06-12 12:53:55,37.6%
2023-06-12 12:54:00,38.0%
2023-06-12 12:54:05,38.0%
2023-06-12 12:54:10,38.0%
2023-06-12 12:54:15,38.0%
2023-06-12 12:54:20,38.0%
2023-06-12 12:54:25,38.0%
2023-06-12 12:54:30,38.0%
2023-06-12 12:54:35,38.0%
2023-06-12 12:54:40,38.0%
2023-06-12 12:54:45,38.4%
2023-06-12 12:54:50,38.4%
2023-06-12 12:54:55,38.4%
2023-06-12 12:55:00,38.4%
2023-06-12 12:55:05,38.4%
2023-06-12 12:55:10,38.4%
2023-06-12 12:55:15,38.4%
2023-06-12 12:55:20,37.9%
2023-06-12 12:55:25,37.9%
2023-06-12 12:55:30,37.9%
2023-06-12 12:55:35,37.9%
2023-06-12 12:55:40,37.9%
2023-06-12 12:55:45,37.9%
2023-06-12 12:55:50,38.4%
2023-06-12 12:55:55,38.4%
2023-06-12 12:56:00,38.2%
2023-06-12 12:56:05,38.2%
2023-06-12 12:56:10,38.2%
2023-06-12 12:56:15,38.2%
2023-06-12 12:56:20,38.6%
2023-06-12 12:56:25,38.6%
2023-06-12 12:56:30,38.6%
2023-06-12 12:56:35,38.4%
2023-06-12 12:56:40,38.2%
2023-06-12 12:56:45,38.2%
2023-06-12 12:56:50,38.2%
2023-06-12 12:56:55,38.2%
2023-06-12 12:57:00,38.0%
2023-06-12 12:57:05,38.0%
2023-06-12 12:57:10,38.0%
2023-06-12 12:57:15,38.0%
2023-06-12 12:57:20,38.0%
2023-06-12 12:57:25,38.0%
2023-06-12 12:57:30,38.2%
2023-06-12 12:57:35,38.2%
2023-06-12 12:57:40,38.2%
2023-06-12 12:57:45,38.2%
2023-06-12 12:57:50,37.9%
2023-06-12 12:57:55,38.0%
2023-06-12 12:58:00,38.0%
2023-06-12 12:58:05,38.0%
2023-06-12 12:58:10,38.0%
2023-06-12 12:58:15,38.0%
2023-06-12 12:58:20,38.0%
2023-06-12 12:58:25,38.0%
2023-06-12 12:58:30,38.0%
2023-06-12 12:58:35,37.7%
2023-06-12 12:58:40,37.7%
2023-06-12 12:58:45,38.2%
2023-06-12 12:58:50,38.2%
2023-06-12 12:58:55,38.2%
2023-06-12 12:59:00,36.7%
2023-06-12 12:59:05,37.9%
2023-06-12 12:59:10,38.2%
2023-06-12 12:59:15,38.2%
2023-06-12 12:59:20,38.2%
2023-06-12 12:59:25,38.2%
2023-06-12 12:59:30,38.0%
2023-06-12 12:59:35,38.0%
2023-06-12 12:59:40,38.0%
2023-06-12 12:59:45,38.0%
2023-06-12 12:59:50,38.0%
2023-06-12 12:59:55,38.0%
2023-06-12 13:00:00,38.1%
2023-06-12 13:00:05,38.1%
2023-06-12 13:00:10,38.1%
2023-06-12 13:00:15,38.1%
2023-06-12 13:00:20,38.1%
2023-06-12 13:00:25,38.1%
2023-06-12 13:00:30,37.9%
2023-06-12 13:00:35,37.9%
2023-06-12 13:00:40,37.9%
2023-06-12 13:00:45,37.9%
2023-06-12 13:00:50,37.9%
2023-06-12 13:00:55,37.9%
2023-06-12 13:01:00,37.9%
2023-06-12 13:01:05,37.9%
2023-06-12 13:01:10,37.9%
2023-06-12 13:01:15,37.9%
2023-06-12 13:01:20,37.9%
2023-06-12 13:01:25,37.9%
2023-06-12 13:01:30,37.9%
2023-06-12 13:01:35,37.7%
2023-06-12 13:01:40,37.5%
2023-06-12 13:01:45,38.0%
2023-06-12 13:01:50,38.2%
2023-06-12 13:01:55,38.2%
2023-06-12 13:02:00,38.4%
2023-06-12 13:02:05,37.3%
2023-06-12 13:02:10,37.3%
2023-06-12 13:02:15,37.3%
2023-06-12 13:02:20,37.8%
2023-06-12 13:02:25,38.2%
2023-06-12 13:02:30,37.9%
2023-06-12 13:02:35,37.8%
2023-06-12 13:02:40,37.8%
2023-06-12 13:02:45,37.8%
2023-06-12 13:02:50,38.6%
2023-06-12 13:02:55,38.6%
2023-06-12 13:03:00,38.6%
2023-06-12 13:03:05,37.9%
2023-06-12 13:03:10,37.2%
2023-06-12 13:03:15,37.2%
2023-06-12 13:03:20,37.2%
2023-06-12 13:03:25,37.2%
2023-06-12 13:03:30,37.4%
2023-06-12 13:03:35,37.4%
2023-06-12 13:03:40,38.1%
2023-06-12 13:03:45,39.3%
2023-06-12 13:03:50,38.9%
2023-06-12 13:03:55,37.8%
2023-06-12 13:04:00,37.8%
2023-06-12 13:04:05,36.3%
2023-06-12 13:04:10,37.5%
2023-06-12 13:04:15,37.8%
2023-06-12 13:04:20,38.3%
2023-06-12 13:04:25,38.1%
2023-06-12 13:04:30,37.4%
2023-06-12 13:04:35,37.4%
2023-06-12 13:04:40,36.4%
2023-06-12 13:04:45,36.2%
2023-06-12 13:04:50,37.3%
2023-06-12 13:04:55,37.3%
2023-06-12 13:05:00,38.1%
2023-06-12 13:05:05,38.2%
2023-06-12 13:05:10,38.2%
2023-06-12 13:05:15,38.2%
2023-06-12 13:05:20,37.9%
2023-06-12 13:05:25,37.9%
2023-06-12 13:05:30,36.2%
2023-06-12 13:05:35,38.2%
2023-06-12 13:05:40,38.2%
2023-06-12 13:05:45,36.9%
2023-06-12 13:05:50,36.1%
2023-06-12 13:05:55,36.1%
2023-06-12 13:06:00,36.6%
2023-06-12 13:06:05,36.6%
2023-06-12 13:06:10,36.2%
2023-06-12 13:06:15,36.6%
2023-06-12 13:06:20,36.7%
2023-06-12 13:06:25,36.7%
2023-06-12 13:06:30,37.1%
2023-06-12 13:06:35,37.5%
2023-06-12 13:06:40,37.5%
2023-06-12 13:06:45,38.3%
2023-06-12 13:06:50,38.3%
2023-06-12 13:06:55,39.9%
2023-06-12 13:07:00,38.7%
2023-06-12 13:07:05,39.5%
2023-06-12 13:07:10,39.5%
2023-06-12 13:07:15,39.9%
2023-06-12 13:07:20,39.9%
2023-06-12 13:07:25,38.8%
2023-06-12 13:07:30,38.8%
2023-06-12 13:07:35,38.8%
2023-06-12 13:07:40,38.8%
2023-06-12 13:07:45,38.3%
2023-06-12 13:07:50,38.3%
2023-06-12 13:07:55,38.3%
2023-06-12 13:08:00,38.3%
2023-06-12 13:08:05,38.3%
2023-06-12 13:08:10,37.6%
2023-06-12 13:08:15,37.6%
2023-06-12 13:08:20,37.6%
2023-06-12 13:08:25,37.6%
2023-06-12 13:08:30,37.6%
2023-06-12 13:08:35,37.6%
2023-06-12 13:08:40,37.6%
2023-06-12 13:08:45,37.6%
2023-06-12 13:08:50,37.6%
2023-06-12 13:08:55,37.6%
2023-06-12 13:09:00,37.6%
2023-06-12 13:09:05,37.6%
2023-06-12 13:09:10,37.6%
2023-06-12 13:09:15,37.6%
2023-06-12 13:09:20,37.6%
2023-06-12 13:09:25,37.6%
2023-06-12 13:09:30,37.6%
2023-06-12 13:09:35,37.6%
2023-06-12 13:09:40,37.6%
2023-06-12 13:09:45,37.6%
2023-06-12 13:09:50,37.6%
2023-06-12 13:09:55,37.6%
2023-06-12 13:10:00,37.6%
2023-06-12 13:10:05,37.6%
2023-06-12 13:10:10,37.6%
2023-06-12 13:10:15,37.6%
2023-06-12 13:10:20,37.6%
2023-06-12 13:10:25,37.6%
2023-06-12 13:10:30,37.6%
2023-06-12 13:10:35,37.6%
2023-06-12 13:10:40,37.6%
2023-06-12 13:10:45,37.6%
2023-06-12 13:10:50,37.6%
2023-06-12 13:10:55,37.6%
2023-06-12 13:11:00,37.6%
2023-06-12 13:11:05,37.6%
2023-06-12 13:11:10,37.6%
2023-06-12 13:11:15,37.6%
2023-06-12 13:11:20,37.6%
2023-06-12 13:11:25,37.0%
2023-06-12 13:11:30,37.0%
2023-06-12 13:11:35,36.9%
2023-06-12 13:11:40,36.9%
2023-06-12 13:11:45,36.9%
2023-06-12 13:11:50,36.9%
2023-06-12 13:11:55,36.9%
2023-06-12 13:12:00,36.9%
2023-06-12 13:12:05,36.9%
2023-06-12 13:12:10,36.9%
2023-06-12 13:12:15,36.9%
2023-06-12 13:12:20,36.9%
2023-06-12 13:12:25,37.4%
2023-06-12 13:12:30,37.4%
2023-06-12 13:12:35,37.4%
2023-06-12 13:12:40,37.1%
2023-06-12 13:12:45,37.2%
2023-06-12 13:12:50,37.3%
2023-06-12 13:12:55,39.1%
2023-06-12 13:13:00,38.2%
2023-06-12 13:13:05,38.2%
2023-06-12 13:13:10,38.0%
2023-06-12 13:13:15,37.8%
2023-06-12 13:13:20,37.1%
2023-06-12 13:13:25,37.5%
2023-06-12 13:13:30,37.5%
2023-06-12 13:13:35,37.5%
2023-06-12 13:13:40,37.5%
2023-06-12 13:13:45,37.5%
2023-06-12 13:13:50,37.5%
2023-06-12 13:13:55,37.9%
2023-06-12 13:14:00,37.9%
2023-06-12 13:14:05,37.9%
2023-06-12 13:14:10,37.7%
2023-06-12 13:14:15,38.9%
2023-06-12 13:14:20,37.5%
2023-06-12 13:14:25,37.5%
2023-06-12 13:14:30,37.5%
2023-06-12 13:14:35,37.9%
2023-06-12 13:14:40,37.7%
2023-06-12 13:14:45,37.7%
2023-06-12 13:14:50,37.3%
2023-06-12 13:14:55,37.5%
2023-06-12 13:15:00,36.7%
2023-06-12 13:15:05,37.5%
2023-06-12 13:15:10,37.5%
2023-06-12 13:15:15,38.3%
2023-06-12 13:15:20,38.3%
2023-06-12 13:15:25,37.9%
2023-06-12 13:15:30,37.9%
2023-06-12 13:15:35,37.7%
2023-06-12 13:15:40,37.7%
2023-06-12 13:15:45,37.7%
2023-06-12 13:15:50,37.7%
2023-06-12 13:15:55,37.7%
2023-06-12 13:16:00,37.7%
2023-06-12 13:16:05,37.7%
2023-06-12 13:16:10,37.9%
2023-06-12 13:16:15,37.9%
2023-06-12 13:16:20,37.9%
2023-06-12 13:16:25,37.9%
2023-06-12 13:16:30,37.6%
2023-06-12 13:16:35,37.7%
2023-06-12 13:16:40,37.7%
2023-06-12 13:16:45,37.7%
2023-06-12 13:16:50,37.7%
2023-06-12 13:16:55,37.7%
2023-06-12 13:17:00,37.7%
2023-06-12 13:17:05,37.7%
2023-06-12 13:17:10,37.7%
2023-06-12 13:17:15,37.7%
2023-06-12 13:17:20,37.7%
2023-06-12 13:17:25,37.7%
2023-06-12 13:17:30,37.7%
2023-06-12 13:17:35,37.7%
2023-06-12 13:17:40,37.7%
2023-06-12 13:17:45,37.7%
2023-06-12 13:17:50,37.7%
2023-06-12 13:17:55,37.7%
2023-06-12 13:18:00,37.7%
2023-06-12 13:18:05,37.7%
2023-06-12 13:18:10,37.7%
2023-06-12 13:18:15,37.7%
2023-06-12 13:18:20,37.7%
2023-06-12 13:18:25,37.7%
2023-06-12 13:18:30,37.7%
2023-06-12 13:18:35,37.7%
2023-06-12 13:18:40,37.7%
2023-06-12 13:18:45,37.7%
2023-06-12 13:18:50,37.7%
2023-06-12 13:18:55,37.7%
2023-06-12 13:19:00,37.7%
2023-06-12 13:19:05,37.7%
2023-06-12 13:19:10,37.7%
2023-06-12 13:19:15,38.5%
2023-06-12 13:19:20,38.1%
2023-06-12 13:19:25,37.9%
2023-06-12 13:19:30,37.7%
2023-06-12 13:19:35,37.7%
2023-06-12 13:19:40,37.7%
2023-06-12 13:19:45,37.7%
2023-06-12 13:19:50,37.7%
2023-06-12 13:19:55,37.7%
2023-06-12 13:20:00,37.9%
2023-06-12 13:20:05,38.3%
2023-06-12 13:20:10,38.3%
2023-06-12 13:20:15,37.5%
2023-06-12 13:20:20,37.5%
2023-06-12 13:20:25,38.3%
2023-06-12 13:20:30,37.9%
2023-06-12 13:20:35,37.9%
2023-06-12 13:20:40,37.7%
2023-06-12 13:20:45,37.7%
2023-06-12 13:20:50,37.7%
2023-06-12 13:20:55,37.7%
2023-06-12 13:21:00,37.7%
2023-06-12 13:21:05,37.7%
2023-06-12 13:21:10,37.7%
2023-06-12 13:21:15,38.0%
2023-06-12 13:21:20,38.0%
2023-06-12 13:21:25,38.0%
2023-06-12 13:21:30,38.0%
2023-06-12 13:21:35,38.0%
2023-06-12 13:21:40,38.0%
2023-06-12 13:21:45,37.9%
2023-06-12 13:21:50,37.9%
2023-06-12 13:21:55,37.9%
2023-06-12 13:22:00,37.9%
2023-06-12 13:22:05,37.9%
2023-06-12 13:22:10,37.9%
2023-06-12 13:22:15,37.9%
2023-06-12 13:22:20,37.9%
2023-06-12 13:22:25,37.9%
2023-06-12 13:22:30,37.9%
2023-06-12 13:22:35,37.9%
2023-06-12 13:22:40,37.9%
2023-06-12 13:22:45,37.9%
2023-06-12 13:22:50,37.9%
2023-06-12 13:22:55,37.9%
2023-06-12 13:23:00,37.9%
2023-06-12 13:23:05,37.9%
2023-06-12 13:23:10,37.9%
2023-06-12 13:23:15,37.9%
2023-06-12 13:23:20,37.9%
2023-06-12 13:23:25,37.9%
2023-06-12 13:23:30,37.9%
2023-06-12 13:23:35,37.9%
2023-06-12 13:23:40,37.9%
2023-06-12 13:23:45,37.9%
2023-06-12 13:23:50,37.9%
2023-06-12 13:23:55,37.9%
2023-06-12 13:24:00,38.1%
2023-06-12 13:24:05,38.1%
2023-06-12 13:24:10,38.1%
2023-06-12 13:24:15,38.1%
2023-06-12 13:24:20,38.1%
2023-06-12 13:24:25,38.1%
2023-06-12 13:24:30,38.1%
2023-06-12 13:24:35,37.8%
2023-06-12 13:24:40,38.0%
2023-06-12 13:24:45,38.0%
2023-06-12 13:24:50,38.0%
2023-06-12 13:24:55,38.0%
2023-06-12 13:25:00,38.0%
2023-06-12 13:25:05,38.0%
2023-06-12 13:25:10,38.0%
2023-06-12 13:25:15,38.0%
2023-06-12 13:25:20,38.0%
2023-06-12 13:25:25,38.0%
2023-06-12 13:25:30,38.0%
2023-06-12 13:25:35,38.0%
2023-06-12 13:25:40,38.0%
2023-06-12 13:25:45,37.8%
2023-06-12 13:25:50,37.8%
2023-06-12 13:25:55,37.8%
2023-06-12 13:26:00,37.8%
2023-06-12 13:26:05,37.8%
2023-06-12 13:26:10,37.8%
2023-06-12 13:26:15,37.8%
2023-06-12 13:26:20,37.8%
2023-06-12 13:26:25,37.8%
2023-06-12 13:26:30,37.8%
2023-06-12 13:26:35,37.8%
2023-06-12 13:26:40,37.8%
2023-06-12 13:26:45,37.8%
2023-06-12 13:26:50,37.8%
2023-06-12 13:26:55,37.8%
2023-06-12 13:27:00,37.8%
2023-06-12 13:27:05,37.8%
2023-06-12 13:27:10,37.8%
2023-06-12 13:27:15,37.8%
2023-06-12 13:27:20,37.8%
2023-06-12 13:27:25,38.2%
2023-06-12 13:27:30,37.7%
2023-06-12 13:27:35,37.7%
2023-06-12 13:27:40,37.7%
2023-06-12 13:27:45,37.7%
2023-06-12 13:27:50,37.7%
2023-06-12 13:27:55,37.7%
2023-06-12 13:28:00,37.7%
2023-06-12 13:28:05,37.7%
2023-06-12 13:28:10,37.7%
2023-06-12 13:28:15,37.7%
2023-06-12 13:28:20,37.7%
2023-06-12 13:28:25,37.7%
2023-06-12 13:28:30,37.7%
2023-06-12 13:28:35,38.1%
2023-06-12 13:28:40,38.1%
2023-06-12 13:28:45,37.9%
2023-06-12 13:28:50,38.5%
2023-06-12 13:28:55,39.4%
2023-06-12 13:29:00,39.2%
2023-06-12 13:29:05,39.4%
2023-06-12 13:29:10,38.7%
2023-06-12 13:29:15,38.4%
2023-06-12 13:29:20,38.4%
2023-06-12 13:29:25,38.0%
2023-06-12 13:29:30,38.0%
2023-06-12 13:29:35,38.2%
2023-06-12 13:29:40,38.2%
2023-06-12 13:29:45,38.2%
2023-06-12 13:29:50,38.2%
2023-06-12 13:29:55,38.2%
2023-06-12 13:30:00,38.2%
2023-06-12 13:30:05,38.0%
2023-06-12 13:30:10,38.0%
2023-06-12 13:30:15,38.0%
2023-06-12 13:30:20,38.2%
2023-06-12 13:30:25,38.6%
2023-06-12 13:30:30,38.4%
2023-06-12 13:30:35,38.4%
2023-06-12 13:30:40,38.4%
2023-06-12 13:30:45,38.2%
2023-06-12 13:30:50,38.3%
2023-06-12 13:30:55,38.3%
2023-06-12 13:31:00,38.3%
2023-06-12 13:31:05,38.3%
2023-06-12 13:31:10,38.5%
2023-06-12 13:31:15,38.5%
2023-06-12 13:31:20,38.5%
2023-06-12 13:31:25,38.1%
2023-06-12 13:31:30,38.1%
2023-06-12 13:31:35,38.3%
2023-06-12 13:31:40,38.3%
2023-06-12 13:31:45,38.3%
2023-06-12 13:31:50,38.1%
2023-06-12 13:31:55,38.1%
2023-06-12 13:32:00,38.1%
2023-06-12 13:32:05,38.5%
2023-06-12 13:32:10,38.3%
2023-06-12 13:32:15,38.1%
2023-06-12 13:32:20,38.5%
2023-06-12 13:32:25,38.5%
2023-06-12 13:32:30,38.2%
2023-06-12 13:32:35,38.5%
2023-06-12 13:32:40,37.9%
2023-06-12 13:32:45,37.8%
2023-06-12 13:32:50,38.3%
2023-06-12 13:32:55,38.1%
2023-06-12 13:33:00,38.1%
2023-06-12 13:33:05,38.1%
2023-06-12 13:33:10,37.8%
2023-06-12 13:33:15,37.8%
2023-06-12 13:33:20,37.9%
2023-06-12 13:33:25,37.9%
2023-06-12 13:33:30,37.9%
2023-06-12 13:33:35,37.9%
2023-06-12 13:33:40,37.9%
2023-06-12 13:33:45,38.3%
2023-06-12 13:33:50,38.3%
2023-06-12 13:33:55,38.3%
2023-06-12 13:34:00,38.3%
2023-06-12 13:34:05,38.1%
2023-06-12 13:34:10,38.1%
2023-06-12 13:34:15,37.8%
2023-06-12 13:34:20,37.8%
2023-06-12 13:34:25,38.7%
2023-06-12 13:34:30,37.8%
2023-06-12 13:34:35,37.6%
2023-06-12 13:34:40,37.6%
2023-06-12 13:34:45,37.8%
2023-06-12 13:34:50,37.8%
2023-06-12 13:34:55,37.8%
2023-06-12 13:35:00,37.8%
2023-06-12 13:35:05,37.8%
2023-06-12 13:35:10,37.8%
2023-06-12 13:35:15,38.4%
2023-06-12 13:35:20,38.7%
2023-06-12 13:35:25,37.7%
2023-06-12 13:35:30,37.7%
2023-06-12 13:35:35,37.7%
2023-06-12 13:35:40,37.5%
2023-06-12 13:35:45,37.5%
2023-06-12 13:35:50,37.5%
2023-06-12 13:35:55,37.5%
2023-06-12 13:36:00,37.5%
2023-06-12 13:36:05,38.1%
2023-06-12 13:36:10,37.9%
2023-06-12 13:36:15,37.6%
2023-06-12 13:36:20,37.6%
2023-06-12 13:36:25,37.6%
2023-06-12 13:36:30,37.6%
2023-06-12 13:36:35,38.0%
2023-06-12 13:36:40,38.0%
2023-06-12 13:36:45,38.0%
2023-06-12 13:36:50,38.0%
2023-06-12 13:36:55,37.8%
2023-06-12 13:37:00,37.8%
2023-06-12 13:37:05,37.8%
2023-06-12 13:37:10,37.8%
2023-06-12 13:37:15,37.8%
2023-06-12 13:37:20,37.8%
2023-06-12 13:37:25,37.9%
2023-06-12 13:37:30,38.0%
2023-06-12 13:37:35,38.0%
2023-06-12 13:37:40,38.0%
2023-06-12 13:37:45,38.0%
2023-06-12 13:37:50,38.0%
2023-06-12 13:37:55,38.0%
2023-06-12 13:38:00,38.0%
2023-06-12 13:38:05,38.0%
2023-06-12 13:38:10,38.0%
2023-06-12 13:38:15,38.0%
2023-06-12 13:38:20,37.8%
2023-06-12 13:38:25,37.8%
2023-06-12 13:38:30,37.8%
2023-06-12 13:38:35,37.8%
2023-06-12 13:38:40,38.0%
2023-06-12 13:38:45,38.0%
2023-06-12 13:38:50,37.8%
2023-06-12 13:38:55,37.8%
2023-06-12 13:39:00,37.8%
2023-06-12 13:39:05,37.8%
2023-06-12 13:39:10,38.0%
2023-06-12 13:39:15,38.0%
2023-06-12 13:39:20,38.0%
2023-06-12 13:39:25,38.0%
2023-06-12 13:39:30,38.4%
2023-06-12 13:39:35,38.4%
2023-06-12 13:39:40,38.2%
2023-06-12 13:39:45,38.2%
2023-06-12 13:39:50,38.2%
2023-06-12 13:39:55,38.2%
2023-06-12 13:40:00,38.6%
2023-06-12 13:40:05,38.2%
2023-06-12 13:40:10,38.2%
2023-06-12 13:40:15,38.2%
2023-06-12 13:40:20,38.2%
2023-06-12 13:40:25,38.0%
2023-06-12 13:40:30,38.0%
2023-06-12 13:40:35,38.0%
2023-06-12 13:40:40,38.2%
2023-06-12 13:40:45,38.2%
2023-06-12 13:40:50,38.2%
2023-06-12 13:40:55,38.0%
2023-06-12 13:41:00,38.2%
2023-06-12 13:41:05,38.2%
2023-06-12 13:41:10,38.2%
2023-06-12 13:41:15,38.2%
2023-06-12 13:41:20,38.2%
2023-06-12 13:41:25,38.2%
2023-06-12 13:41:30,38.0%
2023-06-12 13:41:35,38.6%
2023-06-12 13:41:40,38.6%
2023-06-12 13:41:45,38.2%
2023-06-12 13:41:50,38.4%
2023-06-12 13:41:55,38.4%
2023-06-12 13:42:00,36.6%
2023-06-12 13:42:05,36.7%
2023-06-12 13:42:10,36.7%
2023-06-12 13:42:15,37.4%
2023-06-12 13:42:20,37.4%
