"Time","tps","tps_error"
2023-06-12 12:16:10,0.600 req/s,0 req/s
2023-06-12 12:16:15,0.800 req/s,0 req/s
2023-06-12 12:16:20,0.600 req/s,0 req/s
2023-06-12 12:16:25,0.600 req/s,0 req/s
2023-06-12 12:16:30,0.800 req/s,0 req/s
2023-06-12 12:16:35,0.400 req/s,0 req/s
2023-06-12 12:16:40,0.800 req/s,0 req/s
2023-06-12 12:16:45,0.600 req/s,0 req/s
2023-06-12 12:16:50,0.800 req/s,0 req/s
2023-06-12 12:16:55,0.400 req/s,0 req/s
2023-06-12 12:17:00,0.800 req/s,0 req/s
2023-06-12 12:17:05,0.800 req/s,0 req/s
2023-06-12 12:17:10,0.600 req/s,0 req/s
2023-06-12 12:17:15,0.600 req/s,0 req/s
2023-06-12 12:17:20,0.600 req/s,0 req/s
2023-06-12 12:17:25,0.800 req/s,0 req/s
2023-06-12 12:17:30,0.600 req/s,0 req/s
2023-06-12 12:17:35,0.600 req/s,0 req/s
2023-06-12 12:17:40,0.800 req/s,0 req/s
2023-06-12 12:17:45,0.600 req/s,0 req/s
2023-06-12 12:17:50,0.600 req/s,0 req/s
2023-06-12 12:17:55,0.800 req/s,0 req/s
2023-06-12 12:18:00,0.600 req/s,0 req/s
2023-06-12 12:18:05,0.600 req/s,0 req/s
2023-06-12 12:18:10,0.800 req/s,0 req/s
2023-06-12 12:18:15,0.600 req/s,0 req/s
2023-06-12 12:18:20,0.600 req/s,0 req/s
2023-06-12 12:18:25,0.600 req/s,0 req/s
2023-06-12 12:18:30,0.800 req/s,0 req/s
2023-06-12 12:18:35,0.600 req/s,0 req/s
2023-06-12 12:18:40,0.600 req/s,0 req/s
2023-06-12 12:18:45,0.800 req/s,0 req/s
2023-06-12 12:18:50,0.600 req/s,0 req/s
2023-06-12 12:18:55,2.80 req/s,0 req/s
2023-06-12 12:19:00,3.40 req/s,0 req/s
2023-06-12 12:19:05,2.40 req/s,0 req/s
2023-06-12 12:19:10,2.60 req/s,0 req/s
2023-06-12 12:19:15,2.80 req/s,1 req/s
2023-06-12 12:19:20,5.80 req/s,0.600 req/s
2023-06-12 12:19:25,2.60 req/s,0 req/s
2023-06-12 12:19:30,3.60 req/s,0 req/s
2023-06-12 12:19:35,2.20 req/s,0 req/s
2023-06-12 12:19:40,2 req/s,0 req/s
2023-06-12 12:19:45,4.80 req/s,2.60 req/s
2023-06-12 12:19:50,3.80 req/s,1.20 req/s
2023-06-12 12:19:55,2.60 req/s,0 req/s
2023-06-12 12:20:00,3.80 req/s,1.20 req/s
2023-06-12 12:20:05,3 req/s,1.20 req/s
2023-06-12 12:20:10,3.60 req/s,2.20 req/s
2023-06-12 12:20:15,3.40 req/s,1.20 req/s
2023-06-12 12:20:20,3.40 req/s,0.200 req/s
2023-06-12 12:20:25,3 req/s,0 req/s
2023-06-12 12:20:30,0.800 req/s,0 req/s
2023-06-12 12:20:35,0.800 req/s,0 req/s
2023-06-12 12:20:40,0.800 req/s,0 req/s
2023-06-12 12:20:45,0.800 req/s,0 req/s
2023-06-12 12:20:50,0.600 req/s,0 req/s
2023-06-12 12:20:55,1 req/s,0 req/s
2023-06-12 12:21:00,0.800 req/s,0 req/s
2023-06-12 12:21:05,0.800 req/s,0 req/s
2023-06-12 12:21:10,0.800 req/s,0 req/s
2023-06-12 12:21:15,0.800 req/s,0 req/s
2023-06-12 12:21:20,0.800 req/s,0 req/s
2023-06-12 12:21:25,0.800 req/s,0 req/s
2023-06-12 12:21:30,0.800 req/s,0 req/s
2023-06-12 12:21:35,0.800 req/s,0 req/s
2023-06-12 12:21:40,1 req/s,0 req/s
2023-06-12 12:21:45,0.600 req/s,0 req/s
2023-06-12 12:21:50,1 req/s,0 req/s
2023-06-12 12:21:55,0.800 req/s,0 req/s
2023-06-12 12:22:00,0.800 req/s,0 req/s
2023-06-12 12:22:05,0.600 req/s,0 req/s
2023-06-12 12:22:10,1 req/s,0 req/s
2023-06-12 12:22:15,0.800 req/s,0 req/s
2023-06-12 12:22:20,0.800 req/s,0 req/s
2023-06-12 12:22:25,0.800 req/s,0 req/s
2023-06-12 12:22:30,0.600 req/s,0 req/s
2023-06-12 12:22:35,1 req/s,0 req/s
2023-06-12 12:22:40,0.800 req/s,0 req/s
2023-06-12 12:22:45,0.800 req/s,0 req/s
2023-06-12 12:22:50,1 req/s,0 req/s
2023-06-12 12:22:55,0.600 req/s,0 req/s
2023-06-12 12:23:00,1 req/s,0 req/s
2023-06-12 12:23:05,0.400 req/s,0 req/s
2023-06-12 12:23:10,1 req/s,0 req/s
2023-06-12 12:23:15,1 req/s,0 req/s
2023-06-12 12:23:20,0.800 req/s,0 req/s
2023-06-12 12:23:25,0.800 req/s,0 req/s
2023-06-12 12:23:30,0.800 req/s,0 req/s
2023-06-12 12:23:35,0.800 req/s,0 req/s
2023-06-12 12:23:40,0.600 req/s,0 req/s
2023-06-12 12:23:45,1 req/s,0 req/s
2023-06-12 12:23:50,0.800 req/s,0 req/s
2023-06-12 12:23:55,0.800 req/s,0 req/s
2023-06-12 12:24:00,0.800 req/s,0 req/s
2023-06-12 12:24:05,0.800 req/s,0 req/s
2023-06-12 12:24:10,0.800 req/s,0 req/s
2023-06-12 12:24:15,0.800 req/s,0 req/s
2023-06-12 12:24:20,2.60 req/s,0 req/s
2023-06-12 12:24:25,2.80 req/s,0 req/s
2023-06-12 12:24:30,3.80 req/s,0 req/s
2023-06-12 12:24:35,3.60 req/s,0 req/s
2023-06-12 12:24:40,3.40 req/s,0.400 req/s
2023-06-12 12:24:45,2.40 req/s,0.600 req/s
2023-06-12 12:24:50,5.20 req/s,3.40 req/s
2023-06-12 12:24:55,4.20 req/s,0.800 req/s
2023-06-12 12:25:00,3.20 req/s,0 req/s
2023-06-12 12:25:05,3.40 req/s,0.400 req/s
2023-06-12 12:25:10,3.40 req/s,2 req/s
2023-06-12 12:25:15,3.60 req/s,1.20 req/s
2023-06-12 12:25:20,3.20 req/s,2 req/s
2023-06-12 12:25:25,4.40 req/s,2.40 req/s
2023-06-12 12:25:30,3.60 req/s,1.20 req/s
2023-06-12 12:25:35,3.80 req/s,1.20 req/s
2023-06-12 12:25:40,3.40 req/s,0.200 req/s
2023-06-12 12:25:45,3.20 req/s,1.80 req/s
2023-06-12 12:25:50,4.80 req/s,2.80 req/s
2023-06-12 12:25:55,3.60 req/s,1.40 req/s
2023-06-12 12:26:00,4.20 req/s,1.20 req/s
2023-06-12 12:26:05,3 req/s,0.200 req/s
2023-06-12 12:26:10,3.60 req/s,2.20 req/s
2023-06-12 12:26:15,4 req/s,1.80 req/s
2023-06-12 12:26:20,3.60 req/s,2 req/s
2023-06-12 12:26:25,4.20 req/s,2.40 req/s
2023-06-12 12:26:30,3 req/s,0.800 req/s
2023-06-12 12:26:35,4.60 req/s,2.60 req/s
2023-06-12 12:26:40,2.80 req/s,0 req/s
2023-06-12 12:26:45,1.60 req/s,0 req/s
2023-06-12 12:26:50,2.60 req/s,0 req/s
2023-06-12 12:26:55,2.20 req/s,0 req/s
2023-06-12 12:27:00,2 req/s,0 req/s
2023-06-12 12:27:05,2.40 req/s,0 req/s
2023-06-12 12:27:10,2 req/s,0 req/s
2023-06-12 12:27:15,2.20 req/s,0 req/s
2023-06-12 12:27:20,2.20 req/s,0 req/s
2023-06-12 12:27:25,1.80 req/s,0 req/s
2023-06-12 12:27:30,2.40 req/s,0 req/s
2023-06-12 12:27:35,1.80 req/s,0 req/s
2023-06-12 12:27:40,2.20 req/s,0 req/s
2023-06-12 12:27:45,2 req/s,0 req/s
2023-06-12 12:27:50,2.80 req/s,0 req/s
2023-06-12 12:27:55,2 req/s,0 req/s
2023-06-12 12:28:00,1.60 req/s,0 req/s
2023-06-12 12:28:05,2.40 req/s,0 req/s
2023-06-12 12:28:10,2.40 req/s,0 req/s
2023-06-12 12:28:15,2.20 req/s,0 req/s
2023-06-12 12:28:20,2.20 req/s,0 req/s
2023-06-12 12:28:25,2 req/s,0 req/s
2023-06-12 12:28:30,2.20 req/s,0 req/s
2023-06-12 12:28:35,2.20 req/s,0 req/s
2023-06-12 12:28:40,2.20 req/s,0 req/s
2023-06-12 12:28:45,2.20 req/s,0 req/s
2023-06-12 12:28:50,2 req/s,0 req/s
2023-06-12 12:28:55,1.60 req/s,0 req/s
2023-06-12 12:29:00,2.80 req/s,0 req/s
2023-06-12 12:29:05,2.20 req/s,0 req/s
2023-06-12 12:29:10,1.80 req/s,0 req/s
2023-06-12 12:29:15,2.60 req/s,0 req/s
2023-06-12 12:29:20,2.20 req/s,0 req/s
2023-06-12 12:29:25,1.80 req/s,0 req/s
2023-06-12 12:29:30,2.20 req/s,0 req/s
2023-06-12 12:29:35,2 req/s,0 req/s
2023-06-12 12:29:40,2.60 req/s,0 req/s
2023-06-12 12:29:45,1.80 req/s,0 req/s
2023-06-12 12:29:50,1.80 req/s,0 req/s
2023-06-12 12:29:55,2.80 req/s,0 req/s
2023-06-12 12:30:00,1.80 req/s,0 req/s
2023-06-12 12:30:05,1.60 req/s,0 req/s
2023-06-12 12:30:10,2.20 req/s,0 req/s
2023-06-12 12:30:15,1.40 req/s,0 req/s
2023-06-12 12:30:20,3.20 req/s,0 req/s
2023-06-12 12:30:25,2.40 req/s,0 req/s
2023-06-12 12:30:30,2.40 req/s,0 req/s
2023-06-12 12:30:35,2 req/s,0 req/s
2023-06-12 12:30:40,2.20 req/s,0 req/s
2023-06-12 12:30:45,2.40 req/s,0 req/s
2023-06-12 12:30:50,2 req/s,0 req/s
2023-06-12 12:30:55,1.60 req/s,0 req/s
2023-06-12 12:31:00,3.20 req/s,0 req/s
2023-06-12 12:31:05,2.80 req/s,0 req/s
2023-06-12 12:31:10,2 req/s,0 req/s
2023-06-12 12:31:15,3.40 req/s,0 req/s
2023-06-12 12:31:20,2.60 req/s,0 req/s
2023-06-12 12:31:25,1.80 req/s,0 req/s
2023-06-12 12:31:30,2.80 req/s,0 req/s
2023-06-12 12:31:35,2.80 req/s,0 req/s
2023-06-12 12:31:40,3.20 req/s,0 req/s
2023-06-12 12:31:45,4 req/s,0 req/s
2023-06-12 12:31:50,2.20 req/s,0 req/s
2023-06-12 12:31:55,2.80 req/s,0 req/s
2023-06-12 12:32:00,3.20 req/s,0 req/s
2023-06-12 12:32:05,2.20 req/s,0 req/s
2023-06-12 12:32:10,3.40 req/s,0 req/s
2023-06-12 12:32:15,2.80 req/s,0 req/s
2023-06-12 12:32:20,3.00 req/s,0 req/s
2023-06-12 12:32:25,2.60 req/s,0 req/s
2023-06-12 12:32:30,2.80 req/s,0 req/s
2023-06-12 12:32:35,3.20 req/s,0 req/s
2023-06-12 12:32:40,2.60 req/s,0 req/s
2023-06-12 12:32:45,2.60 req/s,0 req/s
2023-06-12 12:32:50,3.00 req/s,0 req/s
2023-06-12 12:32:55,3.00 req/s,0 req/s
2023-06-12 12:33:00,2.60 req/s,0 req/s
2023-06-12 12:33:05,3 req/s,0 req/s
2023-06-12 12:33:10,3 req/s,0 req/s
2023-06-12 12:33:15,2.40 req/s,0 req/s
2023-06-12 12:33:20,3.00 req/s,0 req/s
2023-06-12 12:33:25,2.20 req/s,0 req/s
2023-06-12 12:33:30,3.60 req/s,0 req/s
2023-06-12 12:33:35,2.20 req/s,0 req/s
2023-06-12 12:33:40,2.80 req/s,0 req/s
2023-06-12 12:33:45,3.20 req/s,0 req/s
2023-06-12 12:33:50,2.60 req/s,0 req/s
2023-06-12 12:33:55,2.80 req/s,0 req/s
2023-06-12 12:34:00,2.80 req/s,0 req/s
2023-06-12 12:34:05,2.80 req/s,0 req/s
2023-06-12 12:34:10,2.40 req/s,0 req/s
2023-06-12 12:34:15,2 req/s,0 req/s
2023-06-12 12:34:20,0.800 req/s,0 req/s
2023-06-12 12:34:25,0.600 req/s,0 req/s
2023-06-12 12:34:30,0.800 req/s,0 req/s
2023-06-12 12:34:35,0.800 req/s,0 req/s
2023-06-12 12:34:40,0.600 req/s,0 req/s
2023-06-12 12:34:45,0.800 req/s,0 req/s
2023-06-12 12:34:50,0.600 req/s,0 req/s
2023-06-12 12:34:55,0.800 req/s,0 req/s
2023-06-12 12:35:00,1 req/s,0 req/s
2023-06-12 12:35:05,0.600 req/s,0 req/s
2023-06-12 12:35:10,0.800 req/s,0 req/s
2023-06-12 12:35:15,0.600 req/s,0 req/s
2023-06-12 12:35:20,1 req/s,0 req/s
2023-06-12 12:35:25,0.600 req/s,0 req/s
2023-06-12 12:35:30,0.800 req/s,0 req/s
2023-06-12 12:35:35,0.800 req/s,0 req/s
2023-06-12 12:35:40,0.600 req/s,0 req/s
2023-06-12 12:35:45,0.800 req/s,0 req/s
2023-06-12 12:35:50,0.800 req/s,0 req/s
2023-06-12 12:35:55,0.600 req/s,0 req/s
2023-06-12 12:36:00,0.800 req/s,0 req/s
2023-06-12 12:36:05,0.800 req/s,0 req/s
2023-06-12 12:36:10,0.800 req/s,0 req/s
2023-06-12 12:36:15,0.600 req/s,0 req/s
2023-06-12 12:36:20,0.800 req/s,0 req/s
2023-06-12 12:36:25,0.800 req/s,0 req/s
2023-06-12 12:36:30,0.800 req/s,0 req/s
2023-06-12 12:36:35,0.600 req/s,0 req/s
2023-06-12 12:36:40,0.800 req/s,0 req/s
2023-06-12 12:36:45,0.800 req/s,0 req/s
2023-06-12 12:36:50,0.400 req/s,0 req/s
2023-06-12 12:36:55,1 req/s,0 req/s
2023-06-12 12:37:00,0.800 req/s,0 req/s
2023-06-12 12:37:05,0.800 req/s,0 req/s
2023-06-12 12:37:10,0.800 req/s,0 req/s
2023-06-12 12:37:15,0.600 req/s,0 req/s
2023-06-12 12:37:20,0.800 req/s,0 req/s
2023-06-12 12:37:25,0.800 req/s,0 req/s
2023-06-12 12:37:30,0.600 req/s,0 req/s
2023-06-12 12:37:35,0.800 req/s,0 req/s
2023-06-12 12:37:40,0.800 req/s,0 req/s
2023-06-12 12:37:45,0.800 req/s,0 req/s
2023-06-12 12:37:50,0.400 req/s,0 req/s
2023-06-12 12:37:55,1 req/s,0 req/s
2023-06-12 12:38:00,0.800 req/s,0 req/s
2023-06-12 12:38:05,0.800 req/s,0 req/s
2023-06-12 12:38:10,0.600 req/s,0 req/s
2023-06-12 12:38:15,0.800 req/s,0 req/s
2023-06-12 12:38:20,0.800 req/s,0 req/s
2023-06-12 12:38:25,0.800 req/s,0 req/s
2023-06-12 12:38:30,0.800 req/s,0 req/s
2023-06-12 12:38:35,0.800 req/s,0 req/s
2023-06-12 12:38:40,0.800 req/s,0 req/s
2023-06-12 12:38:45,0.800 req/s,0 req/s
2023-06-12 12:38:50,0.600 req/s,0 req/s
2023-06-12 12:38:55,1 req/s,0 req/s
2023-06-12 12:39:00,0.800 req/s,0 req/s
2023-06-12 12:39:05,1 req/s,0 req/s
2023-06-12 12:39:10,0.400 req/s,0 req/s
2023-06-12 12:39:15,1 req/s,0 req/s
2023-06-12 12:39:20,0.800 req/s,0 req/s
2023-06-12 12:39:25,0.800 req/s,0 req/s
2023-06-12 12:39:30,0.800 req/s,0 req/s
2023-06-12 12:39:35,1 req/s,0 req/s
2023-06-12 12:39:40,0.800 req/s,0 req/s
2023-06-12 12:39:45,0.600 req/s,0 req/s
2023-06-12 12:39:50,0.800 req/s,0 req/s
2023-06-12 12:39:55,0.800 req/s,0 req/s
2023-06-12 12:40:00,1 req/s,0 req/s
2023-06-12 12:40:05,0.800 req/s,0 req/s
2023-06-12 12:40:10,0.800 req/s,0 req/s
2023-06-12 12:40:15,0.600 req/s,0 req/s
2023-06-12 12:40:20,0.800 req/s,0 req/s
2023-06-12 12:40:25,1 req/s,0 req/s
2023-06-12 12:40:30,0.800 req/s,0 req/s
2023-06-12 12:40:35,0.800 req/s,0 req/s
2023-06-12 12:40:40,0.800 req/s,0 req/s
2023-06-12 12:40:45,0.800 req/s,0 req/s
2023-06-12 12:40:50,0.800 req/s,0 req/s
2023-06-12 12:40:55,0.800 req/s,0 req/s
2023-06-12 12:41:00,0.800 req/s,0 req/s
2023-06-12 12:41:05,0.800 req/s,0 req/s
2023-06-12 12:41:10,0.800 req/s,0 req/s
2023-06-12 12:41:15,0.800 req/s,0 req/s
2023-06-12 12:41:20,2 req/s,0 req/s
2023-06-12 12:41:25,2.40 req/s,0 req/s
2023-06-12 12:41:30,2.80 req/s,0 req/s
2023-06-12 12:41:35,2.40 req/s,0 req/s
2023-06-12 12:41:40,2.40 req/s,0 req/s
2023-06-12 12:41:45,3.20 req/s,0 req/s
2023-06-12 12:41:50,2.60 req/s,0 req/s
2023-06-12 12:41:55,2.40 req/s,0 req/s
2023-06-12 12:42:00,3 req/s,0 req/s
2023-06-12 12:42:05,2.60 req/s,0 req/s
2023-06-12 12:42:10,2.60 req/s,0 req/s
2023-06-12 12:42:15,3 req/s,0 req/s
2023-06-12 12:42:20,2.80 req/s,0 req/s
2023-06-12 12:42:25,2 req/s,0 req/s
2023-06-12 12:42:30,2.80 req/s,0 req/s
2023-06-12 12:42:35,2.40 req/s,0 req/s
2023-06-12 12:42:40,2.80 req/s,0 req/s
2023-06-12 12:42:45,2.80 req/s,0 req/s
2023-06-12 12:42:50,1.60 req/s,0 req/s
2023-06-12 12:42:55,2.20 req/s,0 req/s
2023-06-12 12:43:00,4 req/s,0 req/s
2023-06-12 12:43:05,3.40 req/s,0 req/s
2023-06-12 12:43:10,2 req/s,0 req/s
2023-06-12 12:43:15,3.20 req/s,0 req/s
2023-06-12 12:43:20,2.40 req/s,0 req/s
2023-06-12 12:43:25,2.20 req/s,0 req/s
2023-06-12 12:43:30,2.60 req/s,0 req/s
2023-06-12 12:43:35,3 req/s,0 req/s
2023-06-12 12:43:40,2.80 req/s,0 req/s
2023-06-12 12:43:45,3.20 req/s,0 req/s
2023-06-12 12:43:50,2.60 req/s,0 req/s
2023-06-12 12:43:55,2.40 req/s,0 req/s
2023-06-12 12:44:00,1.80 req/s,0 req/s
2023-06-12 12:44:05,2 req/s,0 req/s
2023-06-12 12:44:10,1.80 req/s,0 req/s
2023-06-12 12:44:15,1.40 req/s,0 req/s
2023-06-12 12:44:20,2 req/s,0 req/s
2023-06-12 12:44:25,1.40 req/s,0 req/s
2023-06-12 12:44:30,1.80 req/s,0 req/s
2023-06-12 12:44:35,1.60 req/s,0 req/s
2023-06-12 12:44:40,1.80 req/s,0 req/s
2023-06-12 12:44:45,1.60 req/s,0 req/s
2023-06-12 12:44:50,1.80 req/s,0 req/s
2023-06-12 12:44:55,1.60 req/s,0 req/s
2023-06-12 12:45:00,1.60 req/s,0 req/s
2023-06-12 12:45:05,1.40 req/s,0 req/s
2023-06-12 12:45:10,1.80 req/s,0 req/s
2023-06-12 12:45:15,1.80 req/s,0 req/s
2023-06-12 12:45:20,1.60 req/s,0 req/s
2023-06-12 12:45:25,2 req/s,0 req/s
2023-06-12 12:45:30,1.80 req/s,0 req/s
2023-06-12 12:45:35,1.20 req/s,0 req/s
2023-06-12 12:45:40,2 req/s,0 req/s
2023-06-12 12:45:45,1.40 req/s,0 req/s
2023-06-12 12:45:50,2 req/s,0 req/s
2023-06-12 12:45:55,1.60 req/s,0 req/s
2023-06-12 12:46:00,1.60 req/s,0 req/s
2023-06-12 12:46:05,2 req/s,0 req/s
2023-06-12 12:46:10,1 req/s,0 req/s
2023-06-12 12:46:15,2 req/s,0 req/s
2023-06-12 12:46:20,1.80 req/s,0 req/s
2023-06-12 12:46:25,1.60 req/s,0 req/s
2023-06-12 12:46:30,1.80 req/s,0 req/s
2023-06-12 12:46:35,1.80 req/s,0 req/s
2023-06-12 12:46:40,1.40 req/s,0 req/s
2023-06-12 12:46:45,2 req/s,0 req/s
2023-06-12 12:46:50,1.20 req/s,0 req/s
2023-06-12 12:46:55,1.80 req/s,0 req/s
2023-06-12 12:47:00,1.80 req/s,0 req/s
2023-06-12 12:47:05,2 req/s,0 req/s
2023-06-12 12:47:10,1.60 req/s,0 req/s
2023-06-12 12:47:15,1.80 req/s,0 req/s
2023-06-12 12:47:20,1.40 req/s,0 req/s
2023-06-12 12:47:25,0.600 req/s,0 req/s
2023-06-12 12:47:30,0.800 req/s,0 req/s
2023-06-12 12:47:35,0.600 req/s,0 req/s
2023-06-12 12:47:40,0.800 req/s,0 req/s
2023-06-12 12:47:45,0.600 req/s,0 req/s
2023-06-12 12:47:50,0.600 req/s,0 req/s
2023-06-12 12:47:55,0.800 req/s,0 req/s
2023-06-12 12:48:00,0.800 req/s,0 req/s
2023-06-12 12:48:05,0.800 req/s,0 req/s
2023-06-12 12:48:10,0.400 req/s,0 req/s
2023-06-12 12:48:15,1 req/s,0 req/s
2023-06-12 12:48:20,0.600 req/s,0 req/s
2023-06-12 12:48:25,0.800 req/s,0 req/s
2023-06-12 12:48:30,0.600 req/s,0 req/s
2023-06-12 12:48:35,0.800 req/s,0 req/s
2023-06-12 12:48:40,0.800 req/s,0 req/s
2023-06-12 12:48:45,0.600 req/s,0 req/s
2023-06-12 12:48:50,0.800 req/s,0 req/s
2023-06-12 12:48:55,0.600 req/s,0 req/s
2023-06-12 12:49:00,0.800 req/s,0 req/s
2023-06-12 12:49:05,0.800 req/s,0 req/s
2023-06-12 12:49:10,0.600 req/s,0 req/s
2023-06-12 12:49:15,0.600 req/s,0 req/s
2023-06-12 12:49:20,0.800 req/s,0 req/s
2023-06-12 12:49:25,0.800 req/s,0 req/s
2023-06-12 12:49:30,0.600 req/s,0 req/s
2023-06-12 12:49:35,0.600 req/s,0 req/s
2023-06-12 12:49:40,0.800 req/s,0 req/s
2023-06-12 12:49:45,0.800 req/s,0 req/s
2023-06-12 12:49:50,0.800 req/s,0 req/s
2023-06-12 12:49:55,0.600 req/s,0 req/s
2023-06-12 12:50:00,0.800 req/s,0 req/s
2023-06-12 12:50:05,0.600 req/s,0 req/s
2023-06-12 12:50:10,0.600 req/s,0 req/s
2023-06-12 12:50:15,0.800 req/s,0 req/s
2023-06-12 12:50:20,0.800 req/s,0 req/s
2023-06-12 12:50:25,0.600 req/s,0 req/s
2023-06-12 12:50:30,0.600 req/s,0 req/s
2023-06-12 12:50:35,1 req/s,0 req/s
2023-06-12 12:50:40,0.600 req/s,0 req/s
2023-06-12 12:50:45,0.800 req/s,0 req/s
2023-06-12 12:50:50,0.600 req/s,0 req/s
2023-06-12 12:50:55,0.800 req/s,0 req/s
2023-06-12 12:51:00,0.600 req/s,0 req/s
2023-06-12 12:51:05,0.800 req/s,0 req/s
2023-06-12 12:51:10,0.600 req/s,0 req/s
2023-06-12 12:51:15,0.800 req/s,0 req/s
2023-06-12 12:51:20,0.600 req/s,0 req/s
2023-06-12 12:51:25,0.800 req/s,0 req/s
2023-06-12 12:51:30,0.600 req/s,0 req/s
2023-06-12 12:51:35,0.400 req/s,0 req/s
2023-06-12 12:51:40,0.400 req/s,0 req/s
2023-06-12 12:51:45,0.599 req/s,0 req/s
2023-06-12 12:51:50,0.802 req/s,0 req/s
2023-06-12 12:51:55,0.599 req/s,0 req/s
2023-06-12 12:52:00,0.400 req/s,0 req/s
2023-06-12 12:52:05,0.600 req/s,0 req/s
2023-06-12 12:52:10,0.600 req/s,0 req/s
2023-06-12 12:52:15,0.600 req/s,0 req/s
2023-06-12 12:52:20,0.400 req/s,0 req/s
2023-06-12 12:52:25,0.597 req/s,0 req/s
2023-06-12 12:52:30,0.402 req/s,0 req/s
2023-06-12 12:52:35,0.602 req/s,0 req/s
2023-06-12 12:52:40,0.599 req/s,0 req/s
2023-06-12 12:52:45,0.800 req/s,0 req/s
2023-06-12 12:52:50,0.400 req/s,0 req/s
2023-06-12 12:52:55,0.600 req/s,0 req/s
2023-06-12 12:53:00,0.601 req/s,0 req/s
2023-06-12 12:53:05,0.601 req/s,0 req/s
2023-06-12 12:53:10,0.400 req/s,0 req/s
2023-06-12 12:53:15,0.599 req/s,0 req/s
2023-06-12 12:53:20,0.599 req/s,0 req/s
2023-06-12 12:53:25,0.602 req/s,0 req/s
2023-06-12 12:53:30,0.599 req/s,0 req/s
2023-06-12 12:53:35,0.400 req/s,0 req/s
2023-06-12 12:53:40,0.600 req/s,0 req/s
2023-06-12 12:53:45,0.599 req/s,0 req/s
2023-06-12 12:53:50,0.602 req/s,0 req/s
2023-06-12 12:53:55,0.798 req/s,0 req/s
2023-06-12 12:54:00,0.600 req/s,0 req/s
2023-06-12 12:54:05,0.600 req/s,0 req/s
2023-06-12 12:54:10,0.800 req/s,0 req/s
2023-06-12 12:54:15,0.800 req/s,0 req/s
2023-06-12 12:54:20,0.599 req/s,0 req/s
2023-06-12 12:54:25,0.801 req/s,0 req/s
2023-06-12 12:54:30,0.400 req/s,0 req/s
2023-06-12 12:54:35,0.600 req/s,0 req/s
2023-06-12 12:54:40,1.00 req/s,0 req/s
2023-06-12 12:54:45,0.599 req/s,0 req/s
2023-06-12 12:54:50,0.600 req/s,0 req/s
2023-06-12 12:54:55,0.800 req/s,0 req/s
2023-06-12 12:55:00,0.600 req/s,0 req/s
2023-06-12 12:55:05,0.800 req/s,0 req/s
2023-06-12 12:55:10,0.400 req/s,0 req/s
2023-06-12 12:55:15,0.800 req/s,0 req/s
2023-06-12 12:55:20,0.800 req/s,0 req/s
2023-06-12 12:55:25,0.600 req/s,0 req/s
2023-06-12 12:55:30,0.800 req/s,0 req/s
2023-06-12 12:55:35,0.600 req/s,0 req/s
2023-06-12 12:55:40,0.800 req/s,0 req/s
2023-06-12 12:55:45,0.600 req/s,0 req/s
2023-06-12 12:55:50,0.600 req/s,0 req/s
2023-06-12 12:55:55,0.800 req/s,0 req/s
2023-06-12 12:56:00,0.600 req/s,0 req/s
2023-06-12 12:56:05,0.600 req/s,0 req/s
2023-06-12 12:56:10,0.800 req/s,0 req/s
2023-06-12 12:56:15,0.600 req/s,0 req/s
2023-06-12 12:56:20,0.800 req/s,0 req/s
2023-06-12 12:56:25,0.400 req/s,0 req/s
2023-06-12 12:56:30,1 req/s,0 req/s
2023-06-12 12:56:35,0.600 req/s,0 req/s
2023-06-12 12:56:40,0.600 req/s,0 req/s
2023-06-12 12:56:45,0.600 req/s,0 req/s
2023-06-12 12:56:50,0.800 req/s,0 req/s
2023-06-12 12:56:55,0.600 req/s,0 req/s
2023-06-12 12:57:00,0.800 req/s,0 req/s
2023-06-12 12:57:05,0.600 req/s,0 req/s
2023-06-12 12:57:10,0.800 req/s,0 req/s
2023-06-12 12:57:15,0.600 req/s,0 req/s
2023-06-12 12:57:20,0.800 req/s,0 req/s
2023-06-12 12:57:25,0.600 req/s,0 req/s
2023-06-12 12:57:30,1 req/s,0 req/s
2023-06-12 12:57:35,1.20 req/s,0 req/s
2023-06-12 12:57:40,0.800 req/s,0 req/s
2023-06-12 12:57:45,1.20 req/s,0 req/s
2023-06-12 12:57:50,0.800 req/s,0 req/s
2023-06-12 12:57:55,1.20 req/s,0 req/s
2023-06-12 12:58:00,1.20 req/s,0 req/s
2023-06-12 12:58:05,1 req/s,0 req/s
2023-06-12 12:58:10,0.800 req/s,0 req/s
2023-06-12 12:58:15,1.40 req/s,0 req/s
2023-06-12 12:58:20,0.800 req/s,0 req/s
2023-06-12 12:58:25,1.20 req/s,0 req/s
2023-06-12 12:58:30,0.800 req/s,0 req/s
2023-06-12 12:58:35,1.40 req/s,0 req/s
2023-06-12 12:58:40,1 req/s,0 req/s
2023-06-12 12:58:45,1 req/s,0 req/s
2023-06-12 12:58:50,1 req/s,0 req/s
2023-06-12 12:58:55,0.800 req/s,0 req/s
2023-06-12 12:59:00,1.20 req/s,0 req/s
2023-06-12 12:59:05,1 req/s,0 req/s
2023-06-12 12:59:10,1.20 req/s,0 req/s
2023-06-12 12:59:15,1 req/s,0 req/s
2023-06-12 12:59:20,1.20 req/s,0 req/s
2023-06-12 12:59:25,1 req/s,0 req/s
2023-06-12 12:59:30,0.600 req/s,0 req/s
