"Time","tps","tps_error"
2023-05-25 18:27:05,0.364 req/s,0 req/s
2023-05-25 18:27:10,0.364 req/s,0 req/s
2023-05-25 18:27:15,0.382 req/s,0 req/s
2023-05-25 18:27:20,0.436 req/s,0 req/s
2023-05-25 18:27:25,0.564 req/s,0 req/s
2023-05-25 18:27:30,0.636 req/s,0 req/s
2023-05-25 18:27:35,0.709 req/s,0 req/s
2023-05-25 18:27:40,0.800 req/s,0 req/s
2023-05-25 18:27:45,0.855 req/s,0 req/s
2023-05-25 18:27:50,0.964 req/s,0 req/s
2023-05-25 18:27:55,1.07 req/s,0 req/s
2023-05-25 18:28:00,1.13 req/s,0 req/s
2023-05-25 18:28:05,1.22 req/s,0 req/s
2023-05-25 18:28:10,1.27 req/s,0 req/s
2023-05-25 18:28:15,1.29 req/s,0 req/s
2023-05-25 18:28:20,1.25 req/s,0 req/s
2023-05-25 18:28:25,1.27 req/s,0 req/s
2023-05-25 18:28:30,1.29 req/s,0 req/s
2023-05-25 18:28:35,1.29 req/s,0 req/s
2023-05-25 18:28:40,1.31 req/s,0 req/s
2023-05-25 18:28:45,1.31 req/s,0 req/s
2023-05-25 18:28:50,1.27 req/s,0 req/s
2023-05-25 18:28:55,1.33 req/s,0 req/s
2023-05-25 18:29:00,1.31 req/s,0 req/s
2023-05-25 18:29:05,1.31 req/s,0 req/s
2023-05-25 18:29:10,1.33 req/s,0 req/s
2023-05-25 18:29:15,1.33 req/s,0 req/s
2023-05-25 18:29:20,1.31 req/s,0 req/s
2023-05-25 18:29:25,1.33 req/s,0 req/s
2023-05-25 18:29:30,1.31 req/s,0 req/s
2023-05-25 18:29:35,1.27 req/s,0 req/s
2023-05-25 18:29:40,1.31 req/s,0 req/s
2023-05-25 18:29:45,1.31 req/s,0 req/s
2023-05-25 18:29:50,1.27 req/s,0 req/s
2023-05-25 18:29:55,1.29 req/s,0 req/s
2023-05-25 18:30:00,1.31 req/s,0 req/s
2023-05-25 18:30:05,1.27 req/s,0 req/s
2023-05-25 18:30:10,1.31 req/s,0 req/s
2023-05-25 18:30:15,1.29 req/s,0 req/s
2023-05-25 18:30:20,1.29 req/s,0 req/s
2023-05-25 18:30:25,1.27 req/s,0 req/s
2023-05-25 18:30:30,1.35 req/s,0 req/s
2023-05-25 18:30:35,1.29 req/s,0 req/s
2023-05-25 18:30:40,1.29 req/s,0 req/s
2023-05-25 18:30:45,1.33 req/s,0 req/s
2023-05-25 18:30:50,1.31 req/s,0 req/s
2023-05-25 18:30:55,1.31 req/s,0 req/s
2023-05-25 18:31:00,1.33 req/s,0 req/s
2023-05-25 18:31:05,1.29 req/s,0 req/s
2023-05-25 18:31:10,1.33 req/s,0 req/s
2023-05-25 18:31:15,1.31 req/s,0 req/s
2023-05-25 18:31:20,1.42 req/s,0 req/s
2023-05-25 18:31:25,1.45 req/s,0 req/s
2023-05-25 18:31:30,1.64 req/s,0 req/s
2023-05-25 18:31:35,1.85 req/s,0 req/s
2023-05-25 18:31:40,1.98 req/s,0 req/s
2023-05-25 18:31:45,2.15 req/s,0 req/s
2023-05-25 18:31:50,2.33 req/s,0 req/s
2023-05-25 18:31:55,2.38 req/s,0 req/s
2023-05-25 18:32:00,2.53 req/s,0 req/s
2023-05-25 18:32:05,2.71 req/s,0 req/s
2023-05-25 18:32:10,2.87 req/s,0 req/s
2023-05-25 18:32:15,2.89 req/s,0 req/s
2023-05-25 18:32:20,3.05 req/s,0 req/s
2023-05-25 18:32:25,2.95 req/s,0 req/s
2023-05-25 18:32:30,2.84 req/s,0 req/s
2023-05-25 18:32:35,2.95 req/s,0 req/s
2023-05-25 18:32:40,2.98 req/s,0 req/s
2023-05-25 18:32:45,2.96 req/s,0 req/s
2023-05-25 18:32:50,3.04 req/s,0 req/s
2023-05-25 18:32:55,3.00 req/s,0 req/s
2023-05-25 18:33:00,3.04 req/s,0 req/s
2023-05-25 18:33:05,3.02 req/s,0 req/s
2023-05-25 18:33:10,3.05 req/s,0 req/s
2023-05-25 18:33:15,3.02 req/s,0 req/s
2023-05-25 18:33:20,3.07 req/s,0 req/s
2023-05-25 18:33:25,3.07 req/s,0 req/s
2023-05-25 18:33:30,2.89 req/s,0 req/s
2023-05-25 18:33:35,3 req/s,0 req/s
2023-05-25 18:33:40,2.93 req/s,0 req/s
2023-05-25 18:33:45,3.04 req/s,0 req/s
2023-05-25 18:33:50,3.04 req/s,0 req/s
2023-05-25 18:33:55,3.05 req/s,0 req/s
2023-05-25 18:34:00,2.89 req/s,0 req/s
2023-05-25 18:34:05,2.80 req/s,0 req/s
2023-05-25 18:34:10,2.64 req/s,0 req/s
2023-05-25 18:34:15,2.58 req/s,0 req/s
2023-05-25 18:34:20,2.56 req/s,0 req/s
2023-05-25 18:34:25,2.55 req/s,0 req/s
2023-05-25 18:34:30,2.33 req/s,0 req/s
2023-05-25 18:34:35,2.27 req/s,0 req/s
2023-05-25 18:34:40,2.11 req/s,0 req/s
2023-05-25 18:34:45,2.09 req/s,0 req/s
2023-05-25 18:34:50,1.91 req/s,0 req/s
2023-05-25 18:34:55,1.98 req/s,0 req/s
2023-05-25 18:35:00,2.02 req/s,0 req/s
2023-05-25 18:35:05,2.02 req/s,0 req/s
2023-05-25 18:35:10,2.04 req/s,0 req/s
2023-05-25 18:35:15,2.02 req/s,0 req/s
2023-05-25 18:35:20,2.05 req/s,0 req/s
2023-05-25 18:35:25,2.02 req/s,0 req/s
2023-05-25 18:35:30,2.04 req/s,0 req/s
2023-05-25 18:35:35,2 req/s,0 req/s
2023-05-25 18:35:40,2.02 req/s,0 req/s
2023-05-25 18:35:45,2.02 req/s,0 req/s
2023-05-25 18:35:50,2.02 req/s,0 req/s
2023-05-25 18:35:55,2.00 req/s,0 req/s
2023-05-25 18:36:00,2.05 req/s,0 req/s
2023-05-25 18:36:05,2.02 req/s,0 req/s
2023-05-25 18:36:10,2.05 req/s,0 req/s
2023-05-25 18:36:15,2.04 req/s,0 req/s
2023-05-25 18:36:20,2.04 req/s,0 req/s
2023-05-25 18:36:25,2.05 req/s,0 req/s
2023-05-25 18:36:30,2.09 req/s,0 req/s
2023-05-25 18:36:35,2.04 req/s,0 req/s
2023-05-25 18:36:40,2.04 req/s,0 req/s
2023-05-25 18:36:45,2.05 req/s,0 req/s
2023-05-25 18:36:50,2.07 req/s,0 req/s
2023-05-25 18:36:55,2.02 req/s,0 req/s
2023-05-25 18:37:00,2.09 req/s,0 req/s
2023-05-25 18:37:05,1.98 req/s,0 req/s
2023-05-25 18:37:10,2.04 req/s,0 req/s
2023-05-25 18:37:15,1.98 req/s,0 req/s
2023-05-25 18:37:20,2.00 req/s,0 req/s
2023-05-25 18:37:25,2.04 req/s,0 req/s
2023-05-25 18:37:30,2.13 req/s,0 req/s
2023-05-25 18:37:35,2.16 req/s,0 req/s
2023-05-25 18:37:40,2.18 req/s,0 req/s
2023-05-25 18:37:45,2.20 req/s,0 req/s
2023-05-25 18:37:50,2.29 req/s,0 req/s
2023-05-25 18:37:55,2.25 req/s,0 req/s
2023-05-25 18:38:00,2.38 req/s,0 req/s
2023-05-25 18:38:05,2.35 req/s,0 req/s
2023-05-25 18:38:10,2.47 req/s,0 req/s
2023-05-25 18:38:15,2.51 req/s,0 req/s
2023-05-25 18:38:20,2.45 req/s,0 req/s
2023-05-25 18:38:25,2.45 req/s,0 req/s
2023-05-25 18:38:30,2.42 req/s,0 req/s
2023-05-25 18:38:35,2.44 req/s,0 req/s
2023-05-25 18:38:40,2.44 req/s,0 req/s
2023-05-25 18:38:45,2.47 req/s,0 req/s
2023-05-25 18:38:50,2.51 req/s,0 req/s
2023-05-25 18:38:55,2.45 req/s,0 req/s
2023-05-25 18:39:00,2.49 req/s,0 req/s
2023-05-25 18:39:05,2.45 req/s,0 req/s
2023-05-25 18:39:10,2.44 req/s,0 req/s
2023-05-25 18:39:15,2.49 req/s,0 req/s
2023-05-25 18:39:20,2.45 req/s,0 req/s
2023-05-25 18:39:25,2.53 req/s,0 req/s
2023-05-25 18:39:30,2.49 req/s,0 req/s
2023-05-25 18:39:35,2.53 req/s,0 req/s
2023-05-25 18:39:40,2.49 req/s,0 req/s
2023-05-25 18:39:45,2.40 req/s,0 req/s
2023-05-25 18:39:50,2.36 req/s,0 req/s
2023-05-25 18:39:55,2.51 req/s,0 req/s
2023-05-25 18:40:00,2.60 req/s,0 req/s
2023-05-25 18:40:05,2.58 req/s,0 req/s
2023-05-25 18:40:10,2.73 req/s,0.236 req/s
2023-05-25 18:40:15,2.89 req/s,0.345 req/s
2023-05-25 18:40:20,2.87 req/s,0.382 req/s
2023-05-25 18:40:25,3.07 req/s,0.600 req/s
2023-05-25 18:40:30,3.13 req/s,0.691 req/s
2023-05-25 18:40:35,3.31 req/s,0.927 req/s
2023-05-25 18:40:40,3.49 req/s,1 req/s
2023-05-25 18:40:45,3.65 req/s,1.15 req/s
2023-05-25 18:40:50,3.58 req/s,1.24 req/s
2023-05-25 18:40:55,3.58 req/s,1.45 req/s
2023-05-25 18:41:00,3.89 req/s,1.60 req/s
2023-05-25 18:41:05,3.73 req/s,1.36 req/s
2023-05-25 18:41:10,3.75 req/s,1.40 req/s
2023-05-25 18:41:15,3.73 req/s,1.47 req/s
2023-05-25 18:41:20,3.78 req/s,1.47 req/s
2023-05-25 18:41:25,3.82 req/s,1.45 req/s
2023-05-25 18:41:30,3.71 req/s,1.29 req/s
2023-05-25 18:41:35,3.82 req/s,1.44 req/s
2023-05-25 18:41:40,3.82 req/s,1.29 req/s
2023-05-25 18:41:45,3.53 req/s,1.20 req/s
2023-05-25 18:41:50,3.35 req/s,0.982 req/s
2023-05-25 18:41:55,2.91 req/s,0.836 req/s
2023-05-25 18:42:00,2.78 req/s,0.836 req/s
2023-05-25 18:42:05,2.51 req/s,0.691 req/s
2023-05-25 18:42:10,2.38 req/s,0.582 req/s
2023-05-25 18:42:15,2.04 req/s,0.364 req/s
2023-05-25 18:42:20,1.76 req/s,0.291 req/s
2023-05-25 18:42:25,1.55 req/s,0.218 req/s
2023-05-25 18:42:30,1.24 req/s,0 req/s
2023-05-25 18:42:35,1.000 req/s,0 req/s
2023-05-25 18:42:40,1.07 req/s,0 req/s
2023-05-25 18:42:45,1.07 req/s,0 req/s
2023-05-25 18:42:50,1.07 req/s,0 req/s
2023-05-25 18:42:55,1.07 req/s,0 req/s
2023-05-25 18:43:00,1.05 req/s,0 req/s
2023-05-25 18:43:05,1.05 req/s,0 req/s
2023-05-25 18:43:10,1.05 req/s,0 req/s
2023-05-25 18:43:15,1.07 req/s,0 req/s
2023-05-25 18:43:20,1.07 req/s,0 req/s
2023-05-25 18:43:25,1.05 req/s,0 req/s
2023-05-25 18:43:30,1.07 req/s,0 req/s
2023-05-25 18:43:35,1.07 req/s,0 req/s
2023-05-25 18:43:40,1.02 req/s,0 req/s
2023-05-25 18:43:45,1.05 req/s,0 req/s
2023-05-25 18:43:50,1.09 req/s,0 req/s
2023-05-25 18:43:55,1.07 req/s,0 req/s
2023-05-25 18:44:00,1.07 req/s,0 req/s
2023-05-25 18:44:05,1.05 req/s,0 req/s
2023-05-25 18:44:10,1.05 req/s,0 req/s
2023-05-25 18:44:15,1.07 req/s,0 req/s
2023-05-25 18:44:20,1.04 req/s,0 req/s
2023-05-25 18:44:25,1.05 req/s,0 req/s
2023-05-25 18:44:30,1.04 req/s,0 req/s
2023-05-25 18:44:35,1.07 req/s,0 req/s
2023-05-25 18:44:40,1.07 req/s,0 req/s
2023-05-25 18:44:45,1.05 req/s,0 req/s
2023-05-25 18:44:50,1.05 req/s,0 req/s
2023-05-25 18:44:55,1.07 req/s,0 req/s
2023-05-25 18:45:00,1.07 req/s,0 req/s
2023-05-25 18:45:05,1.07 req/s,0 req/s
2023-05-25 18:45:10,1.04 req/s,0 req/s
2023-05-25 18:45:15,1.07 req/s,0 req/s
2023-05-25 18:45:20,1.18 req/s,0 req/s
2023-05-25 18:45:25,1.38 req/s,0 req/s
2023-05-25 18:45:30,1.67 req/s,0.145 req/s
2023-05-25 18:45:35,1.84 req/s,0.145 req/s
2023-05-25 18:45:40,2.15 req/s,0.236 req/s
2023-05-25 18:45:45,2.35 req/s,0.236 req/s
2023-05-25 18:45:50,2.65 req/s,0.455 req/s
2023-05-25 18:45:55,2.91 req/s,0.673 req/s
2023-05-25 18:46:00,3.20 req/s,0.945 req/s
2023-05-25 18:46:05,3.44 req/s,1.20 req/s
2023-05-25 18:46:10,3.73 req/s,1.40 req/s
2023-05-25 18:46:15,3.80 req/s,1.62 req/s
2023-05-25 18:46:20,3.93 req/s,1.89 req/s
2023-05-25 18:46:25,3.87 req/s,1.85 req/s
2023-05-25 18:46:30,3.89 req/s,2.04 req/s
2023-05-25 18:46:35,3.93 req/s,2.20 req/s
2023-05-25 18:46:40,3.95 req/s,2.27 req/s
2023-05-25 18:46:45,3.93 req/s,2.35 req/s
2023-05-25 18:46:50,4.00 req/s,2.44 req/s
2023-05-25 18:46:55,4.15 req/s,2.22 req/s
2023-05-25 18:47:00,4.11 req/s,1.96 req/s
2023-05-25 18:47:05,4.05 req/s,1.76 req/s
2023-05-25 18:47:10,3.98 req/s,1.56 req/s
2023-05-25 18:47:15,3.87 req/s,1.42 req/s
2023-05-25 18:47:20,4 req/s,1.60 req/s
2023-05-25 18:47:25,4.02 req/s,1.58 req/s
2023-05-25 18:47:30,4.07 req/s,1.60 req/s
2023-05-25 18:47:35,4 req/s,1.53 req/s
2023-05-25 18:47:40,4.02 req/s,1.49 req/s
2023-05-25 18:47:45,3.95 req/s,1.33 req/s
2023-05-25 18:47:50,3.71 req/s,1.31 req/s
2023-05-25 18:47:55,3.60 req/s,1.31 req/s
2023-05-25 18:48:00,3.47 req/s,1.31 req/s
2023-05-25 18:48:05,3.40 req/s,1.29 req/s
2023-05-25 18:48:10,3.35 req/s,1.16 req/s
2023-05-25 18:48:15,3.09 req/s,0.873 req/s
2023-05-25 18:48:20,2.93 req/s,0.709 req/s
2023-05-25 18:48:25,2.67 req/s,0.436 req/s
2023-05-25 18:48:30,2.64 req/s,0.436 req/s
2023-05-25 18:48:35,2.40 req/s,0.182 req/s
2023-05-25 18:48:40,2.25 req/s,0.0364 req/s
2023-05-25 18:48:45,2.16 req/s,0 req/s
2023-05-25 18:48:50,2.22 req/s,0 req/s
2023-05-25 18:48:55,2.18 req/s,0 req/s
2023-05-25 18:49:00,2.24 req/s,0 req/s
2023-05-25 18:49:05,2.16 req/s,0 req/s
2023-05-25 18:49:10,2.16 req/s,0 req/s
2023-05-25 18:49:15,2.22 req/s,0 req/s
2023-05-25 18:49:20,2.20 req/s,0 req/s
2023-05-25 18:49:25,2.18 req/s,0 req/s
2023-05-25 18:49:30,2.18 req/s,0 req/s
2023-05-25 18:49:35,2.22 req/s,0 req/s
2023-05-25 18:49:40,2.20 req/s,0 req/s
2023-05-25 18:49:45,2.09 req/s,0 req/s
2023-05-25 18:49:50,1.95 req/s,0 req/s
2023-05-25 18:49:55,1.80 req/s,0 req/s
2023-05-25 18:50:00,1.65 req/s,0 req/s
2023-05-25 18:50:05,1.51 req/s,0 req/s
2023-05-25 18:50:10,1.31 req/s,0 req/s
2023-05-25 18:50:15,1.15 req/s,0 req/s
2023-05-25 18:50:20,1 req/s,0 req/s
2023-05-25 18:50:25,0.891 req/s,0 req/s
2023-05-25 18:50:30,0.691 req/s,0 req/s
2023-05-25 18:50:35,0.564 req/s,0 req/s
2023-05-25 18:50:40,0.491 req/s,0 req/s
2023-05-25 18:50:45,0.491 req/s,0 req/s
2023-05-25 18:50:50,0.491 req/s,0 req/s
2023-05-25 18:50:55,0.491 req/s,0 req/s
2023-05-25 18:51:00,0.491 req/s,0 req/s
2023-05-25 18:51:05,0.527 req/s,0 req/s
2023-05-25 18:51:10,0.509 req/s,0 req/s
2023-05-25 18:51:15,0.527 req/s,0 req/s
2023-05-25 18:51:20,0.491 req/s,0 req/s
2023-05-25 18:51:25,0.509 req/s,0 req/s
2023-05-25 18:51:30,0.491 req/s,0 req/s
2023-05-25 18:51:35,0.509 req/s,0 req/s
2023-05-25 18:51:40,0.509 req/s,0 req/s
2023-05-25 18:51:45,0.509 req/s,0 req/s
2023-05-25 18:51:50,0.491 req/s,0 req/s
2023-05-25 18:51:55,0.491 req/s,0 req/s
2023-05-25 18:52:00,0.455 req/s,0 req/s
2023-05-25 18:52:05,0.455 req/s,0 req/s
2023-05-25 18:52:10,0.455 req/s,0 req/s
2023-05-25 18:52:15,0.455 req/s,0 req/s
2023-05-25 18:52:20,0.436 req/s,0 req/s
2023-05-25 18:52:25,0.418 req/s,0 req/s
2023-05-25 18:52:30,0.418 req/s,0 req/s
2023-05-25 18:52:35,0.400 req/s,0 req/s
2023-05-25 18:52:40,0.382 req/s,0 req/s
2023-05-25 18:52:45,0.400 req/s,0 req/s
2023-05-25 18:52:50,0.382 req/s,0 req/s
2023-05-25 18:52:55,0.400 req/s,0 req/s
2023-05-25 18:53:00,0.400 req/s,0 req/s
2023-05-25 18:53:05,0.382 req/s,0 req/s
2023-05-25 18:53:10,0.382 req/s,0 req/s
2023-05-25 18:53:15,0.382 req/s,0 req/s
2023-05-25 18:53:20,0.400 req/s,0 req/s
2023-05-25 18:53:25,0.382 req/s,0 req/s
2023-05-25 18:53:30,0.400 req/s,0 req/s
2023-05-25 18:53:35,0.400 req/s,0 req/s
2023-05-25 18:53:40,0.400 req/s,0 req/s
2023-05-25 18:53:45,0.400 req/s,0 req/s
2023-05-25 18:53:50,0.400 req/s,0 req/s
2023-05-25 18:53:55,0.400 req/s,0 req/s
2023-05-25 18:54:00,0.400 req/s,0 req/s
2023-05-25 18:54:05,0.400 req/s,0 req/s
2023-05-25 18:54:10,0.400 req/s,0 req/s
2023-05-25 18:54:15,0.400 req/s,0 req/s
2023-05-25 18:54:20,0.400 req/s,0 req/s
2023-05-25 18:54:25,0.400 req/s,0 req/s
2023-05-25 18:54:30,0.436 req/s,0 req/s
2023-05-25 18:54:35,0.436 req/s,0 req/s
2023-05-25 18:54:40,0.473 req/s,0 req/s
2023-05-25 18:54:45,0.491 req/s,0 req/s
2023-05-25 18:54:50,0.527 req/s,0 req/s
2023-05-25 18:54:55,0.564 req/s,0 req/s
2023-05-25 18:55:00,0.564 req/s,0 req/s
2023-05-25 18:55:05,0.600 req/s,0 req/s
2023-05-25 18:55:10,0.618 req/s,0 req/s
2023-05-25 18:55:15,0.655 req/s,0 req/s
2023-05-25 18:55:20,0.673 req/s,0 req/s
2023-05-25 18:55:25,0.655 req/s,0 req/s
2023-05-25 18:55:30,0.673 req/s,0 req/s
2023-05-25 18:55:35,0.655 req/s,0 req/s
2023-05-25 18:55:40,0.673 req/s,0 req/s
2023-05-25 18:55:45,0.655 req/s,0 req/s
2023-05-25 18:55:50,0.655 req/s,0 req/s
2023-05-25 18:55:55,0.673 req/s,0 req/s
