"Time","Timestamp","cpu_usage","memory_usage","bandwidth_inbound","bandwidth_outbound","tps","tps_error","response_time","Status"
"2023-05-25 18:21:10","1685013670000","0.800%","38.1%","25.4 MB/s","21.9 MB/s","1.31 req/s","0 req/s","744 ms","0"
"2023-05-25 18:21:15","1685013675000","4.40%","38.1%","2.90 GB/s","2.47 GB/s","1.25 req/s","0 req/s","680 ms","0"
"2023-05-25 18:21:20","1685013680000","1.20%","38.1%","21.8 MB/s","19.0 MB/s","1.13 req/s","0 req/s","609 ms","0"
"2023-05-25 18:21:25","1685013685000","4.20%","38.1%","2.35 GB/s","2.00 GB/s","1.07 req/s","0 req/s","595 ms","0"
"2023-05-25 18:21:30","1685013690000","6.00%","38.1%","2.74 GB/s","2.35 GB/s","0.964 req/s","0 req/s","594 ms","0"
"2023-05-25 18:21:35","1685013695000","7.00%","38.1%","5.18 GB/s","4.40 GB/s","0.909 req/s","0 req/s","520 ms","0"
"2023-05-25 18:21:40","1685013700000","3.40%","38.1%","140 MB/s","135 MB/s","0.836 req/s","0 req/s","438 ms","0"
"2023-05-25 18:21:45","1685013705000","9.20%","38.1%","418 MB/s","404 MB/s","0.727 req/s","0 req/s","383 ms","0"
"2023-05-25 18:21:50","1685013710000","1.00%","38.1%","26.1 MB/s","22.6 MB/s","0.636 req/s","0 req/s","364 ms","0"
"2023-05-25 18:21:55","1685013715000","6.20%","38.1%","219 MB/s","212 MB/s","0.564 req/s","0 req/s","316 ms","0"
"2023-05-25 18:22:00","1685013720000","10.8%","38.1%","471 MB/s","455 MB/s","0.564 req/s","0 req/s","371 ms","0"
"2023-05-25 18:22:05","1685013725000","1.000%","38.1%","20.2 MB/s","17.6 MB/s","0.564 req/s","0 req/s","372 ms","0"
"2023-05-25 18:22:10","1685013730000","11.8%","38.1%","443 MB/s","427 MB/s","0.564 req/s","0 req/s","433 ms","0"
"2023-05-25 18:22:15","1685013735000","10.00%","38.1%","433 MB/s","420 MB/s","0.564 req/s","0 req/s","502 ms","0"
"2023-05-25 18:22:20","1685013740000","1.00%","38.1%","17.0 MB/s","14.9 MB/s","0.564 req/s","0 req/s","497 ms","0"
"2023-05-25 18:22:25","1685013745000","2.80%","38.1%","96.9 MB/s","93.3 MB/s","0.564 req/s","0 req/s","474 ms","0"
"2023-05-25 18:22:30","1685013750000","10.8%","38.1%","2.90 GB/s","2.50 GB/s","0.564 req/s","0 req/s","514 ms","0"
"2023-05-25 18:22:35","1685013755000","3.20%","38.1%","2.20 GB/s","1.87 GB/s","0.564 req/s","0 req/s","489 ms","0"
"2023-05-25 18:22:40","1685013760000","6.40%","38.1%","2.47 GB/s","2.12 GB/s","0.564 req/s","0 req/s","445 ms","0"
"2023-05-25 18:22:45","1685013765000","1.20%","38.1%","56.0 MB/s","80.3 MB/s","0.545 req/s","0 req/s","456 ms","0"
"2023-05-25 18:22:50","1685013770000","11.8%","38.1%","2.96 GB/s","2.54 GB/s","0.582 req/s","0 req/s","467 ms","0"
"2023-05-25 18:22:55","1685013775000","0.600%","38.1%","20.9 MB/s","18.1 MB/s","0.564 req/s","0 req/s","403 ms","0"
"2023-05-25 18:23:00","1685013780000","3.40%","38.1%","2.43 GB/s","2.07 GB/s","0.582 req/s","0 req/s","401 ms","0"
"2023-05-25 18:23:05","1685013785000","4.00%","38.1%","2.46 GB/s","2.09 GB/s","0.564 req/s","0 req/s","347 ms","0"
"2023-05-25 18:23:10","1685013790000","5.60%","38.1%","194 MB/s","221 MB/s","0.564 req/s","0 req/s","355 ms","0"
"2023-05-25 18:23:15","1685013795000","7.60%","38.1%","341 MB/s","297 MB/s","0.564 req/s","0 req/s","346 ms","0"
"2023-05-25 18:23:20","1685013800000","4.00%","38.1%","2.68 GB/s","2.28 GB/s","0.545 req/s","0 req/s","355 ms","0"
"2023-05-25 18:23:25","1685013805000","17.6%","38.1%","701 MB/s","678 MB/s","0.564 req/s","0 req/s","415 ms","0"
"2023-05-25 18:23:30","1685013810000","7.60%","38.1%","5.63 GB/s","4.79 GB/s","0.564 req/s","0 req/s","422 ms","0"
"2023-05-25 18:23:35","1685013815000","12.6%","38.1%","2.99 GB/s","2.58 GB/s","0.564 req/s","0 req/s","461 ms","0"
"2023-05-25 18:23:40","1685013820000","0.600%","38.1%","28.4 MB/s","24.6 MB/s","0.582 req/s","0 req/s","451 ms","0"
"2023-05-25 18:23:45","1685013825000","1.00%","38.1%","10.2 MB/s","8.85 MB/s","0.564 req/s","0 req/s","402 ms","0"
"2023-05-25 18:23:50","1685013830000","4.40%","38.1%","2.56 GB/s","2.18 GB/s","0.564 req/s","0 req/s","399 ms","0"
"2023-05-25 18:23:55","1685013835000","7.60%","38.1%","237 MB/s","271 MB/s","0.564 req/s","0 req/s","471 ms","0"
"2023-05-25 18:24:00","1685013840000","9.60%","38.1%","439 MB/s","421 MB/s","0.564 req/s","0 req/s","534 ms","0"
"2023-05-25 18:24:05","1685013845000","12.4%","38.1%","4.39 GB/s","4.08 GB/s","0.564 req/s","0 req/s","472 ms","0"
"2023-05-25 18:24:10","1685013850000","6.00%","38.5%","1.23 GB/s","717 MB/s","0.564 req/s","0 req/s","510 ms","0"
"2023-05-25 18:24:15","1685013855000","10.2%","38.5%","1.44 GB/s","1.68 GB/s","0.582 req/s","0 req/s","542 ms","0"
"2023-05-25 18:24:20","1685013860000","0.600%","38.5%","1.18 GB/s","594 MB/s","0.527 req/s","0 req/s","459 ms","0"
"2023-05-25 18:24:25","1685013865000","7.80%","38.5%","292 MB/s","282 MB/s","0.527 req/s","0 req/s","498 ms","0"
"2023-05-25 18:24:30","1685013870000","0.800%","38.5%","10.7 MB/s","9.26 MB/s","0.509 req/s","0 req/s","444 ms","0"
"2023-05-25 18:24:35","1685013875000","3.60%","38.5%","2.73 GB/s","2.32 GB/s","0.491 req/s","0 req/s","463 ms","0"
"2023-05-25 18:24:40","1685013880000","4.20%","38.5%","1.24 GB/s","1.60 GB/s","0.473 req/s","0 req/s","476 ms","0"
"2023-05-25 18:24:45","1685013885000","0.800%","38.5%","1.58 GB/s","792 MB/s","0.455 req/s","0 req/s","501 ms","0"
"2023-05-25 18:24:50","1685013890000","4.00%","38.5%","2.78 GB/s","2.37 GB/s","0.418 req/s","0 req/s","424 ms","0"
"2023-05-25 18:24:55","1685013895000","3.60%","38.5%","2.55 GB/s","2.17 GB/s","0.418 req/s","0 req/s","339 ms","0"
"2023-05-25 18:25:00","1685013900000","0.800%","38.5%","17.2 MB/s","14.8 MB/s","0.400 req/s","0 req/s","327 ms","0"
"2023-05-25 18:25:05","1685013905000","0.800%","38.5%","19.5 MB/s","16.8 MB/s","0.382 req/s","0 req/s","279 ms","0"
"2023-05-25 18:25:10","1685013910000","0.800%","38.5%","5.56 MB/s","4.83 MB/s","0.364 req/s","0 req/s","237 ms","0"
"2023-05-25 18:25:15","1685013915000","4.00%","38.3%","143 MB/s","139 MB/s","0.364 req/s","0 req/s","237 ms","0"
"2023-05-25 18:25:20","1685013920000","3.60%","38.3%","2.72 GB/s","2.31 GB/s","0.364 req/s","0 req/s","180 ms","0"
"2023-05-25 18:25:25","1685013925000","3.40%","38.3%","2.65 GB/s","2.26 GB/s","0.364 req/s","0 req/s","191 ms","0"
"2023-05-25 18:25:30","1685013930000","7.20%","38.3%","158 MB/s","155 MB/s","0.364 req/s","0 req/s","251 ms","0"
"2023-05-25 18:25:35","1685013935000","4.20%","38.3%","181 MB/s","150 MB/s","0.345 req/s","0 req/s","241 ms","0"
"2023-05-25 18:25:40","1685013940000","12.4%","38.3%","460 MB/s","447 MB/s","0.345 req/s","0 req/s","340 ms","0"
"2023-05-25 18:25:45","1685013945000","12.8%","38.1%","436 MB/s","424 MB/s","0.364 req/s","0 req/s","441 ms","0"
"2023-05-25 18:25:50","1685013950000","5.40%","38.1%","133 MB/s","129 MB/s","0.364 req/s","0 req/s","458 ms","0"
"2023-05-25 18:25:55","1685013955000","6.00%","38.1%","144 MB/s","161 MB/s","0.364 req/s","0 req/s","516 ms","0"
"2023-05-25 18:26:00","1685013960000","2.60%","38.1%","99.4 MB/s","73.8 MB/s","0.364 req/s","0 req/s","512 ms","0"
"2023-05-25 18:26:05","1685013965000","0.800%","38.1%","8.13 MB/s","7.10 MB/s","0.345 req/s","0 req/s","495 ms","0"
"2023-05-25 18:26:10","1685013970000","12.0%","38.1%","434 MB/s","423 MB/s","0.364 req/s","0 req/s","598 ms","0"
"2023-05-25 18:26:15","1685013975000","4.40%","38.1%","2.79 GB/s","2.38 GB/s","0.364 req/s","0 req/s","600 ms","0"
"2023-05-25 18:26:20","1685013980000","3.40%","38.1%","2.44 GB/s","2.07 GB/s","0.364 req/s","0 req/s","599 ms","0"
"2023-05-25 18:26:25","1685013985000","1.20%","38.1%","6.04 MB/s","5.82 MB/s","0.364 req/s","0 req/s","526 ms","0"
"2023-05-25 18:26:30","1685013990000","0.600%","38.1%","14.9 MB/s","12.8 MB/s","0.364 req/s","0 req/s","526 ms","0"
"2023-05-25 18:26:35","1685013995000","5.00%","38.1%","213 MB/s","206 MB/s","0.364 req/s","0 req/s","465 ms","0"
"2023-05-25 18:26:40","1685014000000","4.00%","38.1%","2.50 GB/s","2.12 GB/s","0.364 req/s","0 req/s","366 ms","0"
"2023-05-25 18:26:45","1685014005000","6.00%","38.1%","199 MB/s","226 MB/s","0.364 req/s","0 req/s","419 ms","0"
"2023-05-25 18:26:50","1685014010000","4.20%","38.1%","543 MB/s","883 MB/s","0.364 req/s","0 req/s","372 ms","0"
"2023-05-25 18:26:55","1685014015000","2.80%","38.1%","2.41 GB/s","1.62 GB/s","0.345 req/s","0 req/s","383 ms","0"
"2023-05-25 18:27:00","1685014020000","8.40%","38.1%","409 MB/s","396 MB/s","0.364 req/s","0 req/s","470 ms","0"
"2023-05-25 18:27:05","1685014025000","3.60%","38.1%","2.49 GB/s","2.11 GB/s","0.364 req/s","0 req/s","361 ms","0"
"2023-05-25 18:27:10","1685014030000","5.00%","38.1%","180 MB/s","174 MB/s","0.364 req/s","0 req/s","392 ms","0"
"2023-05-25 18:27:15","1685014035000","3.80%","38.1%","1.52 GB/s","1.66 GB/s","0.382 req/s","0 req/s","377 ms","0"
"2023-05-25 18:27:20","1685014040000","17.8%","38.1%","4.20 GB/s","3.30 GB/s","0.436 req/s","0 req/s","561 ms","0"
"2023-05-25 18:27:25","1685014045000","14.8%","38.1%","7.86 GB/s","6.70 GB/s","0.564 req/s","0 req/s","530 ms","0"
"2023-05-25 18:27:30","1685014050000","6.40%","38.1%","4.75 GB/s","4.06 GB/s","0.636 req/s","0 req/s","519 ms","0"
"2023-05-25 18:27:35","1685014055000","22.2%","37.5%","8.19 GB/s","7.04 GB/s","0.709 req/s","0 req/s","540 ms","0"
"2023-05-25 18:27:40","1685014060000","17.2%","37.5%","5.96 GB/s","5.11 GB/s","0.800 req/s","0 req/s","529 ms","0"
"2023-05-25 18:27:45","1685014065000","3.40%","37.5%","136 MB/s","160 MB/s","0.855 req/s","0 req/s","541 ms","0"
"2023-05-25 18:27:50","1685014070000","34.6%","37.5%","3.77 GB/s","3.34 GB/s","0.964 req/s","0 req/s","630 ms","0"
"2023-05-25 18:27:55","1685014075000","16.4%","37.7%","5.98 GB/s","5.14 GB/s","1.07 req/s","0 req/s","587 ms","0"
"2023-05-25 18:28:00","1685014080000","10%","37.7%","2.76 GB/s","2.39 GB/s","1.13 req/s","0 req/s","618 ms","0"
"2023-05-25 18:28:05","1685014085000","12.8%","37.7%","5.02 GB/s","4.33 GB/s","1.22 req/s","0 req/s","612 ms","0"
"2023-05-25 18:28:10","1685014090000","23.4%","37.7%","5.75 GB/s","4.98 GB/s","1.27 req/s","0 req/s","645 ms","0"
"2023-05-25 18:28:15","1685014095000","22.8%","37.4%","2.49 GB/s","2.60 GB/s","1.29 req/s","0 req/s","649 ms","0"
"2023-05-25 18:28:20","1685014100000","28.0%","37.5%","4.39 GB/s","3.50 GB/s","1.25 req/s","0 req/s","708 ms","0"
"2023-05-25 18:28:25","1685014105000","23.2%","37.4%","5.52 GB/s","4.79 GB/s","1.27 req/s","0 req/s","738 ms","0"
"2023-05-25 18:28:30","1685014110000","16.4%","37.4%","5.93 GB/s","5.06 GB/s","1.29 req/s","0 req/s","739 ms","0"
"2023-05-25 18:28:35","1685014115000","20%","37.9%","3.42 GB/s","3.01 GB/s","1.29 req/s","0 req/s","766 ms","0"
"2023-05-25 18:28:40","1685014120000","23.4%","37.6%","3.42 GB/s","2.99 GB/s","1.31 req/s","0 req/s","793 ms","0"
"2023-05-25 18:28:45","1685014125000","30.2%","37.6%","5.84 GB/s","5.18 GB/s","1.31 req/s","0 req/s","827 ms","0"
"2023-05-25 18:28:50","1685014130000","21.6%","37.6%","8.26 GB/s","7.08 GB/s","1.27 req/s","0 req/s","856 ms","0"
"2023-05-25 18:28:55","1685014135000","23.6%","37.4%","8.87 GB/s","7.61 GB/s","1.33 req/s","0 req/s","836 ms","0"
"2023-05-25 18:29:00","1685014140000","12.6%","37.4%","5.62 GB/s","4.79 GB/s","1.31 req/s","0 req/s","819 ms","0"
"2023-05-25 18:29:05","1685014145000","20.6%","37.4%","5.72 GB/s","4.96 GB/s","1.31 req/s","0 req/s","817 ms","0"
"2023-05-25 18:29:10","1685014150000","21.2%","37.4%","3.53 GB/s","3.09 GB/s","1.33 req/s","0 req/s","790 ms","0"
"2023-05-25 18:29:15","1685014155000","11.4%","37.4%","2.72 GB/s","2.35 GB/s","1.33 req/s","0 req/s","742 ms","0"
"2023-05-25 18:29:20","1685014160000","15.2%","37.4%","2.77 GB/s","2.42 GB/s","1.31 req/s","0 req/s","746 ms","0"
"2023-05-25 18:29:25","1685014165000","25.2%","37.2%","13.6 GB/s","11.6 GB/s","1.33 req/s","0 req/s","740 ms","0"
"2023-05-25 18:29:30","1685014170000","12.6%","37.6%","2.77 GB/s","2.37 GB/s","1.31 req/s","0 req/s","709 ms","0"
"2023-05-25 18:29:35","1685014175000","10.8%","37.6%","7.05 GB/s","6.03 GB/s","1.27 req/s","0 req/s","665 ms","0"
"2023-05-25 18:29:40","1685014180000","20.0%","37.8%","3.24 GB/s","2.85 GB/s","1.31 req/s","0 req/s","609 ms","0"
"2023-05-25 18:29:45","1685014185000","4.40%","37.8%","2.80 GB/s","2.38 GB/s","1.31 req/s","0 req/s","571 ms","0"
