"Time","bandwidth_inbound","bandwidth_outbound"
2023-09-08 03:59:10,4.32 GB/s,3.95 GB/s
2023-09-08 03:59:15,7.46 GB/s,6.60 GB/s
2023-09-08 03:59:20,5.00 GB/s,4.58 GB/s
2023-09-08 03:59:25,4.69 GB/s,3.91 GB/s
2023-09-08 03:59:30,4.52 GB/s,3.97 GB/s
2023-09-08 03:59:35,2.09 GB/s,1.86 GB/s
2023-09-08 03:59:40,1.96 GB/s,1.73 GB/s
2023-09-08 03:59:45,4.36 GB/s,4.02 GB/s
2023-09-08 03:59:50,7.64 GB/s,6.55 GB/s
2023-09-08 03:59:55,9.89 GB/s,8.44 GB/s
2023-09-08 04:00:00,5.13 GB/s,4.60 GB/s
2023-09-08 04:00:05,7.60 GB/s,6.71 GB/s
2023-09-08 04:00:10,4.63 GB/s,4.03 GB/s
2023-09-08 04:00:15,8.59 GB/s,7.54 GB/s
2023-09-08 04:00:20,5.41 GB/s,4.62 GB/s
2023-09-08 04:00:25,7.04 GB/s,6.13 GB/s
2023-09-08 04:00:30,5.35 GB/s,4.69 GB/s
2023-09-08 04:00:35,7.10 GB/s,6.23 GB/s
2023-09-08 04:00:40,8.92 GB/s,7.60 GB/s
2023-09-08 04:00:45,8.88 GB/s,7.69 GB/s
2023-09-08 04:00:50,8.36 GB/s,7.41 GB/s
2023-09-08 04:00:55,2.31 GB/s,2.16 GB/s
2023-09-08 04:01:00,3.66 GB/s,3.78 GB/s
2023-09-08 04:01:05,4.37 GB/s,3.97 GB/s
2023-09-08 04:01:10,4.10 GB/s,3.58 GB/s
2023-09-08 04:01:15,6.94 GB/s,5.98 GB/s
2023-09-08 04:01:20,12.9 GB/s,11.4 GB/s
2023-09-08 04:01:25,6.31 GB/s,5.60 GB/s
2023-09-08 04:01:30,9.55 GB/s,8.41 GB/s
2023-09-08 04:01:35,4.11 GB/s,3.60 GB/s
2023-09-08 04:01:40,6.02 GB/s,6.25 GB/s
2023-09-08 04:01:45,11.1 GB/s,10.4 GB/s
2023-09-08 04:01:50,3.98 GB/s,3.46 GB/s
2023-09-08 04:01:55,5.04 GB/s,4.59 GB/s
2023-09-08 04:02:00,9.88 GB/s,8.43 GB/s
2023-09-08 04:02:05,7.92 GB/s,7.00 GB/s
2023-09-08 04:02:10,3.51 GB/s,3.47 GB/s
2023-09-08 04:02:15,13.2 GB/s,11.2 GB/s
2023-09-08 04:02:20,6.73 GB/s,6.49 GB/s
2023-09-08 04:02:25,11.7 GB/s,9.54 GB/s
2023-09-08 04:02:30,8.21 GB/s,7.11 GB/s
2023-09-08 04:02:35,8.81 GB/s,7.76 GB/s
2023-09-08 04:02:40,5.34 GB/s,5.39 GB/s
2023-09-08 04:02:45,6.68 GB/s,6.52 GB/s
2023-09-08 04:02:50,6.99 GB/s,6.25 GB/s
2023-09-08 04:02:55,15.6 GB/s,13.3 GB/s
2023-09-08 04:03:00,6.59 GB/s,5.71 GB/s
2023-09-08 04:03:05,3.98 GB/s,3.44 GB/s
2023-09-08 04:03:10,8.33 GB/s,7.34 GB/s
2023-09-08 04:03:15,4.92 GB/s,4.26 GB/s
2023-09-08 04:03:20,6.23 GB/s,5.43 GB/s
2023-09-08 04:03:25,8.55 GB/s,7.43 GB/s
2023-09-08 04:03:30,10.6 GB/s,9.25 GB/s
2023-09-08 04:03:35,7.96 GB/s,7.04 GB/s
2023-09-08 04:03:40,13.3 GB/s,11.5 GB/s
2023-09-08 04:03:45,7.14 GB/s,6.85 GB/s
2023-09-08 04:03:50,10.2 GB/s,8.36 GB/s
2023-09-08 04:03:55,6.81 GB/s,6.00 GB/s
2023-09-08 04:04:00,2.98 GB/s,2.57 GB/s
2023-09-08 04:04:05,7.01 GB/s,6.09 GB/s
2023-09-08 04:04:10,9.72 GB/s,8.45 GB/s
2023-09-08 04:04:15,7.24 GB/s,6.31 GB/s
2023-09-08 04:04:20,3.84 GB/s,3.45 GB/s
2023-09-08 04:04:25,5.28 GB/s,4.93 GB/s
2023-09-08 04:04:30,11.5 GB/s,9.66 GB/s
2023-09-08 04:04:35,11.2 GB/s,9.70 GB/s
2023-09-08 04:04:40,6.26 GB/s,5.48 GB/s
2023-09-08 04:04:45,9.99 GB/s,8.61 GB/s
2023-09-08 04:04:50,5.95 GB/s,5.13 GB/s
2023-09-08 04:04:55,2.18 GB/s,1.88 GB/s
2023-09-08 04:05:00,2.78 GB/s,2.51 GB/s
2023-09-08 04:05:05,5.55 GB/s,4.79 GB/s
2023-09-08 04:05:10,7.49 GB/s,6.88 GB/s
2023-09-08 04:05:15,8.55 GB/s,7.07 GB/s
2023-09-08 04:05:20,4.61 GB/s,4.15 GB/s
2023-09-08 04:05:25,3.98 GB/s,3.48 GB/s
2023-09-08 04:05:30,5.69 GB/s,5.11 GB/s
2023-09-08 04:05:35,11.0 GB/s,9.41 GB/s
2023-09-08 04:05:40,5.78 GB/s,5.22 GB/s
2023-09-08 04:05:45,11.4 GB/s,9.92 GB/s
2023-09-08 04:05:50,4.07 GB/s,3.60 GB/s
2023-09-08 04:05:55,4.64 GB/s,4.17 GB/s
2023-09-08 04:06:00,4.45 GB/s,3.93 GB/s
2023-09-08 04:06:05,2.12 GB/s,1.89 GB/s
2023-09-08 04:06:10,11.3 GB/s,9.93 GB/s
2023-09-08 04:06:15,1.94 GB/s,1.77 GB/s
2023-09-08 04:06:20,2.36 GB/s,2.17 GB/s
2023-09-08 04:06:25,8.69 GB/s,7.84 GB/s
2023-09-08 04:06:30,4.20 GB/s,3.93 GB/s
2023-09-08 04:06:35,9.43 GB/s,8.04 GB/s
2023-09-08 04:06:40,11.8 GB/s,10.2 GB/s
2023-09-08 04:06:45,3.39 GB/s,3.16 GB/s
2023-09-08 04:06:50,12.2 GB/s,10.5 GB/s
2023-09-08 04:06:55,1.59 GB/s,1.43 GB/s
2023-09-08 04:07:00,1.74 GB/s,1.53 GB/s
2023-09-08 04:07:05,4.75 GB/s,4.28 GB/s
2023-09-08 04:07:10,11.6 GB/s,10.1 GB/s
2023-09-08 04:07:15,6.68 GB/s,5.72 GB/s
2023-09-08 04:07:20,5.68 GB/s,5.11 GB/s
2023-09-08 04:07:25,9.97 GB/s,9.26 GB/s
2023-09-08 04:07:30,5.68 GB/s,4.26 GB/s
2023-09-08 04:07:35,5.18 GB/s,4.67 GB/s
2023-09-08 04:07:40,9.06 GB/s,7.89 GB/s
2023-09-08 04:07:45,2.53 GB/s,2.33 GB/s
2023-09-08 04:07:50,4.71 GB/s,4.18 GB/s
2023-09-08 04:07:55,7.44 GB/s,6.43 GB/s
2023-09-08 04:08:00,10.8 GB/s,9.37 GB/s
2023-09-08 04:08:05,4.83 GB/s,4.29 GB/s
2023-09-08 04:08:10,8.19 GB/s,7.22 GB/s
2023-09-08 04:08:15,2.83 GB/s,2.66 GB/s
2023-09-08 04:08:20,6.59 GB/s,5.82 GB/s
2023-09-08 04:08:25,6.25 GB/s,5.41 GB/s
2023-09-08 04:08:30,13.8 GB/s,11.9 GB/s
2023-09-08 04:08:35,7.96 GB/s,6.84 GB/s
2023-09-08 04:08:40,7.71 GB/s,6.78 GB/s
2023-09-08 04:08:45,5.83 GB/s,5.18 GB/s
2023-09-08 04:08:50,5.12 GB/s,4.40 GB/s
2023-09-08 04:08:55,4.81 GB/s,4.35 GB/s
2023-09-08 04:09:00,3.89 GB/s,3.36 GB/s
2023-09-08 04:09:05,2.46 GB/s,2.34 GB/s
2023-09-08 04:09:10,5.72 GB/s,5.07 GB/s
2023-09-08 04:09:15,3.41 GB/s,3.04 GB/s
2023-09-08 04:09:20,5.56 GB/s,4.98 GB/s
2023-09-08 04:09:25,7.70 GB/s,6.85 GB/s
2023-09-08 04:09:30,9.76 GB/s,8.69 GB/s
2023-09-08 04:09:35,8.97 GB/s,7.67 GB/s
2023-09-08 04:09:40,5.43 GB/s,4.65 GB/s
2023-09-08 04:09:45,3.24 GB/s,2.87 GB/s
2023-09-08 04:09:50,7.85 GB/s,6.82 GB/s
2023-09-08 04:09:55,2.82 GB/s,2.62 GB/s
2023-09-08 04:10:00,10.5 GB/s,9.61 GB/s
2023-09-08 04:10:05,7.44 GB/s,6.15 GB/s
2023-09-08 04:10:10,7.15 GB/s,7.29 GB/s
2023-09-08 04:10:15,6.19 GB/s,4.25 GB/s
2023-09-08 04:10:20,8.78 GB/s,7.57 GB/s
2023-09-08 04:10:25,5.22 GB/s,4.64 GB/s
2023-09-08 04:10:30,7.74 GB/s,6.71 GB/s
2023-09-08 04:10:35,2.62 GB/s,2.30 GB/s
2023-09-08 04:10:40,3.11 GB/s,2.75 GB/s
2023-09-08 04:10:45,1.35 GB/s,1.27 GB/s
2023-09-08 04:10:50,5.00 GB/s,4.46 GB/s
2023-09-08 04:10:55,11.5 GB/s,9.98 GB/s
2023-09-08 04:11:00,2.74 GB/s,2.49 GB/s
2023-09-08 04:11:05,3.89 GB/s,3.31 GB/s
2023-09-08 04:11:10,4.30 GB/s,3.79 GB/s
2023-09-08 04:11:15,5.93 GB/s,5.25 GB/s
2023-09-08 04:11:20,6.29 GB/s,5.45 GB/s
2023-09-08 04:11:25,5.73 GB/s,5.04 GB/s
2023-09-08 04:11:30,3.53 GB/s,3.09 GB/s
2023-09-08 04:11:35,2.78 GB/s,2.54 GB/s
2023-09-08 04:11:40,4.91 GB/s,4.21 GB/s
2023-09-08 04:11:45,3.24 GB/s,2.91 GB/s
2023-09-08 04:11:50,3.11 GB/s,2.77 GB/s
2023-09-08 04:11:55,9.12 GB/s,8.06 GB/s
2023-09-08 04:12:00,6.51 GB/s,5.67 GB/s
2023-09-08 04:12:05,6.11 GB/s,5.15 GB/s
2023-09-08 04:12:10,1.47 GB/s,1.27 GB/s
2023-09-08 04:12:15,2.10 GB/s,1.90 GB/s
2023-09-08 04:12:20,6.80 GB/s,6.26 GB/s
2023-09-08 04:12:25,7.40 GB/s,6.20 GB/s
2023-09-08 04:12:30,3.84 GB/s,3.46 GB/s
2023-09-08 04:12:35,8.36 GB/s,7.29 GB/s
2023-09-08 04:12:40,2.79 GB/s,2.42 GB/s
2023-09-08 04:12:45,8.53 GB/s,7.75 GB/s
2023-09-08 04:12:50,8.40 GB/s,7.34 GB/s
2023-09-08 04:12:55,4.54 GB/s,3.88 GB/s
2023-09-08 04:13:00,2.79 GB/s,2.68 GB/s
2023-09-08 04:13:05,5.28 GB/s,4.53 GB/s
2023-09-08 04:13:10,11.1 GB/s,9.73 GB/s
2023-09-08 04:13:15,4.59 GB/s,4.15 GB/s
2023-09-08 04:13:20,6.20 GB/s,5.41 GB/s
2023-09-08 04:13:25,8.77 GB/s,7.73 GB/s
2023-09-08 04:13:30,12.5 GB/s,10.9 GB/s
2023-09-08 04:13:35,6.71 GB/s,5.75 GB/s
2023-09-08 04:13:40,13.3 GB/s,11.5 GB/s
2023-09-08 04:13:45,5.07 GB/s,4.54 GB/s
2023-09-08 04:13:50,8.89 GB/s,7.63 GB/s
2023-09-08 04:13:55,10.2 GB/s,8.93 GB/s
2023-09-08 04:14:00,1.63 GB/s,1.54 GB/s
2023-09-08 04:14:05,4.34 GB/s,3.84 GB/s
2023-09-08 04:14:10,7.99 GB/s,7.09 GB/s
2023-09-08 04:14:15,5.42 GB/s,5.00 GB/s
2023-09-08 04:14:20,9.95 GB/s,8.39 GB/s
2023-09-08 04:14:25,6.52 GB/s,6.23 GB/s
2023-09-08 04:14:30,12.6 GB/s,10.5 GB/s
2023-09-08 04:14:35,9.62 GB/s,8.38 GB/s
2023-09-08 04:14:40,5.86 GB/s,5.39 GB/s
2023-09-08 04:14:45,5.39 GB/s,4.58 GB/s
2023-09-08 04:14:50,5.00 GB/s,4.34 GB/s
2023-09-08 04:14:55,7.41 GB/s,6.49 GB/s
2023-09-08 04:15:00,2.83 GB/s,2.54 GB/s
2023-09-08 04:15:05,1.36 GB/s,1.96 GB/s
2023-09-08 04:15:10,7.57 GB/s,6.05 GB/s
2023-09-08 04:15:15,4.32 GB/s,3.75 GB/s
2023-09-08 04:15:20,10.8 GB/s,9.36 GB/s
2023-09-08 04:15:25,8.95 GB/s,7.71 GB/s
2023-09-08 04:15:30,5.46 GB/s,4.69 GB/s
2023-09-08 04:15:35,4.63 GB/s,3.96 GB/s
2023-09-08 04:15:40,7.63 GB/s,6.62 GB/s
2023-09-08 04:15:45,1.50 GB/s,1.44 GB/s
2023-09-08 04:15:50,8.88 GB/s,7.66 GB/s
2023-09-08 04:15:55,4.10 GB/s,4.13 GB/s
2023-09-08 04:16:00,3.24 GB/s,2.24 GB/s
2023-09-08 04:16:05,3.40 GB/s,3.01 GB/s
2023-09-08 04:16:10,10.7 GB/s,9.37 GB/s
2023-09-08 04:16:15,5.05 GB/s,4.48 GB/s
2023-09-08 04:16:20,8.42 GB/s,7.32 GB/s
2023-09-08 04:16:25,6.23 GB/s,5.97 GB/s
2023-09-08 04:16:30,10.1 GB/s,8.40 GB/s
2023-09-08 04:16:35,5.16 GB/s,4.60 GB/s
2023-09-08 04:16:40,4.37 GB/s,3.83 GB/s
2023-09-08 04:16:45,8.93 GB/s,8.37 GB/s
2023-09-08 04:16:50,6.11 GB/s,4.87 GB/s
2023-09-08 04:16:55,5.62 GB/s,4.95 GB/s
2023-09-08 04:17:00,1.54 GB/s,1.37 GB/s
2023-09-08 04:17:05,2.84 GB/s,2.68 GB/s
2023-09-08 04:17:10,10.5 GB/s,9.74 GB/s
2023-09-08 04:17:15,13.7 GB/s,11.4 GB/s
2023-09-08 04:17:20,5.24 GB/s,4.26 GB/s
2023-09-08 04:17:25,5.30 GB/s,4.58 GB/s
2023-09-08 04:17:30,3.76 GB/s,3.62 GB/s
2023-09-08 04:17:35,5.92 GB/s,5.12 GB/s
2023-09-08 04:17:40,6.57 GB/s,5.80 GB/s
2023-09-08 04:17:45,7.40 GB/s,6.45 GB/s
2023-09-08 04:17:50,6.38 GB/s,5.74 GB/s
2023-09-08 04:17:55,9.03 GB/s,7.64 GB/s
2023-09-08 04:18:00,3.59 GB/s,3.34 GB/s
2023-09-08 04:18:05,15.5 GB/s,13.4 GB/s
2023-09-08 04:18:10,9.45 GB/s,8.41 GB/s
2023-09-08 04:18:15,4.09 GB/s,3.74 GB/s
2023-09-08 04:18:20,9.29 GB/s,8.18 GB/s
2023-09-08 04:18:25,7.79 GB/s,6.78 GB/s
2023-09-08 04:18:30,4.46 GB/s,3.92 GB/s
2023-09-08 04:18:35,7.00 GB/s,6.09 GB/s
2023-09-08 04:18:40,1.86 GB/s,1.71 GB/s
2023-09-08 04:18:45,9.05 GB/s,7.94 GB/s
2023-09-08 04:18:50,5.34 GB/s,4.66 GB/s
2023-09-08 04:18:55,2.26 GB/s,2.00 GB/s
2023-09-08 04:19:00,2.61 GB/s,2.33 GB/s
2023-09-08 04:19:05,2.46 GB/s,2.35 GB/s
2023-09-08 04:19:10,11.2 GB/s,9.59 GB/s
2023-09-08 04:19:15,3.05 GB/s,2.94 GB/s
2023-09-08 04:19:20,1.88 GB/s,1.71 GB/s
2023-09-08 04:19:25,2.56 GB/s,2.55 GB/s
2023-09-08 04:19:30,6.54 GB/s,5.77 GB/s
2023-09-08 04:19:35,4.41 GB/s,3.84 GB/s
2023-09-08 04:19:40,8.23 GB/s,7.14 GB/s
2023-09-08 04:19:45,7.02 GB/s,6.10 GB/s
2023-09-08 04:19:50,3.33 GB/s,2.90 GB/s
2023-09-08 04:19:55,9.61 GB/s,8.36 GB/s
2023-09-08 04:20:00,3.52 GB/s,3.12 GB/s
2023-09-08 04:20:05,7.44 GB/s,6.50 GB/s
2023-09-08 04:20:10,7.39 GB/s,6.35 GB/s
2023-09-08 04:20:15,6.98 GB/s,6.15 GB/s
2023-09-08 04:20:20,4.97 GB/s,4.43 GB/s
2023-09-08 04:20:25,13.2 GB/s,11.3 GB/s
2023-09-08 04:20:30,12.7 GB/s,11.1 GB/s
2023-09-08 04:20:35,4.85 GB/s,4.29 GB/s
2023-09-08 04:20:40,6.87 GB/s,5.96 GB/s
2023-09-08 04:20:45,14.1 GB/s,12.2 GB/s
2023-09-08 04:20:50,11.2 GB/s,9.70 GB/s
2023-09-08 04:20:55,8.59 GB/s,7.40 GB/s
2023-09-08 04:21:00,1.75 GB/s,1.74 GB/s
2023-09-08 04:21:05,6.35 GB/s,5.47 GB/s
2023-09-08 04:21:10,6.70 GB/s,5.78 GB/s
2023-09-08 04:21:15,5.07 GB/s,4.60 GB/s
2023-09-08 04:21:20,10.2 GB/s,8.85 GB/s
2023-09-08 04:21:25,7.89 GB/s,7.10 GB/s
2023-09-08 04:21:30,1.77 GB/s,1.52 GB/s
2023-09-08 04:21:35,6.17 GB/s,5.43 GB/s
2023-09-08 04:21:40,10.3 GB/s,8.94 GB/s
2023-09-08 04:21:45,8.85 GB/s,8.29 GB/s
2023-09-08 04:21:50,11.0 GB/s,9.29 GB/s
2023-09-08 04:21:55,7.04 GB/s,6.18 GB/s
2023-09-08 04:22:00,3.46 GB/s,3.13 GB/s
2023-09-08 04:22:05,2.23 GB/s,2.00 GB/s
2023-09-08 04:22:10,5.43 GB/s,4.66 GB/s
2023-09-08 04:22:15,2.59 GB/s,2.43 GB/s
2023-09-08 04:22:20,5.49 GB/s,5.59 GB/s
2023-09-08 04:22:25,4.57 GB/s,4.48 GB/s
2023-09-08 04:22:30,3.94 GB/s,3.42 GB/s
2023-09-08 04:22:35,5.53 GB/s,4.88 GB/s
2023-09-08 04:22:40,5.31 GB/s,4.73 GB/s
2023-09-08 04:22:45,5.17 GB/s,4.45 GB/s
2023-09-08 04:22:50,2.99 GB/s,2.72 GB/s
2023-09-08 04:22:55,5.60 GB/s,4.79 GB/s
2023-09-08 04:23:00,6.71 GB/s,5.86 GB/s
2023-09-08 04:23:05,9.32 GB/s,8.04 GB/s
2023-09-08 04:23:10,4.57 GB/s,4.02 GB/s
2023-09-08 04:23:15,5.74 GB/s,5.10 GB/s
2023-09-08 04:23:20,5.41 GB/s,4.94 GB/s
2023-09-08 04:23:25,6.76 GB/s,5.83 GB/s
2023-09-08 04:23:30,2.69 GB/s,2.37 GB/s
2023-09-08 04:23:35,1.55 GB/s,1.48 GB/s
2023-09-08 04:23:40,11.5 GB/s,9.86 GB/s
2023-09-08 04:23:45,3.27 GB/s,3.20 GB/s
2023-09-08 04:23:50,8.27 GB/s,7.13 GB/s
2023-09-08 04:23:55,5.48 GB/s,5.52 GB/s
2023-09-08 04:24:00,5.32 GB/s,3.90 GB/s
2023-09-08 04:24:05,3.01 GB/s,2.63 GB/s
2023-09-08 04:24:10,9.14 GB/s,8.07 GB/s
2023-09-08 04:24:15,9.71 GB/s,8.60 GB/s
2023-09-08 04:24:20,4.62 GB/s,4.09 GB/s
2023-09-08 04:24:25,5.59 GB/s,4.92 GB/s
2023-09-08 04:24:30,8.80 GB/s,8.99 GB/s
2023-09-08 04:24:35,9.36 GB/s,8.43 GB/s
2023-09-08 04:24:40,4.79 GB/s,4.22 GB/s
2023-09-08 04:24:45,4.01 GB/s,3.64 GB/s
2023-09-08 04:24:50,12.1 GB/s,10.4 GB/s
2023-09-08 04:24:55,4.11 GB/s,3.69 GB/s
2023-09-08 04:25:00,5.03 GB/s,4.35 GB/s
2023-09-08 04:25:05,5.62 GB/s,4.92 GB/s
2023-09-08 04:25:10,5.58 GB/s,4.90 GB/s
2023-09-08 04:25:15,7.51 GB/s,6.49 GB/s
2023-09-08 04:25:20,12.1 GB/s,10.4 GB/s
2023-09-08 04:25:25,3.55 GB/s,3.22 GB/s
2023-09-08 04:25:30,6.81 GB/s,5.85 GB/s
2023-09-08 04:25:35,8.84 GB/s,7.55 GB/s
2023-09-08 04:25:40,4.53 GB/s,3.94 GB/s
2023-09-08 04:25:45,7.99 GB/s,6.92 GB/s
2023-09-08 04:25:50,7.85 GB/s,6.87 GB/s
2023-09-08 04:25:55,5.50 GB/s,5.11 GB/s
2023-09-08 04:26:00,10.0 GB/s,9.06 GB/s
2023-09-08 04:26:05,6.70 GB/s,6.32 GB/s
2023-09-08 04:26:10,3.13 GB/s,3.14 GB/s
2023-09-08 04:26:15,16.7 GB/s,14.2 GB/s
2023-09-08 04:26:20,13.6 GB/s,11.7 GB/s
2023-09-08 04:26:25,3.36 GB/s,3.05 GB/s
2023-09-08 04:26:30,4.91 GB/s,4.39 GB/s
2023-09-08 04:26:35,11.6 GB/s,9.97 GB/s
2023-09-08 04:26:40,1.23 GB/s,1.19 GB/s
2023-09-08 04:26:45,15.6 GB/s,13.4 GB/s
2023-09-08 04:26:50,2.76 GB/s,2.57 GB/s
2023-09-08 04:26:55,4.27 GB/s,3.73 GB/s
2023-09-08 04:27:00,5.15 GB/s,4.48 GB/s
2023-09-08 04:27:05,2.75 GB/s,2.73 GB/s
2023-09-08 04:27:10,2.12 GB/s,1.83 GB/s
2023-09-08 04:27:15,15.6 GB/s,13.4 GB/s
2023-09-08 04:27:20,4.90 GB/s,4.35 GB/s
2023-09-08 04:27:25,7.93 GB/s,6.95 GB/s
2023-09-08 04:27:30,7.83 GB/s,6.72 GB/s
2023-09-08 04:27:35,2.97 GB/s,2.75 GB/s
2023-09-08 04:27:40,8.06 GB/s,7.10 GB/s
2023-09-08 04:27:45,10.3 GB/s,9.66 GB/s
2023-09-08 04:27:50,9.19 GB/s,7.61 GB/s
2023-09-08 04:27:55,13.6 GB/s,11.7 GB/s
2023-09-08 04:28:00,5.92 GB/s,5.19 GB/s
2023-09-08 04:28:05,4.70 GB/s,4.24 GB/s
2023-09-08 04:28:10,9.12 GB/s,8.40 GB/s
2023-09-08 04:28:15,2.96 GB/s,2.86 GB/s
2023-09-08 04:28:20,5.14 GB/s,4.97 GB/s
2023-09-08 04:28:25,10.3 GB/s,8.62 GB/s
2023-09-08 04:28:30,7.07 GB/s,6.26 GB/s
2023-09-08 04:28:35,6.31 GB/s,6.58 GB/s
2023-09-08 04:28:40,10.4 GB/s,8.18 GB/s
2023-09-08 04:28:45,9.40 GB/s,8.07 GB/s
2023-09-08 04:28:50,4.50 GB/s,4.10 GB/s
2023-09-08 04:28:55,3.24 GB/s,3.00 GB/s
2023-09-08 04:29:00,2.52 GB/s,2.25 GB/s
2023-09-08 04:29:05,3.15 GB/s,2.71 GB/s
2023-09-08 04:29:10,6.23 GB/s,5.46 GB/s
2023-09-08 04:29:15,7.31 GB/s,6.28 GB/s
2023-09-08 04:29:20,4.85 GB/s,4.37 GB/s
2023-09-08 04:29:25,3.63 GB/s,3.94 GB/s
2023-09-08 04:29:30,11.2 GB/s,9.24 GB/s
2023-09-08 04:29:35,8.86 GB/s,7.63 GB/s
2023-09-08 04:29:40,4.37 GB/s,3.91 GB/s
2023-09-08 04:29:45,5.19 GB/s,5.12 GB/s
2023-09-08 04:29:50,6.56 GB/s,5.48 GB/s
2023-09-08 04:29:55,9.60 GB/s,8.12 GB/s
2023-09-08 04:30:00,5.53 GB/s,4.84 GB/s
2023-09-08 04:30:05,5.32 GB/s,4.60 GB/s
2023-09-08 04:30:10,11.2 GB/s,9.83 GB/s
2023-09-08 04:30:15,6.01 GB/s,5.63 GB/s
2023-09-08 04:30:20,5.44 GB/s,5.03 GB/s
2023-09-08 04:30:25,8.36 GB/s,6.76 GB/s
2023-09-08 04:30:30,2.66 GB/s,2.29 GB/s
2023-09-08 04:30:35,4.88 GB/s,4.34 GB/s
2023-09-08 04:30:40,9.78 GB/s,8.39 GB/s
2023-09-08 04:30:45,7.94 GB/s,6.95 GB/s
2023-09-08 04:30:50,7.08 GB/s,6.15 GB/s
2023-09-08 04:30:55,2.93 GB/s,2.66 GB/s
2023-09-08 04:31:00,7.82 GB/s,6.93 GB/s
2023-09-08 04:31:05,9.22 GB/s,8.12 GB/s
2023-09-08 04:31:10,3.12 GB/s,2.72 GB/s
2023-09-08 04:31:15,1.49 GB/s,1.50 GB/s
2023-09-08 04:31:20,7.31 GB/s,6.31 GB/s
2023-09-08 04:31:25,4.30 GB/s,3.82 GB/s
2023-09-08 04:31:30,2.23 GB/s,1.95 GB/s
2023-09-08 04:31:35,3.61 GB/s,3.17 GB/s
2023-09-08 04:31:40,6.53 GB/s,5.69 GB/s
2023-09-08 04:31:45,9.62 GB/s,8.45 GB/s
2023-09-08 04:31:50,8.31 GB/s,7.19 GB/s
2023-09-08 04:31:55,7.13 GB/s,6.15 GB/s
2023-09-08 04:32:00,2.96 GB/s,3.37 GB/s
2023-09-08 04:32:05,11.5 GB/s,9.13 GB/s
2023-09-08 04:32:10,5.10 GB/s,4.61 GB/s
2023-09-08 04:32:15,8.61 GB/s,7.40 GB/s
2023-09-08 04:32:20,5.25 GB/s,4.57 GB/s
2023-09-08 04:32:25,11.9 GB/s,10.3 GB/s
2023-09-08 04:32:30,6.24 GB/s,5.59 GB/s
2023-09-08 04:32:35,4.22 GB/s,3.67 GB/s
2023-09-08 04:32:40,10.3 GB/s,8.78 GB/s
2023-09-08 04:32:45,5.61 GB/s,5.05 GB/s
2023-09-08 04:32:50,7.22 GB/s,6.30 GB/s
2023-09-08 04:32:55,14.8 GB/s,12.8 GB/s
2023-09-08 04:33:00,6.42 GB/s,5.66 GB/s
2023-09-08 04:33:05,9.40 GB/s,8.17 GB/s
2023-09-08 04:33:10,3.98 GB/s,4.20 GB/s
2023-09-08 04:33:15,15.5 GB/s,12.8 GB/s
2023-09-08 04:33:20,13.4 GB/s,11.7 GB/s
2023-09-08 04:33:25,14.9 GB/s,13.3 GB/s
2023-09-08 04:33:30,2.85 GB/s,1.99 GB/s
2023-09-08 04:33:35,2.89 GB/s,2.62 GB/s
2023-09-08 04:33:40,4.85 GB/s,4.20 GB/s
2023-09-08 04:33:45,3.44 GB/s,3.01 GB/s
2023-09-08 04:33:50,7.86 GB/s,6.87 GB/s
2023-09-08 04:33:55,9.61 GB/s,8.56 GB/s
2023-09-08 04:34:00,6.90 GB/s,5.95 GB/s
2023-09-08 04:34:05,6.57 GB/s,5.92 GB/s
2023-09-08 04:34:10,13.1 GB/s,11.3 GB/s
2023-09-08 04:34:15,5.83 GB/s,5.02 GB/s
2023-09-08 04:34:20,3.54 GB/s,3.17 GB/s
2023-09-08 04:34:25,12.0 GB/s,10.5 GB/s
2023-09-08 04:34:30,7.90 GB/s,6.85 GB/s
2023-09-08 04:34:35,2.69 GB/s,2.39 GB/s
2023-09-08 04:34:40,13.2 GB/s,11.9 GB/s
2023-09-08 04:34:45,9.28 GB/s,8.04 GB/s
2023-09-08 04:34:50,9.25 GB/s,8.71 GB/s
2023-09-08 04:34:55,11.3 GB/s,9.16 GB/s
2023-09-08 04:35:00,748 MB/s,675 MB/s
2023-09-08 04:35:05,5.20 GB/s,4.61 GB/s
2023-09-08 04:35:10,6.17 GB/s,5.30 GB/s
2023-09-08 04:35:15,7.56 GB/s,6.53 GB/s
2023-09-08 04:35:20,7.53 GB/s,6.51 GB/s
2023-09-08 04:35:25,2.30 GB/s,2.15 GB/s
2023-09-08 04:35:30,4.40 GB/s,3.82 GB/s
2023-09-08 04:35:35,4.93 GB/s,4.37 GB/s
2023-09-08 04:35:40,8.56 GB/s,7.45 GB/s
2023-09-08 04:35:45,3.32 GB/s,2.84 GB/s
2023-09-08 04:35:50,2.88 GB/s,3.40 GB/s
2023-09-08 04:35:55,15.9 GB/s,13.2 GB/s
2023-09-08 04:36:00,3.09 GB/s,2.76 GB/s
2023-09-08 04:36:05,14.7 GB/s,12.6 GB/s
2023-09-08 04:36:10,5.89 GB/s,5.23 GB/s
2023-09-08 04:36:15,2.75 GB/s,2.36 GB/s
2023-09-08 04:36:20,5.34 GB/s,4.61 GB/s
2023-09-08 04:36:25,2.63 GB/s,2.41 GB/s
2023-09-08 04:36:30,5.94 GB/s,5.15 GB/s
2023-09-08 04:36:35,5.68 GB/s,4.94 GB/s
