"Time","bandwidth_inbound","bandwidth_outbound"
2023-09-08 01:38:00,6.62 GB/s,6.57 GB/s
2023-09-08 01:38:05,9.47 GB/s,7.42 GB/s
2023-09-08 01:38:10,10.7 GB/s,9.32 GB/s
2023-09-08 01:38:15,12.8 GB/s,10.9 GB/s
2023-09-08 01:38:20,11.0 GB/s,9.57 GB/s
2023-09-08 01:38:25,9.85 GB/s,8.53 GB/s
2023-09-08 01:38:30,6.98 GB/s,6.15 GB/s
2023-09-08 01:38:35,3.57 GB/s,3.09 GB/s
2023-09-08 01:38:40,7.47 GB/s,6.41 GB/s
2023-09-08 01:38:45,2.57 GB/s,2.33 GB/s
2023-09-08 01:38:50,6.21 GB/s,5.40 GB/s
2023-09-08 01:38:55,9.13 GB/s,8.11 GB/s
2023-09-08 01:39:00,4.88 GB/s,4.35 GB/s
2023-09-08 01:39:05,3.73 GB/s,3.50 GB/s
2023-09-08 01:39:10,9.16 GB/s,8.01 GB/s
2023-09-08 01:39:15,10.4 GB/s,9.22 GB/s
2023-09-08 01:39:20,9.89 GB/s,8.66 GB/s
2023-09-08 01:39:25,6.62 GB/s,6.35 GB/s
2023-09-08 01:39:30,9.51 GB/s,7.70 GB/s
2023-09-08 01:39:35,11.9 GB/s,10.2 GB/s
2023-09-08 01:39:40,3.50 GB/s,3.18 GB/s
2023-09-08 01:39:45,8.12 GB/s,7.59 GB/s
2023-09-08 01:39:50,5.55 GB/s,4.97 GB/s
2023-09-08 01:39:55,7.24 GB/s,6.34 GB/s
2023-09-08 01:40:00,8.60 GB/s,7.58 GB/s
2023-09-08 01:40:05,4.03 GB/s,3.69 GB/s
2023-09-08 01:40:10,4.63 GB/s,4.61 GB/s
2023-09-08 01:40:15,4.11 GB/s,4.08 GB/s
2023-09-08 01:40:20,8.90 GB/s,7.71 GB/s
2023-09-08 01:40:25,12.4 GB/s,10.6 GB/s
2023-09-08 01:40:30,13.6 GB/s,11.7 GB/s
2023-09-08 01:40:35,5.28 GB/s,4.72 GB/s
2023-09-08 01:40:40,14.2 GB/s,12.2 GB/s
2023-09-08 01:40:45,10.1 GB/s,8.77 GB/s
2023-09-08 01:40:50,3.14 GB/s,2.87 GB/s
2023-09-08 01:40:55,10.2 GB/s,8.91 GB/s
2023-09-08 01:41:00,3.85 GB/s,3.42 GB/s
2023-09-08 01:41:05,5.76 GB/s,5.01 GB/s
2023-09-08 01:41:10,1.88 GB/s,1.76 GB/s
2023-09-08 01:41:15,4.51 GB/s,4.08 GB/s
2023-09-08 01:41:20,5.01 GB/s,4.49 GB/s
2023-09-08 01:41:25,12.9 GB/s,11.2 GB/s
2023-09-08 01:41:30,6.41 GB/s,5.77 GB/s
2023-09-08 01:41:35,1.81 GB/s,1.46 GB/s
2023-09-08 01:41:40,6.95 GB/s,6.90 GB/s
2023-09-08 01:41:45,9.39 GB/s,7.50 GB/s
2023-09-08 01:41:50,3.35 GB/s,2.97 GB/s
2023-09-08 01:41:55,7.15 GB/s,6.26 GB/s
2023-09-08 01:42:00,3.29 GB/s,2.94 GB/s
2023-09-08 01:42:05,5.21 GB/s,4.42 GB/s
2023-09-08 01:42:10,6.86 GB/s,6.05 GB/s
2023-09-08 01:42:15,2.05 GB/s,1.91 GB/s
2023-09-08 01:42:20,6.91 GB/s,6.08 GB/s
2023-09-08 01:42:25,7.39 GB/s,6.37 GB/s
2023-09-08 01:42:30,9.63 GB/s,8.41 GB/s
2023-09-08 01:42:35,2.23 GB/s,1.98 GB/s
2023-09-08 01:42:40,8.05 GB/s,7.04 GB/s
2023-09-08 01:42:45,2.57 GB/s,2.07 GB/s
2023-09-08 01:42:50,1.39 GB/s,1.34 GB/s
2023-09-08 01:42:55,424 MB/s,478 MB/s
2023-09-08 01:43:00,479 MB/s,435 MB/s
2023-09-08 01:43:05,493 MB/s,464 MB/s
2023-09-08 01:43:10,2.20 GB/s,1.94 GB/s
2023-09-08 01:43:15,4.18 GB/s,3.72 GB/s
2023-09-08 01:43:20,5.85 GB/s,4.99 GB/s
2023-09-08 01:43:25,4.84 GB/s,4.29 GB/s
2023-09-08 01:43:30,4.22 GB/s,3.81 GB/s
2023-09-08 01:43:35,8.50 GB/s,7.30 GB/s
2023-09-08 01:43:40,6.39 GB/s,5.53 GB/s
2023-09-08 01:43:45,10.2 GB/s,8.92 GB/s
2023-09-08 01:43:50,7.95 GB/s,7.04 GB/s
2023-09-08 01:43:55,6.74 GB/s,6.06 GB/s
2023-09-08 01:44:00,7.71 GB/s,6.79 GB/s
2023-09-08 01:44:05,5.62 GB/s,4.89 GB/s
2023-09-08 01:44:10,6.46 GB/s,5.65 GB/s
2023-09-08 01:44:15,9.92 GB/s,8.55 GB/s
2023-09-08 01:44:20,2.37 GB/s,2.22 GB/s
2023-09-08 01:44:25,8.92 GB/s,7.93 GB/s
2023-09-08 01:44:30,8.07 GB/s,6.89 GB/s
2023-09-08 01:44:35,5.22 GB/s,4.71 GB/s
2023-09-08 01:44:40,4.55 GB/s,4.03 GB/s
2023-09-08 01:44:45,9.95 GB/s,8.55 GB/s
2023-09-08 01:44:50,10.5 GB/s,9.04 GB/s
2023-09-08 01:44:55,7.17 GB/s,6.33 GB/s
2023-09-08 01:45:00,9.94 GB/s,8.70 GB/s
2023-09-08 01:45:05,4.01 GB/s,3.50 GB/s
2023-09-08 01:45:10,6.19 GB/s,5.51 GB/s
2023-09-08 01:45:15,10.8 GB/s,9.28 GB/s
2023-09-08 01:45:20,2.13 GB/s,1.91 GB/s
2023-09-08 01:45:25,5.25 GB/s,4.51 GB/s
2023-09-08 01:45:30,3.70 GB/s,3.38 GB/s
2023-09-08 01:45:35,1.50 GB/s,1.32 GB/s
2023-09-08 01:45:40,4.99 GB/s,4.39 GB/s
2023-09-08 01:45:45,4.59 GB/s,4.02 GB/s
2023-09-08 01:45:50,9.23 GB/s,8.11 GB/s
2023-09-08 01:45:55,13.1 GB/s,11.3 GB/s
2023-09-08 01:46:00,7.02 GB/s,6.33 GB/s
2023-09-08 01:46:05,4.14 GB/s,3.85 GB/s
2023-09-08 01:46:10,6.11 GB/s,5.42 GB/s
2023-09-08 01:46:15,5.15 GB/s,4.50 GB/s
2023-09-08 01:46:20,738 MB/s,670 MB/s
2023-09-08 01:46:25,6.17 GB/s,5.35 GB/s
2023-09-08 01:46:30,3.63 GB/s,3.21 GB/s
2023-09-08 01:46:35,4.80 GB/s,4.20 GB/s
2023-09-08 01:46:40,6.03 GB/s,5.37 GB/s
2023-09-08 01:46:45,13.3 GB/s,11.7 GB/s
2023-09-08 01:46:50,4.98 GB/s,4.23 GB/s
2023-09-08 01:46:55,3.80 GB/s,3.37 GB/s
2023-09-08 01:47:00,6.10 GB/s,5.46 GB/s
2023-09-08 01:47:05,7.36 GB/s,6.38 GB/s
2023-09-08 01:47:10,2.14 GB/s,1.96 GB/s
2023-09-08 01:47:15,4.17 GB/s,3.72 GB/s
2023-09-08 01:47:20,11.7 GB/s,10.1 GB/s
2023-09-08 01:47:25,4.97 GB/s,4.51 GB/s
2023-09-08 01:47:30,3.58 GB/s,3.12 GB/s
2023-09-08 01:47:35,5.56 GB/s,4.95 GB/s
2023-09-08 01:47:40,5.22 GB/s,4.70 GB/s
2023-09-08 01:47:45,7.52 GB/s,6.56 GB/s
2023-09-08 01:47:50,9.02 GB/s,7.91 GB/s
2023-09-08 01:47:55,13.1 GB/s,11.4 GB/s
2023-09-08 01:48:00,8.37 GB/s,7.38 GB/s
2023-09-08 01:48:05,8.93 GB/s,7.83 GB/s
2023-09-08 01:48:10,5.72 GB/s,5.00 GB/s
2023-09-08 01:48:15,7.75 GB/s,7.11 GB/s
2023-09-08 01:48:20,3.48 GB/s,3.17 GB/s
2023-09-08 01:48:25,9.40 GB/s,8.17 GB/s
2023-09-08 01:48:30,4.68 GB/s,4.23 GB/s
2023-09-08 01:48:35,7.07 GB/s,6.21 GB/s
2023-09-08 01:48:40,7.24 GB/s,6.38 GB/s
2023-09-08 01:48:45,10.6 GB/s,9.23 GB/s
2023-09-08 01:48:50,5.83 GB/s,5.05 GB/s
2023-09-08 01:48:55,6.35 GB/s,5.49 GB/s
2023-09-08 01:49:00,5.26 GB/s,4.66 GB/s
2023-09-08 01:49:05,10.7 GB/s,10.5 GB/s
2023-09-08 01:49:10,8.52 GB/s,6.42 GB/s
2023-09-08 01:49:15,3.37 GB/s,2.87 GB/s
2023-09-08 01:49:20,2.01 GB/s,1.80 GB/s
2023-09-08 01:49:25,4.63 GB/s,4.12 GB/s
2023-09-08 01:49:30,7.63 GB/s,6.89 GB/s
2023-09-08 01:49:35,5.01 GB/s,4.51 GB/s
2023-09-08 01:49:40,2.20 GB/s,2.01 GB/s
2023-09-08 01:49:45,6.61 GB/s,5.75 GB/s
2023-09-08 01:49:50,1.56 GB/s,1.57 GB/s
2023-09-08 01:49:55,8.34 GB/s,7.27 GB/s
2023-09-08 01:50:00,4.38 GB/s,4.19 GB/s
2023-09-08 01:50:05,7.88 GB/s,6.52 GB/s
2023-09-08 01:50:10,6.12 GB/s,5.44 GB/s
2023-09-08 01:50:15,5.33 GB/s,4.69 GB/s
2023-09-08 01:50:20,5.98 GB/s,5.22 GB/s
2023-09-08 01:50:25,5.23 GB/s,4.54 GB/s
2023-09-08 01:50:30,4.88 GB/s,4.31 GB/s
2023-09-08 01:50:35,8.01 GB/s,6.87 GB/s
2023-09-08 01:50:40,9.51 GB/s,8.55 GB/s
2023-09-08 01:50:45,3.84 GB/s,3.50 GB/s
2023-09-08 01:50:50,9.93 GB/s,9.10 GB/s
2023-09-08 01:50:55,5.79 GB/s,5.34 GB/s
2023-09-08 01:51:00,6.86 GB/s,5.98 GB/s
2023-09-08 01:51:05,8.75 GB/s,8.23 GB/s
2023-09-08 01:51:10,5.49 GB/s,4.01 GB/s
2023-09-08 01:51:15,4.30 GB/s,3.83 GB/s
2023-09-08 01:51:20,2.65 GB/s,2.39 GB/s
2023-09-08 01:51:25,9.77 GB/s,8.50 GB/s
2023-09-08 01:51:30,9.69 GB/s,8.35 GB/s
2023-09-08 01:51:35,3.62 GB/s,3.21 GB/s
2023-09-08 01:51:40,5.50 GB/s,5.15 GB/s
2023-09-08 01:51:45,3.64 GB/s,3.74 GB/s
2023-09-08 01:51:50,13.2 GB/s,10.6 GB/s
2023-09-08 01:51:55,8.44 GB/s,7.42 GB/s
2023-09-08 01:52:00,6.14 GB/s,5.49 GB/s
2023-09-08 01:52:05,4.00 GB/s,3.66 GB/s
2023-09-08 01:52:10,2.16 GB/s,1.84 GB/s
2023-09-08 01:52:15,3.90 GB/s,3.37 GB/s
2023-09-08 01:52:20,4.39 GB/s,3.85 GB/s
2023-09-08 01:52:25,3.29 GB/s,3.02 GB/s
2023-09-08 01:52:30,6.49 GB/s,5.71 GB/s
2023-09-08 01:52:35,3.96 GB/s,3.69 GB/s
2023-09-08 01:52:40,5.11 GB/s,4.55 GB/s
2023-09-08 01:52:45,9.65 GB/s,9.32 GB/s
2023-09-08 01:52:50,9.29 GB/s,7.41 GB/s
2023-09-08 01:52:55,9.34 GB/s,8.15 GB/s
2023-09-08 01:53:00,11.9 GB/s,10.4 GB/s
2023-09-08 01:53:05,3.45 GB/s,3.71 GB/s
2023-09-08 01:53:10,10.8 GB/s,9.66 GB/s
2023-09-08 01:53:15,6.04 GB/s,5.31 GB/s
2023-09-08 01:53:20,16.1 GB/s,13.9 GB/s
2023-09-08 01:53:25,6.46 GB/s,5.58 GB/s
