"time","timestamp [ms]","cpu_usage [ratios]","memory_usage [ratios]","bandwidth_inbound [MB/s]","bandwidth_outbound [MB/s]","tps [req/s]","tps_error [req/s]","response_time [ms]","status"
"2023-09-08 01:20:25","1694110825000","0.136","0.544","6670","5800","1.8","0","567","0"
"2023-09-08 01:20:30","1694110830000","0.14400000000000002","0.53","2900","2630","2.4","0","648","0"
"2023-09-08 01:20:35","1694110835000","0.102","0.537","3360","2990","2","0","708","0"
"2023-09-08 01:20:40","1694110840000","0.15","0.586","11400","9980","2.6","0","629","0"
"2023-09-08 01:20:45","1694110845000","0.23399999999999999","0.5529999999999999","9380","8170","2.6","0","1280","0"
"2023-09-08 01:20:50","1694110850000","0.11800000000000001","0.53","2390","2180","2","0","910","0"
"2023-09-08 01:20:55","1694110855000","0.20199999999999999","0.532","13200","11400","2.2","0","746","0"
"2023-09-08 01:21:00","1694110860000","0.08800000000000001","0.531","5640","4920","2.4","0","528","0"
"2023-09-08 01:21:05","1694110865000","0.152","0.532","4940","4340","2.4","0","812","0"
"2023-09-08 01:21:10","1694110870000","0.204","0.532","5070","4570","2.6","0","2300","0"
"2023-09-08 01:21:15","1694110875000","0.20800000000000002","0.541","9130","8060.000000000001","2.8","0","2980","0"
"2023-09-08 01:21:20","1694110880000","0.23399999999999999","0.596","13600","12000","4","0","2050","0"
"2023-09-08 01:21:25","1694110885000","0.21","0.537","10300","8910","3.6","0","1480","0"
"2023-09-08 01:21:30","1694110890000","0.27","0.555","15500","13300","4","0","947","0"
"2023-09-08 01:21:35","1694110895000","0.136","0.54","1980","1770","1.6","0","1020","0"
"2023-09-08 01:21:40","1694110900000","0.312","0.5539999999999999","11600","10200","4.2","0","2470","0"
"2023-09-08 01:21:45","1694110905000","0.228","0.5329999999999999","8660","7480","2.8","0","1840","0"
"2023-09-08 01:21:50","1694110910000","0.138","0.537","6010","5320","3","0","2450","0"
"2023-09-08 01:21:55","1694110915000","0.19399999999999998","0.5379999999999999","8300","7440","3.8","0","3620","0"
"2023-09-08 01:22:00","1694110920000","0.172","0.544","9620","8300","2.4","0","2330","0"
"2023-09-08 01:22:05","1694110925000","0.174","0.537","3230","3040","3","0","2190","0"
"2023-09-08 01:22:10","1694110930000","0.114","0.537","3120","2720","2.4","0","397","0"
"2023-09-08 01:22:15","1694110935000","0.08800000000000001","0.5329999999999999","5720","4960","2","0","625","0"
"2023-09-08 01:22:20","1694110940000","0.064","0.5329999999999999","3020","2680","3","0","1550","0"
"2023-09-08 01:22:25","1694110945000","0.182","0.534","9420","8270","2.4","0","814","0"
"2023-09-08 01:22:30","1694110950000","0.13","0.534","5730","4990","2","0","815","0"
"2023-09-08 01:22:35","1694110955000","0.152","0.5529999999999999","8130.000000000001","7060","2.8","0","825","0"
"2023-09-08 01:22:40","1694110960000","0.122","0.54","4640","4110","2","0","871","0"
"2023-09-08 01:22:45","1694110965000","0.106","0.537","2630","2370","2.4","0","663","0"
"2023-09-08 01:22:50","1694110970000","0.134","0.52","4850","4420","2","0","1980","0"
"2023-09-08 01:22:55","1694110975000","0.23600000000000002","0.534","12000","10500","3.6","0","1370","0"
"2023-09-08 01:23:00","1694110980000","0.12","0.545","6270","5360","2.6","0","846","0"
"2023-09-08 01:23:05","1694110985000","0.11599999999999999","0.541","4190","3600","1.8","0","613","0"
"2023-09-08 01:23:10","1694110990000","0.092","0.5329999999999999","2660","2320","1.6","0","464","0"
"2023-09-08 01:23:15","1694110995000","0.132","0.536","5280","4630","1.8","0","630","0"
"2023-09-08 01:23:20","1694111000000","0.08199999999999999","0.541","5790","4960","2","0","377","0"
"2023-09-08 01:23:25","1694111005000","0.066","0.5589999999999999","3830","3300","1.6","0","373","0"
"2023-09-08 01:23:30","1694111010000","0.11599999999999999","0.532","3290","2980","3.2","0","682","0"
"2023-09-08 01:23:35","1694111015000","0.174","0.565","8280","7230","3.8","0","871","0"
"2023-09-08 01:23:40","1694111020000","0.136","0.5489999999999999","9550","8230","2.4","0","1080","0"
"2023-09-08 01:23:45","1694111025000","0.11199999999999999","0.5329999999999999","3500","3040","1.8","0","440","0"
"2023-09-08 01:23:50","1694111030000","0.124","0.5329999999999999","4450","3950","2.4","0","635","0"
"2023-09-08 01:23:55","1694111035000","0.18600000000000003","0.557","9930","8730","3.6","0","2150","0"
"2023-09-08 01:24:00","1694111040000","0.20600000000000002","0.526","5310","4750","3.2","0","1590","0"
"2023-09-08 01:24:05","1694111045000","0.134","0.536","5250","4540","1.8","0","701","0"
"2023-09-08 01:24:10","1694111050000","0.124","0.547","6080","5280","2.6","0","893","0"
"2023-09-08 01:24:15","1694111055000","0.23399999999999999","0.546","9720","8500","3.2","0","1890","0"
"2023-09-08 01:24:20","1694111060000","0.28600000000000003","0.541","12000","11200","4.2","0","1870","0"
"2023-09-08 01:24:25","1694111065000","0.188","0.5529999999999999","10400","8220","3.2","0","702","0"
"2023-09-08 01:24:30","1694111070000","0.096","0.552","6490","5590","1.6","0","306","0"
"2023-09-08 01:24:35","1694111075000","0.11199999999999999","0.5479999999999999","6970","6000","2","0","435","0"
"2023-09-08 01:24:40","1694111080000","0.114","0.544","4160","3820","1.8","0","1970","0"
"2023-09-08 01:24:45","1694111085000","0.19","0.534","7190","6470","4","0","2140","0"
"2023-09-08 01:24:50","1694111090000","0.242","0.603","12700","10800","3","0","1780","0"
"2023-09-08 01:24:55","1694111095000","0.036000000000000004","0.57","4270","3650","1.4","0","261","0"
"2023-09-08 01:25:00","1694111100000","0.114","0.503","3350","3080","2.4","0","786","0"
"2023-09-08 01:25:05","1694111105000","0.276","0.536","8990","7790","3.2","0","1180","0"
"2023-09-08 01:25:10","1694111110000","0.226","0.503","4090","3630","2","0","1520","0"
"2023-09-08 01:25:15","1694111115000","0.40399999999999997","0.539","10100","9440","3.4","0.2","3160","1"
"2023-09-08 01:25:20","1694111120000","0.344","0.545","8160","7250","3.6","0","4230","0"
"2023-09-08 01:25:25","1694111125000","0.336","0.5489999999999999","10800","9250","3","0","2180","0"
"2023-09-08 01:25:30","1694111130000","0.16","0.5539999999999999","6700","5800","2.2","0","653","0"
"2023-09-08 01:25:35","1694111135000","0.168","0.5479999999999999","10700","9830","2.8","0","774","0"
"2023-09-08 01:25:40","1694111140000","0.18600000000000003","0.51","7960","6320","1.6","0","1100","0"
"2023-09-08 01:25:45","1694111145000","0.114","0.537","8420","7240","1.8","0","687","0"
"2023-09-08 01:25:50","1694111150000","0.18","0.536","4630","4290","3","0","2130","0"
"2023-09-08 01:25:55","1694111155000","0.2","0.597","9440","8100","1.8","0","734","0"
"2023-09-08 01:26:00","1694111160000","0.042","0.542","747","697","1.8","0","459","0"
"2023-09-08 01:26:05","1694111165000","0.09","0.518","5470","5360","2","0","476","0"
"2023-09-08 01:26:10","1694111170000","0.166","0.531","5630","4290","2.2","0","1290","0"
"2023-09-08 01:26:15","1694111175000","0.152","0.542","8550","8270","3.2","0","1590","0"
"2023-09-08 01:26:20","1694111180000","0.17","0.5539999999999999","13600","10900","2.2","0","1310","0"
"2023-09-08 01:26:25","1694111185000","0.136","0.551","1630","1530","1.8","0","836","0"
"2023-09-08 01:26:30","1694111190000","0.138","0.513","4620","4670","3.2","0","968","0"
"2023-09-08 01:26:35","1694111195000","0.228","0.544","12400","10100","2.8","0","1760","0"
"2023-09-08 01:26:40","1694111200000","0.034","0.546","1500","1330","1.4","0","654","0"
"2023-09-08 01:26:45","1694111205000","0.146","0.5329999999999999","5780","5110","2.6","0","967","0"
"2023-09-08 01:26:50","1694111210000","0.17","0.542","7840","6820","2.4","0","1750","0"
"2023-09-08 01:26:55","1694111215000","0.212","0.5529999999999999","11100","9770","3","0","2260","0"
"2023-09-08 01:27:00","1694111220000","0.204","0.532","9320","8109.999999999999","3","0","2009.9999999999998","0"
"2023-09-08 01:27:05","1694111225000","0.20800000000000002","0.5720000000000001","8450","8160","3.4","0.6","2460","1"
"2023-09-08 01:27:10","1694111230000","0.174","0.542","11200","8980","3.8","0.4","3440","1"
"2023-09-08 01:27:15","1694111235000","0.21","0.57","9990","8660","2.8","0","2290","0"
"2023-09-08 01:27:20","1694111240000","0.078","0.505","3610","3250","2.4","0","501","0"
"2023-09-08 01:27:25","1694111245000","0.19","0.547","12300","10600","4.4","0","1340","0"
"2023-09-08 01:27:30","1694111250000","0.128","0.5539999999999999","9470","8160","2","0","547","0"
"2023-09-08 01:27:35","1694111255000","0.096","0.532","6250","5550","2.6","0","427","0"
"2023-09-08 01:27:40","1694111260000","0.128","0.557","11200","9740","2.4","0","1100","0"
"2023-09-08 01:27:45","1694111265000","0.126","0.5479999999999999","8290","7100","3.2","0","517","0"
"2023-09-08 01:27:50","1694111270000","0.168","0.536","7520","6670","2.4","0","854","0"
"2023-09-08 01:27:55","1694111275000","0.182","0.532","9310","8140.000000000001","2.2","0","977","0"
"2023-09-08 01:28:00","1694111280000","0.184","0.527","5190","4550","2.4","0","1260","0"
"2023-09-08 01:28:05","1694111285000","0.166","0.542","7830","6840","2.6","0","1210","0"
"2023-09-08 01:28:10","1694111290000","0.218","0.5489999999999999","7570","6590","3.2","0","911","0"
"2023-09-08 01:28:15","1694111295000","0.184","0.546","8900","7870","3.2","0","1900","0"
"2023-09-08 01:28:20","1694111300000","0.138","0.5","3630","3240","2.2","0","1010","0"
"2023-09-08 01:28:25","1694111305000","0.152","0.532","5880","5300","2.8","0","526","0"
"2023-09-08 01:28:30","1694111310000","0.08","0.5329999999999999","3140","2590","2","0","498","0"
"2023-09-08 01:28:35","1694111315000","0.16399999999999998","0.539","12100","10400","2.2","0","671","0"
"2023-09-08 01:28:40","1694111320000","0.15","0.529","4380","3950","3","0","1280","0"
"2023-09-08 01:28:45","1694111325000","0.068","0.531","2280","2120","2.4","0","1280","0"
"2023-09-08 01:28:50","1694111330000","0.12","0.547","9040","7760","2","0","523","0"
"2023-09-08 01:28:55","1694111335000","0.138","0.531","6880","6090","3.2","0","1320","0"
"2023-09-08 01:29:00","1694111340000","0.08199999999999999","0.509","4019.9999999999995","3470","3","0","409","0"
"2023-09-08 01:29:05","1694111345000","0.132","0.539","8810","7540","1.4","0","315","0"
"2023-09-08 01:29:10","1694111350000","0.17800000000000002","0.532","8620","7590","2.8","0","1440","0"
"2023-09-08 01:29:15","1694111355000","0.21","0.5539999999999999","13700","11700","2.4","0","608","0"
"2023-09-08 01:29:20","1694111360000","0.096","0.539","5240","4540","2","0","432","0"
"2023-09-08 01:29:25","1694111365000","0.156","0.539","5220","4640","2.8","0","1020","0"
"2023-09-08 01:29:30","1694111370000","0.26","0.5429999999999999","14100","12500","3.6","0","2009.9999999999998","0"
"2023-09-08 01:29:35","1694111375000","0.314","0.583","13300","11500","3.6","0","2240","0"
"2023-09-08 01:29:40","1694111380000","0.068","0.54","5030","4390","1.6","0","711","0"
"2023-09-08 01:29:45","1694111385000","0.198","0.528","3210","3080","2.8","0","2970","0"
"2023-09-08 01:29:50","1694111390000","0.24","0.545","9840","9020","3.6","0","2180","0"
"2023-09-08 01:29:55","1694111395000","0.23199999999999998","0.54","10100","8350","4.4","0","2950","0"
"2023-09-08 01:30:00","1694111400000","0.154","0.575","7330","6330","2.6","0","684","0"
"2023-09-08 01:30:05","1694111405000","0.11800000000000001","0.5379999999999999","6460","5840","1.6","0","398","0"
"2023-09-08 01:30:10","1694111410000","0.254","0.563","7530","6340","2.4","0","1240","0"
"2023-09-08 01:30:15","1694111415000","0.17","0.555","12500","10700","2.8","0","466","0"
"2023-09-08 01:30:20","1694111420000","0.156","0.534","5920","5370","1.8","0","1370","0"
"2023-09-08 01:30:25","1694111425000","0.344","0.59","11500","10400","3","0","4310","0"
"2023-09-08 01:30:30","1694111430000","0.294","0.512","6310","7620","3.6","0.6","3960","1"
"2023-09-08 01:30:35","1694111435000","0.342","0.547","12500","10600","4.2","0","2990","0"
"2023-09-08 01:30:40","1694111440000","0.254","0.53","9400","7790","2.8","0","1400","0"
"2023-09-08 01:30:45","1694111445000","0.114","0.528","2310","2190","2.8","0","896","0"
"2023-09-08 01:30:50","1694111450000","0.198","0.5489999999999999","9850","8460","3.4","0","1000","0"
"2023-09-08 01:30:55","1694111455000","0.17800000000000002","0.5479999999999999","11100","9590","2.4","0","769","0"
"2023-09-08 01:31:00","1694111460000","0.136","0.53","12500","10700","3.4","0","493","0"
"2023-09-08 01:31:05","1694111465000","0.08","0.542","5990","5150","1.2","0","639","0"
"2023-09-08 01:31:10","1694111470000","0.222","0.589","7330","6420","1.8","0","1010","0"
"2023-09-08 01:31:15","1694111475000","0.14800000000000002","0.5710000000000001","4130","3670","1.8","0","631","0"
"2023-09-08 01:31:20","1694111480000","0.174","0.5579999999999999","12600","10900","3","0","707","0"
"2023-09-08 01:31:25","1694111485000","0.18600000000000003","0.54","7540","6560","2.4","0","759","0"
"2023-09-08 01:31:30","1694111490000","0.124","0.551","11400","9760","2","0","386","0"
"2023-09-08 01:31:35","1694111495000","0.146","0.5329999999999999","5660","5090","2.2","0","1160","0"
"2023-09-08 01:31:40","1694111500000","0.182","0.531","8570","7480","2.4","0","1020","0"
"2023-09-08 01:31:45","1694111505000","0.248","0.594","10200","9450","3.8","0","2060","0"
"2023-09-08 01:31:50","1694111510000","0.11199999999999999","0.534","3920","3410","1.2","0","561","0"
"2023-09-08 01:31:55","1694111515000","0.166","0.5379999999999999","7300","6820","3","0","542","0"
"2023-09-08 01:32:00","1694111520000","0.184","0.556","12300","10200","2.8","0","1090","0"
"2023-09-08 01:32:05","1694111525000","0.222","0.539","12000","10600","1.8","0","1170","0"
"2023-09-08 01:32:10","1694111530000","0.16","0.556","7490","6440","1.6","0","617","0"
"2023-09-08 01:32:15","1694111535000","0.14","0.529","4220","3760","2.4","0","894","0"
"2023-09-08 01:32:20","1694111540000","0.18","0.589","9160","8020","2.8","0","1110","0"
"2023-09-08 01:32:25","1694111545000","0.172","0.529","8300","7320","3","0","1360","0"
"2023-09-08 01:32:30","1694111550000","0.098","0.529","1790","1590","1.2","0","724","0"
"2023-09-08 01:32:35","1694111555000","0.136","0.531","8220","7140","2.8","0","538","0"
"2023-09-08 01:32:40","1694111560000","0.17","0.536","9320","8210","2.6","0","1280","0"
"2023-09-08 01:32:45","1694111565000","0.168","0.5379999999999999","3240","2900","2","0","923","0"
"2023-09-08 01:32:50","1694111570000","0.098","0.536","4310","3770","2.2","0","747","0"
"2023-09-08 01:32:55","1694111575000","0.23199999999999998","0.545","10300","9720","3.6","0","1130","0"
"2023-09-08 01:33:00","1694111580000","0.146","0.584","10600","8540","3.4","0","568","0"
"2023-09-08 01:33:05","1694111585000","0.126","0.5379999999999999","7100","6020","2.2","0","489","0"
"2023-09-08 01:33:10","1694111590000","0.222","0.545","6650","5850","2.2","0","940","0"
"2023-09-08 01:33:15","1694111595000","0.192","0.505","3770","3480","2.6","0","1400","0"
"2023-09-08 01:33:20","1694111600000","0.054000000000000006","0.509","1840","1610","2.4","0","612","0"
"2023-09-08 01:33:25","1694111605000","0.18600000000000003","0.544","14200","12200","3","0","846","0"
"2023-09-08 01:33:30","1694111610000","0.182","0.54","9590","8310","3.8","0","677","0"
"2023-09-08 01:33:35","1694111615000","0.19399999999999998","0.547","10900","10200","3.8","0","1300","0"
"2023-09-08 01:33:40","1694111620000","0.158","0.547","8070","6200","3.4","0","712","0"
"2023-09-08 01:33:45","1694111625000","0.068","0.536","4770","4140","1.8","0","399","0"
"2023-09-08 01:33:50","1694111630000","0.134","0.5329999999999999","5010","4440","1.8","0","746","0"
"2023-09-08 01:33:55","1694111635000","0.152","0.53","2790","2690","2.2","0","1150","0"
"2023-09-08 01:34:00","1694111640000","0.11","0.532","2760","2390","1.2","0","457","0"
"2023-09-08 01:34:05","1694111645000","0.09","0.542","5120","4560","2.4","0","563","0"
"2023-09-08 01:34:10","1694111650000","0.174","0.5329999999999999","6770","6070","2.2","0","696","0"
"2023-09-08 01:34:15","1694111655000","0.062","0.536","4130","3550","1.2","0","193","0"
"2023-09-08 01:34:20","1694111660000","0.086","0.532","2600","2510","2","0","1130","0"
"2023-09-08 01:34:25","1694111665000","0.23199999999999998","0.539","9900","8570","3","0","1480","0"
"2023-09-08 01:34:30","1694111670000","0.172","0.556","6820","5990","3","0","1620","0"
"2023-09-08 01:34:35","1694111675000","0.19","0.5379999999999999","7400","6540","2.8","0","895","0"
"2023-09-08 01:34:40","1694111680000","0.11","0.541","4890","4280","2.2","0","795","0"
"2023-09-08 01:34:45","1694111685000","0.09","0.545","5320","4630","1.8","0","524","0"
"2023-09-08 01:34:50","1694111690000","0.11800000000000001","0.542","4310","3870","2","0","757","0"
"2023-09-08 01:34:55","1694111695000","0.17800000000000002","0.5329999999999999","9440","8160","3.2","0","680","0"
"2023-09-08 01:35:00","1694111700000","0.146","0.536","6610","5790","2.2","0","988","0"
"2023-09-08 01:35:05","1694111705000","0.19399999999999998","0.536","5810","5130","1.8","0","1150","0"
"2023-09-08 01:35:10","1694111710000","0.252","0.546","8130.000000000001","7290","2.6","0","3050","0"
"2023-09-08 01:35:15","1694111715000","0.21","0.575","9270","7970","4","0","2310","0"
"2023-09-08 01:35:20","1694111720000","0.14800000000000002","0.534","8750","7870","2.2","0","758","0"
"2023-09-08 01:35:25","1694111725000","0.358","0.5529999999999999","7450","6520","2.6","0","1030","0"
"2023-09-08 01:35:30","1694111730000","0.204","0.5670000000000001","6600","5600","1.6","0","666","0"
"2023-09-08 01:35:35","1694111735000","0.188","0.531","4890","4250","1.8","0","851","0"
"2023-09-08 01:35:40","1694111740000","0.28","0.551","7830","6880","2.8","0","1620","0"
"2023-09-08 01:35:45","1694111745000","0.46","0.5589999999999999","11000","9810","3","0","1490","0"
"2023-09-08 01:35:50","1694111750000","0.354","0.508","4310","3720","3","0","2400","0"
"2023-09-08 01:35:55","1694111755000","0.29","0.5579999999999999","9700","8280","2.2","0","450","0"
"2023-09-08 01:36:00","1694111760000","0.23399999999999999","0.5589999999999999","4660","4190","2.4","0","1010","0"
"2023-09-08 01:36:05","1694111765000","0.354","0.556","10100","8600","2.2","0","1120","0"
"2023-09-08 01:36:10","1694111770000","0.124","0.535","5630","4800","1.6","0","285","0"
"2023-09-08 01:36:15","1694111775000","0.08199999999999999","0.534","1300","1200","1","0","814","0"
"2023-09-08 01:36:20","1694111780000","0.184","0.535","3330","3050","3.2","0","971","0"
"2023-09-08 01:36:25","1694111785000","0.18","0.5329999999999999","10500","9020","3.4","0","632","0"
"2023-09-08 01:36:30","1694111790000","0.17","0.534","5770","5080","2.6","0","780","0"
"2023-09-08 01:36:35","1694111795000","0.11199999999999999","0.534","4650","4140","1","0","421","0"
"2023-09-08 01:36:40","1694111800000","0.17600000000000002","0.539","5490","4880","2.4","0","1080","0"
"2023-09-08 01:36:45","1694111805000","0.22399999999999998","0.54","11200","9640","2.6","0","890","0"
"2023-09-08 01:36:50","1694111810000","0.196","0.531","12900","11400","3.8","0","2140","0"
"2023-09-08 01:36:55","1694111815000","0.22399999999999998","0.5539999999999999","13400","11400","2.6","0","1250","0"
"2023-09-08 01:37:00","1694111820000","0.13","0.551","3390","3020","1.4","0","698","0"
"2023-09-08 01:37:05","1694111825000","0.18600000000000003","0.537","9330","8150","3.6","0","1260","0"
"2023-09-08 01:37:10","1694111830000","0.128","0.535","3950","3460","2","0","908","0"
"2023-09-08 01:37:15","1694111835000","0.166","0.535","8760","7690","3.8","0","1410","0"
"2023-09-08 01:37:20","1694111840000","0.11599999999999999","0.5429999999999999","4980","4390","1.8","0","889","0"
"2023-09-08 01:37:25","1694111845000","0.14400000000000002","0.5579999999999999","7010","6110","2.8","0","727","0"
"2023-09-08 01:37:30","1694111850000","0.11199999999999999","0.535","6590","5720","1.4","0","712","0"
"2023-09-08 01:37:35","1694111855000","0.12","0.56","7780","6750","2.2","0","657","0"
"2023-09-08 01:37:40","1694111860000","0.19399999999999998","0.546","14900","12800","2.2","0","845","0"
"2023-09-08 01:37:45","1694111865000","0.126","0.569","8620","7480","2.8","0","806","0"
"2023-09-08 01:37:50","1694111870000","0.098","0.536","4420","4130","2","0","394","0"
"2023-09-08 01:37:55","1694111875000","0.166","0.5329999999999999","9920","8290","3.8","0","715","0"
"2023-09-08 01:38:00","1694111880000","0.14400000000000002","0.5379999999999999","6620","6570","2.8","0","1560","0"
"2023-09-08 01:38:05","1694111885000","0.188","0.535","9470","7420","2.4","0","836","0"
"2023-09-08 01:38:10","1694111890000","0.214","0.536","10700","9320","2.6","0","504","0"
"2023-09-08 01:38:15","1694111895000","0.19","0.547","12800","10900","2.4","0","868","0"
"2023-09-08 01:38:20","1694111900000","0.168","0.54","11000","9570","3.6","0","650","0"
"2023-09-08 01:38:25","1694111905000","0.134","0.5329999999999999","9850","8530","2.6","0","877","0"
"2023-09-08 01:38:30","1694111910000","0.166","0.544","6980","6150","2.4","0","998","0"
"2023-09-08 01:38:35","1694111915000","0.08199999999999999","0.5589999999999999","3570","3090","1.8","0","485","0"
"2023-09-08 01:38:40","1694111920000","0.098","0.5329999999999999","7470","6410","2","0","770","0"
"2023-09-08 01:38:45","1694111925000","0.08800000000000001","0.531","2570","2330","1.6","0","640","0"
"2023-09-08 01:38:50","1694111930000","0.062","0.5539999999999999","6210","5400","2","0","278","0"
"2023-09-08 01:38:55","1694111935000","0.152","0.535","9130","8109.999999999999","2.2","0","868","0"
"2023-09-08 01:39:00","1694111940000","0.114","0.535","4880","4350","2.4","0","1020","0"
"2023-09-08 01:39:05","1694111945000","0.17600000000000002","0.5379999999999999","3730","3500","1.8","0","1810","0"
"2023-09-08 01:39:10","1694111950000","0.312","0.542","9160","8010","4","0","2370","0"
"2023-09-08 01:39:15","1694111955000","0.268","0.614","10400","9220","2.6","0","2350","0"
"2023-09-08 01:39:20","1694111960000","0.292","0.532","9890","8660","3.2","0","2350","0"
"2023-09-08 01:39:25","1694111965000","0.25","0.5429999999999999","6620","6350","3.2","0","1590","0"
"2023-09-08 01:39:30","1694111970000","0.15","0.539","9510","7700","3","0","547","0"
"2023-09-08 01:39:35","1694111975000","0.158","0.535","11900","10200","2.6","0","755","0"
"2023-09-08 01:39:40","1694111980000","0.17800000000000002","0.529","3500","3180","2.6","0","1330","0"
"2023-09-08 01:39:45","1694111985000","0.276","0.602","8119.999999999999","7590","3.2","0","1870","0"
"2023-09-08 01:39:50","1694111990000","0.24600000000000002","0.531","5550","4970","3","0","1500","0"
"2023-09-08 01:39:55","1694111995000","0.174","0.532","7240","6340","1.6","0","1060","0"
"2023-09-08 01:40:00","1694112000000","0.214","0.54","8600","7580","3","0","1040","0"
