"Time","total-req-rate","ok-req-rate","error-req-rate"
2023-04-18 16:26:40,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:26:45,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:26:50,1.64 req/s,1.64 req/s,0 req/s
2023-04-18 16:26:55,1.64 req/s,1.64 req/s,0 req/s
2023-04-18 16:27:00,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:27:05,1.67 req/s,1.67 req/s,0 req/s
2023-04-18 16:27:10,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:27:15,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:27:20,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:27:25,1.64 req/s,1.64 req/s,0 req/s
2023-04-18 16:27:30,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:27:35,1.67 req/s,1.67 req/s,0 req/s
2023-04-18 16:27:40,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:27:45,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:27:50,1.67 req/s,1.67 req/s,0 req/s
2023-04-18 16:27:55,1.67 req/s,1.67 req/s,0 req/s
2023-04-18 16:28:00,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:28:05,1.67 req/s,1.67 req/s,0 req/s
2023-04-18 16:28:10,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:28:15,1.67 req/s,1.67 req/s,0 req/s
2023-04-18 16:28:20,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:28:25,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:28:30,1.67 req/s,1.67 req/s,0 req/s
2023-04-18 16:28:35,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:28:40,1.67 req/s,1.67 req/s,0 req/s
2023-04-18 16:28:45,1.62 req/s,1.62 req/s,0 req/s
2023-04-18 16:28:50,1.64 req/s,1.64 req/s,0 req/s
2023-04-18 16:28:55,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:29:00,1.67 req/s,1.67 req/s,0 req/s
2023-04-18 16:29:05,1.64 req/s,1.64 req/s,0 req/s
2023-04-18 16:29:10,1.64 req/s,1.64 req/s,0 req/s
2023-04-18 16:29:15,1.67 req/s,1.67 req/s,0 req/s
2023-04-18 16:29:20,1.67 req/s,1.67 req/s,0 req/s
2023-04-18 16:29:25,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:29:30,1.69 req/s,1.69 req/s,0 req/s
2023-04-18 16:29:35,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:29:40,1.67 req/s,1.67 req/s,0 req/s
2023-04-18 16:29:45,1.64 req/s,1.64 req/s,0 req/s
2023-04-18 16:29:50,1.69 req/s,1.69 req/s,0 req/s
2023-04-18 16:29:55,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:30:00,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:30:05,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:30:10,1.64 req/s,1.64 req/s,0 req/s
2023-04-18 16:30:15,1.64 req/s,1.64 req/s,0 req/s
2023-04-18 16:30:20,1.65 req/s,1.65 req/s,0 req/s
2023-04-18 16:30:25,1.62 req/s,1.62 req/s,0 req/s
2023-04-18 16:30:30,1.67 req/s,1.67 req/s,0 req/s
2023-04-18 16:30:35,1.64 req/s,1.64 req/s,0 req/s
2023-04-18 16:30:40,1.71 req/s,1.64 req/s,0.0727 req/s
2023-04-18 16:30:45,1.91 req/s,1.60 req/s,0.309 req/s
2023-04-18 16:30:50,2.16 req/s,1.51 req/s,0.655 req/s
2023-04-18 16:30:55,2.47 req/s,1.55 req/s,0.927 req/s
2023-04-18 16:31:00,2.69 req/s,1.47 req/s,1.22 req/s
2023-04-18 16:31:05,2.95 req/s,1.42 req/s,1.53 req/s
2023-04-18 16:31:10,3.04 req/s,1.42 req/s,1.62 req/s
2023-04-18 16:31:15,3.05 req/s,1.44 req/s,1.62 req/s
2023-04-18 16:31:20,3.13 req/s,1.51 req/s,1.62 req/s
2023-04-18 16:31:25,3.20 req/s,1.58 req/s,1.62 req/s
2023-04-18 16:31:30,3.29 req/s,1.67 req/s,1.62 req/s
2023-04-18 16:31:35,3.27 req/s,1.73 req/s,1.55 req/s
2023-04-18 16:31:40,3.15 req/s,1.84 req/s,1.31 req/s
2023-04-18 16:31:45,2.96 req/s,2.00 req/s,0.964 req/s
2023-04-18 16:31:50,2.71 req/s,2.02 req/s,0.691 req/s
2023-04-18 16:31:55,2.55 req/s,2.15 req/s,0.400 req/s
2023-04-18 16:32:00,2.35 req/s,2.25 req/s,0.0909 req/s
2023-04-18 16:32:05,2.29 req/s,2.29 req/s,0 req/s
2023-04-18 16:32:10,2.40 req/s,2.40 req/s,0 req/s
2023-04-18 16:32:15,2.44 req/s,2.44 req/s,0 req/s
2023-04-18 16:32:20,2.35 req/s,2.35 req/s,0 req/s
2023-04-18 16:32:25,2.44 req/s,2.44 req/s,0 req/s
2023-04-18 16:32:30,2.42 req/s,2.42 req/s,0 req/s
2023-04-18 16:32:35,2.35 req/s,2.35 req/s,0 req/s
2023-04-18 16:32:40,2.38 req/s,2.38 req/s,0 req/s
2023-04-18 16:32:45,2.42 req/s,2.42 req/s,0 req/s
2023-04-18 16:32:50,2.45 req/s,2.45 req/s,0 req/s
2023-04-18 16:32:55,2.42 req/s,2.42 req/s,0 req/s
2023-04-18 16:33:00,2.38 req/s,2.38 req/s,0 req/s
2023-04-18 16:33:05,2.40 req/s,2.40 req/s,0 req/s
2023-04-18 16:33:10,2.36 req/s,2.36 req/s,0 req/s
2023-04-18 16:33:15,2.44 req/s,2.44 req/s,0 req/s
2023-04-18 16:33:20,2.40 req/s,2.40 req/s,0 req/s
2023-04-18 16:33:25,2.42 req/s,2.42 req/s,0 req/s
2023-04-18 16:33:30,2.45 req/s,2.45 req/s,0 req/s
2023-04-18 16:33:35,2.29 req/s,2.29 req/s,0 req/s
2023-04-18 16:33:40,2.20 req/s,2.20 req/s,0 req/s
2023-04-18 16:33:45,2.07 req/s,2.07 req/s,0 req/s
2023-04-18 16:33:50,2.05 req/s,2.05 req/s,0 req/s
2023-04-18 16:33:55,2.00 req/s,2.00 req/s,0 req/s
2023-04-18 16:34:00,1.84 req/s,1.84 req/s,0 req/s
2023-04-18 16:34:05,1.75 req/s,1.75 req/s,0 req/s
2023-04-18 16:34:10,1.64 req/s,1.64 req/s,0 req/s
2023-04-18 16:34:15,1.53 req/s,1.53 req/s,0 req/s
2023-04-18 16:34:20,1.49 req/s,1.49 req/s,0 req/s
2023-04-18 16:34:25,1.35 req/s,1.35 req/s,0 req/s
2023-04-18 16:34:30,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 16:34:35,1.42 req/s,1.42 req/s,0 req/s
2023-04-18 16:34:40,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 16:34:45,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 16:34:50,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 16:34:55,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 16:35:00,1.38 req/s,1.38 req/s,0 req/s
2023-04-18 16:35:05,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 16:35:10,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 16:35:15,1.38 req/s,1.38 req/s,0 req/s
2023-04-18 16:35:20,1.38 req/s,1.38 req/s,0 req/s
2023-04-18 16:35:25,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 16:35:30,1.36 req/s,1.36 req/s,0 req/s
2023-04-18 16:35:35,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 16:35:40,1.36 req/s,1.36 req/s,0 req/s
2023-04-18 16:35:45,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 16:35:50,1.36 req/s,1.36 req/s,0 req/s
2023-04-18 16:35:55,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 16:36:00,1.38 req/s,1.38 req/s,0 req/s
2023-04-18 16:36:05,1.38 req/s,1.38 req/s,0 req/s
2023-04-18 16:36:10,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 16:36:15,1.38 req/s,1.38 req/s,0 req/s
2023-04-18 16:36:20,1.38 req/s,1.38 req/s,0 req/s
2023-04-18 16:36:25,1.42 req/s,1.42 req/s,0 req/s
2023-04-18 16:36:30,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 16:36:35,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 16:36:40,1.38 req/s,1.38 req/s,0 req/s
2023-04-18 16:36:45,1.42 req/s,1.42 req/s,0 req/s
2023-04-18 16:36:50,1.42 req/s,1.42 req/s,0 req/s
2023-04-18 16:36:55,1.40 req/s,1.40 req/s,0 req/s
2023-04-18 16:37:00,1.38 req/s,1.38 req/s,0 req/s
2023-04-18 16:37:05,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 16:37:10,1.31 req/s,1.31 req/s,0 req/s
2023-04-18 16:37:15,1.25 req/s,1.25 req/s,0 req/s
2023-04-18 16:37:20,1.24 req/s,1.24 req/s,0 req/s
2023-04-18 16:37:25,1.20 req/s,1.20 req/s,0 req/s
2023-04-18 16:37:30,1.16 req/s,1.16 req/s,0 req/s
2023-04-18 16:37:35,1.16 req/s,1.16 req/s,0 req/s
2023-04-18 16:37:40,1.09 req/s,1.09 req/s,0 req/s
2023-04-18 16:37:45,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:37:50,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 16:37:55,1.04 req/s,1.04 req/s,0 req/s
2023-04-18 16:38:00,1.09 req/s,1.09 req/s,0 req/s
2023-04-18 16:38:05,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:38:10,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:38:15,1.04 req/s,1.04 req/s,0 req/s
2023-04-18 16:38:20,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 16:38:25,1.09 req/s,1.09 req/s,0 req/s
2023-04-18 16:38:30,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 16:38:35,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:38:40,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:38:45,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:38:50,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:38:55,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 16:39:00,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 16:39:05,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 16:39:10,1.09 req/s,1.09 req/s,0 req/s
2023-04-18 16:39:15,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:39:20,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:39:25,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 16:39:30,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 16:39:35,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 16:39:40,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:39:45,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:39:50,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 16:39:55,1.09 req/s,1.09 req/s,0 req/s
2023-04-18 16:40:00,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:40:05,1.02 req/s,1.02 req/s,0 req/s
2023-04-18 16:40:10,1.04 req/s,1.04 req/s,0 req/s
2023-04-18 16:40:15,1.04 req/s,1.04 req/s,0 req/s
2023-04-18 16:40:20,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:40:25,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:40:30,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 16:40:35,1.04 req/s,1.04 req/s,0 req/s
2023-04-18 16:40:40,1.04 req/s,1.04 req/s,0 req/s
2023-04-18 16:40:45,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:40:50,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 16:40:55,1.04 req/s,1.04 req/s,0 req/s
2023-04-18 16:41:00,1.11 req/s,1.11 req/s,0 req/s
2023-04-18 16:41:05,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:41:10,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:41:15,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:41:20,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:41:25,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:41:30,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:41:35,1.09 req/s,1.09 req/s,0 req/s
2023-04-18 16:41:40,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 16:41:45,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 16:41:50,1.09 req/s,1.09 req/s,0 req/s
2023-04-18 16:41:55,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 16:42:00,1.09 req/s,1.09 req/s,0 req/s
2023-04-18 16:42:05,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:42:10,1.07 req/s,1.07 req/s,0 req/s
2023-04-18 16:42:15,1.04 req/s,1.04 req/s,0 req/s
2023-04-18 16:42:20,1.02 req/s,1.02 req/s,0 req/s
2023-04-18 16:42:25,1 req/s,1 req/s,0 req/s
2023-04-18 16:42:30,0.964 req/s,0.964 req/s,0 req/s
2023-04-18 16:42:35,0.945 req/s,0.945 req/s,0 req/s
2023-04-18 16:42:40,0.909 req/s,0.909 req/s,0 req/s
2023-04-18 16:42:45,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:42:50,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:42:55,0.818 req/s,0.818 req/s,0 req/s
2023-04-18 16:43:00,0.800 req/s,0.800 req/s,0 req/s
2023-04-18 16:43:05,0.745 req/s,0.745 req/s,0 req/s
2023-04-18 16:43:10,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:43:15,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:43:20,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:43:25,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:43:30,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:43:35,0.745 req/s,0.745 req/s,0 req/s
2023-04-18 16:43:40,0.782 req/s,0.782 req/s,0 req/s
2023-04-18 16:43:45,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:43:50,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:43:55,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:44:00,0.782 req/s,0.782 req/s,0 req/s
2023-04-18 16:44:05,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:44:10,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:44:15,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:44:20,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:44:25,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:44:30,0.800 req/s,0.800 req/s,0 req/s
2023-04-18 16:44:35,0.745 req/s,0.745 req/s,0 req/s
2023-04-18 16:44:40,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:44:45,0.745 req/s,0.745 req/s,0 req/s
2023-04-18 16:44:50,0.745 req/s,0.745 req/s,0 req/s
2023-04-18 16:44:55,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:45:00,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:45:05,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:45:10,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:45:15,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:45:20,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:45:25,0.745 req/s,0.745 req/s,0 req/s
2023-04-18 16:45:30,0.782 req/s,0.782 req/s,0 req/s
2023-04-18 16:45:35,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:45:40,0.782 req/s,0.782 req/s,0 req/s
2023-04-18 16:45:45,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:45:50,0.709 req/s,0.709 req/s,0 req/s
2023-04-18 16:45:55,0.709 req/s,0.709 req/s,0 req/s
2023-04-18 16:46:00,0.673 req/s,0.673 req/s,0 req/s
2023-04-18 16:46:05,0.636 req/s,0.636 req/s,0 req/s
2023-04-18 16:46:10,0.618 req/s,0.618 req/s,0 req/s
2023-04-18 16:46:15,0.600 req/s,0.600 req/s,0 req/s
2023-04-18 16:46:20,0.582 req/s,0.582 req/s,0 req/s
2023-04-18 16:46:25,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 16:46:30,0.527 req/s,0.527 req/s,0 req/s
2023-04-18 16:46:35,0.509 req/s,0.509 req/s,0 req/s
2023-04-18 16:46:40,0.491 req/s,0.491 req/s,0 req/s
2023-04-18 16:46:45,0.509 req/s,0.509 req/s,0 req/s
2023-04-18 16:46:50,0.491 req/s,0.491 req/s,0 req/s
2023-04-18 16:46:55,0.509 req/s,0.509 req/s,0 req/s
2023-04-18 16:47:00,0.509 req/s,0.509 req/s,0 req/s
2023-04-18 16:47:05,0.509 req/s,0.509 req/s,0 req/s
2023-04-18 16:47:10,0.473 req/s,0.473 req/s,0 req/s
2023-04-18 16:47:15,0.509 req/s,0.509 req/s,0 req/s
2023-04-18 16:47:20,0.491 req/s,0.491 req/s,0 req/s
2023-04-18 16:47:25,0.509 req/s,0.509 req/s,0 req/s
2023-04-18 16:47:30,0.491 req/s,0.491 req/s,0 req/s
2023-04-18 16:47:35,0.509 req/s,0.509 req/s,0 req/s
2023-04-18 16:47:40,0.491 req/s,0.491 req/s,0 req/s
2023-04-18 16:47:45,0.509 req/s,0.509 req/s,0 req/s
2023-04-18 16:47:50,0.491 req/s,0.491 req/s,0 req/s
2023-04-18 16:47:55,0.509 req/s,0.509 req/s,0 req/s
2023-04-18 16:48:00,0.491 req/s,0.491 req/s,0 req/s
2023-04-18 16:48:05,0.509 req/s,0.509 req/s,0 req/s
2023-04-18 16:48:10,0.491 req/s,0.491 req/s,0 req/s
2023-04-18 16:48:15,0.491 req/s,0.491 req/s,0 req/s
2023-04-18 16:48:20,0.473 req/s,0.473 req/s,0 req/s
2023-04-18 16:48:25,0.491 req/s,0.491 req/s,0 req/s
2023-04-18 16:48:30,0.473 req/s,0.473 req/s,0 req/s
2023-04-18 16:48:35,0.545 req/s,0.545 req/s,0 req/s
2023-04-18 16:48:40,0.564 req/s,0.564 req/s,0 req/s
2023-04-18 16:48:45,0.618 req/s,0.618 req/s,0 req/s
2023-04-18 16:48:50,0.636 req/s,0.636 req/s,0 req/s
2023-04-18 16:48:55,0.691 req/s,0.691 req/s,0 req/s
2023-04-18 16:49:00,0.727 req/s,0.727 req/s,0 req/s
2023-04-18 16:49:05,0.764 req/s,0.764 req/s,0 req/s
2023-04-18 16:49:10,0.800 req/s,0.800 req/s,0 req/s
2023-04-18 16:49:15,0.855 req/s,0.855 req/s,0 req/s
2023-04-18 16:49:20,0.873 req/s,0.873 req/s,0 req/s
2023-04-18 16:49:25,0.927 req/s,0.927 req/s,0 req/s
2023-04-18 16:49:30,0.909 req/s,0.909 req/s,0 req/s
2023-04-18 16:49:35,0.927 req/s,0.927 req/s,0 req/s
2023-04-18 16:49:40,0.909 req/s,0.909 req/s,0 req/s
2023-04-18 16:49:45,0.927 req/s,0.927 req/s,0 req/s
2023-04-18 16:49:50,0.909 req/s,0.909 req/s,0 req/s
2023-04-18 16:49:55,0.927 req/s,0.927 req/s,0 req/s
2023-04-18 16:50:00,0.909 req/s,0.909 req/s,0 req/s
2023-04-18 16:50:05,0.927 req/s,0.927 req/s,0 req/s
2023-04-18 16:50:10,0.891 req/s,0.891 req/s,0 req/s
2023-04-18 16:50:15,0.909 req/s,0.909 req/s,0 req/s
2023-04-18 16:50:20,0.927 req/s,0.927 req/s,0 req/s
2023-04-18 16:50:25,0.909 req/s,0.909 req/s,0 req/s
2023-04-18 16:50:30,0.909 req/s,0.909 req/s,0 req/s
2023-04-18 16:50:35,0.927 req/s,0.927 req/s,0 req/s
2023-04-18 16:50:40,0.909 req/s,0.909 req/s,0 req/s
2023-04-18 16:50:45,0.909 req/s,0.909 req/s,0 req/s
2023-04-18 16:50:50,0.909 req/s,0.909 req/s,0 req/s
2023-04-18 16:50:55,0.927 req/s,0.927 req/s,0 req/s
2023-04-18 16:51:00,0.927 req/s,0.927 req/s,0 req/s
2023-04-18 16:51:05,0.945 req/s,0.945 req/s,0 req/s
2023-04-18 16:51:10,0.945 req/s,0.945 req/s,0 req/s
2023-04-18 16:51:15,0.909 req/s,0.909 req/s,0 req/s
2023-04-18 16:51:20,0.909 req/s,0.909 req/s,0 req/s
2023-04-18 16:51:25,0.927 req/s,0.927 req/s,0 req/s
2023-04-18 16:51:30,0.909 req/s,0.909 req/s,0 req/s
2023-04-18 16:51:35,0.927 req/s,0.927 req/s,0 req/s
2023-04-18 16:51:40,0.927 req/s,0.927 req/s,0 req/s
2023-04-18 16:51:45,0.927 req/s,0.927 req/s,0 req/s
2023-04-18 16:51:50,0.927 req/s,0.927 req/s,0 req/s
2023-04-18 16:51:55,0.909 req/s,0.909 req/s,0 req/s
2023-04-18 16:52:00,0.891 req/s,0.891 req/s,0 req/s
2023-04-18 16:52:05,0.909 req/s,0.909 req/s,0 req/s
2023-04-18 16:52:10,0.927 req/s,0.927 req/s,0 req/s
2023-04-18 16:52:15,0.909 req/s,0.909 req/s,0 req/s
2023-04-18 16:52:20,0.873 req/s,0.873 req/s,0 req/s
2023-04-18 16:52:25,0.964 req/s,0.964 req/s,0 req/s
2023-04-18 16:52:30,0.964 req/s,0.964 req/s,0 req/s
2023-04-18 16:52:35,0.982 req/s,0.982 req/s,0 req/s
2023-04-18 16:52:40,1.02 req/s,1.02 req/s,0 req/s
2023-04-18 16:52:45,1.04 req/s,1.04 req/s,0 req/s
2023-04-18 16:52:50,1.05 req/s,1.05 req/s,0 req/s
2023-04-18 16:52:55,1.13 req/s,1.13 req/s,0 req/s
2023-04-18 16:53:00,1.11 req/s,1.11 req/s,0 req/s
2023-04-18 16:53:05,1.13 req/s,1.13 req/s,0 req/s
2023-04-18 16:53:10,1.18 req/s,1.18 req/s,0 req/s
2023-04-18 16:53:15,1.20 req/s,1.20 req/s,0 req/s
2023-04-18 16:53:20,1.16 req/s,1.16 req/s,0 req/s
2023-04-18 16:53:25,1.16 req/s,1.16 req/s,0 req/s
2023-04-18 16:53:30,1.18 req/s,1.18 req/s,0 req/s
2023-04-18 16:53:35,1.16 req/s,1.16 req/s,0 req/s
2023-04-18 16:53:40,1.16 req/s,1.16 req/s,0 req/s
2023-04-18 16:53:45,1.16 req/s,1.16 req/s,0 req/s
2023-04-18 16:53:50,1.16 req/s,1.16 req/s,0 req/s
2023-04-18 16:53:55,1.16 req/s,1.16 req/s,0 req/s
2023-04-18 16:54:00,1.15 req/s,1.15 req/s,0 req/s
2023-04-18 16:54:05,1.16 req/s,1.16 req/s,0 req/s
2023-04-18 16:54:10,1.16 req/s,1.16 req/s,0 req/s
2023-04-18 16:54:15,1.16 req/s,1.16 req/s,0 req/s
2023-04-18 16:54:20,1.16 req/s,1.16 req/s,0 req/s
2023-04-18 16:54:25,1.16 req/s,1.16 req/s,0 req/s
2023-04-18 16:54:30,1.18 req/s,1.18 req/s,0 req/s
2023-04-18 16:54:35,1.18 req/s,1.18 req/s,0 req/s
2023-04-18 16:54:40,1.18 req/s,1.18 req/s,0 req/s
2023-04-18 16:54:45,1.15 req/s,1.15 req/s,0 req/s
2023-04-18 16:54:50,1.18 req/s,1.18 req/s,0 req/s
2023-04-18 16:54:55,1.16 req/s,1.16 req/s,0 req/s
2023-04-18 16:55:00,1.18 req/s,1.18 req/s,0 req/s
2023-04-18 16:55:05,1.18 req/s,1.18 req/s,0 req/s
2023-04-18 16:55:10,1.16 req/s,1.16 req/s,0 req/s
2023-04-18 16:55:15,1.18 req/s,1.18 req/s,0 req/s
2023-04-18 16:55:20,1.16 req/s,1.16 req/s,0 req/s
2023-04-18 16:55:25,1.20 req/s,1.20 req/s,0 req/s
2023-04-18 16:55:30,1.27 req/s,1.27 req/s,0 req/s
2023-04-18 16:55:35,1.42 req/s,1.40 req/s,0.0182 req/s
2023-04-18 16:55:40,1.58 req/s,1.47 req/s,0.109 req/s
2023-04-18 16:55:45,1.87 req/s,1.62 req/s,0.255 req/s
2023-04-18 16:55:50,2.07 req/s,1.67 req/s,0.400 req/s
2023-04-18 16:55:55,2.29 req/s,1.78 req/s,0.509 req/s
2023-04-18 16:56:00,2.49 req/s,1.98 req/s,0.509 req/s
2023-04-18 16:56:05,2.73 req/s,2.04 req/s,0.691 req/s
2023-04-18 16:56:10,2.91 req/s,2.11 req/s,0.800 req/s
2023-04-18 16:56:15,3.18 req/s,2.18 req/s,1.00 req/s
2023-04-18 16:56:20,3.40 req/s,2.38 req/s,1.02 req/s
2023-04-18 16:56:25,3.45 req/s,2.33 req/s,1.13 req/s
2023-04-18 16:56:30,3.56 req/s,2.38 req/s,1.18 req/s
2023-04-18 16:56:35,3.49 req/s,2.40 req/s,1.09 req/s
2023-04-18 16:56:40,3.18 req/s,2.24 req/s,0.945 req/s
2023-04-18 16:56:45,3.04 req/s,2.24 req/s,0.800 req/s
2023-04-18 16:56:50,2.84 req/s,2.15 req/s,0.691 req/s
2023-04-18 16:56:55,2.67 req/s,1.98 req/s,0.691 req/s
2023-04-18 16:57:00,2.47 req/s,1.96 req/s,0.509 req/s
2023-04-18 16:57:05,2.35 req/s,1.95 req/s,0.400 req/s
2023-04-18 16:57:10,2.13 req/s,1.93 req/s,0.200 req/s
2023-04-18 16:57:15,1.89 req/s,1.71 req/s,0.182 req/s
2023-04-18 16:57:20,1.80 req/s,1.73 req/s,0.0727 req/s
2023-04-18 16:57:25,1.58 req/s,1.58 req/s,0 req/s
2023-04-18 16:57:30,1.49 req/s,1.49 req/s,0 req/s
2023-04-18 16:57:35,1.58 req/s,1.58 req/s,0 req/s
2023-04-18 16:57:40,1.58 req/s,1.58 req/s,0 req/s
2023-04-18 16:57:45,1.56 req/s,1.56 req/s,0 req/s
2023-04-18 16:57:50,1.58 req/s,1.58 req/s,0 req/s
2023-04-18 16:57:55,1.55 req/s,1.55 req/s,0 req/s
2023-04-18 16:58:00,1.55 req/s,1.55 req/s,0 req/s
2023-04-18 16:58:05,1.56 req/s,1.56 req/s,0 req/s
2023-04-18 16:58:10,1.56 req/s,1.56 req/s,0 req/s
2023-04-18 16:58:15,1.55 req/s,1.55 req/s,0 req/s
2023-04-18 16:58:20,1.56 req/s,1.56 req/s,0 req/s
2023-04-18 16:58:25,1.62 req/s,1.62 req/s,0 req/s
2023-04-18 16:58:30,1.55 req/s,1.55 req/s,0 req/s
2023-04-18 16:58:35,1.58 req/s,1.58 req/s,0 req/s
2023-04-18 16:58:40,1.56 req/s,1.56 req/s,0 req/s
2023-04-18 16:58:45,1.55 req/s,1.55 req/s,0 req/s
2023-04-18 16:58:50,1.58 req/s,1.58 req/s,0 req/s
2023-04-18 16:58:55,1.56 req/s,1.56 req/s,0 req/s
2023-04-18 16:59:00,1.56 req/s,1.56 req/s,0 req/s
2023-04-18 16:59:05,1.56 req/s,1.56 req/s,0 req/s
2023-04-18 16:59:10,1.56 req/s,1.56 req/s,0 req/s

