"Time","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","vetha44c48b receive","br-10cd1f6f3899 transmit","docker0 transmit","eth0 transmit","eth1 transmit","lo transmit","vetha44c48b transmit"
2023-04-18 13:59:10,362 kB/s,0 kB/s,56.8 kB/s,180 kB/s,0 kB/s,365 kB/s,83.4 kB/s,0 kB/s,49.2 kB/s,2.25 MB/s,0 kB/s,83.4 kB/s
2023-04-18 13:59:15,373 kB/s,0 kB/s,45.2 kB/s,206 kB/s,0 kB/s,379 kB/s,96.6 kB/s,0 kB/s,40.8 kB/s,2.28 MB/s,0 kB/s,96.6 kB/s
2023-04-18 13:59:20,368 kB/s,0 kB/s,38.8 kB/s,210 kB/s,0 kB/s,373 kB/s,91.8 kB/s,0 kB/s,32.4 kB/s,2.28 MB/s,0 kB/s,91.8 kB/s
2023-04-18 13:59:25,363 kB/s,0 kB/s,0 kB/s,193 kB/s,0 kB/s,366 kB/s,83.4 kB/s,0 kB/s,0 kB/s,2.27 MB/s,0 kB/s,83.4 kB/s
2023-04-18 13:59:30,373 kB/s,0 kB/s,0 kB/s,193 kB/s,0 kB/s,378 kB/s,96.6 kB/s,0 kB/s,0 kB/s,2.27 MB/s,0 kB/s,96.6 kB/s
2023-04-18 13:59:35,362 kB/s,0 kB/s,11.2 kB/s,193 kB/s,0 kB/s,365 kB/s,83.4 kB/s,0 kB/s,15.4 kB/s,2.27 MB/s,0 kB/s,83.4 kB/s
2023-04-18 13:59:40,3.51 MB/s,0 kB/s,23.2 kB/s,3.48 MB/s,0 kB/s,3.71 MB/s,3.37 MB/s,0 kB/s,19.2 kB/s,5.61 MB/s,0 kB/s,3.37 MB/s
2023-04-18 13:59:45,5.52 GB/s,0 kB/s,0 kB/s,3.71 GB/s,0 kB/s,5.55 GB/s,3.71 GB/s,0 kB/s,0 kB/s,5.55 GB/s,0 kB/s,3.71 GB/s
2023-04-18 13:59:50,4.71 GB/s,0 kB/s,22.4 kB/s,2.93 GB/s,0 kB/s,4.73 GB/s,2.93 GB/s,0 kB/s,10.8 kB/s,4.73 GB/s,0 kB/s,2.93 GB/s
2023-04-18 13:59:55,5.49 GB/s,0 kB/s,0 kB/s,3.47 GB/s,0 kB/s,5.51 GB/s,3.47 GB/s,0 kB/s,0 kB/s,5.51 GB/s,0 kB/s,3.47 GB/s
2023-04-18 14:00:00,3.11 GB/s,0 kB/s,0 kB/s,1.99 GB/s,0 kB/s,3.12 GB/s,1.99 GB/s,0 kB/s,0 kB/s,3.12 GB/s,0 kB/s,1.99 GB/s
2023-04-18 14:00:05,2.28 GB/s,0 kB/s,22.4 kB/s,1.40 GB/s,0 kB/s,2.29 GB/s,1.40 GB/s,0 kB/s,10.8 kB/s,2.29 GB/s,0 kB/s,1.40 GB/s
2023-04-18 14:00:10,1.13 GB/s,0 kB/s,45.6 kB/s,818 MB/s,0 kB/s,1.13 GB/s,818 MB/s,0 kB/s,38.4 kB/s,1.14 GB/s,0 kB/s,818 MB/s
2023-04-18 14:00:15,1.30 GB/s,0 kB/s,33.6 kB/s,872 MB/s,0 kB/s,1.32 GB/s,872 MB/s,0 kB/s,30 kB/s,1.32 GB/s,0 kB/s,872 MB/s
2023-04-18 14:00:20,3.21 GB/s,0 kB/s,0 kB/s,2.01 GB/s,0 kB/s,3.21 GB/s,2.01 GB/s,0 kB/s,0 kB/s,3.22 GB/s,0 kB/s,2.01 GB/s
2023-04-18 14:00:25,1.30 GB/s,0 kB/s,0 kB/s,901 MB/s,0 kB/s,1.31 GB/s,901 MB/s,0 kB/s,0 kB/s,1.31 GB/s,0 kB/s,901 MB/s
2023-04-18 14:00:30,3.01 GB/s,0 kB/s,113 kB/s,1.88 GB/s,0 kB/s,3.02 GB/s,1.88 GB/s,0 kB/s,581 kB/s,3.02 GB/s,0 kB/s,1.88 GB/s
2023-04-18 14:00:35,2.77 GB/s,0 kB/s,0 kB/s,1.72 GB/s,0 kB/s,2.77 GB/s,1.72 GB/s,0 kB/s,0 kB/s,2.77 GB/s,0 kB/s,1.72 GB/s
2023-04-18 14:00:40,2.15 GB/s,0 kB/s,0 kB/s,1.95 GB/s,0 kB/s,2.16 GB/s,1.95 GB/s,0 kB/s,0 kB/s,2.16 GB/s,0 kB/s,1.95 GB/s
2023-04-18 14:00:45,4.87 GB/s,0 kB/s,19.6 kB/s,2.50 GB/s,0 kB/s,4.88 GB/s,2.50 GB/s,0 kB/s,19.6 kB/s,4.88 GB/s,0 kB/s,2.50 GB/s
2023-04-18 14:00:50,2.02 GB/s,0 kB/s,30.8 kB/s,1.29 GB/s,0 kB/s,2.03 GB/s,1.29 GB/s,0 kB/s,30.4 kB/s,2.03 GB/s,0 kB/s,1.29 GB/s
2023-04-18 14:00:55,3.77 GB/s,0 kB/s,66 kB/s,2.33 GB/s,0 kB/s,3.77 GB/s,2.33 GB/s,0 kB/s,58.4 kB/s,3.78 GB/s,0 kB/s,2.33 GB/s
2023-04-18 14:01:00,5.65 GB/s,0 kB/s,78.4 kB/s,3.63 GB/s,0 kB/s,5.65 GB/s,3.63 GB/s,0 kB/s,78.4 kB/s,5.65 GB/s,0 kB/s,3.63 GB/s
2023-04-18 14:01:05,4.13 GB/s,0 kB/s,0 kB/s,2.40 GB/s,0 kB/s,4.14 GB/s,2.40 GB/s,0 kB/s,0 kB/s,4.14 GB/s,0 kB/s,2.40 GB/s
2023-04-18 14:01:10,2.26 GB/s,0 kB/s,53.2 kB/s,1.48 GB/s,0 kB/s,2.27 GB/s,1.48 GB/s,0 kB/s,49.6 kB/s,2.28 GB/s,0 kB/s,1.48 GB/s
2023-04-18 14:01:15,4.60 GB/s,0 kB/s,72.8 kB/s,3.38 GB/s,0 kB/s,4.61 GB/s,3.38 GB/s,0 kB/s,69.2 kB/s,4.61 GB/s,0 kB/s,3.38 GB/s
2023-04-18 14:01:20,5.75 GB/s,0 kB/s,31.6 kB/s,3.20 GB/s,0 kB/s,5.76 GB/s,3.20 GB/s,0 kB/s,28 kB/s,5.76 GB/s,0 kB/s,3.20 GB/s
2023-04-18 14:01:25,397 MB/s,0 kB/s,0 kB/s,113 MB/s,0 kB/s,401 MB/s,113 MB/s,0 kB/s,0 kB/s,403 MB/s,0 kB/s,113 MB/s
2023-04-18 14:01:30,2.83 GB/s,0 kB/s,11.6 kB/s,2.30 GB/s,0 kB/s,2.84 GB/s,2.30 GB/s,0 kB/s,10.8 kB/s,2.84 GB/s,0 kB/s,2.30 GB/s
2023-04-18 14:01:35,9.17 GB/s,0 kB/s,0 kB/s,5.48 GB/s,0 kB/s,9.18 GB/s,5.48 GB/s,0 kB/s,0 kB/s,9.18 GB/s,0 kB/s,5.48 GB/s
2023-04-18 14:01:40,2.53 GB/s,0 kB/s,0 kB/s,1.24 GB/s,0 kB/s,2.54 GB/s,1.24 GB/s,0 kB/s,0 kB/s,2.54 GB/s,0 kB/s,1.24 GB/s
2023-04-18 14:01:45,2.39 GB/s,0 kB/s,11.6 kB/s,1.63 GB/s,0 kB/s,2.41 GB/s,1.63 GB/s,0 kB/s,10.8 kB/s,2.42 GB/s,0 kB/s,1.63 GB/s
2023-04-18 14:01:50,1.33 GB/s,0 kB/s,23.2 kB/s,946 MB/s,0 kB/s,1.34 GB/s,946 MB/s,0 kB/s,22.4 kB/s,1.35 GB/s,0 kB/s,946 MB/s
2023-04-18 14:01:55,5.40 GB/s,0 kB/s,0 kB/s,3.38 GB/s,0 kB/s,5.41 GB/s,3.38 GB/s,0 kB/s,0 kB/s,5.41 GB/s,0 kB/s,3.38 GB/s
2023-04-18 14:02:00,4.90 GB/s,0 kB/s,0 kB/s,2.98 GB/s,0 kB/s,4.91 GB/s,2.98 GB/s,0 kB/s,0 kB/s,4.91 GB/s,0 kB/s,2.98 GB/s
2023-04-18 14:02:05,1.30 GB/s,0 kB/s,33.6 kB/s,960 MB/s,0 kB/s,1.31 GB/s,960 MB/s,0 kB/s,21.6 kB/s,1.31 GB/s,0 kB/s,960 MB/s
2023-04-18 14:02:10,435 MB/s,0 kB/s,56 kB/s,364 MB/s,0 kB/s,448 MB/s,364 MB/s,0 kB/s,40.8 kB/s,450 MB/s,0 kB/s,364 MB/s
2023-04-18 14:02:15,3.40 GB/s,0 kB/s,45.6 kB/s,2.20 GB/s,0 kB/s,3.41 GB/s,2.20 GB/s,0 kB/s,38.4 kB/s,3.42 GB/s,0 kB/s,2.20 GB/s
2023-04-18 14:02:20,2.40 GB/s,0 kB/s,0 kB/s,1.57 GB/s,0 kB/s,2.41 GB/s,1.57 GB/s,0 kB/s,0 kB/s,2.41 GB/s,0 kB/s,1.57 GB/s
2023-04-18 14:02:25,2.43 GB/s,0 kB/s,11.6 kB/s,1.59 GB/s,0 kB/s,2.45 GB/s,1.59 GB/s,0 kB/s,10.8 kB/s,2.45 GB/s,0 kB/s,1.59 GB/s
2023-04-18 14:02:30,3.13 GB/s,0 kB/s,113 kB/s,2.44 GB/s,0 kB/s,3.13 GB/s,2.44 GB/s,0 kB/s,579 kB/s,3.14 GB/s,0 kB/s,2.44 GB/s
2023-04-18 14:02:35,2.89 GB/s,0 kB/s,44.8 kB/s,1.31 GB/s,0 kB/s,2.90 GB/s,1.31 GB/s,0 kB/s,21.6 kB/s,2.90 GB/s,0 kB/s,1.31 GB/s
2023-04-18 14:02:40,2.99 GB/s,0 kB/s,22.4 kB/s,1.88 GB/s,0 kB/s,3.01 GB/s,1.88 GB/s,0 kB/s,21.6 kB/s,3.01 GB/s,0 kB/s,1.88 GB/s
2023-04-18 14:02:45,2.44 GB/s,0 kB/s,22.4 kB/s,1.61 GB/s,0 kB/s,2.45 GB/s,1.61 GB/s,0 kB/s,10.8 kB/s,2.45 GB/s,0 kB/s,1.61 GB/s
2023-04-18 14:02:50,1.26 GB/s,0 kB/s,0 kB/s,817 MB/s,0 kB/s,1.27 GB/s,817 MB/s,0 kB/s,0 kB/s,1.27 GB/s,0 kB/s,817 MB/s
2023-04-18 14:02:55,231 MB/s,0 kB/s,34 kB/s,264 MB/s,0 kB/s,239 MB/s,263 MB/s,0 kB/s,21.6 kB/s,241 MB/s,0 kB/s,263 MB/s
2023-04-18 14:03:00,352 MB/s,0 kB/s,12 kB/s,331 MB/s,0 kB/s,364 MB/s,331 MB/s,0 kB/s,8.40 kB/s,366 MB/s,0 kB/s,331 MB/s
2023-04-18 14:03:05,4.02 GB/s,0 kB/s,0 kB/s,2.50 GB/s,0 kB/s,4.03 GB/s,2.50 GB/s,0 kB/s,0 kB/s,4.03 GB/s,0 kB/s,2.50 GB/s
2023-04-18 14:03:10,378 MB/s,0 kB/s,33.6 kB/s,357 MB/s,0 kB/s,390 MB/s,357 MB/s,0 kB/s,30 kB/s,392 MB/s,0 kB/s,357 MB/s
2023-04-18 14:03:15,2.24 GB/s,0 kB/s,78.8 kB/s,1.44 GB/s,0 kB/s,2.25 GB/s,1.44 GB/s,0 kB/s,62.4 kB/s,2.25 GB/s,0 kB/s,1.44 GB/s
2023-04-18 14:03:20,4.07 GB/s,0 kB/s,0 kB/s,2.50 GB/s,0 kB/s,4.08 GB/s,2.50 GB/s,0 kB/s,0 kB/s,4.08 GB/s,0 kB/s,2.50 GB/s
2023-04-18 14:03:25,2.03 GB/s,0 kB/s,0 kB/s,1.33 GB/s,0 kB/s,2.03 GB/s,1.33 GB/s,0 kB/s,0 kB/s,2.04 GB/s,0 kB/s,1.33 GB/s
2023-04-18 14:03:30,1.11 GB/s,0 kB/s,33.6 kB/s,772 MB/s,0 kB/s,1.12 GB/s,772 MB/s,0 kB/s,21.6 kB/s,1.12 GB/s,0 kB/s,772 MB/s
2023-04-18 14:03:35,1.22 GB/s,0 kB/s,12 kB/s,828 MB/s,0 kB/s,1.23 GB/s,828 MB/s,0 kB/s,8.40 kB/s,1.23 GB/s,0 kB/s,828 MB/s
2023-04-18 14:03:40,2.08 GB/s,0 kB/s,11.6 kB/s,1.29 GB/s,0 kB/s,2.08 GB/s,1.29 GB/s,0 kB/s,10.8 kB/s,2.08 GB/s,0 kB/s,1.29 GB/s
2023-04-18 14:03:45,3.02 GB/s,0 kB/s,0 kB/s,1.96 GB/s,0 kB/s,3.03 GB/s,1.96 GB/s,0 kB/s,0 kB/s,3.03 GB/s,0 kB/s,1.96 GB/s
2023-04-18 14:03:50,2.51 GB/s,0 kB/s,0 kB/s,1.65 GB/s,0 kB/s,2.52 GB/s,1.65 GB/s,0 kB/s,0 kB/s,2.52 GB/s,0 kB/s,1.65 GB/s
2023-04-18 14:03:55,4.02 GB/s,0 kB/s,0 kB/s,3.06 GB/s,0 kB/s,4.02 GB/s,3.06 GB/s,0 kB/s,0 kB/s,4.02 GB/s,0 kB/s,3.06 GB/s
2023-04-18 14:04:00,3.14 GB/s,0 kB/s,22.8 kB/s,1.38 GB/s,0 kB/s,3.15 GB/s,1.38 GB/s,0 kB/s,21.6 kB/s,3.15 GB/s,0 kB/s,1.38 GB/s
2023-04-18 14:04:05,1.99 GB/s,0 kB/s,12 kB/s,1.22 GB/s,0 kB/s,2.00 GB/s,1.22 GB/s,0 kB/s,8.40 kB/s,2.00 GB/s,0 kB/s,1.22 GB/s
2023-04-18 14:04:10,275 MB/s,0 kB/s,50 kB/s,265 MB/s,0 kB/s,284 MB/s,265 MB/s,0 kB/s,52 kB/s,286 MB/s,0 kB/s,265 MB/s
2023-04-18 14:04:15,1.39 GB/s,0 kB/s,33.6 kB/s,970 MB/s,0 kB/s,1.40 GB/s,970 MB/s,0 kB/s,30 kB/s,1.40 GB/s,0 kB/s,970 MB/s
2023-04-18 14:04:20,2.36 GB/s,0 kB/s,0 kB/s,1.51 GB/s,0 kB/s,2.37 GB/s,1.51 GB/s,0 kB/s,0 kB/s,2.37 GB/s,0 kB/s,1.51 GB/s
2023-04-18 14:04:25,1.12 GB/s,0 kB/s,11.2 kB/s,813 MB/s,0 kB/s,1.13 GB/s,813 MB/s,0 kB/s,10.8 kB/s,1.14 GB/s,0 kB/s,813 MB/s
2023-04-18 14:04:30,4.91 GB/s,0 kB/s,113 kB/s,2.98 GB/s,0 kB/s,4.92 GB/s,2.98 GB/s,0 kB/s,579 kB/s,4.92 GB/s,0 kB/s,2.98 GB/s
2023-04-18 14:04:35,2.93 GB/s,0 kB/s,11.2 kB/s,1.87 GB/s,0 kB/s,2.94 GB/s,1.87 GB/s,0 kB/s,0 kB/s,2.94 GB/s,0 kB/s,1.87 GB/s
2023-04-18 14:04:40,2.13 GB/s,0 kB/s,22.4 kB/s,1.36 GB/s,0 kB/s,2.14 GB/s,1.36 GB/s,0 kB/s,10.8 kB/s,2.14 GB/s,0 kB/s,1.36 GB/s
2023-04-18 14:04:45,1.42 GB/s,0 kB/s,0 kB/s,1.25 GB/s,0 kB/s,1.43 GB/s,1.25 GB/s,0 kB/s,0 kB/s,1.43 GB/s,0 kB/s,1.25 GB/s
2023-04-18 14:04:50,1.65 GB/s,0 kB/s,0 kB/s,712 MB/s,0 kB/s,1.65 GB/s,712 MB/s,0 kB/s,0 kB/s,1.65 GB/s,0 kB/s,712 MB/s
2023-04-18 14:04:55,200 MB/s,0 kB/s,0 kB/s,203 MB/s,0 kB/s,207 MB/s,203 MB/s,0 kB/s,0 kB/s,209 MB/s,0 kB/s,203 MB/s
2023-04-18 14:05:00,2.35 GB/s,0 kB/s,0 kB/s,2.25 GB/s,0 kB/s,2.36 GB/s,2.25 GB/s,0 kB/s,0 kB/s,2.37 GB/s,0 kB/s,2.25 GB/s
2023-04-18 14:05:05,4.27 GB/s,0 kB/s,0 kB/s,1.94 GB/s,0 kB/s,4.27 GB/s,1.94 GB/s,0 kB/s,0 kB/s,4.27 GB/s,0 kB/s,1.94 GB/s
2023-04-18 14:05:10,2.12 GB/s,0 kB/s,33.6 kB/s,1.40 GB/s,0 kB/s,2.13 GB/s,1.40 GB/s,0 kB/s,30 kB/s,2.13 GB/s,0 kB/s,1.40 GB/s
2023-04-18 14:05:15,341 MB/s,0 kB/s,45.6 kB/s,322 MB/s,0 kB/s,352 MB/s,322 MB/s,0 kB/s,38.4 kB/s,354 MB/s,0 kB/s,322 MB/s
2023-04-18 14:05:20,1.34 GB/s,0 kB/s,0 kB/s,865 MB/s,0 kB/s,1.34 GB/s,865 MB/s,0 kB/s,0 kB/s,1.34 GB/s,0 kB/s,865 MB/s
2023-04-18 14:05:25,1.01 GB/s,0 kB/s,0 kB/s,620 MB/s,0 kB/s,1.01 GB/s,620 MB/s,0 kB/s,0 kB/s,1.01 GB/s,0 kB/s,620 MB/s
2023-04-18 14:05:30,2.10 GB/s,0 kB/s,0 kB/s,1.35 GB/s,0 kB/s,2.11 GB/s,1.35 GB/s,0 kB/s,0 kB/s,2.11 GB/s,0 kB/s,1.35 GB/s
2023-04-18 14:05:35,2.89 GB/s,0 kB/s,0 kB/s,1.79 GB/s,0 kB/s,2.90 GB/s,1.79 GB/s,0 kB/s,0 kB/s,2.90 GB/s,0 kB/s,1.79 GB/s
2023-04-18 14:05:40,148 MB/s,0 kB/s,89.4 kB/s,127 MB/s,0 kB/s,152 MB/s,127 MB/s,0 kB/s,95 kB/s,154 MB/s,0 kB/s,127 MB/s
2023-04-18 14:05:45,4.46 GB/s,0 kB/s,19.6 kB/s,2.97 GB/s,0 kB/s,4.46 GB/s,2.97 GB/s,0 kB/s,19.6 kB/s,4.46 GB/s,0 kB/s,2.97 GB/s
2023-04-18 14:05:50,3.51 GB/s,0 kB/s,81.2 kB/s,1.95 GB/s,0 kB/s,3.52 GB/s,1.95 GB/s,0 kB/s,69.6 kB/s,3.52 GB/s,0 kB/s,1.95 GB/s
2023-04-18 14:05:55,3.10 GB/s,0 kB/s,137 kB/s,1.95 GB/s,0 kB/s,3.10 GB/s,1.95 GB/s,0 kB/s,137 kB/s,3.10 GB/s,0 kB/s,1.95 GB/s
2023-04-18 14:06:00,3.12 GB/s,0 kB/s,109 kB/s,1.96 GB/s,0 kB/s,3.13 GB/s,1.96 GB/s,0 kB/s,109 kB/s,3.13 GB/s,0 kB/s,1.96 GB/s
2023-04-18 14:06:05,3.14 GB/s,0 kB/s,51.2 kB/s,2.50 GB/s,0 kB/s,3.15 GB/s,2.50 GB/s,0 kB/s,47.6 kB/s,3.15 GB/s,0 kB/s,2.50 GB/s
2023-04-18 14:06:10,3.74 GB/s,0 kB/s,70 kB/s,1.78 GB/s,0 kB/s,3.74 GB/s,1.78 GB/s,0 kB/s,40.8 kB/s,3.74 GB/s,0 kB/s,1.78 GB/s
2023-04-18 14:06:15,1.90 GB/s,0 kB/s,92.4 kB/s,1.22 GB/s,0 kB/s,1.91 GB/s,1.22 GB/s,0 kB/s,88.8 kB/s,1.91 GB/s,0 kB/s,1.22 GB/s
2023-04-18 14:06:20,2.47 GB/s,0 kB/s,19.6 kB/s,1.57 GB/s,0 kB/s,2.48 GB/s,1.57 GB/s,0 kB/s,19.6 kB/s,2.48 GB/s,0 kB/s,1.57 GB/s
2023-04-18 14:06:25,1.87 GB/s,0 kB/s,0 kB/s,1.22 GB/s,0 kB/s,1.87 GB/s,1.22 GB/s,0 kB/s,0 kB/s,1.87 GB/s,0 kB/s,1.22 GB/s
2023-04-18 14:06:30,2.37 GB/s,0 kB/s,125 kB/s,1.50 GB/s,0 kB/s,2.38 GB/s,1.50 GB/s,0 kB/s,587 kB/s,2.38 GB/s,0 kB/s,1.50 GB/s
2023-04-18 14:06:35,2.07 GB/s,0 kB/s,0 kB/s,1.30 GB/s,0 kB/s,2.08 GB/s,1.30 GB/s,0 kB/s,0 kB/s,2.08 GB/s,0 kB/s,1.30 GB/s
2023-04-18 14:06:40,3.05 GB/s,0 kB/s,0 kB/s,1.92 GB/s,0 kB/s,3.05 GB/s,1.92 GB/s,0 kB/s,0 kB/s,3.06 GB/s,0 kB/s,1.92 GB/s
2023-04-18 14:06:45,4.76 GB/s,0 kB/s,11.2 kB/s,3.47 GB/s,0 kB/s,4.77 GB/s,3.47 GB/s,0 kB/s,10.8 kB/s,4.77 GB/s,0 kB/s,3.47 GB/s
2023-04-18 14:06:50,1.31 GB/s,0 kB/s,0 kB/s,1.06 GB/s,0 kB/s,1.32 GB/s,1.06 GB/s,0 kB/s,0 kB/s,1.32 GB/s,0 kB/s,1.06 GB/s
2023-04-18 14:06:55,3.09 GB/s,0 kB/s,11.2 kB/s,1.23 GB/s,0 kB/s,3.09 GB/s,1.23 GB/s,0 kB/s,10.8 kB/s,3.09 GB/s,0 kB/s,1.23 GB/s
2023-04-18 14:07:00,1.20 GB/s,0 kB/s,0 kB/s,751 MB/s,0 kB/s,1.20 GB/s,751 MB/s,0 kB/s,0 kB/s,1.20 GB/s,0 kB/s,751 MB/s
2023-04-18 14:07:05,1.12 GB/s,0 kB/s,34 kB/s,731 MB/s,0 kB/s,1.12 GB/s,731 MB/s,0 kB/s,21.6 kB/s,1.13 GB/s,0 kB/s,731 MB/s
2023-04-18 14:07:10,986 MB/s,0 kB/s,53.2 kB/s,603 MB/s,0 kB/s,987 MB/s,603 MB/s,0 kB/s,49.6 kB/s,989 MB/s,0 kB/s,603 MB/s
2023-04-18 14:07:15,2.14 GB/s,0 kB/s,44.8 kB/s,1.30 GB/s,0 kB/s,2.14 GB/s,1.30 GB/s,0 kB/s,40.8 kB/s,2.14 GB/s,0 kB/s,1.30 GB/s
2023-04-18 14:07:20,1.04 GB/s,0 kB/s,12 kB/s,647 MB/s,0 kB/s,1.04 GB/s,646 MB/s,0 kB/s,8.40 kB/s,1.04 GB/s,0 kB/s,646 MB/s
2023-04-18 14:07:25,857 MB/s,0 kB/s,0 kB/s,525 MB/s,0 kB/s,857 MB/s,524 MB/s,0 kB/s,0 kB/s,859 MB/s,0 kB/s,524 MB/s
2023-04-18 14:07:30,3.81 MB/s,0 kB/s,0 kB/s,2.37 MB/s,0 kB/s,3.83 MB/s,2.26 MB/s,0 kB/s,0 kB/s,5.74 MB/s,0 kB/s,2.26 MB/s
2023-04-18 14:07:35,1.12 GB/s,0 kB/s,0 kB/s,745 MB/s,0 kB/s,1.13 GB/s,744 MB/s,0 kB/s,0 kB/s,1.13 GB/s,0 kB/s,744 MB/s
2023-04-18 14:07:40,1.96 GB/s,0 kB/s,11.2 kB/s,1.18 GB/s,0 kB/s,1.96 GB/s,1.18 GB/s,0 kB/s,10.8 kB/s,1.96 GB/s,0 kB/s,1.18 GB/s
2023-04-18 14:07:45,71.7 MB/s,0 kB/s,44.8 kB/s,101 MB/s,0 kB/s,74.7 MB/s,101 MB/s,0 kB/s,21.6 kB/s,76.6 MB/s,0 kB/s,101 MB/s
2023-04-18 14:07:50,1.09 GB/s,0 kB/s,11.2 kB/s,669 MB/s,0 kB/s,1.10 GB/s,669 MB/s,0 kB/s,10.8 kB/s,1.10 GB/s,0 kB/s,669 MB/s
2023-04-18 14:07:55,999 MB/s,0 kB/s,11.6 kB/s,610 MB/s,0 kB/s,1000 MB/s,610 MB/s,0 kB/s,10.8 kB/s,1.00 GB/s,0 kB/s,610 MB/s
2023-04-18 14:08:00,158 MB/s,0 kB/s,0 kB/s,142 MB/s,0 kB/s,163 MB/s,142 MB/s,0 kB/s,0 kB/s,165 MB/s,0 kB/s,142 MB/s
2023-04-18 14:08:05,58.2 MB/s,0 kB/s,0 kB/s,89.3 MB/s,0 kB/s,61.0 MB/s,89.2 MB/s,0 kB/s,0 kB/s,62.9 MB/s,0 kB/s,89.2 MB/s
2023-04-18 14:08:10,1.05 GB/s,0 kB/s,33.6 kB/s,634 MB/s,0 kB/s,1.06 GB/s,634 MB/s,0 kB/s,30 kB/s,1.06 GB/s,0 kB/s,634 MB/s
2023-04-18 14:08:15,1.14 GB/s,0 kB/s,45.6 kB/s,717 MB/s,0 kB/s,1.14 GB/s,717 MB/s,0 kB/s,38.4 kB/s,1.14 GB/s,0 kB/s,717 MB/s
2023-04-18 14:08:20,31.0 MB/s,0 kB/s,0 kB/s,371 MB/s,0 kB/s,31.7 MB/s,371 MB/s,0 kB/s,0 kB/s,33.6 MB/s,0 kB/s,371 MB/s
2023-04-18 14:08:25,2.14 GB/s,0 kB/s,0 kB/s,949 MB/s,0 kB/s,2.14 GB/s,949 MB/s,0 kB/s,0 kB/s,2.14 GB/s,0 kB/s,949 MB/s
2023-04-18 14:08:30,115 MB/s,0 kB/s,135 kB/s,103 MB/s,0 kB/s,118 MB/s,103 MB/s,0 kB/s,590 kB/s,120 MB/s,0 kB/s,103 MB/s
2023-04-18 14:08:35,1.02 GB/s,0 kB/s,39.2 kB/s,626 MB/s,0 kB/s,1.02 GB/s,626 MB/s,0 kB/s,39.2 kB/s,1.02 GB/s,0 kB/s,626 MB/s
2023-04-18 14:08:40,9.19 MB/s,0 kB/s,98 kB/s,5.77 MB/s,0 kB/s,9.25 MB/s,5.66 MB/s,0 kB/s,98 kB/s,11.2 MB/s,0 kB/s,5.66 MB/s
2023-04-18 14:08:45,693 MB/s,0 kB/s,58.8 kB/s,578 MB/s,0 kB/s,696 MB/s,578 MB/s,0 kB/s,58.8 kB/s,698 MB/s,0 kB/s,578 MB/s
2023-04-18 14:08:50,1.22 GB/s,0 kB/s,0 kB/s,606 MB/s,0 kB/s,1.22 GB/s,606 MB/s,0 kB/s,0 kB/s,1.22 GB/s,0 kB/s,606 MB/s
2023-04-18 14:08:55,106 MB/s,0 kB/s,0 kB/s,96.5 MB/s,0 kB/s,109 MB/s,96.3 MB/s,0 kB/s,0 kB/s,111 MB/s,0 kB/s,96.3 MB/s
2023-04-18 14:09:00,2.07 GB/s,0 kB/s,0 kB/s,1.26 GB/s,0 kB/s,2.07 GB/s,1.26 GB/s,0 kB/s,0 kB/s,2.07 GB/s,0 kB/s,1.26 GB/s
2023-04-18 14:09:05,109 MB/s,0 kB/s,0 kB/s,128 MB/s,0 kB/s,113 MB/s,128 MB/s,0 kB/s,0 kB/s,115 MB/s,0 kB/s,128 MB/s
2023-04-18 14:09:10,1.15 GB/s,0 kB/s,33.6 kB/s,699 MB/s,0 kB/s,1.15 GB/s,699 MB/s,0 kB/s,30 kB/s,1.15 GB/s,0 kB/s,699 MB/s
2023-04-18 14:09:15,71.0 MB/s,0 kB/s,34.4 kB/s,64.3 MB/s,0 kB/s,73.4 MB/s,64.2 MB/s,0 kB/s,28.4 kB/s,75.3 MB/s,0 kB/s,64.2 MB/s
2023-04-18 14:09:20,843 MB/s,0 kB/s,11.2 kB/s,516 MB/s,0 kB/s,844 MB/s,515 MB/s,0 kB/s,10.8 kB/s,845 MB/s,0 kB/s,515 MB/s
2023-04-18 14:09:25,995 MB/s,0 kB/s,0 kB/s,667 MB/s,0 kB/s,999 MB/s,667 MB/s,0 kB/s,0 kB/s,1.00 GB/s,0 kB/s,667 MB/s
2023-04-18 14:09:30,119 MB/s,0 kB/s,13.2 kB/s,94.2 MB/s,0 kB/s,123 MB/s,94.1 MB/s,0 kB/s,10.8 kB/s,125 MB/s,0 kB/s,94.1 MB/s
2023-04-18 14:09:35,989 MB/s,0 kB/s,13.2 kB/s,590 MB/s,0 kB/s,989 MB/s,590 MB/s,0 kB/s,10.8 kB/s,991 MB/s,0 kB/s,590 MB/s
2023-04-18 14:09:40,1.51 GB/s,0 kB/s,11.6 kB/s,1.21 GB/s,0 kB/s,1.51 GB/s,1.21 GB/s,0 kB/s,10.8 kB/s,1.52 GB/s,0 kB/s,1.21 GB/s
2023-04-18 14:09:45,474 MB/s,0 kB/s,0 kB/s,2.39 MB/s,0 kB/s,474 MB/s,2.29 MB/s,0 kB/s,0 kB/s,476 MB/s,0 kB/s,2.29 MB/s
2023-04-18 14:09:50,1.02 GB/s,0 kB/s,18 kB/s,650 MB/s,0 kB/s,1.02 GB/s,650 MB/s,0 kB/s,18 kB/s,1.02 GB/s,0 kB/s,650 MB/s
