"Time","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","vetha44c48b receive","br-10cd1f6f3899 transmit","docker0 transmit","eth0 transmit","eth1 transmit","lo transmit","vetha44c48b transmit"
2023-04-18 16:25:50,2.71 GB/s,0 kB/s,0 kB/s,1.48 GB/s,0 kB/s,2.72 GB/s,1.48 GB/s,0 kB/s,0 kB/s,2.72 GB/s,0 kB/s,1.48 GB/s
2023-04-18 16:25:55,2.92 GB/s,0 kB/s,0 kB/s,1.87 GB/s,0 kB/s,2.93 GB/s,1.87 GB/s,0 kB/s,0 kB/s,2.93 GB/s,0 kB/s,1.87 GB/s
2023-04-18 16:26:00,4.88 GB/s,0 kB/s,22.4 kB/s,3.01 GB/s,0 kB/s,4.89 GB/s,3.01 GB/s,0 kB/s,10.8 kB/s,4.89 GB/s,0 kB/s,3.01 GB/s
2023-04-18 16:26:05,4.54 GB/s,0 kB/s,45.6 kB/s,2.88 GB/s,0 kB/s,4.56 GB/s,2.88 GB/s,0 kB/s,38.4 kB/s,4.56 GB/s,0 kB/s,2.88 GB/s
2023-04-18 16:26:10,3.34 GB/s,0 kB/s,67.2 kB/s,2.11 GB/s,0 kB/s,3.36 GB/s,2.11 GB/s,0 kB/s,51.6 kB/s,3.36 GB/s,0 kB/s,2.11 GB/s
2023-04-18 16:26:15,1.28 GB/s,0 kB/s,0 kB/s,909 MB/s,0 kB/s,1.29 GB/s,909 MB/s,0 kB/s,0 kB/s,1.29 GB/s,0 kB/s,909 MB/s
2023-04-18 16:26:20,3.07 GB/s,0 kB/s,18 kB/s,1.89 GB/s,0 kB/s,3.08 GB/s,1.89 GB/s,0 kB/s,18 kB/s,3.08 GB/s,0 kB/s,1.89 GB/s
2023-04-18 16:26:25,3.05 GB/s,0 kB/s,33.6 kB/s,1.88 GB/s,0 kB/s,3.05 GB/s,1.88 GB/s,0 kB/s,21.6 kB/s,3.05 GB/s,0 kB/s,1.88 GB/s
2023-04-18 16:26:30,2.05 GB/s,0 kB/s,125 kB/s,1.25 GB/s,0 kB/s,2.05 GB/s,1.25 GB/s,0 kB/s,591 kB/s,2.05 GB/s,0 kB/s,1.25 GB/s
2023-04-18 16:26:35,1.97 GB/s,0 kB/s,0 kB/s,1.28 GB/s,0 kB/s,1.98 GB/s,1.28 GB/s,0 kB/s,0 kB/s,1.98 GB/s,0 kB/s,1.28 GB/s
2023-04-18 16:26:40,2.53 GB/s,0 kB/s,0 kB/s,1.89 GB/s,0 kB/s,2.54 GB/s,1.89 GB/s,0 kB/s,0 kB/s,2.54 GB/s,0 kB/s,1.89 GB/s
2023-04-18 16:26:45,2.87 GB/s,0 kB/s,0 kB/s,1.54 GB/s,0 kB/s,2.87 GB/s,1.54 GB/s,0 kB/s,0 kB/s,2.88 GB/s,0 kB/s,1.54 GB/s
2023-04-18 16:26:50,1.25 GB/s,0 kB/s,0 kB/s,883 MB/s,0 kB/s,1.26 GB/s,883 MB/s,0 kB/s,0 kB/s,1.27 GB/s,0 kB/s,883 MB/s
2023-04-18 16:26:55,1.26 GB/s,0 kB/s,26.4 kB/s,885 MB/s,0 kB/s,1.27 GB/s,884 MB/s,0 kB/s,21.6 kB/s,1.27 GB/s,0 kB/s,884 MB/s
2023-04-18 16:27:00,7.30 GB/s,0 kB/s,11.2 kB/s,4.48 GB/s,0 kB/s,7.31 GB/s,4.48 GB/s,0 kB/s,10.8 kB/s,7.31 GB/s,0 kB/s,4.48 GB/s
2023-04-18 16:27:05,283 MB/s,0 kB/s,67.6 kB/s,329 MB/s,0 kB/s,294 MB/s,329 MB/s,0 kB/s,51.6 kB/s,296 MB/s,0 kB/s,329 MB/s
2023-04-18 16:27:10,3.19 GB/s,0 kB/s,56.8 kB/s,2.55 GB/s,0 kB/s,3.20 GB/s,2.55 GB/s,0 kB/s,49.2 kB/s,3.20 GB/s,0 kB/s,2.55 GB/s
2023-04-18 16:27:15,1.21 GB/s,0 kB/s,0 kB/s,508 MB/s,0 kB/s,1.22 GB/s,507 MB/s,0 kB/s,0 kB/s,1.22 GB/s,0 kB/s,507 MB/s
2023-04-18 16:27:20,4.20 GB/s,0 kB/s,0 kB/s,2.43 GB/s,0 kB/s,4.22 GB/s,2.43 GB/s,0 kB/s,0 kB/s,4.22 GB/s,0 kB/s,2.43 GB/s
2023-04-18 16:27:25,302 MB/s,0 kB/s,11.6 kB/s,263 MB/s,0 kB/s,313 MB/s,263 MB/s,0 kB/s,10.8 kB/s,315 MB/s,0 kB/s,263 MB/s
2023-04-18 16:27:30,2.99 GB/s,0 kB/s,0 kB/s,1.88 GB/s,0 kB/s,3.00 GB/s,1.88 GB/s,0 kB/s,0 kB/s,3.00 GB/s,0 kB/s,1.88 GB/s
2023-04-18 16:27:35,2.51 GB/s,0 kB/s,0 kB/s,1.63 GB/s,0 kB/s,2.52 GB/s,1.63 GB/s,0 kB/s,0 kB/s,2.52 GB/s,0 kB/s,1.63 GB/s
2023-04-18 16:27:40,2.21 GB/s,0 kB/s,26.4 kB/s,1.48 GB/s,0 kB/s,2.22 GB/s,1.48 GB/s,0 kB/s,21.6 kB/s,2.22 GB/s,0 kB/s,1.48 GB/s
2023-04-18 16:27:45,1.27 GB/s,0 kB/s,12 kB/s,1.51 GB/s,0 kB/s,1.29 GB/s,1.51 GB/s,0 kB/s,8.40 kB/s,1.29 GB/s,0 kB/s,1.51 GB/s
2023-04-18 16:27:50,2.16 GB/s,0 kB/s,0 kB/s,687 MB/s,0 kB/s,2.17 GB/s,687 MB/s,0 kB/s,0 kB/s,2.17 GB/s,0 kB/s,687 MB/s
2023-04-18 16:27:55,4.07 GB/s,0 kB/s,0 kB/s,2.53 GB/s,0 kB/s,4.08 GB/s,2.53 GB/s,0 kB/s,0 kB/s,4.08 GB/s,0 kB/s,2.53 GB/s
2023-04-18 16:28:00,2.35 GB/s,0 kB/s,0 kB/s,1.58 GB/s,0 kB/s,2.36 GB/s,1.58 GB/s,0 kB/s,0 kB/s,2.36 GB/s,0 kB/s,1.58 GB/s
2023-04-18 16:28:05,1.29 GB/s,0 kB/s,33.6 kB/s,883 MB/s,0 kB/s,1.31 GB/s,883 MB/s,0 kB/s,30 kB/s,1.31 GB/s,0 kB/s,883 MB/s
2023-04-18 16:28:10,4.07 GB/s,0 kB/s,63.2 kB/s,2.53 GB/s,0 kB/s,4.08 GB/s,2.53 GB/s,0 kB/s,64.8 kB/s,4.08 GB/s,0 kB/s,2.53 GB/s
2023-04-18 16:28:15,3.15 GB/s,0 kB/s,0 kB/s,2.00 GB/s,0 kB/s,3.16 GB/s,2.00 GB/s,0 kB/s,0 kB/s,3.16 GB/s,0 kB/s,2.00 GB/s
2023-04-18 16:28:20,1.41 GB/s,0 kB/s,22.4 kB/s,1.42 GB/s,0 kB/s,1.42 GB/s,1.42 GB/s,0 kB/s,21.6 kB/s,1.42 GB/s,0 kB/s,1.42 GB/s
2023-04-18 16:28:25,3.88 GB/s,0 kB/s,12 kB/s,1.90 GB/s,0 kB/s,3.88 GB/s,1.90 GB/s,0 kB/s,8.40 kB/s,3.89 GB/s,0 kB/s,1.90 GB/s
2023-04-18 16:28:30,2.09 GB/s,0 kB/s,113 kB/s,1.33 GB/s,0 kB/s,2.10 GB/s,1.33 GB/s,0 kB/s,594 kB/s,2.10 GB/s,0 kB/s,1.33 GB/s
2023-04-18 16:28:35,3.74 GB/s,0 kB/s,0 kB/s,2.66 GB/s,0 kB/s,3.75 GB/s,2.66 GB/s,0 kB/s,0 kB/s,3.75 GB/s,0 kB/s,2.66 GB/s
2023-04-18 16:28:40,4.67 GB/s,0 kB/s,0 kB/s,2.60 GB/s,0 kB/s,4.67 GB/s,2.60 GB/s,0 kB/s,0 kB/s,4.67 GB/s,0 kB/s,2.60 GB/s
2023-04-18 16:28:45,2.13 GB/s,0 kB/s,0 kB/s,1.38 GB/s,0 kB/s,2.14 GB/s,1.38 GB/s,0 kB/s,0 kB/s,2.14 GB/s,0 kB/s,1.38 GB/s
2023-04-18 16:28:50,2.43 GB/s,0 kB/s,34 kB/s,1.67 GB/s,0 kB/s,2.45 GB/s,1.67 GB/s,0 kB/s,21.6 kB/s,2.46 GB/s,0 kB/s,1.67 GB/s
2023-04-18 16:28:55,5.24 GB/s,0 kB/s,0 kB/s,3.77 GB/s,0 kB/s,5.25 GB/s,3.77 GB/s,0 kB/s,0 kB/s,5.25 GB/s,0 kB/s,3.77 GB/s
2023-04-18 16:29:00,1.77 GB/s,0 kB/s,0 kB/s,575 MB/s,0 kB/s,1.77 GB/s,575 MB/s,0 kB/s,0 kB/s,1.77 GB/s,0 kB/s,575 MB/s
2023-04-18 16:29:05,4.57 GB/s,0 kB/s,33.6 kB/s,2.85 GB/s,0 kB/s,4.58 GB/s,2.85 GB/s,0 kB/s,30 kB/s,4.58 GB/s,0 kB/s,2.85 GB/s
2023-04-18 16:29:10,3.09 GB/s,0 kB/s,12 kB/s,1.94 GB/s,0 kB/s,3.10 GB/s,1.94 GB/s,0 kB/s,8.40 kB/s,3.10 GB/s,0 kB/s,1.94 GB/s
2023-04-18 16:29:15,3.91 GB/s,0 kB/s,11.2 kB/s,2.40 GB/s,0 kB/s,3.92 GB/s,2.40 GB/s,0 kB/s,10.8 kB/s,3.92 GB/s,0 kB/s,2.40 GB/s
2023-04-18 16:29:20,3.40 GB/s,0 kB/s,22.8 kB/s,2.15 GB/s,0 kB/s,3.41 GB/s,2.15 GB/s,0 kB/s,10.8 kB/s,3.42 GB/s,0 kB/s,2.15 GB/s
2023-04-18 16:29:25,4.22 GB/s,0 kB/s,14.4 kB/s,3.07 GB/s,0 kB/s,4.22 GB/s,3.07 GB/s,0 kB/s,20 kB/s,4.22 GB/s,0 kB/s,3.07 GB/s
2023-04-18 16:29:30,971 MB/s,0 kB/s,0 kB/s,158 MB/s,0 kB/s,976 MB/s,158 MB/s,0 kB/s,0 kB/s,978 MB/s,0 kB/s,158 MB/s
2023-04-18 16:29:35,4.23 GB/s,0 kB/s,11.6 kB/s,2.63 GB/s,0 kB/s,4.23 GB/s,2.63 GB/s,0 kB/s,10.8 kB/s,4.24 GB/s,0 kB/s,2.63 GB/s
2023-04-18 16:29:40,273 MB/s,0 kB/s,0 kB/s,289 MB/s,0 kB/s,283 MB/s,289 MB/s,0 kB/s,0 kB/s,285 MB/s,0 kB/s,289 MB/s
2023-04-18 16:29:45,663 MB/s,0 kB/s,0 kB/s,588 MB/s,0 kB/s,684 MB/s,588 MB/s,0 kB/s,0 kB/s,686 MB/s,0 kB/s,588 MB/s
2023-04-18 16:29:50,236 MB/s,0 kB/s,0 kB/s,196 MB/s,0 kB/s,244 MB/s,196 MB/s,0 kB/s,0 kB/s,246 MB/s,0 kB/s,196 MB/s
2023-04-18 16:29:55,4.38 GB/s,0 kB/s,0 kB/s,2.76 GB/s,0 kB/s,4.38 GB/s,2.76 GB/s,0 kB/s,0 kB/s,4.38 GB/s,0 kB/s,2.76 GB/s
2023-04-18 16:30:00,2.11 GB/s,0 kB/s,44.8 kB/s,1.31 GB/s,0 kB/s,2.12 GB/s,1.31 GB/s,0 kB/s,21.6 kB/s,2.12 GB/s,0 kB/s,1.31 GB/s
2023-04-18 16:30:05,4.20 GB/s,0 kB/s,34.4 kB/s,2.68 GB/s,0 kB/s,4.21 GB/s,2.68 GB/s,0 kB/s,28.4 kB/s,4.22 GB/s,0 kB/s,2.68 GB/s
2023-04-18 16:30:10,2.25 GB/s,0 kB/s,22.4 kB/s,1.52 GB/s,0 kB/s,2.26 GB/s,1.52 GB/s,0 kB/s,20.8 kB/s,2.26 GB/s,0 kB/s,1.52 GB/s
2023-04-18 16:30:15,3.45 GB/s,0 kB/s,314 kB/s,2.52 GB/s,0 kB/s,3.46 GB/s,2.52 GB/s,0 kB/s,129 kB/s,3.46 GB/s,0 kB/s,2.52 GB/s
2023-04-18 16:30:20,4.01 GB/s,0 kB/s,11.2 kB/s,2.54 GB/s,0 kB/s,4.01 GB/s,2.54 GB/s,0 kB/s,10.8 kB/s,4.02 GB/s,0 kB/s,2.54 GB/s
2023-04-18 16:30:25,6.88 GB/s,0 kB/s,23.2 kB/s,3.78 GB/s,0 kB/s,6.89 GB/s,3.78 GB/s,0 kB/s,21.6 kB/s,6.89 GB/s,0 kB/s,3.78 GB/s
2023-04-18 16:30:30,2.15 GB/s,0 kB/s,113 kB/s,1.36 GB/s,0 kB/s,2.16 GB/s,1.36 GB/s,0 kB/s,590 kB/s,2.17 GB/s,0 kB/s,1.36 GB/s
2023-04-18 16:30:35,2.23 GB/s,0 kB/s,11.2 kB/s,1.85 GB/s,0 kB/s,2.25 GB/s,1.85 GB/s,0 kB/s,10.8 kB/s,2.25 GB/s,0 kB/s,1.85 GB/s
2023-04-18 16:30:40,1.42 GB/s,0 kB/s,14.8 kB/s,1.54 GB/s,0 kB/s,1.43 GB/s,1.54 GB/s,0 kB/s,10.8 kB/s,1.43 GB/s,0 kB/s,1.54 GB/s
2023-04-18 16:30:45,53.9 MB/s,0 kB/s,0 kB/s,179 MB/s,0 kB/s,56.8 MB/s,179 MB/s,0 kB/s,0 kB/s,58.7 MB/s,0 kB/s,179 MB/s
2023-04-18 16:30:50,992 MB/s,0 kB/s,0 kB/s,769 MB/s,0 kB/s,997 MB/s,769 MB/s,0 kB/s,0 kB/s,999 MB/s,0 kB/s,769 MB/s
2023-04-18 16:30:55,155 MB/s,0 kB/s,0 kB/s,275 MB/s,0 kB/s,163 MB/s,275 MB/s,0 kB/s,0 kB/s,165 MB/s,0 kB/s,275 MB/s
2023-04-18 16:31:00,232 MB/s,0 kB/s,0 kB/s,226 MB/s,0 kB/s,242 MB/s,226 MB/s,0 kB/s,0 kB/s,244 MB/s,0 kB/s,226 MB/s
2023-04-18 16:31:05,1.23 GB/s,0 kB/s,33.5 kB/s,1.13 GB/s,0 kB/s,1.24 GB/s,1.13 GB/s,0 kB/s,30.7 kB/s,1.24 GB/s,0 kB/s,1.13 GB/s
2023-04-18 16:31:10,4.66 GB/s,0 kB/s,11.2 kB/s,2.91 GB/s,0 kB/s,4.67 GB/s,2.91 GB/s,0 kB/s,10.0 kB/s,4.67 GB/s,0 kB/s,2.91 GB/s
2023-04-18 16:31:15,1.47 GB/s,0 kB/s,0 kB/s,1.02 GB/s,0 kB/s,1.49 GB/s,1.02 GB/s,0 kB/s,0 kB/s,1.49 GB/s,0 kB/s,1.02 GB/s
2023-04-18 16:31:20,5.14 GB/s,0 kB/s,0 kB/s,3.32 GB/s,0 kB/s,5.16 GB/s,3.32 GB/s,0 kB/s,0 kB/s,5.16 GB/s,0 kB/s,3.32 GB/s
2023-04-18 16:31:25,3.43 GB/s,0 kB/s,0 kB/s,2.19 GB/s,0 kB/s,3.45 GB/s,2.19 GB/s,0 kB/s,0 kB/s,3.45 GB/s,0 kB/s,2.19 GB/s
2023-04-18 16:31:30,2.29 GB/s,0 kB/s,0 kB/s,1.58 GB/s,0 kB/s,2.31 GB/s,1.58 GB/s,0 kB/s,0 kB/s,2.31 GB/s,0 kB/s,1.58 GB/s
2023-04-18 16:31:35,3.78 GB/s,0 kB/s,0 kB/s,2.79 GB/s,0 kB/s,3.80 GB/s,2.79 GB/s,0 kB/s,0 kB/s,3.80 GB/s,0 kB/s,2.79 GB/s
2023-04-18 16:31:40,4.72 GB/s,0 kB/s,22.4 kB/s,2.54 GB/s,0 kB/s,4.74 GB/s,2.54 GB/s,0 kB/s,10.8 kB/s,4.74 GB/s,0 kB/s,2.54 GB/s
2023-04-18 16:31:45,5.18 GB/s,0 kB/s,12 kB/s,3.30 GB/s,0 kB/s,5.19 GB/s,3.30 GB/s,0 kB/s,8.40 kB/s,5.20 GB/s,0 kB/s,3.30 GB/s
2023-04-18 16:31:50,692 MB/s,0 kB/s,11.2 kB/s,681 MB/s,0 kB/s,717 MB/s,681 MB/s,0 kB/s,10.8 kB/s,719 MB/s,0 kB/s,681 MB/s
2023-04-18 16:31:55,2.65 GB/s,0 kB/s,25.7 MB/s,1.71 GB/s,129 kB/s,2.66 GB/s,1.71 GB/s,0 kB/s,429 kB/s,2.67 GB/s,129 kB/s,1.71 GB/s
2023-04-18 16:32:00,2.63 GB/s,0 kB/s,0 kB/s,1.79 GB/s,0 kB/s,2.66 GB/s,1.79 GB/s,0 kB/s,0 kB/s,2.66 GB/s,0 kB/s,1.79 GB/s
2023-04-18 16:32:05,5.17 GB/s,0 kB/s,33.6 kB/s,3.55 GB/s,0 kB/s,5.19 GB/s,3.55 GB/s,0 kB/s,30.0 kB/s,5.19 GB/s,0 kB/s,3.55 GB/s
2023-04-18 16:32:10,6.23 GB/s,0 kB/s,26.0 kB/s,3.56 GB/s,0 kB/s,6.24 GB/s,3.56 GB/s,0 kB/s,21.6 kB/s,6.25 GB/s,0 kB/s,3.56 GB/s
2023-04-18 16:32:15,1.15 GB/s,0 kB/s,0 kB/s,798 MB/s,0 kB/s,1.16 GB/s,797 MB/s,0 kB/s,0 kB/s,1.16 GB/s,0 kB/s,797 MB/s
2023-04-18 16:32:20,4.08 GB/s,0 kB/s,0 kB/s,2.66 GB/s,0 kB/s,4.09 GB/s,2.66 GB/s,0 kB/s,0 kB/s,4.09 GB/s,0 kB/s,2.66 GB/s
2023-04-18 16:32:25,1.57 GB/s,0 kB/s,0 kB/s,1.01 GB/s,0 kB/s,1.59 GB/s,1.00 GB/s,0 kB/s,0 kB/s,1.59 GB/s,0 kB/s,1.00 GB/s
2023-04-18 16:32:30,3.76 GB/s,0 kB/s,113 kB/s,2.45 GB/s,0 kB/s,3.78 GB/s,2.45 GB/s,0 kB/s,579 kB/s,3.78 GB/s,0 kB/s,2.45 GB/s
2023-04-18 16:32:35,6.42 GB/s,0 kB/s,0 kB/s,4.02 GB/s,0 kB/s,6.43 GB/s,4.02 GB/s,0 kB/s,0 kB/s,6.43 GB/s,0 kB/s,4.02 GB/s
2023-04-18 16:32:40,2.42 GB/s,0 kB/s,22.8 kB/s,1.97 GB/s,0 kB/s,2.42 GB/s,1.97 GB/s,0 kB/s,21.6 kB/s,2.42 GB/s,0 kB/s,1.97 GB/s
2023-04-18 16:32:45,1.16 GB/s,0 kB/s,0 kB/s,911 MB/s,0 kB/s,1.18 GB/s,911 MB/s,0 kB/s,0 kB/s,1.18 GB/s,0 kB/s,911 MB/s
2023-04-18 16:32:50,2.36 GB/s,0 kB/s,0 kB/s,1.03 GB/s,0 kB/s,2.37 GB/s,1.03 GB/s,0 kB/s,0 kB/s,2.37 GB/s,0 kB/s,1.03 GB/s
2023-04-18 16:32:55,1.57 GB/s,0 kB/s,0 kB/s,1.22 GB/s,0 kB/s,1.59 GB/s,1.22 GB/s,0 kB/s,0 kB/s,1.59 GB/s,0 kB/s,1.22 GB/s
2023-04-18 16:33:00,3.61 GB/s,0 kB/s,22.4 kB/s,2.35 GB/s,0 kB/s,3.63 GB/s,2.35 GB/s,0 kB/s,28 kB/s,3.63 GB/s,0 kB/s,2.35 GB/s
2023-04-18 16:33:05,5.39 GB/s,0 kB/s,33.6 kB/s,3.27 GB/s,0 kB/s,5.40 GB/s,3.27 GB/s,0 kB/s,38 kB/s,5.41 GB/s,0 kB/s,3.27 GB/s
2023-04-18 16:33:10,5.25 GB/s,0 kB/s,34 kB/s,3.29 GB/s,0 kB/s,5.26 GB/s,3.29 GB/s,0 kB/s,30.8 kB/s,5.27 GB/s,0 kB/s,3.29 GB/s
2023-04-18 16:33:15,2.19 GB/s,0 kB/s,0 kB/s,1.41 GB/s,0 kB/s,2.20 GB/s,1.41 GB/s,0 kB/s,0 kB/s,2.20 GB/s,0 kB/s,1.41 GB/s
2023-04-18 16:33:20,3.21 GB/s,0 kB/s,0 kB/s,2.03 GB/s,0 kB/s,3.22 GB/s,2.03 GB/s,0 kB/s,0 kB/s,3.22 GB/s,0 kB/s,2.03 GB/s
2023-04-18 16:33:25,2.33 GB/s,0 kB/s,44.8 kB/s,1.56 GB/s,0 kB/s,2.35 GB/s,1.56 GB/s,0 kB/s,40.8 kB/s,2.35 GB/s,0 kB/s,1.56 GB/s
2023-04-18 16:33:30,4.09 GB/s,0 kB/s,12 kB/s,2.49 GB/s,0 kB/s,4.10 GB/s,2.49 GB/s,0 kB/s,8.40 kB/s,4.10 GB/s,0 kB/s,2.49 GB/s
2023-04-18 16:33:35,109 MB/s,0 kB/s,0 kB/s,788 MB/s,0 kB/s,113 MB/s,788 MB/s,0 kB/s,0 kB/s,115 MB/s,0 kB/s,788 MB/s
2023-04-18 16:33:40,1.37 GB/s,0 kB/s,58.8 kB/s,266 MB/s,0 kB/s,1.38 GB/s,266 MB/s,0 kB/s,58.8 kB/s,1.38 GB/s,0 kB/s,266 MB/s
2023-04-18 16:33:45,1.53 GB/s,0 kB/s,132 kB/s,1.63 GB/s,0 kB/s,1.54 GB/s,1.63 GB/s,0 kB/s,120 kB/s,1.54 GB/s,0 kB/s,1.63 GB/s
2023-04-18 16:33:50,1.22 GB/s,0 kB/s,39.2 kB/s,233 MB/s,0 kB/s,1.23 GB/s,233 MB/s,0 kB/s,39.2 kB/s,1.23 GB/s,0 kB/s,233 MB/s
2023-04-18 16:33:55,3.00 GB/s,0 kB/s,0 kB/s,1.87 GB/s,0 kB/s,3.01 GB/s,1.87 GB/s,0 kB/s,0 kB/s,3.01 GB/s,0 kB/s,1.87 GB/s
2023-04-18 16:34:00,2.44 GB/s,0 kB/s,0 kB/s,1.62 GB/s,0 kB/s,2.45 GB/s,1.62 GB/s,0 kB/s,0 kB/s,2.45 GB/s,0 kB/s,1.62 GB/s
2023-04-18 16:34:05,3.29 GB/s,0 kB/s,44.8 kB/s,2.59 GB/s,0 kB/s,3.30 GB/s,2.59 GB/s,0 kB/s,40.8 kB/s,3.30 GB/s,0 kB/s,2.59 GB/s
2023-04-18 16:34:10,2.02 GB/s,0 kB/s,0 kB/s,750 MB/s,0 kB/s,2.02 GB/s,749 MB/s,0 kB/s,0 kB/s,2.03 GB/s,0 kB/s,749 MB/s
2023-04-18 16:34:15,1.15 GB/s,0 kB/s,11.2 kB/s,751 MB/s,0 kB/s,1.16 GB/s,751 MB/s,0 kB/s,10.8 kB/s,1.16 GB/s,0 kB/s,751 MB/s
2023-04-18 16:34:20,1.94 GB/s,0 kB/s,12 kB/s,1.29 GB/s,0 kB/s,1.95 GB/s,1.29 GB/s,0 kB/s,8.40 kB/s,1.95 GB/s,0 kB/s,1.29 GB/s
2023-04-18 16:34:25,2.29 GB/s,0 kB/s,33.6 kB/s,1.51 GB/s,0 kB/s,2.31 GB/s,1.51 GB/s,0 kB/s,30 kB/s,2.31 GB/s,0 kB/s,1.51 GB/s
2023-04-18 16:34:30,1.27 GB/s,0 kB/s,124 kB/s,741 MB/s,0 kB/s,1.27 GB/s,741 MB/s,0 kB/s,589 kB/s,1.27 GB/s,0 kB/s,741 MB/s
2023-04-18 16:34:35,2.25 GB/s,0 kB/s,11.2 kB/s,1.39 GB/s,0 kB/s,2.25 GB/s,1.39 GB/s,0 kB/s,10.8 kB/s,2.25 GB/s,0 kB/s,1.39 GB/s
2023-04-18 16:34:40,111 MB/s,0 kB/s,0 kB/s,98.7 MB/s,0 kB/s,115 MB/s,98.6 MB/s,0 kB/s,0 kB/s,117 MB/s,0 kB/s,98.6 MB/s
2023-04-18 16:34:45,3.01 GB/s,0 kB/s,0 kB/s,1.85 GB/s,0 kB/s,3.02 GB/s,1.85 GB/s,0 kB/s,0 kB/s,3.02 GB/s,0 kB/s,1.85 GB/s
2023-04-18 16:34:50,4.10 GB/s,0 kB/s,0 kB/s,2.56 GB/s,0 kB/s,4.11 GB/s,2.56 GB/s,0 kB/s,0 kB/s,4.11 GB/s,0 kB/s,2.56 GB/s
2023-04-18 16:34:55,3.83 GB/s,0 kB/s,13.4 kB/s,2.38 GB/s,0 kB/s,3.83 GB/s,2.38 GB/s,0 kB/s,19 kB/s,3.83 GB/s,0 kB/s,2.38 GB/s
2023-04-18 16:35:00,2.25 GB/s,0 kB/s,19.6 kB/s,1.48 GB/s,0 kB/s,2.26 GB/s,1.48 GB/s,0 kB/s,19.6 kB/s,2.26 GB/s,0 kB/s,1.48 GB/s
2023-04-18 16:35:05,1.15 GB/s,0 kB/s,132 kB/s,707 MB/s,0 kB/s,1.15 GB/s,707 MB/s,0 kB/s,128 kB/s,1.15 GB/s,0 kB/s,707 MB/s
2023-04-18 16:35:10,2.10 GB/s,0 kB/s,78.4 kB/s,1.36 GB/s,0 kB/s,2.11 GB/s,1.36 GB/s,0 kB/s,78.4 kB/s,2.11 GB/s,0 kB/s,1.36 GB/s
2023-04-18 16:35:15,1.99 GB/s,0 kB/s,0 kB/s,1.26 GB/s,0 kB/s,1.99 GB/s,1.26 GB/s,0 kB/s,0 kB/s,1.99 GB/s,0 kB/s,1.26 GB/s
2023-04-18 16:35:20,365 MB/s,0 kB/s,0 kB/s,320 MB/s,0 kB/s,377 MB/s,320 MB/s,0 kB/s,0 kB/s,379 MB/s,0 kB/s,320 MB/s
2023-04-18 16:35:25,2.89 GB/s,0 kB/s,33.6 kB/s,1.76 GB/s,0 kB/s,2.89 GB/s,1.76 GB/s,0 kB/s,30 kB/s,2.90 GB/s,0 kB/s,1.76 GB/s
2023-04-18 16:35:30,1.95 GB/s,0 kB/s,12 kB/s,1.28 GB/s,0 kB/s,1.96 GB/s,1.28 GB/s,0 kB/s,8.40 kB/s,1.96 GB/s,0 kB/s,1.28 GB/s
2023-04-18 16:35:35,2.24 GB/s,0 kB/s,0 kB/s,1.41 GB/s,0 kB/s,2.25 GB/s,1.41 GB/s,0 kB/s,0 kB/s,2.25 GB/s,0 kB/s,1.41 GB/s
2023-04-18 16:35:40,835 MB/s,0 kB/s,0 kB/s,1.12 GB/s,0 kB/s,852 MB/s,1.12 GB/s,0 kB/s,0 kB/s,854 MB/s,0 kB/s,1.12 GB/s
2023-04-18 16:35:45,2.59 GB/s,0 kB/s,22.4 kB/s,1.53 GB/s,0 kB/s,2.61 GB/s,1.53 GB/s,0 kB/s,10.8 kB/s,2.61 GB/s,0 kB/s,1.53 GB/s
2023-04-18 16:35:50,2.54 GB/s,0 kB/s,0 kB/s,1.36 GB/s,0 kB/s,2.55 GB/s,1.36 GB/s,0 kB/s,0 kB/s,2.56 GB/s,0 kB/s,1.36 GB/s
2023-04-18 16:35:55,3.13 GB/s,0 kB/s,22.4 kB/s,2.00 GB/s,0 kB/s,3.14 GB/s,2.00 GB/s,0 kB/s,10.8 kB/s,3.15 GB/s,0 kB/s,2.00 GB/s
2023-04-18 16:36:00,1.36 GB/s,0 kB/s,11.6 kB/s,914 MB/s,0 kB/s,1.37 GB/s,914 MB/s,0 kB/s,10.8 kB/s,1.37 GB/s,0 kB/s,914 MB/s
2023-04-18 16:36:05,145 MB/s,0 kB/s,44.8 kB/s,128 MB/s,0 kB/s,150 MB/s,128 MB/s,0 kB/s,30.8 kB/s,152 MB/s,0 kB/s,128 MB/s
2023-04-18 16:36:10,216 MB/s,0 kB/s,11.2 kB/s,241 MB/s,0 kB/s,224 MB/s,241 MB/s,0 kB/s,10 kB/s,226 MB/s,0 kB/s,241 MB/s
2023-04-18 16:36:15,1.88 GB/s,0 kB/s,0 kB/s,1.59 GB/s,0 kB/s,1.90 GB/s,1.59 GB/s,0 kB/s,0 kB/s,1.90 GB/s,0 kB/s,1.59 GB/s
2023-04-18 16:36:20,3.37 GB/s,0 kB/s,11.2 kB/s,2.25 GB/s,0 kB/s,3.37 GB/s,2.25 GB/s,0 kB/s,10.8 kB/s,3.38 GB/s,0 kB/s,2.25 GB/s
2023-04-18 16:36:25,1.82 GB/s,0 kB/s,45.6 kB/s,668 MB/s,0 kB/s,1.83 GB/s,668 MB/s,0 kB/s,38.4 kB/s,1.83 GB/s,0 kB/s,668 MB/s
