"Time","avg-res-time"
2023-04-18 15:02:10,528 ms
2023-04-18 15:02:15,644 ms
2023-04-18 15:02:20,674 ms
2023-04-18 15:02:25,699 ms
2023-04-18 15:02:30,735 ms
2023-04-18 15:02:35,728 ms
2023-04-18 15:02:40,799 ms
2023-04-18 15:02:45,822 ms
2023-04-18 15:02:50,887 ms
2023-04-18 15:02:55,903 ms
2023-04-18 15:03:00,921 ms
2023-04-18 15:03:05,884 ms
2023-04-18 15:03:10,778 ms
2023-04-18 15:03:15,786 ms
2023-04-18 15:03:20,893 ms
2023-04-18 15:03:25,846 ms
2023-04-18 15:03:30,782 ms
2023-04-18 15:03:35,727 ms
2023-04-18 15:03:40,720 ms
2023-04-18 15:03:45,670 ms
2023-04-18 15:03:50,685 ms
2023-04-18 15:03:55,647 ms
2023-04-18 15:04:00,612 ms
2023-04-18 15:04:05,679 ms
2023-04-18 15:04:10,634 ms
2023-04-18 15:04:15,550 ms
2023-04-18 15:04:20,637 ms
2023-04-18 15:04:25,643 ms
2023-04-18 15:04:30,730 ms
2023-04-18 15:04:35,662 ms
2023-04-18 15:04:40,742 ms
2023-04-18 15:04:45,722 ms
2023-04-18 15:04:50,724 ms
2023-04-18 15:04:55,690 ms
2023-04-18 15:05:00,703 ms
2023-04-18 15:05:05,700 ms
2023-04-18 15:05:10,660 ms
2023-04-18 15:05:15,593 ms
2023-04-18 15:05:20,640 ms
2023-04-18 15:05:25,548 ms
2023-04-18 15:05:30,556 ms
2023-04-18 15:05:35,502 ms
2023-04-18 15:05:40,539 ms
2023-04-18 15:05:45,579 ms
2023-04-18 15:05:50,591 ms
2023-04-18 15:05:55,611 ms
2023-04-18 15:06:00,653 ms
2023-04-18 15:06:05,639 ms
2023-04-18 15:06:10,614 ms
2023-04-18 15:06:15,552 ms
2023-04-18 15:06:20,546 ms
2023-04-18 15:06:25,579 ms
2023-04-18 15:06:30,601 ms
2023-04-18 15:06:35,618 ms
2023-04-18 15:06:40,606 ms
2023-04-18 15:06:45,597 ms
2023-04-18 15:06:50,493 ms
2023-04-18 15:06:55,497 ms
2023-04-18 15:07:00,553 ms
2023-04-18 15:07:05,558 ms
2023-04-18 15:07:10,577 ms
2023-04-18 15:07:15,616 ms
2023-04-18 15:07:20,640 ms
2023-04-18 15:07:25,629 ms
2023-04-18 15:07:30,598 ms
2023-04-18 15:07:35,561 ms
2023-04-18 15:07:40,601 ms
2023-04-18 15:07:45,751 ms
2023-04-18 15:07:50,769 ms
2023-04-18 15:07:55,1.08 s
2023-04-18 15:08:00,1.27 s
2023-04-18 15:08:05,1.39 s
2023-04-18 15:08:10,1.55 s
2023-04-18 15:08:15,1.72 s
2023-04-18 15:08:20,2.05 s
2023-04-18 15:08:25,2.22 s
2023-04-18 15:08:30,2.22 s
2023-04-18 15:08:35,2.22 s
2023-04-18 15:08:40,2.34 s
2023-04-18 15:08:45,2.29 s
2023-04-18 15:08:50,2.13 s
2023-04-18 15:08:55,2.06 s
2023-04-18 15:09:00,2.08 s
2023-04-18 15:09:05,1.90 s
2023-04-18 15:09:10,1.76 s
2023-04-18 15:09:15,1.50 s
2023-04-18 15:09:20,1.28 s
2023-04-18 15:09:25,1.36 s
2023-04-18 15:09:30,1.51 s
2023-04-18 15:09:35,1.63 s
2023-04-18 15:09:40,1.82 s
2023-04-18 15:09:45,2.08 s
2023-04-18 15:09:50,2.10 s
2023-04-18 15:09:55,1.96 s
2023-04-18 15:10:00,2.01 s
2023-04-18 15:10:05,2.05 s
2023-04-18 15:10:10,2.16 s
2023-04-18 15:10:15,2.18 s
2023-04-18 15:10:20,2.16 s
2023-04-18 15:10:25,2.03 s
2023-04-18 15:10:30,1.86 s
2023-04-18 15:10:35,1.68 s
2023-04-18 15:10:40,1.48 s
2023-04-18 15:10:45,1.47 s
2023-04-18 15:10:50,1.58 s
2023-04-18 15:10:55,1.63 s
2023-04-18 15:11:00,1.55 s
2023-04-18 15:11:05,1.46 s
2023-04-18 15:11:10,1.36 s
2023-04-18 15:11:15,1.30 s
2023-04-18 15:11:20,1.30 s
2023-04-18 15:11:25,1.29 s
2023-04-18 15:11:30,1.22 s
2023-04-18 15:11:35,1.16 s
2023-04-18 15:11:40,1.13 s
2023-04-18 15:11:45,1.03 s
2023-04-18 15:11:50,949 ms
2023-04-18 15:11:55,971 ms
2023-04-18 15:12:00,923 ms
2023-04-18 15:12:05,875 ms
2023-04-18 15:12:10,800 ms
2023-04-18 15:12:15,983 ms
2023-04-18 15:12:20,948 ms
2023-04-18 15:12:25,957 ms
2023-04-18 15:12:30,980 ms
2023-04-18 15:12:35,1.01 s
2023-04-18 15:12:40,1.03 s
2023-04-18 15:12:45,1.06 s
2023-04-18 15:12:50,1.04 s
2023-04-18 15:12:55,1.07 s
2023-04-18 15:13:00,1.05 s
2023-04-18 15:13:05,1.03 s
2023-04-18 15:13:10,885 ms
2023-04-18 15:13:15,893 ms
2023-04-18 15:13:20,854 ms
2023-04-18 15:13:25,806 ms
2023-04-18 15:13:30,775 ms
2023-04-18 15:13:35,745 ms
2023-04-18 15:13:40,747 ms
2023-04-18 15:13:45,718 ms
2023-04-18 15:13:50,635 ms
2023-04-18 15:13:55,627 ms
2023-04-18 15:14:00,609 ms
2023-04-18 15:14:05,580 ms
2023-04-18 15:14:10,576 ms
2023-04-18 15:14:15,541 ms
2023-04-18 15:14:20,503 ms
2023-04-18 15:14:25,506 ms
2023-04-18 15:14:30,525 ms
2023-04-18 15:14:35,584 ms
2023-04-18 15:14:40,597 ms
2023-04-18 15:14:45,683 ms
2023-04-18 15:14:50,721 ms
2023-04-18 15:14:55,723 ms
2023-04-18 15:15:00,705 ms
2023-04-18 15:15:05,649 ms
2023-04-18 15:15:10,657 ms
2023-04-18 15:15:15,722 ms
2023-04-18 15:15:20,641 ms
2023-04-18 15:15:25,592 ms
2023-04-18 15:15:30,554 ms
2023-04-18 15:15:35,586 ms
2023-04-18 15:15:40,515 ms
2023-04-18 15:15:45,449 ms
2023-04-18 15:15:50,400 ms
2023-04-18 15:15:55,416 ms
2023-04-18 15:16:00,431 ms
2023-04-18 15:16:05,421 ms
2023-04-18 15:16:10,347 ms
2023-04-18 15:16:15,419 ms
2023-04-18 15:16:20,441 ms
2023-04-18 15:16:25,418 ms
2023-04-18 15:16:30,389 ms
2023-04-18 15:16:35,461 ms
2023-04-18 15:16:40,540 ms
2023-04-18 15:16:45,543 ms
2023-04-18 15:16:50,523 ms
2023-04-18 15:16:55,492 ms
2023-04-18 15:17:00,505 ms
2023-04-18 15:17:05,503 ms
2023-04-18 15:17:10,491 ms
2023-04-18 15:17:15,523 ms
2023-04-18 15:17:20,496 ms
2023-04-18 15:17:25,538 ms
2023-04-18 15:17:30,605 ms
2023-04-18 15:17:35,617 ms
2023-04-18 15:17:40,636 ms
2023-04-18 15:17:45,673 ms
2023-04-18 15:17:50,715 ms
2023-04-18 15:17:55,725 ms
2023-04-18 15:18:00,725 ms
2023-04-18 15:18:05,668 ms
2023-04-18 15:18:10,627 ms
2023-04-18 15:18:15,730 ms
2023-04-18 15:18:20,745 ms
2023-04-18 15:18:25,631 ms
2023-04-18 15:18:30,620 ms
2023-04-18 15:18:35,601 ms
2023-04-18 15:18:40,612 ms
2023-04-18 15:18:45,614 ms
2023-04-18 15:18:50,627 ms
2023-04-18 15:18:55,635 ms
2023-04-18 15:19:00,634 ms
2023-04-18 15:19:05,633 ms
2023-04-18 15:19:10,575 ms
2023-04-18 15:19:15,501 ms
2023-04-18 15:19:20,471 ms
2023-04-18 15:19:25,388 ms
2023-04-18 15:19:30,457 ms
2023-04-18 15:19:35,466 ms
2023-04-18 15:19:40,505 ms
2023-04-18 15:19:45,550 ms
2023-04-18 15:19:50,559 ms
2023-04-18 15:19:55,579 ms
2023-04-18 15:20:00,579 ms
2023-04-18 15:20:05,529 ms
2023-04-18 15:20:10,606 ms
2023-04-18 15:20:15,643 ms
2023-04-18 15:20:20,628 ms
2023-04-18 15:20:25,551 ms
2023-04-18 15:20:30,520 ms
2023-04-18 15:20:35,482 ms
2023-04-18 15:20:40,427 ms
2023-04-18 15:20:45,417 ms
2023-04-18 15:20:50,418 ms
2023-04-18 15:20:55,407 ms
2023-04-18 15:21:00,465 ms
2023-04-18 15:21:05,494 ms
2023-04-18 15:21:10,495 ms
2023-04-18 15:21:15,497 ms
2023-04-18 15:21:20,506 ms
2023-04-18 15:21:25,490 ms
2023-04-18 15:21:30,481 ms
2023-04-18 15:21:35,551 ms
2023-04-18 15:21:40,591 ms
2023-04-18 15:21:45,628 ms
2023-04-18 15:21:50,626 ms
2023-04-18 15:21:55,574 ms
2023-04-18 15:22:00,539 ms
2023-04-18 15:22:05,668 ms
2023-04-18 15:22:10,776 ms
2023-04-18 15:22:15,763 ms
2023-04-18 15:22:20,847 ms
2023-04-18 15:22:25,832 ms
2023-04-18 15:22:30,899 ms
2023-04-18 15:22:35,868 ms
2023-04-18 15:22:40,904 ms
2023-04-18 15:22:45,1.02 s
2023-04-18 15:22:50,1.01 s
2023-04-18 15:22:55,985 ms
2023-04-18 15:23:00,839 ms
2023-04-18 15:23:05,820 ms
2023-04-18 15:23:10,915 ms
2023-04-18 15:23:15,829 ms
2023-04-18 15:23:20,809 ms
2023-04-18 15:23:25,663 ms
2023-04-18 15:23:30,661 ms
2023-04-18 15:23:35,593 ms
2023-04-18 15:23:40,560 ms
2023-04-18 15:23:45,561 ms
2023-04-18 15:23:50,622 ms
2023-04-18 15:23:55,652 ms
2023-04-18 15:24:00,579 ms
2023-04-18 15:24:05,561 ms
2023-04-18 15:24:10,628 ms
2023-04-18 15:24:15,653 ms
2023-04-18 15:24:20,682 ms
2023-04-18 15:24:25,760 ms
2023-04-18 15:24:30,819 ms
2023-04-18 15:24:35,837 ms
2023-04-18 15:24:40,823 ms
2023-04-18 15:24:45,790 ms
2023-04-18 15:24:50,849 ms
2023-04-18 15:24:55,907 ms
2023-04-18 15:25:00,871 ms
2023-04-18 15:25:05,859 ms
2023-04-18 15:25:10,850 ms
2023-04-18 15:25:15,854 ms
2023-04-18 15:25:20,817 ms
2023-04-18 15:25:25,757 ms
2023-04-18 15:25:30,742 ms
2023-04-18 15:25:35,845 ms
2023-04-18 15:25:40,870 ms
2023-04-18 15:25:45,830 ms
2023-04-18 15:25:50,778 ms
2023-04-18 15:25:55,804 ms
2023-04-18 15:26:00,803 ms
2023-04-18 15:26:05,816 ms
2023-04-18 15:26:10,935 ms
2023-04-18 15:26:15,913 ms
2023-04-18 15:26:20,903 ms
2023-04-18 15:26:25,846 ms
2023-04-18 15:26:30,732 ms
2023-04-18 15:26:35,674 ms
2023-04-18 15:26:40,670 ms
2023-04-18 15:26:45,727 ms
2023-04-18 15:26:50,688 ms
2023-04-18 15:26:55,678 ms
2023-04-18 15:27:00,679 ms
2023-04-18 15:27:05,569 ms
2023-04-18 15:27:10,602 ms
2023-04-18 15:27:15,615 ms
2023-04-18 15:27:20,647 ms
2023-04-18 15:27:25,692 ms
2023-04-18 15:27:30,715 ms
2023-04-18 15:27:35,696 ms
2023-04-18 15:27:40,638 ms
2023-04-18 15:27:45,650 ms
2023-04-18 15:27:50,671 ms
2023-04-18 15:27:55,652 ms
2023-04-18 15:28:00,607 ms
2023-04-18 15:28:05,688 ms
2023-04-18 15:28:10,961 ms
2023-04-18 15:28:15,1.35 s
2023-04-18 15:28:20,1.79 s
2023-04-18 15:28:25,2.07 s
2023-04-18 15:28:30,2.42 s
2023-04-18 15:28:35,2.69 s
2023-04-18 15:28:40,2.88 s
2023-04-18 15:28:45,3.06 s
2023-04-18 15:28:50,3.26 s
2023-04-18 15:28:55,3.44 s
2023-04-18 15:29:00,3.55 s
2023-04-18 15:29:05,3.64 s
2023-04-18 15:29:10,3.66 s
2023-04-18 15:29:15,3.64 s
2023-04-18 15:29:20,3.61 s
2023-04-18 15:29:25,3.56 s
2023-04-18 15:29:30,3.48 s
2023-04-18 15:29:35,3.34 s
2023-04-18 15:29:40,3.26 s
2023-04-18 15:29:45,3.22 s
2023-04-18 15:29:50,3.30 s
2023-04-18 15:29:55,3.40 s
2023-04-18 15:30:00,3.42 s
2023-04-18 15:30:05,3.34 s
2023-04-18 15:30:10,3.33 s
2023-04-18 15:30:15,3.53 s
2023-04-18 15:30:20,3.47 s
2023-04-18 15:30:25,3.50 s
2023-04-18 15:30:30,3.69 s
2023-04-18 15:30:35,3.69 s
2023-04-18 15:30:40,3.76 s
2023-04-18 15:30:45,3.61 s
2023-04-18 15:30:50,3.53 s
2023-04-18 15:30:55,3.58 s
2023-04-18 15:31:00,3.66 s
2023-04-18 15:31:05,3.70 s
2023-04-18 15:31:10,3.54 s
2023-04-18 15:31:15,3.64 s
2023-04-18 15:31:20,3.72 s
2023-04-18 15:31:25,3.75 s
2023-04-18 15:31:30,3.83 s
2023-04-18 15:31:35,3.87 s
2023-04-18 15:31:40,3.89 s
2023-04-18 15:31:45,3.81 s
2023-04-18 15:31:50,3.81 s
2023-04-18 15:31:55,3.73 s
2023-04-18 15:32:00,3.59 s
2023-04-18 15:32:05,3.48 s
2023-04-18 15:32:10,3.42 s
2023-04-18 15:32:15,3.41 s
2023-04-18 15:32:20,3.37 s
2023-04-18 15:32:25,3.41 s
2023-04-18 15:32:30,3.28 s
2023-04-18 15:32:35,3.32 s
2023-04-18 15:32:40,3.42 s
2023-04-18 15:32:45,3.50 s
2023-04-18 15:32:50,3.53 s
2023-04-18 15:32:55,3.75 s
2023-04-18 15:33:00,3.75 s
2023-04-18 15:33:05,3.80 s
2023-04-18 15:33:10,3.68 s
2023-04-18 15:33:15,3.61 s
2023-04-18 15:33:20,3.59 s
2023-04-18 15:33:25,3.61 s
2023-04-18 15:33:30,3.73 s
2023-04-18 15:33:35,3.70 s
2023-04-18 15:33:40,3.47 s
2023-04-18 15:33:45,3.46 s
2023-04-18 15:33:50,3.25 s
2023-04-18 15:33:55,3.28 s
2023-04-18 15:34:00,3.13 s
2023-04-18 15:34:05,3.11 s
2023-04-18 15:34:10,2.95 s
2023-04-18 15:34:15,2.57 s
2023-04-18 15:34:20,1.93 s
2023-04-18 15:34:25,320 ms
2023-04-18 15:34:30,226 ms
2023-04-18 15:34:35,218 ms
2023-04-18 15:34:40,224 ms
2023-04-18 15:34:45,210 ms
2023-04-18 15:34:50,232 ms
2023-04-18 15:34:55,187 ms
2023-04-18 15:35:00,191 ms
2023-04-18 15:35:05,187 ms
2023-04-18 15:35:10,282 ms
2023-04-18 15:35:15,399 ms
2023-04-18 15:35:20,391 ms
2023-04-18 15:35:25,410 ms
2023-04-18 15:35:30,463 ms
2023-04-18 15:35:35,454 ms
2023-04-18 15:35:40,445 ms
2023-04-18 15:35:45,422 ms
2023-04-18 15:35:50,430 ms
2023-04-18 15:35:55,516 ms
2023-04-18 15:36:00,557 ms
2023-04-18 15:36:05,478 ms
2023-04-18 15:36:10,379 ms
2023-04-18 15:36:15,502 ms
2023-04-18 15:36:20,485 ms
2023-04-18 15:36:25,441 ms
2023-04-18 15:36:30,451 ms
2023-04-18 15:36:35,464 ms
2023-04-18 15:36:40,512 ms
2023-04-18 15:36:45,655 ms
2023-04-18 15:36:50,561 ms
2023-04-18 15:36:55,567 ms
2023-04-18 15:37:00,625 ms
2023-04-18 15:37:05,609 ms
2023-04-18 15:37:10,536 ms
2023-04-18 15:37:15,543 ms
2023-04-18 15:37:20,544 ms
2023-04-18 15:37:25,646 ms
2023-04-18 15:37:30,1.51 s
2023-04-18 15:37:35,2.26 s
2023-04-18 15:37:40,2.52 s
2023-04-18 15:37:45,2.66 s
2023-04-18 15:37:50,3.01 s
2023-04-18 15:37:55,3.10 s
2023-04-18 15:38:00,3.22 s
2023-04-18 15:38:05,3.24 s
2023-04-18 15:38:10,3.34 s
2023-04-18 15:38:15,3.35 s
2023-04-18 15:38:20,3.46 s
2023-04-18 15:38:25,3.54 s
2023-04-18 15:38:30,3.51 s
2023-04-18 15:38:35,3.47 s
2023-04-18 15:38:40,3.56 s
2023-04-18 15:38:45,3.53 s
2023-04-18 15:38:50,3.60 s
2023-04-18 15:38:55,3.63 s
2023-04-18 15:39:00,3.58 s
2023-04-18 15:39:05,3.46 s
2023-04-18 15:39:10,3.38 s
2023-04-18 15:39:15,3.23 s
2023-04-18 15:39:20,3.01 s
2023-04-18 15:39:25,2.87 s
2023-04-18 15:39:30,2.75 s
2023-04-18 15:39:35,2.44 s
2023-04-18 15:39:40,2.08 s
2023-04-18 15:39:45,1.54 s
2023-04-18 15:39:50,1.08 s
2023-04-18 15:39:55,1.01 s
2023-04-18 15:40:00,1.02 s
2023-04-18 15:40:05,1.11 s
2023-04-18 15:40:10,1.20 s
2023-04-18 15:40:15,1.29 s
2023-04-18 15:40:20,1.33 s
2023-04-18 15:40:25,1.40 s
2023-04-18 15:40:30,1.35 s
2023-04-18 15:40:35,1.35 s
2023-04-18 15:40:40,1.35 s
2023-04-18 15:40:45,1.43 s
2023-04-18 15:40:50,1.42 s
2023-04-18 15:40:55,1.40 s
2023-04-18 15:41:00,1.23 s
2023-04-18 15:41:05,1.18 s
2023-04-18 15:41:10,1.12 s
2023-04-18 15:41:15,1.04 s
2023-04-18 15:41:20,965 ms
2023-04-18 15:41:25,1.05 s
2023-04-18 15:41:30,1.37 s
2023-04-18 15:41:35,1.76 s
2023-04-18 15:41:40,2.18 s
2023-04-18 15:41:45,2.44 s
2023-04-18 15:41:50,2.60 s
2023-04-18 15:41:55,2.89 s
2023-04-18 15:42:00,2.97 s
2023-04-18 15:42:05,3.03 s
2023-04-18 15:42:10,3.23 s
2023-04-18 15:42:15,3.25 s
2023-04-18 15:42:20,3.31 s
2023-04-18 15:42:25,3.34 s
2023-04-18 15:42:30,3.36 s
2023-04-18 15:42:35,3.27 s
2023-04-18 15:42:40,3.26 s
2023-04-18 15:42:45,3.24 s
2023-04-18 15:42:50,3.11 s
2023-04-18 15:42:55,3.09 s
2023-04-18 15:43:00,3.11 s
2023-04-18 15:43:05,2.90 s
2023-04-18 15:43:10,2.81 s
2023-04-18 15:43:15,2.63 s
2023-04-18 15:43:20,2.26 s
2023-04-18 15:43:25,1.56 s
2023-04-18 15:43:30,977 ms
2023-04-18 15:43:35,794 ms
2023-04-18 15:43:40,745 ms
2023-04-18 15:43:45,741 ms
2023-04-18 15:43:50,743 ms
2023-04-18 15:43:55,688 ms
2023-04-18 15:44:00,725 ms
2023-04-18 15:44:05,648 ms
2023-04-18 15:44:10,642 ms
2023-04-18 15:44:15,627 ms
2023-04-18 15:44:20,683 ms
2023-04-18 15:44:25,704 ms
2023-04-18 15:44:30,697 ms
2023-04-18 15:44:35,701 ms
2023-04-18 15:44:40,707 ms
2023-04-18 15:44:45,693 ms
2023-04-18 15:44:50,713 ms
2023-04-18 15:44:55,629 ms
2023-04-18 15:45:00,665 ms
2023-04-18 15:45:05,662 ms
2023-04-18 15:45:10,673 ms
2023-04-18 15:45:15,672 ms
2023-04-18 15:45:20,665 ms
2023-04-18 15:45:25,662 ms
2023-04-18 15:45:30,734 ms
2023-04-18 15:45:35,818 ms
2023-04-18 15:45:40,807 ms
2023-04-18 15:45:45,877 ms
2023-04-18 15:45:50,875 ms
2023-04-18 15:45:55,849 ms
2023-04-18 15:46:00,813 ms
2023-04-18 15:46:05,875 ms
2023-04-18 15:46:10,882 ms
2023-04-18 15:46:15,831 ms
2023-04-18 15:46:20,852 ms
2023-04-18 15:46:25,939 ms
2023-04-18 15:46:30,924 ms
2023-04-18 15:46:35,958 ms
2023-04-18 15:46:40,965 ms
2023-04-18 15:46:45,1.00 s
2023-04-18 15:46:50,1.04 s
2023-04-18 15:46:55,1.16 s
2023-04-18 15:47:00,1.18 s
2023-04-18 15:47:05,1.19 s
2023-04-18 15:47:10,1.24 s
2023-04-18 15:47:15,1.22 s
2023-04-18 15:47:20,1.10 s
2023-04-18 15:47:25,1.07 s
2023-04-18 15:47:30,1.05 s
2023-04-18 15:47:35,1.04 s
2023-04-18 15:47:40,1.05 s
2023-04-18 15:47:45,996 ms
2023-04-18 15:47:50,966 ms
2023-04-18 15:47:55,892 ms
2023-04-18 15:48:00,841 ms
2023-04-18 15:48:05,829 ms
2023-04-18 15:48:10,827 ms
2023-04-18 15:48:15,839 ms
2023-04-18 15:48:20,842 ms
2023-04-18 15:48:25,845 ms
2023-04-18 15:48:30,825 ms
2023-04-18 15:48:35,771 ms
2023-04-18 15:48:40,809 ms
2023-04-18 15:48:45,705 ms
2023-04-18 15:48:50,691 ms
2023-04-18 15:48:55,729 ms
2023-04-18 15:49:00,776 ms
2023-04-18 15:49:05,730 ms
2023-04-18 15:49:10,727 ms
2023-04-18 15:49:15,737 ms
2023-04-18 15:49:20,685 ms
2023-04-18 15:49:25,644 ms
2023-04-18 15:49:30,612 ms
2023-04-18 15:49:35,612 ms
2023-04-18 15:49:40,724 ms
2023-04-18 15:49:45,752 ms
2023-04-18 15:49:50,748 ms
2023-04-18 15:49:55,687 ms
2023-04-18 15:50:00,681 ms
2023-04-18 15:50:05,745 ms
2023-04-18 15:50:10,730 ms
2023-04-18 15:50:15,728 ms
2023-04-18 15:50:20,694 ms
2023-04-18 15:50:25,678 ms
2023-04-18 15:50:30,655 ms
2023-04-18 15:50:35,546 ms
2023-04-18 15:50:40,515 ms
2023-04-18 15:50:45,514 ms
2023-04-18 15:50:50,511 ms
2023-04-18 15:50:55,550 ms
2023-04-18 15:51:00,520 ms
2023-04-18 15:51:05,526 ms
2023-04-18 15:51:10,579 ms
2023-04-18 15:51:15,582 ms
2023-04-18 15:51:20,704 ms
2023-04-18 15:51:25,755 ms
2023-04-18 15:51:30,790 ms
2023-04-18 15:51:35,832 ms
2023-04-18 15:51:40,846 ms
2023-04-18 15:51:45,883 ms
2023-04-18 15:51:50,871 ms
2023-04-18 15:51:55,884 ms
2023-04-18 15:52:00,907 ms
2023-04-18 15:52:05,905 ms
2023-04-18 15:52:10,900 ms
2023-04-18 15:52:15,821 ms
2023-04-18 15:52:20,811 ms
2023-04-18 15:52:25,793 ms
2023-04-18 15:52:30,748 ms
2023-04-18 15:52:35,683 ms
2023-04-18 15:52:40,679 ms
2023-04-18 15:52:45,655 ms
2023-04-18 15:52:50,580 ms
2023-04-18 15:52:55,578 ms
2023-04-18 15:53:00,568 ms
2023-04-18 15:53:05,642 ms
2023-04-18 15:53:10,629 ms
2023-04-18 15:53:15,607 ms
2023-04-18 15:53:20,629 ms
2023-04-18 15:53:25,642 ms
2023-04-18 15:53:30,713 ms
2023-04-18 15:53:35,743 ms
2023-04-18 15:53:40,747 ms
2023-04-18 15:53:45,794 ms
2023-04-18 15:53:50,784 ms
2023-04-18 15:53:55,746 ms
2023-04-18 15:54:00,728 ms
2023-04-18 15:54:05,760 ms
2023-04-18 15:54:10,806 ms
2023-04-18 15:54:15,847 ms
2023-04-18 15:54:20,896 ms
2023-04-18 15:54:25,823 ms
2023-04-18 15:54:30,749 ms
2023-04-18 15:54:35,778 ms
2023-04-18 15:54:40,804 ms
2023-04-18 15:54:45,785 ms
2023-04-18 15:54:50,777 ms
2023-04-18 15:54:55,762 ms
2023-04-18 15:55:00,749 ms
2023-04-18 15:55:05,708 ms
2023-04-18 15:55:10,681 ms
2023-04-18 15:55:15,710 ms
2023-04-18 15:55:20,720 ms
2023-04-18 15:55:25,720 ms
2023-04-18 15:55:30,772 ms
2023-04-18 15:55:35,772 ms
2023-04-18 15:55:40,891 ms
2023-04-18 15:55:45,923 ms
2023-04-18 15:55:50,949 ms
2023-04-18 15:55:55,965 ms
2023-04-18 15:56:00,990 ms
2023-04-18 15:56:05,963 ms
2023-04-18 15:56:10,904 ms
2023-04-18 15:56:15,921 ms
2023-04-18 15:56:20,925 ms
2023-04-18 15:56:25,871 ms
2023-04-18 15:56:30,852 ms
2023-04-18 15:56:35,725 ms
2023-04-18 15:56:40,708 ms
2023-04-18 15:56:45,639 ms
2023-04-18 15:56:50,651 ms
2023-04-18 15:56:55,670 ms
2023-04-18 15:57:00,668 ms
2023-04-18 15:57:05,644 ms
2023-04-18 15:57:10,655 ms
2023-04-18 15:57:15,671 ms
2023-04-18 15:57:20,725 ms
2023-04-18 15:57:25,708 ms
2023-04-18 15:57:30,725 ms
2023-04-18 15:57:35,735 ms
2023-04-18 15:57:40,743 ms
2023-04-18 15:57:45,721 ms
2023-04-18 15:57:50,741 ms
2023-04-18 15:57:55,712 ms
2023-04-18 15:58:00,766 ms
2023-04-18 15:58:05,789 ms
2023-04-18 15:58:10,821 ms
2023-04-18 15:58:15,757 ms
2023-04-18 15:58:20,768 ms
2023-04-18 15:58:25,766 ms
2023-04-18 15:58:30,780 ms
2023-04-18 15:58:35,796 ms
2023-04-18 15:58:40,823 ms
2023-04-18 15:58:45,774 ms
2023-04-18 15:58:50,760 ms
2023-04-18 15:58:55,766 ms
2023-04-18 15:59:00,720 ms
2023-04-18 15:59:05,671 ms
2023-04-18 15:59:10,677 ms
2023-04-18 15:59:15,641 ms
2023-04-18 15:59:20,690 ms
2023-04-18 15:59:25,694 ms
2023-04-18 15:59:30,742 ms
2023-04-18 15:59:35,757 ms
2023-04-18 15:59:40,738 ms
2023-04-18 15:59:45,761 ms
2023-04-18 15:59:50,760 ms
2023-04-18 15:59:55,751 ms
2023-04-18 16:00:00,734 ms
2023-04-18 16:00:05,726 ms
2023-04-18 16:00:10,804 ms
2023-04-18 16:00:15,804 ms
2023-04-18 16:00:20,807 ms
2023-04-18 16:00:25,771 ms
2023-04-18 16:00:30,731 ms
2023-04-18 16:00:35,736 ms
2023-04-18 16:00:40,808 ms
2023-04-18 16:00:45,809 ms
2023-04-18 16:00:50,847 ms
2023-04-18 16:00:55,851 ms
2023-04-18 16:01:00,853 ms
2023-04-18 16:01:05,819 ms
2023-04-18 16:01:10,775 ms
2023-04-18 16:01:15,762 ms
2023-04-18 16:01:20,823 ms
2023-04-18 16:01:25,839 ms
2023-04-18 16:01:30,839 ms
2023-04-18 16:01:35,752 ms
2023-04-18 16:01:40,748 ms
2023-04-18 16:01:45,737 ms
2023-04-18 16:01:50,753 ms
2023-04-18 16:01:55,775 ms
2023-04-18 16:02:00,774 ms
2023-04-18 16:02:05,772 ms
2023-04-18 16:02:10,810 ms
2023-04-18 16:02:15,847 ms
2023-04-18 16:02:20,879 ms
2023-04-18 16:02:25,937 ms
2023-04-18 16:02:30,989 ms
2023-04-18 16:02:35,1.02 s
2023-04-18 16:02:40,1.08 s
2023-04-18 16:02:45,1.09 s
2023-04-18 16:02:50,1.11 s
2023-04-18 16:02:55,1.10 s
2023-04-18 16:03:00,1.12 s
2023-04-18 16:03:05,1.08 s
2023-04-18 16:03:10,1.05 s
2023-04-18 16:03:15,1.01 s
2023-04-18 16:03:20,954 ms
2023-04-18 16:03:25,918 ms
2023-04-18 16:03:30,907 ms
2023-04-18 16:03:35,842 ms
2023-04-18 16:03:40,840 ms
2023-04-18 16:03:45,804 ms
2023-04-18 16:03:50,803 ms
2023-04-18 16:03:55,787 ms
2023-04-18 16:04:00,780 ms
2023-04-18 16:04:05,764 ms
2023-04-18 16:04:10,754 ms
2023-04-18 16:04:15,770 ms
2023-04-18 16:04:20,780 ms
2023-04-18 16:04:25,782 ms
2023-04-18 16:04:30,773 ms
2023-04-18 16:04:35,740 ms
2023-04-18 16:04:40,729 ms
2023-04-18 16:04:45,706 ms
2023-04-18 16:04:50,705 ms
2023-04-18 16:04:55,691 ms
2023-04-18 16:05:00,679 ms
2023-04-18 16:05:05,713 ms
2023-04-18 16:05:10,753 ms
2023-04-18 16:05:15,769 ms
2023-04-18 16:05:20,715 ms
2023-04-18 16:05:25,742 ms
2023-04-18 16:05:30,839 ms
2023-04-18 16:05:35,844 ms
2023-04-18 16:05:40,839 ms
2023-04-18 16:05:45,846 ms
