"Time","avg-res-time"
2023-04-18 16:05:50,885 ms
2023-04-18 16:05:55,920 ms
2023-04-18 16:06:00,897 ms
2023-04-18 16:06:05,832 ms
2023-04-18 16:06:10,823 ms
2023-04-18 16:06:15,818 ms
2023-04-18 16:06:20,868 ms
2023-04-18 16:06:25,796 ms
2023-04-18 16:06:30,791 ms
2023-04-18 16:06:35,819 ms
2023-04-18 16:06:40,788 ms
2023-04-18 16:06:45,750 ms
2023-04-18 16:06:50,702 ms
2023-04-18 16:06:55,673 ms
2023-04-18 16:07:00,703 ms
2023-04-18 16:07:05,685 ms
2023-04-18 16:07:10,731 ms
2023-04-18 16:07:15,681 ms
2023-04-18 16:07:20,710 ms
2023-04-18 16:07:25,747 ms
2023-04-18 16:07:30,769 ms
2023-04-18 16:07:35,795 ms
2023-04-18 16:07:40,784 ms
2023-04-18 16:07:45,746 ms
2023-04-18 16:07:50,818 ms
2023-04-18 16:07:55,780 ms
2023-04-18 16:08:00,820 ms
2023-04-18 16:08:05,921 ms
2023-04-18 16:08:10,947 ms
2023-04-18 16:08:15,1.24 s
2023-04-18 16:08:20,1.73 s
2023-04-18 16:08:25,1.99 s
2023-04-18 16:08:30,2.36 s
2023-04-18 16:08:35,2.58 s
2023-04-18 16:08:40,2.89 s
2023-04-18 16:08:45,3.11 s
2023-04-18 16:08:50,3.26 s
2023-04-18 16:08:55,3.58 s
2023-04-18 16:09:00,3.75 s
2023-04-18 16:09:05,3.86 s
2023-04-18 16:09:10,3.86 s
2023-04-18 16:09:15,3.92 s
2023-04-18 16:09:20,3.88 s
2023-04-18 16:09:25,3.84 s
2023-04-18 16:09:30,3.90 s
2023-04-18 16:09:35,3.80 s
2023-04-18 16:09:40,3.65 s
2023-04-18 16:09:45,3.57 s
2023-04-18 16:09:50,3.32 s
2023-04-18 16:09:55,3.25 s
2023-04-18 16:10:00,3.07 s
2023-04-18 16:10:05,2.93 s
2023-04-18 16:10:10,2.33 s
2023-04-18 16:10:15,1.88 s
2023-04-18 16:10:20,1.34 s
2023-04-18 16:10:25,528 ms
2023-04-18 16:10:30,528 ms
2023-04-18 16:10:35,520 ms
2023-04-18 16:10:40,624 ms
2023-04-18 16:10:45,630 ms
2023-04-18 16:10:50,631 ms
2023-04-18 16:10:55,640 ms
2023-04-18 16:11:00,650 ms
2023-04-18 16:11:05,649 ms
2023-04-18 16:11:10,633 ms
2023-04-18 16:11:15,592 ms
2023-04-18 16:11:20,537 ms
2023-04-18 16:11:25,680 ms
2023-04-18 16:11:30,670 ms
2023-04-18 16:11:35,574 ms
2023-04-18 16:11:40,577 ms
2023-04-18 16:11:45,681 ms
2023-04-18 16:11:50,640 ms
2023-04-18 16:11:55,688 ms
2023-04-18 16:12:00,691 ms
2023-04-18 16:12:05,722 ms
2023-04-18 16:12:10,729 ms
2023-04-18 16:12:15,765 ms
2023-04-18 16:12:20,655 ms
2023-04-18 16:12:25,654 ms
2023-04-18 16:12:30,647 ms
2023-04-18 16:12:35,684 ms
2023-04-18 16:12:40,580 ms
2023-04-18 16:12:45,579 ms
2023-04-18 16:12:50,603 ms
2023-04-18 16:12:55,569 ms
2023-04-18 16:13:00,609 ms
2023-04-18 16:13:05,634 ms
2023-04-18 16:13:10,620 ms
2023-04-18 16:13:15,593 ms
2023-04-18 16:13:20,624 ms
2023-04-18 16:13:25,646 ms
2023-04-18 16:13:30,551 ms
2023-04-18 16:13:35,577 ms
2023-04-18 16:13:40,579 ms
2023-04-18 16:13:45,477 ms
2023-04-18 16:13:50,465 ms
2023-04-18 16:13:55,391 ms
2023-04-18 16:14:00,412 ms
2023-04-18 16:14:05,421 ms
2023-04-18 16:14:10,506 ms
2023-04-18 16:14:15,471 ms
2023-04-18 16:14:20,501 ms
2023-04-18 16:14:25,598 ms
2023-04-18 16:14:30,690 ms
2023-04-18 16:14:35,712 ms
2023-04-18 16:14:40,859 ms
2023-04-18 16:14:45,848 ms
2023-04-18 16:14:50,883 ms
2023-04-18 16:14:55,816 ms
2023-04-18 16:15:00,809 ms
2023-04-18 16:15:05,780 ms
2023-04-18 16:15:10,831 ms
2023-04-18 16:15:15,810 ms
2023-04-18 16:15:20,782 ms
2023-04-18 16:15:25,736 ms
2023-04-18 16:15:30,736 ms
2023-04-18 16:15:35,672 ms
2023-04-18 16:15:40,694 ms
2023-04-18 16:15:45,708 ms
2023-04-18 16:15:50,789 ms
2023-04-18 16:15:55,840 ms
2023-04-18 16:16:00,839 ms
2023-04-18 16:16:05,863 ms
2023-04-18 16:16:10,905 ms
2023-04-18 16:16:15,871 ms
2023-04-18 16:16:20,859 ms
2023-04-18 16:16:25,922 ms
2023-04-18 16:16:30,949 ms
2023-04-18 16:16:35,903 ms
2023-04-18 16:16:40,922 ms
2023-04-18 16:16:45,936 ms
2023-04-18 16:16:50,889 ms
2023-04-18 16:16:55,838 ms
2023-04-18 16:17:00,781 ms
2023-04-18 16:17:05,695 ms
2023-04-18 16:17:10,684 ms
2023-04-18 16:17:15,682 ms
2023-04-18 16:17:20,711 ms
2023-04-18 16:17:25,697 ms
2023-04-18 16:17:30,746 ms
2023-04-18 16:17:35,693 ms
2023-04-18 16:17:40,614 ms
2023-04-18 16:17:45,560 ms
2023-04-18 16:17:50,560 ms
2023-04-18 16:17:55,616 ms
2023-04-18 16:18:00,656 ms
2023-04-18 16:18:05,695 ms
2023-04-18 16:18:10,754 ms
2023-04-18 16:18:15,658 ms
2023-04-18 16:18:20,634 ms
2023-04-18 16:18:25,592 ms
2023-04-18 16:18:30,579 ms
2023-04-18 16:18:35,646 ms
2023-04-18 16:18:40,694 ms
2023-04-18 16:18:45,752 ms
2023-04-18 16:18:50,679 ms
2023-04-18 16:18:55,662 ms
2023-04-18 16:19:00,657 ms
2023-04-18 16:19:05,572 ms
2023-04-18 16:19:10,565 ms
2023-04-18 16:19:15,563 ms
2023-04-18 16:19:20,622 ms
2023-04-18 16:19:25,677 ms
2023-04-18 16:19:30,610 ms
2023-04-18 16:19:35,603 ms
2023-04-18 16:19:40,621 ms
2023-04-18 16:19:45,636 ms
2023-04-18 16:19:50,614 ms
2023-04-18 16:19:55,575 ms
2023-04-18 16:20:00,589 ms
2023-04-18 16:20:05,605 ms
2023-04-18 16:20:10,639 ms
2023-04-18 16:20:15,585 ms
2023-04-18 16:20:20,532 ms
2023-04-18 16:20:25,500 ms
2023-04-18 16:20:30,572 ms
2023-04-18 16:20:35,619 ms
2023-04-18 16:20:40,663 ms
2023-04-18 16:20:45,708 ms
2023-04-18 16:20:50,796 ms
2023-04-18 16:20:55,761 ms
2023-04-18 16:21:00,728 ms
2023-04-18 16:21:05,701 ms
2023-04-18 16:21:10,696 ms
2023-04-18 16:21:15,743 ms
2023-04-18 16:21:20,799 ms
2023-04-18 16:21:25,758 ms
2023-04-18 16:21:30,664 ms
2023-04-18 16:21:35,626 ms
2023-04-18 16:21:40,586 ms
2023-04-18 16:21:45,515 ms
2023-04-18 16:21:50,519 ms
2023-04-18 16:21:55,515 ms
2023-04-18 16:22:00,531 ms
2023-04-18 16:22:05,562 ms
2023-04-18 16:22:10,528 ms
2023-04-18 16:22:15,510 ms
2023-04-18 16:22:20,504 ms
2023-04-18 16:22:25,551 ms
2023-04-18 16:22:30,509 ms
2023-04-18 16:22:35,582 ms
2023-04-18 16:22:40,605 ms
2023-04-18 16:22:45,665 ms
2023-04-18 16:22:50,659 ms
2023-04-18 16:22:55,654 ms
2023-04-18 16:23:00,660 ms
2023-04-18 16:23:05,666 ms
2023-04-18 16:23:10,679 ms
2023-04-18 16:23:15,671 ms
2023-04-18 16:23:20,668 ms
2023-04-18 16:23:25,707 ms
2023-04-18 16:23:30,615 ms
2023-04-18 16:23:35,599 ms
2023-04-18 16:23:40,527 ms
2023-04-18 16:23:45,571 ms
2023-04-18 16:23:50,795 ms
2023-04-18 16:23:55,1.39 s
2023-04-18 16:24:00,2.01 s
2023-04-18 16:24:05,2.38 s
2023-04-18 16:24:10,2.57 s
2023-04-18 16:24:15,2.80 s
2023-04-18 16:24:20,3.02 s
2023-04-18 16:24:25,3.19 s
2023-04-18 16:24:30,3.27 s
2023-04-18 16:24:35,3.38 s
2023-04-18 16:24:40,3.42 s
2023-04-18 16:24:45,3.50 s
2023-04-18 16:24:50,3.58 s
2023-04-18 16:24:55,3.57 s
2023-04-18 16:25:00,3.59 s
2023-04-18 16:25:05,3.58 s
2023-04-18 16:25:10,3.62 s
2023-04-18 16:25:15,3.64 s
2023-04-18 16:25:20,3.58 s
2023-04-18 16:25:25,3.59 s
2023-04-18 16:25:30,3.65 s
2023-04-18 16:25:35,3.65 s
2023-04-18 16:25:40,3.79 s
2023-04-18 16:25:45,3.70 s
2023-04-18 16:25:50,3.59 s
2023-04-18 16:25:55,3.42 s
2023-04-18 16:26:00,3.35 s
2023-04-18 16:26:05,3.13 s
2023-04-18 16:26:10,2.89 s
2023-04-18 16:26:15,2.76 s
2023-04-18 16:26:20,2.49 s
2023-04-18 16:26:25,2.02 s
2023-04-18 16:26:30,1.66 s
2023-04-18 16:26:35,767 ms
2023-04-18 16:26:40,740 ms
2023-04-18 16:26:45,720 ms
2023-04-18 16:26:50,707 ms
2023-04-18 16:26:55,725 ms
2023-04-18 16:27:00,754 ms
2023-04-18 16:27:05,693 ms
2023-04-18 16:27:10,721 ms
2023-04-18 16:27:15,694 ms
2023-04-18 16:27:20,758 ms
2023-04-18 16:27:25,816 ms
2023-04-18 16:27:30,877 ms
2023-04-18 16:27:35,852 ms
2023-04-18 16:27:40,844 ms
2023-04-18 16:27:45,879 ms
2023-04-18 16:27:50,871 ms
2023-04-18 16:27:55,841 ms
2023-04-18 16:28:00,832 ms
2023-04-18 16:28:05,824 ms
2023-04-18 16:28:10,870 ms
2023-04-18 16:28:15,819 ms
2023-04-18 16:28:20,813 ms
2023-04-18 16:28:25,810 ms
2023-04-18 16:28:30,774 ms
2023-04-18 16:28:35,754 ms
2023-04-18 16:28:40,747 ms
2023-04-18 16:28:45,701 ms
2023-04-18 16:28:50,760 ms
2023-04-18 16:28:55,845 ms
2023-04-18 16:29:00,805 ms
2023-04-18 16:29:05,744 ms
2023-04-18 16:29:10,765 ms
2023-04-18 16:29:15,744 ms
2023-04-18 16:29:20,699 ms
2023-04-18 16:29:25,754 ms
2023-04-18 16:29:30,714 ms
2023-04-18 16:29:35,706 ms
2023-04-18 16:29:40,738 ms
2023-04-18 16:29:45,708 ms
2023-04-18 16:29:50,732 ms
2023-04-18 16:29:55,720 ms
2023-04-18 16:30:00,724 ms
2023-04-18 16:30:05,719 ms
2023-04-18 16:30:10,758 ms
2023-04-18 16:30:15,896 ms
2023-04-18 16:30:20,880 ms
2023-04-18 16:30:25,908 ms
2023-04-18 16:30:30,948 ms
2023-04-18 16:30:35,949 ms
2023-04-18 16:30:40,1.17 s
2023-04-18 16:30:45,1.58 s
2023-04-18 16:30:50,1.88 s
2023-04-18 16:30:55,2.16 s
2023-04-18 16:31:00,2.40 s
2023-04-18 16:31:05,2.56 s
2023-04-18 16:31:10,2.76 s
2023-04-18 16:31:15,2.74 s
2023-04-18 16:31:20,2.75 s
2023-04-18 16:31:25,2.69 s
2023-04-18 16:31:30,2.66 s
2023-04-18 16:31:35,2.59 s
2023-04-18 16:31:40,2.42 s
2023-04-18 16:31:45,2.22 s
2023-04-18 16:31:50,1.99 s
2023-04-18 16:31:55,1.76 s
2023-04-18 16:32:00,1.54 s
2023-04-18 16:32:05,1.23 s
2023-04-18 16:32:10,1.35 s
2023-04-18 16:32:15,1.27 s
2023-04-18 16:32:20,1.26 s
2023-04-18 16:32:25,1.21 s
2023-04-18 16:32:30,1.20 s
2023-04-18 16:32:35,1.18 s
2023-04-18 16:32:40,1.21 s
2023-04-18 16:32:45,1.15 s
2023-04-18 16:32:50,1.07 s
2023-04-18 16:32:55,990 ms
2023-04-18 16:33:00,1.05 s
2023-04-18 16:33:05,1.01 s
2023-04-18 16:33:10,1.05 s
2023-04-18 16:33:15,1.06 s
2023-04-18 16:33:20,1.06 s
2023-04-18 16:33:25,1.00 s
2023-04-18 16:33:30,950 ms
2023-04-18 16:33:35,932 ms
2023-04-18 16:33:40,970 ms
2023-04-18 16:33:45,1.01 s
2023-04-18 16:33:50,1.03 s
2023-04-18 16:33:55,871 ms
2023-04-18 16:34:00,764 ms
2023-04-18 16:34:05,794 ms
2023-04-18 16:34:10,776 ms
2023-04-18 16:34:15,783 ms
2023-04-18 16:34:20,805 ms
2023-04-18 16:34:25,805 ms
2023-04-18 16:34:30,843 ms
2023-04-18 16:34:35,821 ms
2023-04-18 16:34:40,764 ms
2023-04-18 16:34:45,685 ms
2023-04-18 16:34:50,658 ms
2023-04-18 16:34:55,653 ms
2023-04-18 16:35:00,587 ms
2023-04-18 16:35:05,588 ms
2023-04-18 16:35:10,569 ms
2023-04-18 16:35:15,594 ms
2023-04-18 16:35:20,530 ms
2023-04-18 16:35:25,554 ms
2023-04-18 16:35:30,559 ms
2023-04-18 16:35:35,596 ms
2023-04-18 16:35:40,643 ms
2023-04-18 16:35:45,741 ms
2023-04-18 16:35:50,779 ms
2023-04-18 16:35:55,797 ms
2023-04-18 16:36:00,797 ms
2023-04-18 16:36:05,844 ms
2023-04-18 16:36:10,805 ms
2023-04-18 16:36:15,855 ms
2023-04-18 16:36:20,889 ms
2023-04-18 16:36:25,888 ms
2023-04-18 16:36:30,866 ms
2023-04-18 16:36:35,833 ms
2023-04-18 16:36:40,800 ms
2023-04-18 16:36:45,822 ms
2023-04-18 16:36:50,814 ms
2023-04-18 16:36:55,789 ms
2023-04-18 16:37:00,760 ms
2023-04-18 16:37:05,808 ms
2023-04-18 16:37:10,873 ms
2023-04-18 16:37:15,810 ms
2023-04-18 16:37:20,862 ms
2023-04-18 16:37:25,877 ms
2023-04-18 16:37:30,915 ms
2023-04-18 16:37:35,885 ms
2023-04-18 16:37:40,825 ms
2023-04-18 16:37:45,810 ms
2023-04-18 16:37:50,820 ms
2023-04-18 16:37:55,822 ms
2023-04-18 16:38:00,782 ms
2023-04-18 16:38:05,645 ms
2023-04-18 16:38:10,645 ms
2023-04-18 16:38:15,588 ms
2023-04-18 16:38:20,647 ms
2023-04-18 16:38:25,677 ms
2023-04-18 16:38:30,626 ms
2023-04-18 16:38:35,618 ms
2023-04-18 16:38:40,625 ms
2023-04-18 16:38:45,601 ms
2023-04-18 16:38:50,591 ms
2023-04-18 16:38:55,577 ms
2023-04-18 16:39:00,595 ms
2023-04-18 16:39:05,575 ms
2023-04-18 16:39:10,617 ms
2023-04-18 16:39:15,582 ms
2023-04-18 16:39:20,544 ms
2023-04-18 16:39:25,558 ms
2023-04-18 16:39:30,557 ms
2023-04-18 16:39:35,601 ms
2023-04-18 16:39:40,590 ms
2023-04-18 16:39:45,614 ms
2023-04-18 16:39:50,603 ms
2023-04-18 16:39:55,587 ms
2023-04-18 16:40:00,564 ms
2023-04-18 16:40:05,531 ms
2023-04-18 16:40:10,607 ms
2023-04-18 16:40:15,665 ms
2023-04-18 16:40:20,717 ms
2023-04-18 16:40:25,741 ms
2023-04-18 16:40:30,702 ms
2023-04-18 16:40:35,812 ms
2023-04-18 16:40:40,839 ms
2023-04-18 16:40:45,851 ms
2023-04-18 16:40:50,874 ms
2023-04-18 16:40:55,898 ms
2023-04-18 16:41:00,922 ms
2023-04-18 16:41:05,820 ms
2023-04-18 16:41:10,806 ms
2023-04-18 16:41:15,792 ms
2023-04-18 16:41:20,768 ms
2023-04-18 16:41:25,768 ms
2023-04-18 16:41:30,673 ms
2023-04-18 16:41:35,663 ms
2023-04-18 16:41:40,685 ms
2023-04-18 16:41:45,685 ms
2023-04-18 16:41:50,650 ms
2023-04-18 16:41:55,583 ms
2023-04-18 16:42:00,620 ms
2023-04-18 16:42:05,584 ms
2023-04-18 16:42:10,525 ms
2023-04-18 16:42:15,506 ms
2023-04-18 16:42:20,504 ms
2023-04-18 16:42:25,496 ms
2023-04-18 16:42:30,432 ms
2023-04-18 16:42:35,371 ms
2023-04-18 16:42:40,369 ms
2023-04-18 16:42:45,395 ms
2023-04-18 16:42:50,452 ms
2023-04-18 16:42:55,392 ms
2023-04-18 16:43:00,347 ms
2023-04-18 16:43:05,345 ms
2023-04-18 16:43:10,410 ms
2023-04-18 16:43:15,421 ms
2023-04-18 16:43:20,532 ms
2023-04-18 16:43:25,573 ms
2023-04-18 16:43:30,580 ms
2023-04-18 16:43:35,561 ms
2023-04-18 16:43:40,598 ms
2023-04-18 16:43:45,594 ms
2023-04-18 16:43:50,599 ms
2023-04-18 16:43:55,587 ms
2023-04-18 16:44:00,581 ms
2023-04-18 16:44:05,555 ms
2023-04-18 16:44:10,549 ms
2023-04-18 16:44:15,454 ms
2023-04-18 16:44:20,428 ms
2023-04-18 16:44:25,429 ms
2023-04-18 16:44:30,416 ms
2023-04-18 16:44:35,349 ms
2023-04-18 16:44:40,409 ms
2023-04-18 16:44:45,449 ms
2023-04-18 16:44:50,573 ms
2023-04-18 16:44:55,596 ms
2023-04-18 16:45:00,558 ms
2023-04-18 16:45:05,504 ms
2023-04-18 16:45:10,517 ms
2023-04-18 16:45:15,503 ms
2023-04-18 16:45:20,503 ms
2023-04-18 16:45:25,576 ms
2023-04-18 16:45:30,641 ms
2023-04-18 16:45:35,570 ms
2023-04-18 16:45:40,533 ms
2023-04-18 16:45:45,475 ms
2023-04-18 16:45:50,457 ms
2023-04-18 16:45:55,476 ms
2023-04-18 16:46:00,488 ms
2023-04-18 16:46:05,476 ms
2023-04-18 16:46:10,558 ms
2023-04-18 16:46:15,582 ms
2023-04-18 16:46:20,514 ms
2023-04-18 16:46:25,419 ms
2023-04-18 16:46:30,382 ms
2023-04-18 16:46:35,373 ms
2023-04-18 16:46:40,305 ms
2023-04-18 16:46:45,319 ms
2023-04-18 16:46:50,292 ms
2023-04-18 16:46:55,288 ms
2023-04-18 16:47:00,278 ms
2023-04-18 16:47:05,177 ms
2023-04-18 16:47:10,148 ms
2023-04-18 16:47:15,254 ms
2023-04-18 16:47:20,288 ms
2023-04-18 16:47:25,376 ms
2023-04-18 16:47:30,382 ms
2023-04-18 16:47:35,373 ms
2023-04-18 16:47:40,400 ms
2023-04-18 16:47:45,475 ms
2023-04-18 16:47:50,493 ms
2023-04-18 16:47:55,506 ms
2023-04-18 16:48:00,519 ms
2023-04-18 16:48:05,516 ms
2023-04-18 16:48:10,457 ms
2023-04-18 16:48:15,424 ms
2023-04-18 16:48:20,359 ms
2023-04-18 16:48:25,413 ms
2023-04-18 16:48:30,422 ms
2023-04-18 16:48:35,448 ms
2023-04-18 16:48:40,439 ms
2023-04-18 16:48:45,415 ms
2023-04-18 16:48:50,412 ms
2023-04-18 16:48:55,440 ms
2023-04-18 16:49:00,445 ms
2023-04-18 16:49:05,489 ms
2023-04-18 16:49:10,504 ms
2023-04-18 16:49:15,575 ms
2023-04-18 16:49:20,555 ms
2023-04-18 16:49:25,560 ms
2023-04-18 16:49:30,550 ms
2023-04-18 16:49:35,530 ms
2023-04-18 16:49:40,565 ms
2023-04-18 16:49:45,552 ms
2023-04-18 16:49:50,581 ms
2023-04-18 16:49:55,631 ms
2023-04-18 16:50:00,589 ms
2023-04-18 16:50:05,582 ms
2023-04-18 16:50:10,498 ms
2023-04-18 16:50:15,623 ms
2023-04-18 16:50:20,694 ms
2023-04-18 16:50:25,681 ms
2023-04-18 16:50:30,668 ms
2023-04-18 16:50:35,698 ms
2023-04-18 16:50:40,708 ms
2023-04-18 16:50:45,657 ms
2023-04-18 16:50:50,660 ms
2023-04-18 16:50:55,652 ms
2023-04-18 16:51:00,687 ms
2023-04-18 16:51:05,699 ms
2023-04-18 16:51:10,572 ms
2023-04-18 16:51:15,540 ms
2023-04-18 16:51:20,526 ms
2023-04-18 16:51:25,587 ms
2023-04-18 16:51:30,539 ms
2023-04-18 16:51:35,540 ms
2023-04-18 16:51:40,532 ms
2023-04-18 16:51:45,462 ms
2023-04-18 16:51:50,502 ms
2023-04-18 16:51:55,451 ms
2023-04-18 16:52:00,471 ms
2023-04-18 16:52:05,492 ms
2023-04-18 16:52:10,490 ms
2023-04-18 16:52:15,509 ms
2023-04-18 16:52:20,477 ms
2023-04-18 16:52:25,608 ms
2023-04-18 16:52:30,637 ms
2023-04-18 16:52:35,707 ms
2023-04-18 16:52:40,750 ms
2023-04-18 16:52:45,770 ms
2023-04-18 16:52:50,807 ms
2023-04-18 16:52:55,792 ms
2023-04-18 16:53:00,765 ms
2023-04-18 16:53:05,785 ms
2023-04-18 16:53:10,798 ms
2023-04-18 16:53:15,797 ms
2023-04-18 16:53:20,712 ms
2023-04-18 16:53:25,680 ms
2023-04-18 16:53:30,699 ms
2023-04-18 16:53:35,674 ms
2023-04-18 16:53:40,643 ms
2023-04-18 16:53:45,613 ms
2023-04-18 16:53:50,634 ms
2023-04-18 16:53:55,629 ms
2023-04-18 16:54:00,605 ms
2023-04-18 16:54:05,599 ms
2023-04-18 16:54:10,572 ms
2023-04-18 16:54:15,595 ms
2023-04-18 16:54:20,613 ms
2023-04-18 16:54:25,669 ms
2023-04-18 16:54:30,715 ms
2023-04-18 16:54:35,711 ms
2023-04-18 16:54:40,714 ms
2023-04-18 16:54:45,690 ms
2023-04-18 16:54:50,711 ms
2023-04-18 16:54:55,675 ms
2023-04-18 16:55:00,728 ms
2023-04-18 16:55:05,759 ms
2023-04-18 16:55:10,830 ms
2023-04-18 16:55:15,910 ms
2023-04-18 16:55:20,797 ms
2023-04-18 16:55:25,746 ms
2023-04-18 16:55:30,772 ms
2023-04-18 16:55:35,1.06 s
2023-04-18 16:55:40,1.52 s
2023-04-18 16:55:45,2.17 s
2023-04-18 16:55:50,2.37 s
2023-04-18 16:55:55,2.74 s
2023-04-18 16:56:00,2.90 s
2023-04-18 16:56:05,3.05 s
2023-04-18 16:56:10,3.15 s
2023-04-18 16:56:15,3.25 s
2023-04-18 16:56:20,3.41 s
2023-04-18 16:56:25,3.53 s
2023-04-18 16:56:30,3.61 s
2023-04-18 16:56:35,3.57 s
2023-04-18 16:56:40,3.40 s
2023-04-18 16:56:45,3.31 s
2023-04-18 16:56:50,3.06 s
2023-04-18 16:56:55,2.92 s
2023-04-18 16:57:00,2.69 s
2023-04-18 16:57:05,2.47 s
2023-04-18 16:57:10,2.18 s
2023-04-18 16:57:15,1.79 s
2023-04-18 16:57:20,1.50 s
2023-04-18 16:57:25,949 ms
2023-04-18 16:57:30,688 ms
2023-04-18 16:57:35,790 ms
2023-04-18 16:57:40,813 ms
2023-04-18 16:57:45,769 ms
2023-04-18 16:57:50,719 ms
2023-04-18 16:57:55,751 ms
2023-04-18 16:58:00,767 ms
2023-04-18 16:58:05,806 ms
2023-04-18 16:58:10,801 ms
2023-04-18 16:58:15,846 ms
2023-04-18 16:58:20,852 ms
2023-04-18 16:58:25,869 ms
2023-04-18 16:58:30,751 ms
2023-04-18 16:58:35,734 ms
2023-04-18 16:58:40,809 ms
2023-04-18 16:58:45,791 ms
2023-04-18 16:58:50,779 ms
2023-04-18 16:58:55,762 ms
2023-04-18 16:59:00,743 ms
2023-04-18 16:59:05,757 ms
2023-04-18 16:59:10,752 ms

