"Time","Timestamp [ms]","iowait [Ratios]","irq [Ratios]","nice [Ratios]","softirq [Ratios]","steal [Ratios]","system [Ratios]","user [Ratios]","Used [MiB]","Buffer [MiB]","Cached [MiB]","Free [MiB]","br-10cd1f6f3899 receive [MB/s]","docker0 receive [MB/s]","eth0 receive [MB/s]","eth1 receive [MB/s]","lo receive [MB/s]","veth6750e95 receive [MB/s]","br-10cd1f6f3899 transmit [MB/s]","docker0 transmit [MB/s]","eth0 transmit [MB/s]","eth1 transmit [MB/s]","lo transmit [MB/s]","veth6750e95 transmit [MB/s]","total-req-rate [req/s]","ok-req-rate [req/s]","error-req-rate [req/s]","avg-res-time [ms]","ServerStatus"
"2023-04-18 14:51:25","1681804285000","0","0","0","0.034","0.02","0.027999999999999997","0.05","325","27.7","510","107","324","0","0","327","0","332","327","0","0","334","0","327","3.47","1.42","2.05","3420","1"
"2023-04-18 14:51:30","1681804290000","0","0","0","0.044000000000000004","0.032","0.046","0.162","327","27.7","510","105","1080","0","0.0232","3920","0","1090","3920","0","0.0216","1090","0","3920","3.62","1.36","2.25","3650","1"
"2023-04-18 14:51:35","1681804295000","0","0","0","0.046","0.02","0.052000000000000005","0.06","326","27.7","510","106","281","0","0","410","0","291","410","0","0","293","0","410","3.75","1.36","2.38","3650","1"
"2023-04-18 14:51:40","1681804300000","0","0","0","0.036000000000000004","0.02","0.042","0.064","325","27.7","510","107","295","0","0","708","0","304","708","0","0","306","0","708","3.73","1.36","2.36","3640","1"
"2023-04-18 14:51:45","1681804305000","0","0","0","0.068","0.016","0.055999999999999994","0.2","331","27.7","510","101","3470","0","0.0116","2990","0","3490","2990","0","0.0108","3490","0","2990","3.71","1.49","2.22","3590","1"
"2023-04-18 14:51:50","1681804310000","0","0","0","0.066","0.026000000000000002","0.06","0.096","331","27.7","510","101","511","0","0.012","384","0","527","384","0","0.008400000000000001","528","0","384","3.64","1.51","2.13","3620","1"
"2023-04-18 14:51:55","1681804315000","0","0","0","0.07400000000000001","0.026000000000000002","0.06","0.066","329","27.7","510","103","392","0","0.0116","264","0","404","264","0","0.0108","406","0","264","3.67","1.42","2.25","3660","1"
"2023-04-18 14:52:00","1681804320000","0","0","0","0.048","0.02","0.052000000000000005","0.106","324","27.7","510","107","270","0","0","1590","0","278","1590","0","0","280","0","1590","3.78","1.47","2.31","3800","1"
"2023-04-18 14:52:05","1681804325000","0","0","0","0.057999999999999996","0.032","0.066","0.152","328","27.7","510","103","1170","0","0.033600000000000005","3040","0","1180","3040","0","0.03","1190","0","3040","3.75","1.55","2.2","3740","1"
"2023-04-18 14:52:10","1681804330000","0","0","0","0.042","0.024","0.054000000000000006","0.057999999999999996","328","27.7","510","103","187","0","0.033600000000000005","199","0","196","199","0","0.03","198","0","199","3.73","1.58","2.15","3750","1"
"2023-04-18 14:52:15","1681804335000","0","0","0","0.068","0.034","0.046","0.064","328","27.7","510","103","261","0","0","221","0","269","220","0","0","271","0","220","3.69","1.49","2.2","3610","1"
"2023-04-18 14:52:20","1681804340000","0","0","0","0.057999999999999996","0.022000000000000002","0.057999999999999996","0.10400000000000001","328","27.7","510","103","253","0","0.033600000000000005","2029.9999999999998","0","263","2029.9999999999998","0","0.0216","265","0","2029.9999999999998","3.75","1.53","2.22","3680","1"
"2023-04-18 14:52:25","1681804345000","0","0","0","0.052000000000000005","0.022000000000000002","0.057999999999999996","0.07200000000000001","328","27.7","510","103","288","0","0.0344","194","0","297","194","0","0.03","299","0","194","3.65","1.44","2.22","3580","1"
"2023-04-18 14:52:30","1681804350000","0","0","0","0.052000000000000005","0.027999999999999997","0.05","0.078","328","27.7","510","103","197","0","0.113","669","0","204","669","0","0.584","206","0","669","3.69","1.33","2.36","3630","1"
"2023-04-18 14:52:35","1681804355000","0","0","0","0.05","0.026000000000000002","0.057999999999999996","0.084","328","27.7","510","103","158","0","0","750","0","167","750","0","0","169","0","750","3.69","1.33","2.36","3680","1"
"2023-04-18 14:52:40","1681804360000","0","0","0","0.052000000000000005","0.022000000000000002","0.044000000000000004","0.12","328","27.7","510","103","417","0","0","1060","0","425","1060","0","0","427","0","1060","3.67","1.18","2.49","3630","1"
"2023-04-18 14:52:45","1681804365000","0","0","0","0.052000000000000005","0.02","0.052000000000000005","0.18600000000000003","329","27.7","510","103","4190","0","0","3030","0","4210","3030","0","0","4210","0","3030","3.8","1.22","2.58","3670","1"
"2023-04-18 14:52:50","1681804370000","0","0","0","0.066","0.013999999999999999","0.064","0.132","329","27.7","510","103","2350","0","0","1570","0","2370","1570","0","0","2370","0","1570","3.76","1.35","2.42","3600","1"
"2023-04-18 14:52:55","1681804375000","0","0","0","0.044000000000000004","0.04","0.055999999999999994","0.13","329","27.7","510","103","3440","0","0","2200","0","3460","2200","0","0","3460","0","2200","3.64","1.49","2.15","3440","0"
"2023-04-18 14:53:00","1681804380000","0","0","0","0.054000000000000006","0.042","0.068","0.14","329","27.7","510","103","3310","0","0.012","2130","0","3320","2130","0","0.008400000000000001","3330","0","2130","3.47","1.49","1.98","3330","0"
"2023-04-18 14:53:05","1681804385000","0","0","0","0.052000000000000005","0.04","0.062","0.114","329","27.7","510","103","2820","0","0.033600000000000005","1910","0","2830","1910","0","0.03","2830","0","1910","3.4","1.64","1.76","3200","0"
"2023-04-18 14:53:10","1681804390000","0","0","0","0.066","0.03","0.08","0.128","329","27.7","510","103","2550","0","0.0456","1630","0","2570","1630","0","0.0384","2570","0","1630","3.22","1.76","1.45","3050","0"
"2023-04-18 14:53:15","1681804395000","0","0","0","0.046","0.034","0.055999999999999994","0.152","329","27.7","510","103","4320","0","0","2730","0","4340","2730","0","0","4340","0","2730","3.04","1.82","1.22","2840","0"
"2023-04-18 14:53:20","1681804400000","0","0","0","0.02","0.012","0.027999999999999997","0.068","329","27.7","510","103","2020","0","0","1280","0","2020","1280","0","0","2029.9999999999998","0","1280","2.98","1.96","1.02","2670","0"
"2023-04-18 14:53:25","1681804405000","0","0","0","0.042","0.052000000000000005","0.05","0.158","329","27.7","510","103","4059.9999999999995","0","0","2770","0","4080","2770","0","0","4080","0","2770","2.82","2.07","0.745","2390","0"
"2023-04-18 14:53:30","1681804410000","0","0","0","0.042","0.038","0.066","0.218","329","27.7","510","102","6420","0","0.034","3780","0","6430","3780","0","0.0216","6430","0","3780","2.65","2.13","0.527","2130","0"
"2023-04-18 14:53:35","1681804415000","0","0","0","0.07400000000000001","0.046","0.07400000000000001","0.106","329","27.7","510","102","707","0","0.018000000000000002","1070","0","725","1070","0","0.023600000000000003","727","0","1070","2.47","2.2","0.273","1950","0"
"2023-04-18 14:53:40","1681804420000","0","0","0","0.068","0.038","0.068","0.192","323","27.7","510","108","4750","0","0","2820","0","4770","2820","0","0","4770","0","2820","2.33","2.24","0.0909","1570","0"
"2023-04-18 14:53:45","1681804425000","0","0","0","0.068","0.057999999999999996","0.055999999999999994","0.156","327","27.7","510","104","3780","0","0.034","2210","0","3800","2210","0","0.0324","3800","0","2210","2.22","2.22","0","1350","0"
"2023-04-18 14:53:50","1681804430000","0","0","0","0.042","0.02","0.042","0.158","327","27.7","510","104","4090","0","0.012","2530","0","4100","2530","0","0.008400000000000001","4100","0","2530","2.09","2.09","0","1090","0"
"2023-04-18 14:53:55","1681804435000","0","0","0","0.03","0.018000000000000002","0.044000000000000004","0.15","327","27.7","510","104","4160","0","0.0148","2590","0","4170","2590","0","0.0108","4170","0","2590","2.18","2.18","0","1110","0"
"2023-04-18 14:54:00","1681804440000","0","0","0","0.048","0.034","0.068","0.156","327","27.7","510","104","4290","0","0","2880","0","4300","2880","0","0","4300","0","2880","2.15","2.15","0","1060","0"
"2023-04-18 14:54:05","1681804445000","0","0","0","0.034","0.024","0.042","0.156","327","27.7","510","104","4470","0","0","3080","0","4480","3080","0","0","4480","0","3080","2.18","2.18","0","1020","0"
"2023-04-18 14:54:10","1681804450000","0","0","0","0.022000000000000002","0.016","0.024","0.038","327","27.7","510","104","905","0","0.06720000000000001","307","0","910","307","0","0.06","912","0","307","2.2","2.2","0","972","0"
"2023-04-18 14:54:15","1681804455000","0","0","0","0.034","0.022000000000000002","0.03","0.198","327","27.7","510","104","6420","0","0","3800","0","6430","3800","0","0","6430","0","3800","2.13","2.13","0","963","0"
"2023-04-18 14:54:20","1681804460000","0","0","0","0.048","0.022000000000000002","0.05","0.156","327","27.7","510","104","3380","0","0","2730","0","3390","2730","0","0","3400","0","2730","2.13","2.13","0","969","0"
"2023-04-18 14:54:25","1681804465000","0","0","0","0.027999999999999997","0.026000000000000002","0.038","0.068","327","27.7","510","104","2130","0","0.0112","758","0","2140","758","0","0.0108","2140","0","758","2.18","2.18","0","952","0"
"2023-04-18 14:54:30","1681804470000","0","0","0","0.038","0.022000000000000002","0.046","0.166","327","27.7","510","104","5080","0","0.125","3210","0","5090","3210","0","0.596","5090","0","3210","2.22","2.22","0","928","0"
"2023-04-18 14:54:35","1681804475000","0","0","0","0.057999999999999996","0.052000000000000005","0.062","0.136","327","27.7","510","104","3200","0","0.0112","2100","0","3220","2100","0","0.0108","3220","0","2100","2.15","2.15","0","862","0"
"2023-04-18 14:54:40","1681804480000","0","0","0","0.042","0.02","0.046","0.136","327","27.7","510","104","4290","0","0","2620","0","4300","2620","0","0","4300","0","2620","2.16","2.16","0","861","0"
"2023-04-18 14:54:45","1681804485000","0","0","0","0.034","0.026000000000000002","0.055999999999999994","0.14800000000000002","327","27.7","510","104","4170","0","0.0112","2630","0","4180","2630","0","0.0108","4180","0","2630","2.22","2.22","0","842","0"
"2023-04-18 14:54:50","1681804490000","0","0","0","0.013999999999999999","0.006","0.016","0.08","327","27.7","510","104","2920","0","0.06720000000000001","1860","0","2920","1860","0","0.0324","2930","0","1860","2.18","2.18","0","812","0"
"2023-04-18 14:54:55","1681804495000","0","0","0","0.1","0.07400000000000001","0.078","0.14","327","27.7","510","104","2680","0","0.0112","1840","0","2700","1840","0","0","2710","0","1840","2.11","2.11","0","778","0"
"2023-04-18 14:55:00","1681804500000","0","0","0","0.078","0.078","0.064","0.17800000000000002","327","27.7","510","104","4240","0","0","2680","0","4260","2680","0","0","4260","0","2680","2.11","2.11","0","905","0"
"2023-04-18 14:55:05","1681804505000","0","0","0","0.08","0.08800000000000001","0.057999999999999996","0.09","327","27.7","510","104","1370","0","0.0448","982","0","1390","982","0","0.040799999999999996","1390","0","982","2.11","2.11","0","972","0"
"2023-04-18 14:55:10","1681804510000","0","0","0","0.08","0.048","0.07200000000000001","0.13","327","27.7","510","104","2500","0","0.0456","2140","0","2520","2140","0","0.0384","2530","0","2140","2.13","2.13","0","1040","0"
"2023-04-18 14:55:15","1681804515000","0","0","0","0.068","0.068","0.06","0.172","327","27.7","510","104","5160","0","0.0116","2770","0","5180","2770","0","0.024800000000000003","5180","0","2770","2.11","2.11","0","1210","0"
"2023-04-18 14:55:20","1681804520000","0","0","0","0.04","0.038","0.048","0.14","327","27.7","510","104","4100","0","0","2580","0","4110","2580","0","0","4110","0","2580","2.13","2.13","0","1250","0"
"2023-04-18 14:55:25","1681804525000","0","0","0","0.066","0.05","0.066","0.15","327","27.7","510","104","2330","0","0.0112","2150","0","2350","2150","0","0.0108","2350","0","2150","2.13","2.13","0","1270","0"
"2023-04-18 14:55:30","1681804530000","0","0","0","0.054000000000000006","0.032","0.057999999999999996","0.16399999999999998","327","27.7","510","104","4700","0","0","2400","0","4710","2400","0","0","4710","0","2400","2.16","2.16","0","1400","0"
"2023-04-18 14:55:35","1681804535000","0","0","0","0.036000000000000004","0.034","0.048","0.138","327","27.7","510","104","3380","0","0","2170","0","3390","2170","0","0","3390","0","2170","2.16","2.16","0","1360","0"
"2023-04-18 14:55:40","1681804540000","0","0","0","0.052000000000000005","0.02","0.06","0.174","327","27.7","510","104","5210","0","0.0116","3260","0","5230","3260","0","0.0108","5230","0","3260","2.13","2.13","0","1380","0"
"2023-04-18 14:55:45","1681804545000","0","0","0","0.03","0.03","0.032","0.18","327","27.7","510","104","5740","0","0.012","3570","0","5750","3570","0","0.008400000000000001","5750","0","3570","2.13","2.13","0","1400","0"
"2023-04-18 14:55:50","1681804550000","0","0","0","0.022000000000000002","0.01","0.018000000000000002","0.18600000000000003","327","27.7","510","104","7030","0","0.0116","4280","0","7030","4280","0","0.0108","7030","0","4280","2.22","2.22","0","1400","0"
"2023-04-18 14:55:55","1681804555000","0","0","0","0.027999999999999997","0.027999999999999997","0.04","0.16","327","27.7","510","104","4220","0","0.0224","3100","0","4220","3100","0","0.0108","4230","0","3100","2.18","2.18","0","1240","0"
"2023-04-18 14:56:00","1681804560000","0","0","0","0.055999999999999994","0.032","0.066","0.152","327","27.7","510","104","4050","0","0","2210","0","4070.0000000000005","2210","0","0","4070.0000000000005","0","2210","2.16","2.16","0","1150","0"
"2023-04-18 14:56:05","1681804565000","0","0","0","0.032","0.03","0.042","0.08199999999999999","327","27.7","510","104","1310","0","0.06720000000000001","827","0","1320","827","0","0.0504","1320","0","827","2.2","2.2","0","1130","0"
"2023-04-18 14:56:10","1681804570000","0","0","0","0.032","0.018000000000000002","0.03","0.146","327","27.7","510","104","3210","0","0.0456","2570","0","3220","2570","0","0.0384","3220","0","2570","2.22","2.22","0","1000","0"
"2023-04-18 14:56:15","1681804575000","0","0","0","0.027999999999999997","0.008","0.03","0.10400000000000001","327","27.7","510","104","3960","0","0","1960","0","3970","1960","0","0","3970","0","1960","2.18","2.18","0","970","0"
"2023-04-18 14:56:20","1681804580000","0","0","0","0.038","0.016","0.048","0.10400000000000001","327","27.7","510","104","2370","0","0.0116","1540","0","2380","1540","0","0.0108","2380","0","1540","2.16","2.16","0","943","0"
"2023-04-18 14:56:25","1681804585000","0","0","0","0.048","0.032","0.05","0.156","327","27.7","510","104","4320","0","0","2720","0","4330","2720","0","0","4330","0","2720","2.16","2.16","0","821","0"
"2023-04-18 14:56:30","1681804590000","0","0","0","0.042","0.03","0.052000000000000005","0.182","327","27.7","510","104","5310","0","0.135","3350","0","5320","3350","0","0.605","5320","0","3350","2.15","2.15","0","809","0"
"2023-04-18 14:56:35","1681804595000","0","0","0","0.044000000000000004","0.044000000000000004","0.046","0.08199999999999999","327","27.7","510","104","1370","0","0","905","0","1380","905","0","0","1380","0","905","2.16","2.16","0","802","0"
"2023-04-18 14:56:40","1681804600000","0","0","0","0.054000000000000006","0.032","0.06","0.168","327","27.7","510","104","4380","0","0","2790","0","4390","2790","0","0","4390","0","2790","2.15","2.15","0","785","0"
"2023-04-18 14:56:45","1681804605000","0","0","0","0.03","0.018000000000000002","0.036000000000000004","0.11199999999999999","327","27.7","510","104","3110","0","0","1940","0","3120","1940","0","0","3120","0","1940","2.15","2.15","0","807","0"
"2023-04-18 14:56:50","1681804610000","0","0","0","0.036000000000000004","0.024","0.036000000000000004","0.096","327","27.7","510","104","2180","0","0","1440","0","2190","1440","0","0","2190","0","1440","2.18","2.18","0","832","0"
"2023-04-18 14:56:55","1681804615000","0","0","0","0.076","0.052000000000000005","0.068","0.198","327","27.7","510","104","5110","0","0","3230","0","5120","3230","0","0","5130","0","3230","2.13","2.13","0","844","0"
"2023-04-18 14:57:00","1681804620000","0","0","0","0.022000000000000002","0.02","0.032","0.134","327","27.7","510","104","4270","0","0.034","2640","0","4280","2640","0","0.0216","4280","0","2640","2.15","2.15","0","851","0"
"2023-04-18 14:57:05","1681804625000","0","0","0","0.006","0.006","0.004","0.032","327","27.7","510","104","1100","0","0.0456","711","0","1100","710","0","0.0384","1100","0","710","2.16","2.16","0","825","0"
"2023-04-18 14:57:10","1681804630000","0","0","0","0.062","0.027999999999999997","0.064","0.244","327","27.7","510","104","6390","0","0.033600000000000005","4490","0","6410","4490","0","0.03","6410","0","4490","2.07","2.07","0","779","0"
"2023-04-18 14:57:15","1681804635000","0","0","0","0.05","0.034","0.055999999999999994","0.11800000000000001","327","27.7","510","104","3230","0","0","1600","0","3240","1600","0","0","3240","0","1600","2.15","2.15","0","843","0"
"2023-04-18 14:57:20","1681804640000","0","0","0","0.038","0.034","0.04","0.076","327","27.7","510","104","1430","0","0.0116","1040","0","1450","1040","0","0.0108","1450","0","1040","2.15","2.15","0","949","0"
"2023-04-18 14:57:25","1681804645000","0","0","0","0.062","0.044000000000000004","0.057999999999999996","0.102","327","27.7","510","104","2410","0","0","1730","0","2430","1730","0","0","2430","0","1730","2.16","2.16","0","1110","1"
"2023-04-18 14:57:30","1681804650000","0","0","0","0.05","0.022000000000000002","0.038","0.1","327","27.7","510","104","1820","0","0","1770","0","1830","1770","0","0","1830","0","1770","2.15","2.13","0.0182","1280","1"
"2023-04-18 14:57:35","1681804655000","0","0","0","0.05","0.034","0.042","0.256","331","27.7","510","101","7300","0","0","4530","0","7310","4530","0","0","7320","0","4530","2.29","2.18","0.109","1810","0"
"2023-04-18 14:57:40","1681804660000","0","0","0","0.03","0.022000000000000002","0.032","0.196","331","27.7","510","101","6680","0","0","3740","0","6690","3740","0","0","6690","0","3740","2.47","2.36","0.109","1870","0"
"2023-04-18 14:57:45","1681804665000","0","0","0","0.062","0.048","0.066","0.17800000000000002","331","27.7","510","101","5060","0","0.0232","3160","0","5080","3160","0","0.0108","5080","0","3160","2.45","2.35","0.109","1870","0"
"2023-04-18 14:57:50","1681804670000","0","0","0","0.038","0.022000000000000002","0.042","0.15","327","27.7","510","104","4170","0","0.0344","2650","0","4180","2650","0","0.0192","4180","0","2650","2.62","2.51","0.109","1810","0"
"2023-04-18 14:57:55","1681804675000","0","0","0","0.066","0.04","0.054000000000000006","0.212","327","27.7","510","104","6250","0","0","3930","0","6260","3930","0","0","6270","0","3930","2.58","2.47","0.109","1790","0"
"2023-04-18 14:58:00","1681804680000","0","0","0","0.078","0.057999999999999996","0.076","0.174","325","27.7","510","106","4230","0","0","2730","0","4250","2730","0","0","4250","0","2730","2.64","2.53","0.109","1820","0"
"2023-04-18 14:58:05","1681804685000","0","0","0","0.046","0.054000000000000006","0.064","0.114","325","27.7","510","106","2150","0","0.056","1430","0","2160","1430","0","0.040799999999999996","2160","0","1430","2.78","2.67","0.109","1840","1"
"2023-04-18 14:58:10","1681804690000","0","0","0","0.064","0.03","0.055999999999999994","0.106","323","27.7","510","109","1500","0","0.033600000000000005","1700","0","1510","1700","0","0.03","1520","0","1700","2.73","2.62","0.109","1890","1"
"2023-04-18 14:58:15","1681804695000","0","0","0","0.055999999999999994","0.048","0.062","0.142","319","27.7","510","113","2510","0","0","2290","0","2530","2290","0","0","2530","0","2290","2.71","2.55","0.164","1980","1"
"2023-04-18 14:58:20","1681804700000","0","0","0","0.042","0.024","0.046","0.13","319","27.7","510","113","2410","0","0","2130","0","2430","2130","0","0","2430","0","2130","2.71","2.53","0.182","2070","1"
"2023-04-18 14:58:25","1681804705000","0","0","0","0.064","0.046","0.055999999999999994","0.154","335","27.7","510","96.4","3410","0","0.033600000000000005","2630","0","3430","2630","0","0.03","3430","0","2630","2.89","2.62","0.273","2250","1"
"2023-04-18 14:58:30","1681804710000","0","0","0","0.076","0.036000000000000004","0.052000000000000005","0.18600000000000003","326","27.7","510","105","4130","0","0.137","3310","0","4150","3310","0","0.592","4150","0","3310","2.82","2.64","0.182","2080","0"
"2023-04-18 14:58:35","1681804715000","0","0","0","0.05","0.03","0.046","0.222","335","27.7","510","96.8","6270","0","0.0224","3460","0","6290","3460","0","0.0108","6290","0","3460","2.65","2.47","0.182","2230","0"
"2023-04-18 14:58:40","1681804720000","0","0","0","0.07400000000000001","0.034","0.055999999999999994","0.17600000000000002","330","27.7","510","102","3890","0","0.0112","2940","0","3910","2940","0","0.0108","3910","0","2940","2.76","2.58","0.182","2400","0"
"2023-04-18 14:58:45","1681804725000","0","0","0","0.057999999999999996","0.04","0.07200000000000001","0.172","330","27.7","510","102","5670","0","0.0224","3090","0","5690","3090","0","0.0108","5690","0","3090","2.64","2.45","0.182","2650","0"
"2023-04-18 14:58:50","1681804730000","0","0","0","0.05","0.04","0.055999999999999994","0.154","330","27.7","510","102","4350","0","0","2720","0","4360","2720","0","0","4360","0","2720","2.75","2.56","0.182","2820","0"
"2023-04-18 14:58:55","1681804735000","0","0","0","0.05","0.034","0.05","0.214","335","27.7","510","96.3","6200","0","0.257","3920","0","6220","3920","0","0.191","6220","0","3920","2.71","2.53","0.182","3010","0"
"2023-04-18 14:59:00","1681804740000","0","0","0","0.052000000000000005","0.03","0.07","0.168","333","27.7","510","98.5","4130","0","0.21","2670","0","4150","2670","0","0.0828","4150","0","2670","2.78","2.6","0.182","3110","0"
"2023-04-18 14:59:05","1681804745000","0","0","0","0.052000000000000005","0.054000000000000006","0.05","0.19","337","27.7","510","94.9","5340","0","0.452","3390","0","5360","3390","0","0.452","5360","0","3390","2.8","2.62","0.182","3130","0"
"2023-04-18 14:59:10","1681804750000","0","0","0","0.062","0.042","0.07400000000000001","0.22399999999999998","333","27.7","510","98.4","6010","0","0.522","3830","0","6030","3830","0","0.47000000000000003","6030","0","3830","2.82","2.69","0.127","3080","1"
"2023-04-18 14:59:15","1681804755000","0","0","0","0.062","0.052000000000000005","0.048","0.102","333","27.7","510","98.4","1350","0","0.452","1390","0","1370","1390","0","0.34700000000000003","1370","0","1390","2.85","2.75","0.109","3070","1"
"2023-04-18 14:59:20","1681804760000","0","0","0","0.066","0.022000000000000002","0.064","0.244","336","27.7","510","96","7210","0","0.245","4520","0","7230","4520","0","0.136","7230","0","4520","2.75","2.73","0.0182","2990","0"
"2023-04-18 14:59:25","1681804765000","0","0","0","0.055999999999999994","0.032","0.05","0.138","336","27.7","510","96","3460","0","0.202","2310","0","3470","2310","0","0.082","3480","0","2310","2.8","2.78","0.0182","3080","0"
"2023-04-18 14:59:30","1681804770000","0","0","0","0.066","0.034","0.055999999999999994","0.2","324","27.7","510","107","4430","0","0.276","3490","0","4450","3490","0","0.134","4450","0","3490","2.8","2.78","0.0182","3010","0"
"2023-04-18 14:59:35","1681804775000","0","0","0","0.08","0.07200000000000001","0.048","0.214","340","27.7","510","92.2","5520","0","0.217","2900","0","5540","2900","0","0.07200000000000001","5540","0","2900","2.75","2.73","0.0182","3140","1"
"2023-04-18 14:59:40","1681804780000","0","0","0","0.07200000000000001","0.048","0.046","0.064","340","27.7","510","92.2","598","0","0.26","915","0","615","915","0","0.0828","617","0","915","2.8","2.75","0.0545","3180","1"
"2023-04-18 14:59:45","1681804785000","0","0","0","0.057999999999999996","0.038","0.057999999999999996","0.292","340","27.7","510","92.2","9460","0","0.23","5370","0","9480","5370","0","0.178","9480","0","5370","2.82","2.76","0.0545","3190","0"
"2023-04-18 14:59:50","1681804790000","0","0","0","0.054000000000000006","0.03","0.07200000000000001","0.122","334","27.7","510","98.1","2540","0","0","1770","0","2560","1770","0","0","2560","0","1770","2.93","2.87","0.0545","3050","0"
"2023-04-18 14:59:55","1681804795000","0","0","0","0.066","0.038","0.08","0.24600000000000002","334","27.7","510","98.1","7320","0","0","4670","0","7340","4670","0","0","7340","0","4670","2.82","2.76","0.0545","2960","0"
"2023-04-18 15:00:00","1681804800000","0","0","0","0.068","0.03","0.06","0.21","331","27.7","510","100","4670","0","0","3520","0","4690","3520","0","0","4690","0","3520","2.82","2.76","0.0545","2940","1"
"2023-04-18 15:00:05","1681804805000","0","0","0","0.046","0.078","0.038","0.09","327","27.7","510","105","2110","0","0.033600000000000005","1490","0","2130","1490","0","0.03","2130","0","1490","2.84","2.78","0.0545","2930","1"
"2023-04-18 15:00:10","1681804810000","0","0","0","0.044000000000000004","0.036000000000000004","0.04","0.052000000000000005","324","27.7","510","107","279","0","0.0448","221","0","288","221","0","0.040799999999999996","290","0","221","2.76","2.64","0.127","2890","1"
"2023-04-18 15:00:15","1681804815000","0","0","0","0.054000000000000006","0.03","0.038","0.092","324","27.7","510","107","333","0","0","1840","0","346","1840","0","0","348","0","1840","2.84","2.51","0.327","2990","1"
"2023-04-18 15:00:20","1681804820000","0","0","0","0.054000000000000006","0.04","0.038","0.066","324","27.7","510","107","340","0","0","556","0","353","556","0","0","355","0","556","2.71","2.31","0.4","2920","1"
"2023-04-18 15:00:25","1681804825000","0","0","0","0.06","0.044000000000000004","0.042","0.156","332","27.7","510","99.3","1980","0","0.045200000000000004","3160","0","1990","3160","0","0.040799999999999996","1990","0","3160","2.78","2.18","0.6","3020","1"
"2023-04-18 15:00:30","1681804830000","0","0","0","0.024","0.034","0.034","0.06","332","27.7","510","99.3","1670","0","0.125","769","0","1670","769","0","0.59","1680","0","769","2.84","2.11","0.727","3110","0"
"2023-04-18 15:00:35","1681804835000","0","0","0","0","0","0.002","0.002","332","27.7","510","99.3","5.11","0","0","3.25","0","5.16","3.15","0","0","7.06","0","3.15","2.67","1.98","0.691","3010","0"
"2023-04-18 15:00:40","1681804840000","0","0","0","0.01","0.006","0.008","0.032","332","27.7","510","99.3","1070","0","0.0516","678","0","1070","677","0","0.0572","1070","0","677","2.44","1.75","0.691","2880","0"
"2023-04-18 15:00:45","1681804845000","0","0","0","0.004","0.006","0.01","0.04","332","27.7","510","99.3","1140","0","0.019600000000000003","711","0","1140","711","0","0.019600000000000003","1140","0","711","2.16","1.47","0.691","2960","0"
"2023-04-18 15:00:50","1681804850000","0","0","0","0.022000000000000002","0.018000000000000002","0.026000000000000002","0.055999999999999994","332","27.7","510","99.3","1070","0","0.019600000000000003","680","0","1070","680","0","0.019600000000000003","1080","0","680","1.98","1.29","0.691","3110","0"
"2023-04-18 15:00:55","1681804855000","0","0","0","0.027999999999999997","0.034","0.034","0.042","332","27.7","510","99.3","173","0","0.098","188","0","180","188","0","0.098","182","0","188","1.85","1.16","0.691","3180","0"
"2023-04-18 15:01:00","1681804860000","0","0","0","0.026000000000000002","0.024","0.018000000000000002","0.07200000000000001","332","27.7","510","99.3","2020","0","0.019600000000000003","1240","0","2020","1240","0","0.019600000000000003","2020","0","1240","1.71","1.02","0.691","3180","0"
"2023-04-18 15:01:05","1681804865000","0","0","0","0.004","0.012","0.008","0.038","332","27.7","510","99.3","1030","0","0.0728","631","0","1030","631","0","0.0692","1040","0","631","1.6","0.982","0.618","3090","0"
"2023-04-18 15:01:10","1681804870000","0","0","0","0.002","0.004","0.006","0.026000000000000002","332","27.7","510","99.3","1020","0","0.06520000000000001","624","0","1020","624","0","0.058","1020","0","624","1.35","0.945","0.4","2670","0"
"2023-04-18 15:01:15","1681804875000","0","0","0","0.004","0.004","0.004","0.034","332","27.7","510","99.3","1110","0","0.0344","676","0","1110","676","0","0.0304","1110","0","676","1.22","0.891","0.327","2360","0"
"2023-04-18 15:01:20","1681804880000","0","0","0","0.006","0.006","0.012","0.062","332","27.7","510","99.3","2040","0","0","1260","0","2040","1260","0","0","2040","0","1260","1","0.873","0.127","1850","0"
"2023-04-18 15:01:25","1681804885000","0","0","0","0.002","0.006","0.004","0.027999999999999997","332","27.7","510","99.3","1100","0","0.0676","674","0","1100","674","0","0.053200000000000004","1110","0","674","0.764","0.764","0","608","0"
"2023-04-18 15:01:30","1681804890000","0","0","0","0.012","0.02","0.022000000000000002","0.052000000000000005","332","27.7","510","99.3","1110","0","0.0224","735","0","1120","735","0","0.02","1120","0","735","0.745","0.745","0","481","0"
"2023-04-18 15:01:35","1681804895000","0","0","0","0.018000000000000002","0.024","0.018000000000000002","0.1","332","27.7","510","99.3","3390","0","0.0264","2070","0","3390","2070","0","0.0216","3400","0","2070","0.727","0.727","0","504","0"
"2023-04-18 15:01:40","1681804900000","0","0","0","0.004","0","0.004","0.03","336","27.7","510","95.3","992","0","0","608","0","993","607","0","0","995","0","607","0.745","0.745","0","565","0"
"2023-04-18 15:01:45","1681804905000","0","0","0","0.006","0.01","0.01","0.054000000000000006","336","27.7","510","95.3","1030","0","0","665","0","1030","665","0","0","1030","0","665","0.745","0.745","0","512","0"
