"Time","Timestamp","iowait","irq","nice","softirq","steal","system","user","Used","Buffer","Cached","Free","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","veth6750e95 receive","br-10cd1f6f3899 transmit","docker0 transmit","eth0 transmit","eth1 transmit","lo transmit","veth6750e95 transmit","total-req-rate","ok-req-rate","error-req-rate","latency-50-percentile","latency-95-percentile","latency-99-percentile","avg-res-time","TimeToFail"
"2023-04-18 15:43:40","1681807420000","0%","0%","0%","0.600%","0.600%","0.600%","1.60%","337 MiB","27.8 MiB","511 MiB","93.9 MiB","54.5 MB/s","0 kB/s","22.4 kB/s","77.1 MB/s","0 kB/s","56.2 MB/s","77.0 MB/s","0 kB/s","10.8 kB/s","58.1 MB/s","0 kB/s","77.0 MB/s","0.873 req/s","0.873 req/s","0 req/s","417 ms","3.50 s","4.70 s","745 ms","1463979"
"2023-04-18 15:43:45","1681807425000","0%","0%","0%","2.40%","3.80%","3.00%","6.60%","337 MiB","27.8 MiB","511 MiB","93.9 MiB","1.14 GB/s","0 kB/s","0 kB/s","751 MB/s","0 kB/s","1.15 GB/s","751 MB/s","0 kB/s","0 kB/s","1.15 GB/s","0 kB/s","751 MB/s","0.873 req/s","0.873 req/s","0 req/s","406 ms","3.50 s","4.70 s","741 ms","1458979"
"2023-04-18 15:43:50","1681807430000","0%","0%","0%","1.000%","1.00%","1.20%","2.60%","337 MiB","27.8 MiB","511 MiB","93.9 MiB","142 MB/s","0 kB/s","22.4 kB/s","107 MB/s","0 kB/s","146 MB/s","107 MB/s","0 kB/s","10.8 kB/s","148 MB/s","0 kB/s","107 MB/s","0.873 req/s","0.873 req/s","0 req/s","438 ms","3.80 s","4.76 s","743 ms","1453979"
"2023-04-18 15:43:55","1681807435000","0%","0%","0%","2.80%","2.20%","4.00%","7.20%","337 MiB","27.8 MiB","511 MiB","93.9 MiB","1.36 GB/s","0 kB/s","12 kB/s","912 MB/s","0 kB/s","1.36 GB/s","912 MB/s","0 kB/s","8.40 kB/s","1.37 GB/s","0 kB/s","912 MB/s","0.873 req/s","0.873 req/s","0 req/s","417 ms","3.50 s","4.70 s","688 ms","1448979"
"2023-04-18 15:44:00","1681807440000","0%","0%","0%","0.200%","0.200%","0.600%","3.80%","337 MiB","27.8 MiB","511 MiB","93.7 MiB","946 MB/s","0 kB/s","22.4 kB/s","576 MB/s","0 kB/s","947 MB/s","576 MB/s","0 kB/s","10.8 kB/s","949 MB/s","0 kB/s","576 MB/s","0.891 req/s","0.891 req/s","0 req/s","403 ms","3.78 s","4.76 s","725 ms","1443979"
"2023-04-18 15:44:05","1681807445000","0%","0%","0%","0.800%","1.20%","1.00%","1.40%","337 MiB","27.8 MiB","511 MiB","93.7 MiB","60.8 MB/s","0 kB/s","11.2 kB/s","54.1 MB/s","0 kB/s","62.6 MB/s","54.0 MB/s","0 kB/s","10.8 kB/s","64.5 MB/s","0 kB/s","54.0 MB/s","0.855 req/s","0.855 req/s","0 req/s","359 ms","3.53 s","4.71 s","648 ms","1438979"
"2023-04-18 15:44:10","1681807450000","0%","0%","0%","0.600%","0.200%","0.400%","5.40%","337 MiB","27.8 MiB","511 MiB","93.7 MiB","1.85 GB/s","0 kB/s","0 kB/s","1.13 GB/s","0 kB/s","1.85 GB/s","1.13 GB/s","0 kB/s","0 kB/s","1.85 GB/s","0 kB/s","1.13 GB/s","0.873 req/s","0.873 req/s","0 req/s","321 ms","3.50 s","4.70 s","642 ms","1433979"
"2023-04-18 15:44:15","1681807455000","0%","0%","0%","2.60%","3.20%","3.80%","4.80%","337 MiB","27.8 MiB","511 MiB","93.7 MiB","267 MB/s","0 kB/s","78.4 kB/s","265 MB/s","0 kB/s","276 MB/s","265 MB/s","0 kB/s","70.8 kB/s","278 MB/s","0 kB/s","265 MB/s","0.873 req/s","0.873 req/s","0 req/s","250 ms","3.50 s","4.70 s","627 ms","1428979"
"2023-04-18 15:44:20","1681807460000","0%","0%","0%","1.80%","0.800%","2.20%","5.20%","337 MiB","27.8 MiB","511 MiB","93.7 MiB","1.12 GB/s","0 kB/s","0 kB/s","706 MB/s","0 kB/s","1.12 GB/s","706 MB/s","0 kB/s","0 kB/s","1.12 GB/s","0 kB/s","706 MB/s","0.855 req/s","0.855 req/s","0 req/s","271 ms","3.04 s","4.61 s","683 ms","1423979"
"2023-04-18 15:44:25","1681807465000","0%","0%","0%","1.80%","2.20%","3.60%","9.20%","337 MiB","27.8 MiB","511 MiB","93.7 MiB","2.20 GB/s","0 kB/s","22.4 kB/s","1.39 GB/s","0 kB/s","2.21 GB/s","1.39 GB/s","0 kB/s","10.8 kB/s","2.21 GB/s","0 kB/s","1.39 GB/s","0.873 req/s","0.873 req/s","0 req/s","286 ms","3.00 s","4.60 s","704 ms","1418979"
"2023-04-18 15:44:30","1681807470000","0%","0%","0%","1.40%","2.00%","2.80%","3.20%","337 MiB","27.8 MiB","511 MiB","93.7 MiB","125 MB/s","0 kB/s","147 kB/s","114 MB/s","0 kB/s","129 MB/s","113 MB/s","0 kB/s","600 kB/s","131 MB/s","0 kB/s","113 MB/s","0.855 req/s","0.855 req/s","0 req/s","244 ms","2.45 s","4.41 s","697 ms","1413979"
"2023-04-18 15:44:35","1681807475000","0%","0%","0%","0.400%","0.600%","0.400%","6.00%","337 MiB","27.8 MiB","511 MiB","93.7 MiB","2.01 GB/s","0 kB/s","11.2 kB/s","1.23 GB/s","0 kB/s","2.02 GB/s","1.23 GB/s","0 kB/s","10.8 kB/s","2.02 GB/s","0 kB/s","1.23 GB/s","0.873 req/s","0.873 req/s","0 req/s","286 ms","2.45 s","4.40 s","701 ms","1408979"
"2023-04-18 15:44:40","1681807480000","0%","0%","0%","3.40%","2.40%","3.40%","9.60%","341 MiB","27.8 MiB","511 MiB","89.7 MiB","2.30 GB/s","0 kB/s","0 kB/s","1.47 GB/s","0 kB/s","2.31 GB/s","1.47 GB/s","0 kB/s","0 kB/s","2.31 GB/s","0 kB/s","1.47 GB/s","0.873 req/s","0.873 req/s","0 req/s","313 ms","2.45 s","4.40 s","707 ms","1403979"
"2023-04-18 15:44:45","1681807485000","0%","0%","0%","2.60%","2.00%","2.80%","4.00%","341 MiB","27.8 MiB","511 MiB","89.7 MiB","194 MB/s","0 kB/s","0 kB/s","176 MB/s","0 kB/s","200 MB/s","176 MB/s","0 kB/s","0 kB/s","202 MB/s","0 kB/s","176 MB/s","0.855 req/s","0.855 req/s","0 req/s","328 ms","2.45 s","4.41 s","693 ms","1398979"
"2023-04-18 15:44:50","1681807490000","0%","0%","0%","0%","0.200%","0.200%","0.400%","341 MiB","27.8 MiB","511 MiB","89.7 MiB","8.81 MB/s","0 kB/s","0 kB/s","5.75 MB/s","0 kB/s","8.90 MB/s","5.65 MB/s","0 kB/s","0 kB/s","10.8 MB/s","0 kB/s","5.65 MB/s","0.873 req/s","0.873 req/s","0 req/s","344 ms","2.45 s","4.40 s","713 ms","1393979"
"2023-04-18 15:44:55","1681807495000","0%","0%","0%","2.00%","2.60%","3.00%","9.00%","341 MiB","27.8 MiB","511 MiB","89.8 MiB","2.17 GB/s","0 kB/s","0 kB/s","1.38 GB/s","0 kB/s","2.18 GB/s","1.38 GB/s","0 kB/s","0 kB/s","2.18 GB/s","0 kB/s","1.38 GB/s","0.836 req/s","0.836 req/s","0 req/s","281 ms","2.30 s","3.85 s","629 ms","1388979"
"2023-04-18 15:45:00","1681807500000","0%","0%","0%","0.400%","0.200%","0.600%","5.40%","341 MiB","27.8 MiB","511 MiB","89.8 MiB","1.96 GB/s","0 kB/s","0 kB/s","1.20 GB/s","0 kB/s","1.96 GB/s","1.20 GB/s","0 kB/s","0 kB/s","1.96 GB/s","0 kB/s","1.20 GB/s","0.891 req/s","0.891 req/s","0 req/s","292 ms","2.43 s","4.39 s","665 ms","1383979"
"2023-04-18 15:45:05","1681807505000","0%","0%","0%","0.200%","0.600%","0.600%","3.40%","341 MiB","27.8 MiB","511 MiB","89.8 MiB","1.06 GB/s","0 kB/s","0 kB/s","651 MB/s","0 kB/s","1.06 GB/s","651 MB/s","0 kB/s","0 kB/s","1.06 GB/s","0 kB/s","651 MB/s","0.873 req/s","0.873 req/s","0 req/s","306 ms","2.43 s","4.40 s","662 ms","1378979"
"2023-04-18 15:45:10","1681807510000","0%","0%","0%","2.80%","2.60%","3.60%","7.00%","340 MiB","27.8 MiB","511 MiB","91.0 MiB","1.08 GB/s","0 kB/s","0 kB/s","717 MB/s","0 kB/s","1.08 GB/s","717 MB/s","0 kB/s","0 kB/s","1.09 GB/s","0 kB/s","717 MB/s","0.855 req/s","0.855 req/s","0 req/s","328 ms","2.44 s","4.41 s","673 ms","1373979"
"2023-04-18 15:45:15","1681807515000","0%","0%","0%","0.600%","2.00%","1.40%","1.80%","340 MiB","27.8 MiB","511 MiB","91.0 MiB","81.8 MB/s","0 kB/s","67.2 kB/s","75.1 MB/s","0 kB/s","84.4 MB/s","75.0 MB/s","0 kB/s","60 kB/s","86.3 MB/s","0 kB/s","75.0 MB/s","0.873 req/s","0.873 req/s","0 req/s","312 ms","3.00 s","4.60 s","672 ms","1368979"
"2023-04-18 15:45:20","1681807520000","0%","0%","0%","2.20%","2.00%","4.40%","5.40%","341 MiB","27.8 MiB","511 MiB","89.7 MiB","1.03 GB/s","0 kB/s","12 kB/s","717 MB/s","0 kB/s","1.04 GB/s","717 MB/s","0 kB/s","8.40 kB/s","1.04 GB/s","0 kB/s","717 MB/s","0.873 req/s","0.873 req/s","0 req/s","286 ms","3.00 s","4.60 s","665 ms","1363979"
"2023-04-18 15:45:25","1681807525000","0%","0%","0%","2.60%","2.40%","4.80%","8.40%","340 MiB","27.8 MiB","511 MiB","91.1 MiB","2.04 GB/s","0 kB/s","22.4 kB/s","1.31 GB/s","0 kB/s","2.05 GB/s","1.31 GB/s","0 kB/s","10.8 kB/s","2.05 GB/s","0 kB/s","1.31 GB/s","0.855 req/s","0.855 req/s","0 req/s","304 ms","3.04 s","4.61 s","662 ms","1358979"
"2023-04-18 15:45:30","1681807530000","0%","0%","0%","2.40%","2.60%","3.80%","4.60%","341 MiB","27.8 MiB","511 MiB","89.8 MiB","1.14 GB/s","0 kB/s","11.2 kB/s","742 MB/s","0 kB/s","1.15 GB/s","742 MB/s","0 kB/s","10.8 kB/s","1.15 GB/s","0 kB/s","742 MB/s","0.873 req/s","0.873 req/s","0 req/s","321 ms","3.80 s","4.76 s","734 ms","1353979"
"2023-04-18 15:45:35","1681807535000","0%","0%","0%","3.80%","3.40%","4.00%","5.80%","341 MiB","27.8 MiB","511 MiB","89.8 MiB","1.19 GB/s","0 kB/s","0 kB/s","797 MB/s","0 kB/s","1.20 GB/s","796 MB/s","0 kB/s","0 kB/s","1.20 GB/s","0 kB/s","796 MB/s","0.873 req/s","0.873 req/s","0 req/s","375 ms","4.00 s","4.80 s","818 ms","1348979"
"2023-04-18 15:45:40","1681807540000","0%","0%","0%","5%","3.00%","6.00%","10.8%","341 MiB","27.8 MiB","511 MiB","89.8 MiB","2.16 GB/s","0 kB/s","0 kB/s","1.42 GB/s","0 kB/s","2.17 GB/s","1.42 GB/s","0 kB/s","0 kB/s","2.17 GB/s","0 kB/s","1.42 GB/s","0.873 req/s","0.873 req/s","0 req/s","333 ms","4.00 s","4.80 s","807 ms","1343979"
"2023-04-18 15:45:45","1681807545000","0%","0%","0%","4.00%","2.40%","4.20%","13.6%","346 MiB","27.8 MiB","511 MiB","85.3 MiB","4.08 GB/s","0 kB/s","0 kB/s","2.56 GB/s","0 kB/s","4.09 GB/s","2.56 GB/s","0 kB/s","0 kB/s","4.09 GB/s","0 kB/s","2.56 GB/s","1.000 req/s","1.000 req/s","0 req/s","458 ms","4.02 s","4.80 s","877 ms","1338979"
"2023-04-18 15:45:50","1681807550000","0%","0%","0%","2.60%","3.20%","4.00%","11.0%","346 MiB","27.8 MiB","511 MiB","85.3 MiB","3.01 GB/s","0 kB/s","0 kB/s","1.88 GB/s","0 kB/s","3.02 GB/s","1.88 GB/s","0 kB/s","0 kB/s","3.02 GB/s","0 kB/s","1.88 GB/s","1.15 req/s","1.15 req/s","0 req/s","452 ms","3.87 s","4.78 s","875 ms","1333979"
"2023-04-18 15:45:55","1681807555000","0%","0%","0%","2.20%","1.20%","0.800%","12.6%","346 MiB","27.8 MiB","511 MiB","85.3 MiB","3.95 GB/s","0 kB/s","0 kB/s","2.42 GB/s","0 kB/s","3.95 GB/s","2.42 GB/s","0 kB/s","0 kB/s","3.96 GB/s","0 kB/s","2.42 GB/s","1.24 req/s","1.24 req/s","0 req/s","469 ms","3.58 s","4.72 s","849 ms","1328979"
"2023-04-18 15:46:00","1681807560000","0%","0%","0%","5.80%","6.00%","4.40%","12.6%","339 MiB","27.8 MiB","511 MiB","91.8 MiB","2.25 GB/s","0 kB/s","0 kB/s","1.52 GB/s","0 kB/s","2.27 GB/s","1.52 GB/s","0 kB/s","0 kB/s","2.27 GB/s","0 kB/s","1.52 GB/s","1.33 req/s","1.33 req/s","0 req/s","449 ms","3.48 s","4.70 s","813 ms","1323979"
"2023-04-18 15:46:05","1681807565000","0%","0%","0%","5.80%","8.00%","4.80%","12.2%","340 MiB","27.8 MiB","511 MiB","90.7 MiB","3.29 GB/s","0 kB/s","0 kB/s","2.04 GB/s","0 kB/s","3.30 GB/s","2.04 GB/s","0 kB/s","0 kB/s","3.30 GB/s","0 kB/s","2.04 GB/s","1.44 req/s","1.44 req/s","0 req/s","493 ms","3.59 s","4.72 s","875 ms","1318979"
"2023-04-18 15:46:10","1681807570000","0%","0%","0%","2.00%","0.800%","1.40%","15.6%","331 MiB","27.8 MiB","511 MiB","99.6 MiB","5.75 GB/s","0 kB/s","0 kB/s","3.52 GB/s","0 kB/s","5.76 GB/s","3.51 GB/s","0 kB/s","0 kB/s","5.76 GB/s","0 kB/s","3.51 GB/s","1.58 req/s","1.58 req/s","0 req/s","534 ms","3.45 s","4.69 s","882 ms","1313979"
"2023-04-18 15:46:15","1681807575000","0%","0%","0%","3.60%","3.60%","4.60%","10.4%","331 MiB","27.8 MiB","511 MiB","99.6 MiB","2.10 GB/s","0 kB/s","67.2 kB/s","1.42 GB/s","0 kB/s","2.11 GB/s","1.42 GB/s","0 kB/s","60 kB/s","2.12 GB/s","0 kB/s","1.42 GB/s","1.71 req/s","1.71 req/s","0 req/s","480 ms","3.32 s","4.66 s","831 ms","1308979"
"2023-04-18 15:46:20","1681807580000","0%","0%","0%","8.60%","5.60%","7.60%","16.6%","331 MiB","27.8 MiB","511 MiB","99.6 MiB","3.09 GB/s","0 kB/s","23.6 kB/s","2.30 GB/s","0 kB/s","3.11 GB/s","2.30 GB/s","0 kB/s","19.2 kB/s","3.12 GB/s","0 kB/s","2.30 GB/s","1.76 req/s","1.76 req/s","0 req/s","486 ms","3.48 s","4.70 s","852 ms","1303979"
"2023-04-18 15:46:25","1681807585000","0%","0%","0%","4.80%","3.20%","4.60%","11.6%","331 MiB","27.8 MiB","511 MiB","99.6 MiB","3.45 GB/s","0 kB/s","0 kB/s","1.94 GB/s","0 kB/s","3.46 GB/s","1.94 GB/s","0 kB/s","0 kB/s","3.46 GB/s","0 kB/s","1.94 GB/s","1.87 req/s","1.87 req/s","0 req/s","573 ms","3.57 s","4.71 s","939 ms","1298979"
"2023-04-18 15:46:30","1681807590000","0%","0%","0%","5%","5.40%","7.00%","14.6%","331 MiB","27.8 MiB","511 MiB","99.6 MiB","3.17 GB/s","0 kB/s","113 kB/s","2.14 GB/s","0 kB/s","3.18 GB/s","2.14 GB/s","0 kB/s","575 kB/s","3.18 GB/s","0 kB/s","2.14 GB/s","2.04 req/s","2.04 req/s","0 req/s","554 ms","3.56 s","4.96 s","924 ms","1293979"
"2023-04-18 15:46:35","1681807595000","0%","0%","0%","6.80%","3.60%","6.40%","18.0%","331 MiB","27.8 MiB","511 MiB","99.8 MiB","5.34 GB/s","0 kB/s","45.6 kB/s","3.30 GB/s","0 kB/s","5.36 GB/s","3.30 GB/s","0 kB/s","32.4 kB/s","5.36 GB/s","0 kB/s","3.30 GB/s","2.13 req/s","2.13 req/s","0 req/s","575 ms","3.79 s","4.96 s","958 ms","1288979"
"2023-04-18 15:46:40","1681807600000","0%","0%","0%","5.40%","2.80%","5.20%","17.8%","331 MiB","27.8 MiB","511 MiB","99.5 MiB","5.19 GB/s","0 kB/s","0 kB/s","3.52 GB/s","0 kB/s","5.20 GB/s","3.52 GB/s","0 kB/s","0 kB/s","5.20 GB/s","0 kB/s","3.52 GB/s","2.11 req/s","2.11 req/s","0 req/s","518 ms","4.00 s","4.97 s","965 ms","1283979"
"2023-04-18 15:46:45","1681807605000","0%","0%","0%","5%","3.40%","6.00%","10.6%","335 MiB","27.8 MiB","511 MiB","95.5 MiB","2.49 GB/s","0 kB/s","0 kB/s","1.49 GB/s","0 kB/s","2.51 GB/s","1.49 GB/s","0 kB/s","0 kB/s","2.51 GB/s","0 kB/s","1.49 GB/s","2.11 req/s","2.11 req/s","0 req/s","606 ms","4.08 s","4.97 s","1.00 s","1278979"
"2023-04-18 15:46:50","1681807610000","0%","0%","0%","7.60%","3.20%","8.80%","17.2%","335 MiB","27.8 MiB","511 MiB","95.5 MiB","3.75 GB/s","0 kB/s","44.8 kB/s","2.45 GB/s","0 kB/s","3.77 GB/s","2.45 GB/s","0 kB/s","32.4 kB/s","3.77 GB/s","0 kB/s","2.45 GB/s","2.05 req/s","2.05 req/s","0 req/s","621 ms","4.17 s","4.98 s","1.04 s","1273979"
"2023-04-18 15:46:55","1681807615000","0%","0%","0%","5.60%","4.00%","9.20%","11.8%","335 MiB","27.8 MiB","511 MiB","95.5 MiB","2.66 GB/s","0 kB/s","0 kB/s","1.83 GB/s","0 kB/s","2.68 GB/s","1.83 GB/s","0 kB/s","0 kB/s","2.68 GB/s","0 kB/s","1.83 GB/s","2.11 req/s","2.11 req/s","0 req/s","719 ms","4.25 s","4.97 s","1.16 s","1268979"
"2023-04-18 15:47:00","1681807620000","0%","0%","0%","6.60%","3.40%","6.40%","12.0%","331 MiB","27.8 MiB","511 MiB","99.9 MiB","1.64 GB/s","0 kB/s","0 kB/s","1.14 GB/s","0 kB/s","1.67 GB/s","1.14 GB/s","0 kB/s","0 kB/s","1.67 GB/s","0 kB/s","1.14 GB/s","2.13 req/s","2.13 req/s","0 req/s","727 ms","4.29 s","4.98 s","1.18 s","1263979"
"2023-04-18 15:47:05","1681807625000","0%","0%","0%","4.20%","2.60%","4.60%","11.6%","331 MiB","27.8 MiB","511 MiB","99.7 MiB","2.41 GB/s","0 kB/s","0 kB/s","2.17 GB/s","0 kB/s","2.42 GB/s","2.17 GB/s","0 kB/s","0 kB/s","2.42 GB/s","0 kB/s","2.17 GB/s","2.11 req/s","2.11 req/s","0 req/s","741 ms","4.33 s","4.98 s","1.19 s","1258979"
"2023-04-18 15:47:10","1681807630000","0%","0%","0%","3.40%","2.60%","5.40%","13.2%","331 MiB","27.8 MiB","511 MiB","99.7 MiB","4.05 GB/s","0 kB/s","0 kB/s","2.00 GB/s","0 kB/s","4.06 GB/s","2.00 GB/s","0 kB/s","0 kB/s","4.06 GB/s","0 kB/s","2.00 GB/s","2.11 req/s","2.11 req/s","0 req/s","803 ms","4.37 s","4.98 s","1.24 s","1253979"
"2023-04-18 15:47:15","1681807635000","0%","0%","0%","2.20%","1.000%","2.00%","14.6%","331 MiB","27.8 MiB","511 MiB","99.9 MiB","4.63 GB/s","0 kB/s","67.2 kB/s","3.04 GB/s","0 kB/s","4.64 GB/s","3.04 GB/s","0 kB/s","60 kB/s","4.64 GB/s","0 kB/s","3.04 GB/s","2.20 req/s","2.20 req/s","0 req/s","807 ms","4.30 s","4.97 s","1.22 s","1248979"
"2023-04-18 15:47:20","1681807640000","0%","0%","0%","2.40%","1.00%","2.40%","9.60%","331 MiB","27.8 MiB","511 MiB","99.7 MiB","3.36 GB/s","0 kB/s","23.6 kB/s","1.89 GB/s","0 kB/s","3.37 GB/s","1.89 GB/s","0 kB/s","19.2 kB/s","3.37 GB/s","0 kB/s","1.89 GB/s","2.16 req/s","2.16 req/s","0 req/s","709 ms","4.18 s","4.97 s","1.10 s","1243979"
