"Time","latency-50-percentile","latency-95-percentile","latency-99-percentile"
2023-04-18 16:35:20,323 ms,2.03 s,3.10 s
2023-04-18 16:35:25,339 ms,2.19 s,4.04 s
2023-04-18 16:35:30,345 ms,2.21 s,4.06 s
2023-04-18 16:35:35,361 ms,2.37 s,4.36 s
2023-04-18 16:35:40,384 ms,2.41 s,4.37 s
2023-04-18 16:35:45,409 ms,3.40 s,4.68 s
2023-04-18 16:35:50,405 ms,3.83 s,4.77 s
2023-04-18 16:35:55,409 ms,3.93 s,4.79 s
2023-04-18 16:36:00,404 ms,3.94 s,4.79 s
2023-04-18 16:36:05,423 ms,3.94 s,4.79 s
2023-04-18 16:36:10,405 ms,3.93 s,4.79 s
2023-04-18 16:36:15,420 ms,4.05 s,4.81 s
2023-04-18 16:36:20,430 ms,3.94 s,4.79 s
2023-04-18 16:36:25,435 ms,3.92 s,4.78 s
2023-04-18 16:36:30,411 ms,3.93 s,4.79 s
2023-04-18 16:36:35,399 ms,3.93 s,4.79 s
2023-04-18 16:36:40,400 ms,3.42 s,4.68 s
2023-04-18 16:36:45,400 ms,3.61 s,4.72 s
2023-04-18 16:36:50,402 ms,3.37 s,4.67 s
2023-04-18 16:36:55,375 ms,3.40 s,4.68 s
2023-04-18 16:37:00,357 ms,3.42 s,4.68 s
2023-04-18 16:37:05,369 ms,3.50 s,4.70 s
2023-04-18 16:37:10,375 ms,3.71 s,4.74 s
2023-04-18 16:37:15,326 ms,3.77 s,4.75 s
2023-04-18 16:37:20,350 ms,3.79 s,4.76 s
2023-04-18 16:37:25,382 ms,3.62 s,4.72 s
2023-04-18 16:37:30,393 ms,3.67 s,4.73 s
2023-04-18 16:37:35,382 ms,3.86 s,4.77 s
2023-04-18 16:37:40,359 ms,3.12 s,4.62 s
2023-04-18 16:37:45,346 ms,3.16 s,4.63 s
2023-04-18 16:37:50,353 ms,3.19 s,4.64 s
2023-04-18 16:37:55,360 ms,3.22 s,4.64 s
2023-04-18 16:38:00,342 ms,3.50 s,4.70 s
2023-04-18 16:38:05,309 ms,2.54 s,4.51 s
2023-04-18 16:38:10,340 ms,2.36 s,4.26 s
2023-04-18 16:38:15,309 ms,2.32 s,4.29 s
2023-04-18 16:38:20,333 ms,2.58 s,4.52 s
2023-04-18 16:38:25,344 ms,2.50 s,4.50 s
2023-04-18 16:38:30,288 ms,2.38 s,4.27 s
2023-04-18 16:38:35,295 ms,2.37 s,4.26 s
2023-04-18 16:38:40,308 ms,2.37 s,4.26 s
2023-04-18 16:38:45,325 ms,2.36 s,4.26 s
2023-04-18 16:38:50,325 ms,2.36 s,4.26 s
2023-04-18 16:38:55,308 ms,2.24 s,3.55 s
2023-04-18 16:39:00,339 ms,2.24 s,3.55 s
2023-04-18 16:39:05,300 ms,2.37 s,4.27 s
2023-04-18 16:39:10,304 ms,2.50 s,4.50 s
2023-04-18 16:39:15,292 ms,2.36 s,4.26 s
2023-04-18 16:39:20,285 ms,2.54 s,4.51 s
2023-04-18 16:39:25,313 ms,2.58 s,4.52 s
2023-04-18 16:39:30,303 ms,2.58 s,4.52 s
2023-04-18 16:39:35,309 ms,3.19 s,4.64 s
2023-04-18 16:39:40,296 ms,3.16 s,4.63 s
2023-04-18 16:39:45,287 ms,3.16 s,4.63 s
2023-04-18 16:39:50,294 ms,3.19 s,4.64 s
2023-04-18 16:39:55,279 ms,3.12 s,4.62 s
2023-04-18 16:40:00,287 ms,2.54 s,4.51 s
2023-04-18 16:40:05,294 ms,2.33 s,4.30 s
2023-04-18 16:40:10,308 ms,2.62 s,4.53 s
2023-04-18 16:40:15,337 ms,2.37 s,4.29 s
2023-04-18 16:40:20,352 ms,2.39 s,4.26 s
2023-04-18 16:40:25,385 ms,2.54 s,4.51 s
2023-04-18 16:40:30,385 ms,2.39 s,4.27 s
2023-04-18 16:40:35,463 ms,2.63 s,4.53 s
2023-04-18 16:40:40,469 ms,3.22 s,4.64 s
2023-04-18 16:40:45,490 ms,3.16 s,4.63 s
2023-04-18 16:40:50,500 ms,3.19 s,4.64 s
2023-04-18 16:40:55,525 ms,3.22 s,4.64 s
2023-04-18 16:41:00,528 ms,3.09 s,4.62 s
2023-04-18 16:41:05,448 ms,2.54 s,4.51 s
2023-04-18 16:41:10,443 ms,2.54 s,4.51 s
2023-04-18 16:41:15,413 ms,2.54 s,4.51 s
2023-04-18 16:41:20,406 ms,2.41 s,4.26 s
2023-04-18 16:41:25,398 ms,2.41 s,4.26 s
2023-04-18 16:41:30,356 ms,2.29 s,3.52 s
2023-04-18 16:41:35,346 ms,2.27 s,3.50 s
2023-04-18 16:41:40,357 ms,2.30 s,3.55 s
2023-04-18 16:41:45,354 ms,2.30 s,3.55 s
2023-04-18 16:41:50,339 ms,2.27 s,3.50 s
2023-04-18 16:41:55,304 ms,2.21 s,3.55 s
2023-04-18 16:42:00,304 ms,2.25 s,3.50 s
2023-04-18 16:42:05,292 ms,2.21 s,3.53 s
2023-04-18 16:42:10,259 ms,2.13 s,3.53 s
2023-04-18 16:42:15,246 ms,2.10 s,3.57 s
2023-04-18 16:42:20,250 ms,2.11 s,3.60 s
2023-04-18 16:42:25,236 ms,2.12 s,3.62 s
2023-04-18 16:42:30,219 ms,1.93 s,2.39 s
2023-04-18 16:42:35,198 ms,1.72 s,2.34 s
2023-04-18 16:42:40,195 ms,1.75 s,2.35 s
2023-04-18 16:42:45,198 ms,1.79 s,2.36 s
2023-04-18 16:42:50,212 ms,2.00 s,2.40 s
2023-04-18 16:42:55,210 ms,1.82 s,2.36 s
2023-04-18 16:43:00,204 ms,1.67 s,2.34 s
2023-04-18 16:43:05,198 ms,1.73 s,2.35 s
2023-04-18 16:43:10,204 ms,2.09 s,3.95 s
2023-04-18 16:43:15,204 ms,2.09 s,3.95 s
2023-04-18 16:43:20,225 ms,2.22 s,3.95 s
2023-04-18 16:43:25,236 ms,2.26 s,3.95 s
2023-04-18 16:43:30,250 ms,2.26 s,3.95 s
2023-04-18 16:43:35,242 ms,2.24 s,3.97 s
2023-04-18 16:43:40,243 ms,2.28 s,3.92 s
2023-04-18 16:43:45,235 ms,2.26 s,3.95 s
2023-04-18 16:43:50,223 ms,2.26 s,3.95 s
2023-04-18 16:43:55,204 ms,2.26 s,3.95 s
2023-04-18 16:44:00,210 ms,2.25 s,3.92 s
2023-04-18 16:44:05,204 ms,2.11 s,2.42 s
2023-04-18 16:44:10,196 ms,2.11 s,2.42 s
2023-04-18 16:44:15,196 ms,1.98 s,2.39 s
2023-04-18 16:44:20,196 ms,1.87 s,2.37 s
2023-04-18 16:44:25,196 ms,1.87 s,2.37 s
2023-04-18 16:44:30,194 ms,1.84 s,2.37 s
2023-04-18 16:44:35,184 ms,1.47 s,2.29 s
2023-04-18 16:44:40,188 ms,1.95 s,3.95 s
2023-04-18 16:44:45,195 ms,2.11 s,3.98 s
2023-04-18 16:44:50,210 ms,3.29 s,4.66 s
2023-04-18 16:44:55,215 ms,3.25 s,4.65 s
2023-04-18 16:45:00,207 ms,3.25 s,4.65 s
2023-04-18 16:45:05,200 ms,3.25 s,4.65 s
2023-04-18 16:45:10,200 ms,3.25 s,4.65 s
2023-04-18 16:45:15,200 ms,3.25 s,4.65 s
2023-04-18 16:45:20,200 ms,3.25 s,4.65 s
2023-04-18 16:45:25,219 ms,3.29 s,4.66 s
2023-04-18 16:45:30,243 ms,3.21 s,4.64 s
2023-04-18 16:45:35,225 ms,2.47 s,4.47 s
2023-04-18 16:45:40,210 ms,2.46 s,4.46 s
2023-04-18 16:45:45,204 ms,2.05 s,2.41 s
2023-04-18 16:45:50,194 ms,2.01 s,2.40 s
2023-04-18 16:45:55,202 ms,2.08 s,2.42 s
2023-04-18 16:46:00,197 ms,2.10 s,2.42 s
2023-04-18 16:46:05,183 ms,2.12 s,2.43 s
2023-04-18 16:46:10,175 ms,2.35 s,4.15 s
2023-04-18 16:46:15,175 ms,2.36 s,4.18 s
2023-04-18 16:46:20,160 ms,2.35 s,4.20 s
2023-04-18 16:46:25,148 ms,2.29 s,4.22 s
2023-04-18 16:46:30,137 ms,2.28 s,4.27 s
2023-04-18 16:46:35,145 ms,2.20 s,4.30 s
2023-04-18 16:46:40,142 ms,1.97 s,4.32 s
2023-04-18 16:46:45,156 ms,1.90 s,4.30 s
2023-04-18 16:46:50,147 ms,825 ms,4.32 s
2023-04-18 16:46:55,150 ms,800 ms,4.30 s
2023-04-18 16:47:00,145 ms,800 ms,4.30 s
2023-04-18 16:47:05,141 ms,480 ms,860 ms
2023-04-18 16:47:10,130 ms,435 ms,487 ms
2023-04-18 16:47:15,145 ms,483 ms,4.30 s
2023-04-18 16:47:20,142 ms,1.97 s,4.32 s
2023-04-18 16:47:25,150 ms,3.25 s,4.65 s
2023-04-18 16:47:30,147 ms,3.31 s,4.66 s
2023-04-18 16:47:35,150 ms,3.25 s,4.65 s
2023-04-18 16:47:40,142 ms,3.31 s,4.66 s
2023-04-18 16:47:45,150 ms,3.25 s,4.65 s
2023-04-18 16:47:50,154 ms,3.31 s,4.66 s
2023-04-18 16:47:55,164 ms,3.25 s,4.65 s
2023-04-18 16:48:00,163 ms,3.31 s,4.66 s
2023-04-18 16:48:05,175 ms,3.25 s,4.65 s
2023-04-18 16:48:10,163 ms,2.37 s,4.32 s
2023-04-18 16:48:15,163 ms,2.32 s,4.32 s
2023-04-18 16:48:20,160 ms,1.85 s,2.37 s
2023-04-18 16:48:25,175 ms,1.99 s,2.40 s
2023-04-18 16:48:30,175 ms,2.01 s,2.40 s
2023-04-18 16:48:35,220 ms,1.94 s,2.39 s
2023-04-18 16:48:40,235 ms,1.92 s,2.38 s
2023-04-18 16:48:45,212 ms,1.86 s,2.37 s
2023-04-18 16:48:50,208 ms,1.84 s,2.37 s
2023-04-18 16:48:55,250 ms,1.93 s,2.39 s
2023-04-18 16:49:00,250 ms,1.90 s,2.38 s
2023-04-18 16:49:05,250 ms,2.17 s,3.95 s
2023-04-18 16:49:10,250 ms,2.20 s,3.90 s
2023-04-18 16:49:15,261 ms,3.04 s,4.61 s
2023-04-18 16:49:20,239 ms,3.00 s,4.60 s
2023-04-18 16:49:25,261 ms,2.88 s,4.57 s
2023-04-18 16:49:30,250 ms,2.92 s,4.58 s
2023-04-18 16:49:35,245 ms,2.88 s,4.57 s
2023-04-18 16:49:40,273 ms,2.92 s,4.58 s
2023-04-18 16:49:45,279 ms,2.88 s,4.57 s
2023-04-18 16:49:50,273 ms,2.92 s,4.58 s
2023-04-18 16:49:55,302 ms,3.41 s,4.68 s
2023-04-18 16:50:00,317 ms,2.92 s,4.58 s
2023-04-18 16:50:05,308 ms,2.88 s,4.57 s
2023-04-18 16:50:10,277 ms,2.19 s,3.78 s
2023-04-18 16:50:15,321 ms,2.92 s,4.58 s
2023-04-18 16:50:20,325 ms,3.41 s,4.68 s
2023-04-18 16:50:25,324 ms,3.44 s,4.69 s
2023-04-18 16:50:30,338 ms,3.44 s,4.69 s
2023-04-18 16:50:35,347 ms,3.72 s,4.74 s
2023-04-18 16:50:40,352 ms,3.75 s,4.75 s
2023-04-18 16:50:45,330 ms,3.75 s,4.75 s
2023-04-18 16:50:50,330 ms,3.75 s,4.75 s
2023-04-18 16:50:55,319 ms,3.72 s,4.74 s
2023-04-18 16:51:00,322 ms,3.72 s,4.74 s
2023-04-18 16:51:05,350 ms,3.70 s,4.74 s
2023-04-18 16:51:10,330 ms,2.83 s,4.57 s
2023-04-18 16:51:15,312 ms,2.92 s,4.58 s
2023-04-18 16:51:20,279 ms,2.92 s,4.58 s
2023-04-18 16:51:25,260 ms,3.41 s,4.68 s
2023-04-18 16:51:30,250 ms,2.92 s,4.58 s
2023-04-18 16:51:35,275 ms,2.87 s,4.57 s
2023-04-18 16:51:40,259 ms,2.87 s,4.57 s
2023-04-18 16:51:45,236 ms,2.22 s,4.36 s
2023-04-18 16:51:50,245 ms,2.88 s,4.57 s
2023-04-18 16:51:55,250 ms,2.92 s,4.58 s
2023-04-18 16:52:00,235 ms,2.96 s,4.59 s
2023-04-18 16:52:05,231 ms,2.92 s,4.58 s
2023-04-18 16:52:10,236 ms,2.88 s,4.57 s
2023-04-18 16:52:15,267 ms,2.92 s,4.58 s
2023-04-18 16:52:20,281 ms,2.30 s,4.40 s
2023-04-18 16:52:25,312 ms,3.34 s,4.67 s
2023-04-18 16:52:30,288 ms,3.34 s,4.67 s
2023-04-18 16:52:35,364 ms,3.31 s,4.66 s
2023-04-18 16:52:40,389 ms,3.60 s,4.72 s
2023-04-18 16:52:45,431 ms,3.57 s,4.72 s
2023-04-18 16:52:50,444 ms,3.79 s,4.76 s
2023-04-18 16:52:55,450 ms,3.71 s,4.74 s
2023-04-18 16:53:00,420 ms,3.73 s,4.75 s
2023-04-18 16:53:05,438 ms,3.45 s,4.69 s
2023-04-18 16:53:10,420 ms,3.65 s,4.73 s
2023-04-18 16:53:15,404 ms,3.62 s,4.72 s
2023-04-18 16:53:20,350 ms,3.00 s,4.60 s
2023-04-18 16:53:25,333 ms,3.00 s,4.60 s
2023-04-18 16:53:30,342 ms,3.38 s,4.68 s
2023-04-18 16:53:35,359 ms,3.00 s,4.60 s
2023-04-18 16:53:40,333 ms,2.46 s,4.47 s
2023-04-18 16:53:45,324 ms,2.30 s,4.20 s
2023-04-18 16:53:50,333 ms,2.32 s,4.20 s
2023-04-18 16:53:55,324 ms,2.32 s,4.20 s
2023-04-18 16:54:00,292 ms,2.31 s,4.21 s
2023-04-18 16:54:05,333 ms,2.17 s,3.40 s
2023-04-18 16:54:10,328 ms,2.13 s,3.40 s
2023-04-18 16:54:15,321 ms,2.30 s,4.20 s
2023-04-18 16:54:20,367 ms,2.30 s,4.20 s
2023-04-18 16:54:25,375 ms,2.47 s,4.47 s
2023-04-18 16:54:30,367 ms,2.97 s,4.59 s
2023-04-18 16:54:35,375 ms,2.97 s,4.59 s
2023-04-18 16:54:40,383 ms,2.97 s,4.59 s
2023-04-18 16:54:45,383 ms,3.03 s,4.61 s
2023-04-18 16:54:50,390 ms,2.97 s,4.59 s
2023-04-18 16:54:55,382 ms,3.00 s,4.60 s
2023-04-18 16:55:00,381 ms,3.65 s,4.73 s
2023-04-18 16:55:05,387 ms,3.65 s,4.73 s
2023-04-18 16:55:10,417 ms,3.67 s,4.73 s
2023-04-18 16:55:15,423 ms,3.98 s,4.80 s
2023-04-18 16:55:20,381 ms,3.67 s,4.73 s
2023-04-18 16:55:25,369 ms,3.35 s,4.67 s
2023-04-18 16:55:30,386 ms,3.54 s,4.71 s
2023-04-18 16:55:35,463 ms,4.47 s,8.05 s
2023-04-18 16:55:40,750 ms,5.65 s,9.13 s
2023-04-18 16:55:45,1.75 s,7.66 s,9.53 s
2023-04-18 16:55:50,2.29 s,7.81 s,9.56 s
2023-04-18 16:55:55,2.70 s,8.44 s,9.92 s
2023-04-18 16:56:00,2.81 s,8.61 s,9.91 s
2023-04-18 16:56:05,3.12 s,8.85 s,10 s
2023-04-18 16:56:10,3.27 s,8.85 s,10 s
2023-04-18 16:56:15,3.42 s,8.94 s,10 s
2023-04-18 16:56:20,3.50 s,9.25 s,10 s
2023-04-18 16:56:25,3.60 s,9.27 s,10 s
2023-04-18 16:56:30,3.65 s,9.27 s,10 s
2023-04-18 16:56:35,3.63 s,9.32 s,10 s
2023-04-18 16:56:40,3.49 s,9.33 s,10 s
2023-04-18 16:56:45,3.38 s,9.36 s,10 s
2023-04-18 16:56:50,3.19 s,9.14 s,10 s
2023-04-18 16:56:55,3.11 s,9.07 s,10 s
2023-04-18 16:57:00,2.73 s,8.73 s,10 s
2023-04-18 16:57:05,2.19 s,8.67 s,10 s
2023-04-18 16:57:10,1.53 s,8.40 s,10 s
2023-04-18 16:57:15,967 ms,7.40 s,9.48 s
2023-04-18 16:57:20,703 ms,6.91 s,9.38 s
2023-04-18 16:57:25,437 ms,4.71 s,8.91 s
2023-04-18 16:57:30,421 ms,2.30 s,3.97 s
2023-04-18 16:57:35,479 ms,2.82 s,4.57 s
2023-04-18 16:57:40,493 ms,2.83 s,4.57 s
2023-04-18 16:57:45,452 ms,2.47 s,4.46 s
2023-04-18 16:57:50,422 ms,2.47 s,4.46 s
2023-04-18 16:57:55,432 ms,2.88 s,4.58 s
2023-04-18 16:58:00,435 ms,3.23 s,4.65 s
2023-04-18 16:58:05,435 ms,3.46 s,4.69 s
2023-04-18 16:58:10,446 ms,3.46 s,4.69 s
2023-04-18 16:58:15,482 ms,3.67 s,4.73 s
2023-04-18 16:58:20,490 ms,3.66 s,4.73 s
2023-04-18 16:58:25,495 ms,3.76 s,4.75 s
2023-04-18 16:58:30,438 ms,3.23 s,4.65 s
2023-04-18 16:58:35,438 ms,2.83 s,4.57 s
2023-04-18 16:58:40,467 ms,3.46 s,4.69 s
2023-04-18 16:58:45,460 ms,3.48 s,4.70 s
2023-04-18 16:58:50,462 ms,3.19 s,4.64 s
2023-04-18 16:58:55,446 ms,2.85 s,4.57 s
2023-04-18 16:59:00,438 ms,2.85 s,4.57 s
2023-04-18 16:59:05,443 ms,3.21 s,4.64 s
2023-04-18 16:59:10,430 ms,3.21 s,4.64 s

